날짜,시가,고가,저가,종가,거래량,등락률
2023-06-05,72800,72900,72000,72400,4305,-0.41265474552957354
2023-06-07,71400,72900,71400,72300,2027,-0.13812154696132595
2023-06-08,71700,71700,70700,71100,3338,-1.6597510373443984
2023-06-09,71300,72200,71300,71800,4086,0.9845288326300985
2023-06-12,72100,72400,71300,71500,2393,-0.4178272980501393
2023-06-13,71500,72100,71400,71500,4571,0.0
2023-06-14,71500,71500,70100,70500,6201,-1.3986013986013985
2023-06-15,71000,71100,70300,70400,3409,-0.14184397163120568
2023-06-16,70700,70800,70200,70600,3904,0.2840909090909091
2023-06-19,70700,70700,69000,70100,8544,-0.708215297450425
2023-06-20,70100,70500,69500,70400,3621,0.42796005706134094
2023-06-21,70300,70400,68800,69100,5164,-1.8465909090909092
2023-06-22,68500,69300,68500,68800,3466,-0.43415340086830684
2023-06-23,69500,69900,68200,68300,3595,-0.7267441860465116
2023-06-26,68300,68800,67500,68500,2808,0.29282576866764276
2023-06-27,68500,69100,67900,68800,3091,0.43795620437956206
2023-06-28,69000,69000,67700,67800,4608,-1.4534883720930232
2023-06-29,67400,70000,67400,67800,2408,0.0
2023-06-30,67600,68300,67200,68200,2936,0.5899705014749262
2023-07-03,68200,68800,68200,68700,2932,0.7331378299120235
2023-07-04,69300,69300,68500,68600,3449,-0.1455604075691412
2023-07-05,68800,68800,67600,67800,4774,-1.1661807580174928
2023-07-06,67800,68000,66800,66900,5456,-1.3274336283185841
2023-07-07,66900,66900,65400,65800,6084,-1.6442451420029895
2023-07-10,66800,66800,65200,65400,3254,-0.60790273556231
2023-07-11,65400,67900,65400,67500,3995,3.211009174311927
2023-07-12,67600,67700,66900,67500,2458,0.0
2023-07-13,67600,69100,67600,68800,4502,1.925925925925926
2023-07-14,69200,70000,68700,69800,5995,1.4534883720930232
2023-07-17,70200,73900,70200,73500,26436,5.300859598853868
2023-07-18,74000,74100,71800,72100,9985,-1.9047619047619049
2023-07-19,72200,72500,70400,70700,8170,-1.9417475728155338
2023-07-20,71000,71500,70200,71500,4294,1.1315417256011315
2023-07-21,71100,71100,69900,70100,8719,-1.9580419580419581
2023-07-24,69500,70000,67800,69500,22426,-0.8559201141226819
2023-07-25,69500,69600,68500,69200,7571,-0.4316546762589928
2023-07-26,69200,69200,66400,67000,16749,-3.1791907514450863
2023-07-27,67500,68400,66800,68000,10075,1.4925373134328357
2023-07-28,68900,68900,67300,67600,4940,-0.5882352941176471
2023-07-31,67900,68200,67000,67900,4328,0.4437869822485207
2023-08-01,67600,71600,67600,71500,12119,5.3019145802650955
2023-08-02,72900,75300,71300,72900,36217,1.9580419580419581
2023-08-03,72800,72800,70800,71000,6774,-2.606310013717421
2023-08-04,71000,71700,70000,70400,4046,-0.8450704225352111
2023-08-07,69400,71000,69400,70500,6144,0.14204545454545456
2023-08-08,70500,71500,69700,70800,6963,0.425531914893617
2023-08-09,70800,70800,70000,70600,1902,-0.2824858757062147
2023-08-10,70300,71100,69200,69500,6248,-1.5580736543909348
2023-08-11,69500,70800,69500,70100,1814,0.8633093525179856
2023-08-14,70000,70400,69100,69300,2513,-1.1412268188302426
2023-08-16,69000,69000,67500,67700,5028,-2.3088023088023086
2023-08-17,66000,68400,66000,67500,5108,-0.29542097488921715
2023-08-18,67800,67900,66200,67500,3554,0.0
2023-08-21,67700,67700,66600,66600,3504,-1.3333333333333335
2023-08-22,67200,68900,66700,67000,3150,0.6006006006006006
2023-08-23,67300,68600,66600,68000,4453,1.4925373134328357
2023-08-24,68800,69500,68300,68700,4504,1.0294117647058822
2023-08-25,68200,68300,67200,67700,2778,-1.455604075691412
2023-08-28,67400,68200,66800,67100,3499,-0.8862629246676514
2023-08-29,67500,67600,65600,66500,16343,-0.8941877794336811
2023-08-30,66800,67000,66000,66400,5548,-0.15037593984962408
2023-08-31,66500,66800,65500,65800,4467,-0.9036144578313252
2023-09-01,66200,67400,66100,67300,8328,2.2796352583586628
2023-09-04,68100,68100,66700,67300,6928,0.0
2023-09-05,70400,71300,68200,69400,21089,3.1203566121842496
2023-09-06,68600,68900,67600,67900,6188,-2.161383285302594
2023-09-07,67700,68000,67000,67500,4375,-0.5891016200294551
2023-09-08,67900,68100,67000,67900,3325,0.5925925925925926
2023-09-11,67600,68000,66700,67100,5089,-1.1782032400589102
2023-09-12,66800,68400,66800,68000,8790,1.3412816691505216
2023-09-13,67600,68800,67600,68200,5821,0.29411764705882354
2023-09-14,68000,69800,67900,69700,8456,2.1994134897360706
2023-09-15,69400,70000,68800,69800,3250,0.1434720229555237
2023-09-18,69800,69800,69100,69100,2700,-1.002865329512894
2023-09-19,69100,69900,68600,68800,2465,-0.43415340086830684
2023-09-20,68300,69000,68200,68500,1882,-0.436046511627907
2023-09-21,68200,68800,67700,67700,7187,-1.167883211678832
2023-09-22,67000,68400,67000,67200,3008,-0.7385524372230428
2023-09-25,67900,67900,66800,66800,3155,-0.5952380952380952
2023-09-26,67300,67700,66100,66200,3654,-0.8982035928143712
2023-09-27,66200,67400,66100,67400,2057,1.812688821752266
2023-10-04,66100,67900,65900,66000,8827,-2.0771513353115725
2023-10-05,66800,66800,65700,65800,2769,-0.30303030303030304
2023-10-06,65400,66900,65400,65800,4207,0.0
2023-10-10,66200,67300,66100,66100,3216,0.4559270516717325
2023-10-11,66600,67700,66600,67100,2928,1.5128593040847202
2023-10-12,67300,67900,67300,67600,1891,0.7451564828614009
2023-10-13,67200,67900,67200,67800,1387,0.2958579881656805
2023-10-16,67600,67800,66700,67100,1917,-1.0324483775811208
2023-10-17,67500,68000,67300,68000,2346,1.3412816691505216
2023-10-18,68100,69200,67700,69000,4864,1.4705882352941175
2023-10-19,67800,68600,67600,67700,3065,-1.884057971014493
2023-10-20,67700,67900,66500,67100,3408,-0.8862629246676514
2023-10-23,67100,67400,66500,67000,2865,-0.14903129657228018
2023-10-24,67000,68200,67000,67300,3313,0.44776119402985076
2023-10-25,68000,68400,67400,67900,4448,0.8915304606240713
2023-10-26,66800,67500,62700,64000,17185,-5.743740795287187
2023-10-27,63200,64300,62100,62600,11262,-2.1875
2023-10-30,62000,64500,62000,63700,3560,1.7571884984025559
2023-10-31,63500,63900,58800,60800,8333,-4.552590266875981
2023-11-01,62900,62900,61100,62000,3121,1.9736842105263157
2023-11-02,63300,64300,62800,64100,5051,3.387096774193549
2023-11-03,63100,65000,63100,64400,2778,0.46801872074883
2023-11-06,65800,65900,64700,65400,5760,1.5527950310559007
2023-11-07,65300,65300,63700,64200,4366,-1.834862385321101
2023-11-08,64800,64800,63100,63300,2828,-1.4018691588785046
2023-11-09,63800,64200,63000,63400,2906,0.1579778830963665
2023-11-10,63100,64000,63000,63300,2218,-0.15772870662460567
2023-11-13,63500,64500,63000,63000,1618,-0.47393364928909953
2023-11-14,63200,63700,63000,63600,1214,0.9523809523809524
2023-11-15,64400,65400,64100,64200,5125,0.9433962264150944
2023-11-16,64300,65000,64200,64500,1408,0.46728971962616817
2023-11-17,64700,65200,64400,64600,1471,0.15503875968992248
2023-11-20,64600,65100,64300,64900,1273,0.46439628482972134
2023-11-21,64900,65600,64900,65500,2380,0.9244992295839755
2023-11-22,65100,65600,65100,65500,1470,0.0
2023-11-23,65700,65900,65400,65700,1276,0.3053435114503817
2023-11-24,65900,65900,65600,65700,1091,0.0
2023-11-27,65700,66100,65500,65900,1354,0.30441400304414
2023-11-28,66000,68500,65900,67700,9491,2.731411229135053
2023-11-29,67700,68500,67100,68100,4619,0.5908419497784343
2023-11-30,68300,68500,67700,67800,3414,-0.4405286343612335
2023-12-01,68800,69000,67700,68600,8675,1.1799410029498525
2023-12-04,68400,69500,68000,69200,7983,0.8746355685131195
2023-12-05,69200,69400,68600,69000,2856,-0.2890173410404624
2023-12-06,68700,70200,68700,69900,8121,1.3043478260869565
2023-12-07,69300,69700,68700,69200,3006,-1.0014306151645207
2023-12-08,69500,70700,69500,70500,8327,1.8786127167630058
2023-12-11,70700,71300,70500,70800,4891,0.425531914893617
2023-12-12,71000,71300,70500,70800,4549,0.0
2023-12-13,70800,72400,70800,70800,16192,0.0
2023-12-14,71800,72200,71200,71700,6042,1.2711864406779663
2023-12-15,72200,72800,71300,71400,6047,-0.41841004184100417
2023-12-18,71900,71900,70800,71200,2582,-0.2801120448179272
2023-12-19,71200,71500,70800,71100,2989,-0.1404494382022472
2023-12-20,71500,71500,71000,71400,6030,0.42194092827004215
2023-12-21,71100,71800,71100,71500,3547,0.1400560224089636
2023-12-22,71600,72000,71500,71700,2924,0.27972027972027974
2023-12-26,72000,72000,71300,71300,5426,-0.5578800557880056
2023-12-27,70900,71400,70500,70800,4892,-0.7012622720897616
2023-12-28,70900,71400,70400,71300,5728,0.7062146892655368
2024-01-02,70900,73200,70900,73100,11925,2.524544179523142
2024-01-03,73100,73200,72100,72300,4626,-1.094391244870041
2024-01-04,72000,72600,71600,72200,4576,-0.13831258644536654
2024-01-05,72700,72700,70200,70500,10744,-2.3545706371191137
2024-01-08,70500,71200,70100,70300,3652,-0.28368794326241137
2024-01-09,70900,71500,70000,70000,6231,-0.42674253200568996
2024-01-10,70500,70900,69600,69900,4569,-0.14285714285714285
2024-01-11,70100,70500,69900,69900,3640,0.0
2024-01-12,70200,70200,68700,68900,4273,-1.4306151645207439
2024-01-15,68900,70100,68900,69400,2927,0.7256894049346879
2024-01-16,69600,70000,68800,69100,2379,-0.43227665706051877
2024-01-17,69300,69600,66400,66800,10418,-3.3285094066570187
2024-01-18,66500,67600,66300,66700,6535,-0.14970059880239522
2024-01-19,67600,69500,67300,69500,6829,4.197901049475263
2024-01-22,70200,70700,70000,70100,5034,0.8633093525179856
2024-01-23,70100,70400,69600,70000,3100,-0.14265335235378032
2024-01-24,70000,70000,69000,69500,2932,-0.7142857142857143
2024-01-25,69500,69500,68000,68800,7007,-1.0071942446043165
2024-01-26,68900,69000,68200,68500,3822,-0.436046511627907
2024-01-29,68500,69100,68300,69000,3708,0.7299270072992701
2024-01-30,69200,69400,68300,68900,3683,-0.14492753623188406
2024-01-31,69100,69100,67300,67900,4666,-1.4513788098693758
2024-02-01,67500,68700,67200,68700,9660,1.1782032400589102
2024-02-02,68800,69200,68500,68900,5634,0.2911208151382824
2024-02-05,69000,69000,66700,67300,10902,-2.3222060957910013
2024-02-06,67400,67700,66400,67100,11645,-0.2971768202080238
2024-02-07,67500,67700,66900,67300,5588,0.29806259314456035
2024-02-08,67600,68900,67100,67700,7202,0.5943536404160475
2024-02-13,67700,68800,67500,68300,5185,0.8862629246676514
2024-02-14,68000,68000,66800,67500,15164,-1.171303074670571
2024-02-15,67700,67900,67200,67300,3081,-0.2962962962962963
2024-02-16,67600,67700,66900,67000,4995,-0.44576523031203563
2024-02-19,67000,70000,66700,70000,17603,4.477611940298507
2024-02-20,70000,70000,69000,70000,8165,0.0
2024-02-21,70000,70100,69300,69800,3613,-0.2857142857142857
2024-02-22,70300,70400,69400,70000,7522,0.28653295128939826
2024-02-23,70100,70400,69600,70000,4287,0.0
2024-02-26,69100,69700,68200,69000,6366,-1.4285714285714286
2024-02-27,69500,69600,68600,69000,5034,0.0
2024-02-28,69300,70000,69000,69600,5350,0.8695652173913043
2024-02-29,70000,70400,69500,69800,7728,0.28735632183908044
2024-03-04,70000,70200,69000,69600,6013,-0.28653295128939826
2024-03-05,69600,69600,68600,68900,4030,-1.0057471264367817
2024-03-06,68900,68900,67700,67900,4833,-1.4513788098693758
2024-03-07,67800,68400,67200,67600,5185,-0.4418262150220913
2024-03-08,67700,68200,67500,67900,6233,0.4437869822485207
2024-03-11,68100,68100,67200,67800,1871,-0.14727540500736377
2024-03-12,68900,68900,67400,68000,2408,0.2949852507374631
2024-03-13,68400,68800,67800,68100,7505,0.14705882352941177
2024-03-14,68400,70500,68000,70300,15368,3.2305433186490458
2024-03-15,70400,72200,70300,70800,21059,0.7112375533428165
2024-03-18,70800,71600,69600,70500,5809,-0.423728813559322
