날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,2245150050000,1186853,3097782605,868530000
2023-06-08,2292919200000,2075455,5478626620,868530000
2023-06-09,2310289800000,1550962,4129480685,868530000
2023-06-12,2323317750000,1288883,3448113015,868530000
2023-06-13,2323317750000,1163296,3104733240,868530000
2023-06-14,2323317750000,1483173,3934938820,868530000
2023-06-15,2275548600000,1265207,3334910230,868530000
2023-06-16,2292919200000,4293169,11356553600,868530000
2023-06-19,2219094150000,1947247,4993139025,868530000
2023-06-20,2223436800000,1163302,2998035825,868530000
2023-06-21,2271205950000,1250991,3255324180,868530000
2023-06-22,2249492700000,636070,1652041680,868530000
2023-06-23,2175667650000,1598109,4041717915,868530000
2023-06-26,2219094150000,1593953,4113291860,868530000
2023-06-27,2240807400000,738589,1897715810,868530000
2023-06-28,2279891250000,1318114,3433311715,868530000
2023-06-29,2197380900000,1123145,2872398705,868530000
2023-06-30,2240807400000,702277,1801720440,868530000
2023-07-03,2249492700000,689907,1785374775,868530000
2023-07-04,2184352950000,1591924,4030805325,868530000
2023-07-05,2180010300000,980779,2466629450,868530000
2023-07-06,2119213200000,2847543,7008434135,868530000
2023-07-07,2084472000000,3038285,7273980890,868530000
2023-07-10,2132241150000,1012309,2487974625,868530000
2023-07-11,2180010300000,934591,2334586645,868530000
2023-07-12,2162639700000,1004200,2521301160,868530000
2023-07-13,2153954400000,1782758,4461570405,868530000
2023-07-14,2166982350000,1315521,3281954770,868530000
2023-07-17,2153954400000,993442,2468121190,868530000
2023-07-18,2132241150000,1046624,2592733055,868530000
2023-07-19,2101842600000,875306,2131249140,868530000
2023-07-20,2106185250000,814784,1984223275,868530000
2023-07-21,2132241150000,751052,1841202230,868530000
2023-07-24,2080129350000,1398562,3356841250,868530000
2023-07-25,2062758750000,1418199,3378385990,868530000
2023-07-26,2014989600000,2682666,6173207250,868530000
2023-07-27,2054073450000,1755212,4106671835,868530000
2023-07-28,2036702850000,1224275,2881729130,868530000
2023-07-31,2054073450000,1643878,3909083970,868530000
2023-08-01,2080129350000,974269,2324227110,868530000
2023-08-02,2080129350000,1214142,2916131590,868530000
2023-08-03,2071444050000,1155250,2757019435,868530000
2023-08-04,2119213200000,1830427,4436596970,868530000
2023-08-07,2158297050000,1960587,4888060940,868530000
2023-08-08,2162639700000,1573156,3916313260,868530000
2023-08-09,2158297050000,1020902,2517952485,868530000
2023-08-10,2088814650000,2749589,6637653395,868530000
2023-08-11,2084472000000,1600954,3851199255,868530000
2023-08-14,2084472000000,1385250,3320002170,868530000
2023-08-16,2014989600000,2399745,5591643615,868530000
2023-08-17,1928136600000,2804795,6233063185,868530000
2023-08-18,1880367450000,2044245,4455421995,868530000
2023-08-21,1997619000000,2553020,5821727830,868530000
2023-08-22,1936821900000,1484491,3319617180,868530000
2023-08-23,1941164550000,676636,1517640480,868530000
2023-08-24,1967220450000,857816,1926341545,868530000
2023-08-25,1962877800000,1013226,2278309230,868530000
2023-08-28,2001961650000,842479,1932856220,868530000
2023-08-29,2019332250000,584874,1357253745,868530000
2023-08-30,2088814650000,3714748,8963580785,868530000
2023-08-31,2184352950000,4180192,10421917975,868530000
2023-09-01,2158297050000,1367400,3403968935,868530000
2023-09-04,2153954400000,1138376,2817185995,868530000
2023-09-05,2145269100000,2069357,5122368640,868530000
2023-09-06,2145269100000,1040313,2573460205,868530000
2023-09-07,2145269100000,1182719,2896807435,868530000
2023-09-08,2171325000000,978054,2434139555,868530000
2023-09-11,2340688350000,6992367,18513533565,868530000
2023-09-12,2305947150000,1840524,4932098500,868530000
2023-09-13,2444911950000,8142702,23087246885,868530000
2023-09-14,2570848800000,5846689,17003562305,868530000
2023-09-15,2709813600000,10155836,31520777275,868530000
2023-09-18,2657701800000,3552793,10854719025,868530000
2023-09-19,2644673850000,2279265,6923310050,868530000
2023-09-20,2670729750000,2219328,6798404355,868530000
2023-09-21,2683757700000,2012628,6213754435,868530000
2023-09-22,2653359150000,2084452,6334209095,868530000
2023-09-25,2605590000000,2747971,8210336930,868530000
2023-09-26,2510051700000,3077223,8954140840,868530000
2023-09-27,2479653150000,1673910,4787949975,868530000
2023-10-04,2540450250000,4326204,12558913290,868530000
2023-10-05,2492681100000,2845735,8187801620,868530000
2023-10-06,2514394350000,1062759,3051910690,868530000
2023-10-10,2479653150000,1722273,4940681800,868530000
2023-10-11,2475310500000,1520256,4345266805,868530000
2023-10-12,2457939900000,2275347,6422682685,868530000
2023-10-13,2531764950000,2785903,8114902000,868530000
2023-10-16,2505709050000,1525963,4384697700,868530000
2023-10-17,2505709050000,1428807,4120509075,868530000
2023-10-18,2596904700000,3330092,10031340560,868530000
2023-10-19,2575191450000,1642823,4857210770,868530000
2023-10-20,2570848800000,2663015,7931374320,868530000
2023-10-23,2475310500000,2014012,5765713585,868530000
2023-10-24,2431884000000,1898961,5319379090,868530000
2023-10-25,2440569300000,1132413,3206741475,868530000
2023-10-26,2401485450000,1499569,4181136825,868530000
2023-10-27,2392800150000,1449731,4011191430,868530000
2023-10-30,2397142800000,971412,2676668715,868530000
2023-10-31,2405828100000,2228456,6284383615,868530000
2023-11-01,2462282550000,1482798,4185262385,868530000
2023-11-02,2301604500000,4839534,13086449645,868530000
2023-11-03,2345031000000,1544638,4149863655,868530000
2023-11-06,2431884000000,2035892,5613798145,868530000
2023-11-07,2418856050000,1203645,3366103700,868530000
2023-11-08,2362401600000,1266513,3480931190,868530000
2023-11-09,2401485450000,1260864,3474703870,868530000
2023-11-10,2397142800000,665243,1839211465,868530000
2023-11-13,2418856050000,1730624,4848562110,868530000
2023-11-14,2457939900000,1119487,3150120780,868530000
2023-11-15,2384114850000,2870903,7850965905,868530000
2023-11-16,2384114850000,1041155,2858315340,868530000
2023-11-17,2332003050000,1884819,5092383955,868530000
2023-11-20,2379772200000,1134488,3081166980,868530000
2023-11-21,2375429550000,1110626,3041733675,868530000
2023-11-22,2423198700000,2329286,6517316040,868530000
2023-11-23,2440569300000,935118,2631298890,868530000
2023-11-24,2449254600000,643155,1820348780,868530000
2023-11-27,2462282550000,907571,2579188130,868530000
2023-11-28,2449254600000,922031,2607659355,868530000
2023-11-29,2371086900000,1548954,4270786040,868530000
2023-11-30,2401485450000,1312688,3599049770,868530000
2023-12-01,2379772200000,787496,2160100265,868530000
2023-12-04,2366744250000,893574,2442549480,868530000
2023-12-05,2388457500000,948460,2613422445,868530000
2023-12-06,2375429550000,774927,2137944865,868530000
2023-12-07,2340688350000,1247098,3370719535,868530000
2023-12-08,2336345700000,970068,2609027380,868530000
