Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2000-07-10,851.47,1,9.73,0.0116,847.6,856.83,847.14,532552560,4186814000000,
2000-07-11,836.86,2,-14.61,-0.0172,856.17,863.53,836.86,849974110,5514957000000,
2000-07-12,839.76,1,2.9,0.0034999999999999,841.15,846.8,830.06,466956630,3406701000000,
2000-07-13,845.75,1,5.99,0.0070999999999999,840.45,849.03,833.05,477914060,3457244000000,
2000-07-14,827.95,2,-17.8,-0.021,847.6,850.26,826.82,366311150,2981216000000,
2000-07-18,812.33,2,-15.62,-0.0189,822.3,829.19,806.88,317068220,2175803000000,
2000-07-19,797.3,2,-15.03,-0.0185,806.75,806.75,787.58,442795120,2815564000000,
2000-07-20,778.9,2,-18.4,-0.0231,786.22,791.41,774.47,426306960,2634546000000,
2000-07-21,783.06,1,4.16,0.0053,785.98,789.85,771.5,408138120,2757718000000,
2000-07-24,737.89,2,-45.17,-0.0576999999999999,766.44,769.81,736.38,393315600,2439478000000,
2000-07-25,737.64,2,-0.25,-0.0003,730.49,743.52,720.72,352571350,2432085000000,
2000-07-26,743.84,1,6.2,0.0084,742.45,748.61,723.32,333085600,2264987000000,
2000-07-27,727.68,2,-16.16,-0.0217,730.76,734.51,718.66,255855300,1692247000000,
2000-07-28,692.65,2,-35.03,-0.0481,706.56,712.57,691.01,239029830,2132519000000,
2000-07-31,705.97,1,13.32,0.0192,686.35,706.73,678.35,218984360,1652426000000,
2000-08-01,727.1,1,21.13,0.0299,710.05,727.53,700.83,297939920,2276005000000,
2000-08-02,728.33,1,1.23,0.0017,723.32,733.99,715.18,328689310,1929717000000,
2000-08-03,722.08,2,-6.25,-0.0086,734.49,736.23,719.27,259426580,1557445000000,
2000-08-04,710.0,2,-12.08,-0.0167,717.14,719.07,702.47,221052310,1427437000000,
2000-08-07,675.59,2,-34.41,-0.0484999999999999,693.5,694.48,675.59,218357160,1280564000000,
2000-08-08,666.08,2,-9.51,-0.0141,676.22,686.96,665.63,209184830,1369710000000,
2000-08-09,710.23,1,44.15,0.0663,677.22,710.23,677.22,295426280,1986358000000,
2000-08-10,729.28,1,19.05,0.0268,710.31,729.28,695.87,259932720,1969790000000,
2000-08-11,722.21,2,-7.07,-0.0097,711.42,732.78,708.25,300611870,2014074000000,
2000-08-14,733.25,1,11.04,0.0153,741.55,745.79,731.44,323611860,1972354000000,
2000-08-16,751.14,1,17.89,0.0243999999999999,748.73,754.46,745.68,314527290,2369813000000,
2000-08-17,743.49,2,-7.65,-0.0102,751.39,754.09,739.67,317263920,2155212000000,
2000-08-18,728.32,2,-15.17,-0.0204,747.65,750.42,726.9,277077980,1752840000000,
2000-08-21,722.58,2,-5.74,-0.0079,721.02,731.45,720.24,227405910,1339536000000,
2000-08-22,738.61,1,16.03,0.0222,722.94,739.02,722.94,302511130,1975039000000,
2000-08-23,719.79,2,-18.82,-0.0255,739.04,740.7,719.37,298530430,1656214000000,
2000-08-24,718.86,2,-0.93,-0.0013,722.62,729.0,706.21,293440990,1786523000000,
2000-08-25,729.8,1,10.94,0.0152,718.88,729.9,710.58,275525900,1353260000000,
2000-08-28,731.81,1,2.01,0.0028,728.88,735.32,726.36,271849460,1284017000000,
2000-08-29,731.56,2,-0.25,-0.0003,733.72,739.53,722.85,253336790,1451895000000,
2000-08-30,718.93,2,-12.63,-0.0173,726.63,727.39,718.93,217557020,1530433000000,
2000-08-31,688.62,2,-30.31,-0.0421999999999999,713.41,713.41,682.68,263369180,2173186000000,
2000-09-01,692.19,1,3.57,0.0052,690.93,698.28,685.32,202369290,1366546000000,
2000-09-04,681.3,2,-10.89,-0.0157,690.95,693.66,677.55,224053920,1304010000000,
2000-09-05,679.24,2,-2.06,-0.003,677.74,685.05,668.08,216307150,1699687000000,
2000-09-06,676.69,2,-2.55,-0.0038,677.55,690.99,673.91,211877850,1603175000000,
2000-09-07,656.37,2,-20.32,-0.03,663.09,664.1,654.36,251207300,2001444000000,
2000-09-08,653.68,2,-2.69,-0.0040999999999999,658.46,664.07,647.99,302698960,1958133000000,
2000-09-14,650.14,2,-3.54,-0.0054,636.7,650.14,621.26,319763330,2358736000000,
2000-09-15,628.2,2,-21.94,-0.0337,642.1,652.5,621.4,338683130,2385689000000,
2000-09-18,577.56,2,-50.64,-0.0806,591.98,595.1,552.78,314544690,2352607000000,
2000-09-19,571.17,2,-6.39,-0.0111,564.93,587.21,556.74,327625650,2341977000000,
2000-09-20,606.08,1,34.91,0.0611,594.32,607.78,594.24,340228030,2399342000000,
2000-09-21,595.99,2,-10.09,-0.0166,603.51,613.01,577.78,350392900,2248124000000,
2000-09-22,553.25,2,-42.74,-0.0717,574.26,578.22,551.0,305092520,1991112000000,
2000-09-25,584.63,1,31.38,0.0567,562.79,584.84,562.48,328326450,1881963000000,
2000-09-26,587.6,1,2.97,0.0051,576.95,593.72,574.32,403772840,2137614000000,
2000-09-27,599.31,1,11.71,0.0199,586.57,601.02,585.17,367123070,2139329000000,
2000-09-28,605.85,1,6.54,0.0109,606.6,610.53,595.97,330225510,1983285000000,
2000-09-29,613.22,1,7.37,0.0121999999999999,612.11,620.08,599.88,328155640,1996792000000,
2000-10-02,589.22,2,-24.0,-0.0391,595.68,599.03,585.53,243067810,1465061000000,
2000-10-04,598.42,1,9.2,0.0156,578.37,598.42,571.58,311588390,2134879000000,
2000-10-05,606.79,1,8.37,0.0139999999999999,605.81,616.22,604.25,456972740,2589878000000,
2000-10-06,608.85,1,2.06,0.0034,601.57,610.52,601.05,369623060,1973417000000,
2000-10-09,589.18,2,-19.67,-0.0323,606.81,606.9,589.18,343128410,1833146000000,
2000-10-10,588.34,2,-0.84,-0.0014,588.72,595.79,578.2,283529350,1628573000000,
2000-10-11,557.18,2,-31.16,-0.053,576.44,576.44,548.29,311532590,1944590000000,
2000-10-12,534.71,2,-22.47,-0.0403,548.44,564.09,534.71,259668830,1673803000000,
2000-10-13,524.6,2,-10.11,-0.0189,514.82,525.71,498.56,330309920,1990326000000,
2000-10-16,550.1,1,25.5,0.0486,557.11,565.88,543.2,341166400,2309835000000,
2000-10-17,512.85,2,-37.25,-0.0677,536.2,545.08,512.85,313674330,1798663000000,
2000-10-18,514.17,1,1.32,0.0026,501.09,519.54,485.0,398598990,2347019000000,
2000-10-19,515.04,1,0.87,0.0017,510.19,531.2,506.49,312613060,2060367000000,
2000-10-20,545.97,1,30.93,0.0601,540.68,554.65,540.49,371649750,2790772000000,
2000-10-23,528.37,2,-17.6,-0.0322,555.11,556.0,527.18,271144690,1919730000000,
2000-10-24,545.05,1,16.68,0.0316,527.36,549.79,523.02,311594660,1941022000000,
2000-10-25,542.33,2,-2.72,-0.005,539.93,545.86,532.99,308132970,1782791000000,
2000-10-26,523.67,2,-18.66,-0.0344,528.27,530.81,517.82,212838490,1516630000000,
2000-10-27,515.34,2,-8.33,-0.0159,528.59,534.84,515.34,284257630,2004682000000,
2000-10-30,504.73,2,-10.61,-0.0206,514.82,520.01,504.73,285728400,1295013000000,
2000-10-31,514.48,1,9.75,0.0192999999999999,497.59,514.48,483.58,350639850,1611306000000,
2000-11-01,548.76,1,34.28,0.0666,524.69,550.06,522.78,366443730,2277167000000,
2000-11-02,558.1,1,9.34,0.017,543.94,563.98,540.93,461059790,2632834000000,
2000-11-03,560.41,1,2.31,0.0040999999999999,563.5,567.07,556.38,406518570,2253772000000,
2000-11-06,556.66,2,-3.75,-0.0067,557.64,581.47,555.41,423810850,2386939000000,
2000-11-07,553.35,2,-3.31,-0.0059,560.55,564.38,550.39,346588770,1788326000000,
2000-11-08,558.09,1,4.74,0.0086,549.21,562.89,545.77,354231790,1832199000000,
2000-11-09,560.66,1,2.57,0.0046,549.44,562.66,548.14,323912840,1669371000000,
2000-11-10,565.18,1,4.52,0.0081,557.94,567.34,555.11,322181750,1652873000000,
2000-11-13,538.94,2,-26.24,-0.0464,552.44,552.44,536.45,272836380,1386134000000,
2000-11-14,552.99,1,14.05,0.0260999999999999,543.53,552.99,543.53,253047650,1286328000000,
2000-11-15,557.48,1,4.49,0.0081,566.41,570.36,552.89,325306850,1998308000000,
2000-11-16,555.04,2,-2.44,-0.0044,557.85,561.17,550.46,310692980,1361642000000,
2000-11-17,551.26,2,-3.78,-0.0068,548.43,551.26,543.6,331720470,1588980000000,
2000-11-20,537.4,2,-13.86,-0.0250999999999999,543.78,547.56,537.24,289753050,1175620000000,
2000-11-21,531.45,2,-5.95,-0.0111,529.51,531.45,515.41,293148850,1397532000000,
2000-11-22,522.33,2,-9.12,-0.0172,525.5,532.95,520.61,314620860,1411002000000,
2000-11-23,514.31,2,-8.02,-0.0154,515.48,522.54,512.41,312320600,1499763000000,
2000-11-24,530.84,1,16.53,0.0321,518.15,530.84,515.32,315548810,1465599000000,
2000-11-27,554.04,1,23.2,0.0437,542.27,554.04,542.27,392920080,2012408000000,
2000-11-28,536.94,2,-17.1,-0.0308999999999999,544.44,547.31,535.96,341209750,1547496000000,
2000-11-29,516.44,2,-20.5,-0.0382,522.98,522.98,511.93,281000770,1202031000000,
2000-11-30,509.23,2,-7.21,-0.0139999999999999,518.82,518.82,499.52,310417380,1429394000000,
2000-12-01,514.46,1,5.23,0.0103,490.88,514.46,489.53,329920590,1558855000000,
2000-12-04,501.73,2,-12.73,-0.0247,520.14,520.52,499.72,267606600,1372502000000,
2000-12-05,516.96,1,15.23,0.0304,505.1,516.97,502.94,257240950,1258890000000,
2000-12-06,517.89,1,0.93,0.0018,535.19,540.63,517.87,391918870,2170397000000,
2000-12-07,523.78,1,5.89,0.0113999999999999,517.48,523.78,510.86,300980000,1314941000000,
2000-12-08,534.81,1,11.03,0.0210999999999999,523.4,535.47,523.4,321364280,1359600000000,
2000-12-11,554.8,1,19.99,0.0374,543.46,557.79,543.46,388717040,1902500000000,
2000-12-12,543.08,2,-11.72,-0.0210999999999999,556.22,558.5,541.99,320886290,1663919000000,
2000-12-13,557.84,1,14.76,0.0272,540.35,560.16,539.51,302753810,1916032000000,
2000-12-14,547.38,2,-10.46,-0.0187999999999999,548.14,554.89,540.73,298434190,1914904000000,
2000-12-15,534.0,2,-13.38,-0.0243999999999999,544.53,551.29,533.65,297847180,1667623000000,
2000-12-18,539.27,1,5.27,0.0098999999999999,529.37,541.78,529.37,251260130,1355266000000,
2000-12-19,530.8,2,-8.47,-0.0157,541.23,541.25,530.18,290170820,1587946000000,
2000-12-20,514.21,2,-16.59,-0.0313,517.37,525.79,513.24,304295350,1581490000000,
2000-12-21,511.9,2,-2.31,-0.0045,498.6,515.76,497.31,290298040,1665566000000,
2000-12-22,500.6,2,-11.3,-0.0220999999999999,514.54,518.9,500.41,332697250,1611808000000,
2000-12-26,504.62,1,4.02,0.008,509.09,509.95,501.64,252890880,1494115000000,
2001-01-02,520.95,1,16.33,0.0324,503.31,521.34,500.97,231014651,1223328380750,
2001-01-03,521.43,1,0.48,0.0009,512.74,524.58,510.7,324584464,1583403350350,
2001-01-04,558.02,1,36.59,0.0702,551.53,567.16,550.91,444540910,2984761784750,
2001-01-05,580.85,1,22.83,0.0409,559.54,581.41,555.4,578286058,3569582080650,
2001-01-08,586.65,1,5.8,0.01,573.72,587.91,572.48,558645149,2948092701600,
2001-01-09,589.92,1,3.27,0.0056,583.85,589.92,572.55,558967776,2833998826400,
2001-01-10,560.81,2,-29.11,-0.0493,586.63,593.86,560.81,642378261,3285030136550,
2001-01-11,561.79,1,0.98,0.0017,568.26,570.57,557.86,518788630,2721732185400,
2001-01-12,587.87,1,26.08,0.0464,578.95,601.09,578.95,713787726,3980149952900,
2001-01-15,599.0,1,11.13,0.0189,595.06,608.22,588.87,611961871,3407840277100,
2001-01-16,603.42,1,4.42,0.0074,600.68,608.51,588.42,606278966,3352424158350,
2001-01-17,595.83,2,-7.59,-0.0126,600.75,610.47,587.26,501660401,3078571059350,
2001-01-18,604.05,1,8.22,0.0138,597.15,612.9,596.66,453764817,3021314072600,
2001-01-19,619.78,1,15.73,0.026,622.25,622.25,613.66,432454249,3002558621550,
2001-01-22,627.45,1,7.67,0.0124,622.52,627.45,614.08,484953844,2513407890800,
2001-01-26,591.73,2,-35.72,-0.0569,623.68,624.0,591.73,443736664,2603229664150,
2001-01-29,596.54,1,4.81,0.0081,592.75,598.11,587.42,461154825,2397521610700,
2001-01-30,591.34,2,-5.2,-0.0087,601.29,608.05,591.34,498673135,2418190632450,
2001-01-31,617.91,1,26.57,0.0449,594.76,617.91,593.54,442127254,2585503693300,
2001-02-01,612.3,2,-5.61,-0.0091,606.49,620.78,605.42,396006931,2211415694250,
2001-02-02,608.48,2,-3.82,-0.0062,614.51,616.67,602.13,345289400,1794823468650,
2001-02-05,579.16,2,-29.32,-0.0482,594.91,595.47,575.58,354074019,1897013442000,
2001-02-06,586.58,1,7.42,0.0128,577.25,587.23,573.52,326302493,1608178853250,
2001-02-07,576.19,2,-10.39,-0.0177,584.93,584.93,574.44,322720547,1469919535600,
2001-02-08,591.57,1,15.38,0.0266999999999999,577.12,591.66,577.12,282243327,1726606109500,
2001-02-09,595.47,1,3.9,0.0066,588.36,598.97,581.49,374564167,2030005548000,
2001-02-12,599.2,1,3.73,0.0063,587.62,602.9,584.37,318923253,1895873010900,
2001-02-13,598.78,2,-0.42,-0.0007,603.15,605.35,594.41,336730987,1990403087450,
2001-02-14,603.83,1,5.05,0.0084,594.93,607.59,592.32,413234898,2151929301800,
2001-02-15,603.63,2,-0.2,-0.0003,611.26,612.26,602.41,359764376,2020480050750,
2001-02-16,604.92,1,1.29,0.0021,605.93,611.54,604.27,319525807,1853013250500,
2001-02-19,596.67,2,-8.25,-0.0136,595.66,597.76,588.73,316677913,1609531891600,
2001-02-20,608.74,1,12.07,0.0202,595.77,609.36,593.17,498568815,2722295874950,
2001-02-21,594.53,2,-14.21,-0.0233,605.49,605.49,594.45,439148633,2430723548650,
2001-02-22,583.41,2,-11.12,-0.0187,589.3,589.3,571.72,434981645,2300710093650,
2001-02-23,583.52,1,0.11,0.0002,579.97,590.49,579.45,400765308,2115209931850,
2001-02-26,585.32,1,1.8,0.0031,585.16,588.92,580.59,448986553,1803583249150,
2001-02-27,577.57,2,-7.75,-0.0132,590.14,597.12,576.66,475761045,2148639753500,
2001-02-28,578.1,1,0.53,0.0009,571.64,581.44,571.04,351257382,1582342293050,
2001-03-02,559.44,2,-18.66,-0.0323,574.61,574.61,557.2,329687211,1903049092400,
2001-03-05,565.38,1,5.94,0.0106,549.27,565.38,549.27,309881500,1568472072300,
2001-03-06,568.15,1,2.77,0.0049,569.14,574.9,564.12,485018872,2222220216800,
2001-03-07,568.64,1,0.49,0.0009,574.52,576.94,566.08,364058604,1838749146650,
2001-03-08,579.28,1,10.64,0.0187,569.79,579.28,568.09,349375139,1510045862950,
2001-03-09,565.76,2,-13.52,-0.0233,572.11,573.67,562.53,316003401,1420750136350,
2001-03-12,545.05,2,-20.71,-0.0366,554.36,556.84,545.05,360939404,1556781231750,
2001-03-13,527.97,2,-17.08,-0.0313,527.94,533.25,522.65,358141063,1629242829350,
2001-03-14,543.28,1,15.31,0.0289999999999999,541.42,545.0,539.12,415188362,1784541424150,
2001-03-15,541.83,2,-1.45,-0.0027,523.38,542.3,522.74,385191439,1671056302400,
2001-03-16,538.67,2,-3.16,-0.0058,541.31,543.81,536.7,332615562,1409229422600,
2001-03-19,534.33,2,-4.34,-0.0081,531.84,541.2,528.88,253799758,1188001557000,
2001-03-20,531.59,2,-2.74,-0.0051,542.13,542.79,531.39,279529562,1229766135500,
2001-03-21,532.59,1,1.0,0.0019,520.71,532.59,520.41,364742692,1357914392650,
2001-03-22,527.05,2,-5.54,-0.0104,530.88,532.25,524.25,402499130,1591322179600,
2001-03-23,537.97,1,10.92,0.0207,532.01,539.19,531.63,364379488,1920406295300,
2001-03-26,545.98,1,8.01,0.0149,544.75,550.26,542.09,433275845,1845347444600,
2001-03-27,532.9,2,-13.08,-0.024,546.27,546.27,532.9,433273470,1722045127700,
2001-03-28,528.79,2,-4.11,-0.0077,541.43,541.71,528.79,402642824,1508932893200,
2001-03-29,523.8,2,-4.99,-0.0093999999999999,522.99,531.85,521.04,484168282,1523302864800,
2001-03-30,523.22,2,-0.58,-0.0011,524.63,528.6,516.97,417225279,1504517112600,
2001-04-02,515.2,2,-8.02,-0.0153,520.56,522.09,512.4,231820365,1105339216550,
2001-04-03,503.26,2,-11.94,-0.0232,505.38,507.67,498.27,277552194,1426037919700,
2001-04-04,493.69,2,-9.57,-0.019,496.03,501.32,493.57,313640851,1457327454300,
2001-04-06,506.22,1,12.53,0.0254,518.06,518.2,504.54,373586988,1761027527350,
2001-04-09,497.46,2,-8.76,-0.0173,503.07,506.46,497.46,283858852,944537848650,
2001-04-10,491.21,2,-6.25,-0.0126,500.97,501.65,491.21,261934749,1155592698750,
2001-04-11,507.53,1,16.32,0.0332,505.24,508.75,501.63,354280236,1678782947800,
2001-04-12,514.21,1,6.68,0.0132,516.73,519.48,511.73,408940867,1738623486450,
2001-04-13,516.1,1,1.89,0.0037,518.64,518.65,512.35,346891132,1263054652750,
2001-04-16,508.35,2,-7.75,-0.015,514.55,518.26,508.35,328653935,917668318050,
2001-04-17,513.97,1,5.62,0.0111,506.92,516.12,505.92,319534608,1275226067250,
2001-04-18,540.0,1,26.03,0.0506,523.26,540.0,520.31,494863708,2079623856050,
2001-04-19,563.31,1,23.31,0.0432,567.49,581.63,558.97,561585048,3545416609500,
2001-04-20,556.29,2,-7.02,-0.0125,567.66,572.08,556.22,475641405,2259268590300,
2001-04-23,560.94,1,4.65,0.0084,559.09,566.47,556.52,420369734,1826648807350,
2001-04-24,555.64,2,-5.3,-0.0093999999999999,552.32,556.48,547.39,346704329,1562500813950,
2001-04-25,566.34,1,10.7,0.0192999999999999,552.69,566.34,551.15,376545619,1827770006300,
2001-04-26,561.62,2,-4.72,-0.0083,569.58,570.99,560.84,305802828,1537384390750,
2001-04-27,556.63,2,-4.99,-0.0089,561.06,563.76,553.67,231120817,1246583186100,
2001-04-30,577.36,1,20.73,0.0372,565.44,577.52,564.72,371499621,2049155530650,
2001-05-02,583.7,1,6.34,0.011,586.27,587.18,580.39,594622839,2357041257750,
2001-05-03,584.4,1,0.7,0.0012,583.22,584.68,576.53,390072497,1812442682250,
2001-05-04,585.6,1,1.2,0.0021,575.69,585.6,575.69,392471396,1675848968550,
2001-05-07,596.5,1,10.9,0.0186,588.88,599.05,584.79,471719149,2111121873200,
2001-05-08,590.91,2,-5.59,-0.0093999999999999,594.32,597.95,590.65,484398533,2106870993150,
2001-05-09,578.84,2,-12.07,-0.0204,589.06,589.42,578.34,527729074,2084919853500,
2001-05-10,581.38,1,2.54,0.0044,579.16,584.33,575.43,557126740,1813703046950,
2001-05-11,583.06,1,1.68,0.0029,581.74,584.28,577.91,546701214,1638335854900,
2001-05-14,584.08,1,1.02,0.0017,585.13,588.13,580.82,526955195,1765178486150,
2001-05-15,581.3,2,-2.78,-0.0048,583.73,585.74,579.08,557552771,1947704325500,
2001-05-16,572.4,2,-8.9,-0.0153,578.68,585.67,572.36,529252111,1930949126200,
2001-05-17,596.39,1,23.99,0.0419,588.15,596.39,585.59,565112150,2157100107000,
2001-05-18,600.54,1,4.15,0.0069999999999999,594.56,600.54,591.63,595397622,2542473161950,
2001-05-21,618.96,1,18.42,0.0306999999999999,606.87,620.89,606.46,750100486,3157372408300,
2001-05-22,617.99,2,-0.97,-0.0016,628.82,630.08,617.99,794303466,3287501638500,
2001-05-23,622.6,1,4.61,0.0075,620.03,625.8,616.56,526291053,2451807116350,
2001-05-24,622.28,2,-0.32,-0.0005,614.22,624.46,612.62,561542868,2618500251100,
2001-05-25,624.11,1,1.83,0.0029,626.97,633.16,623.05,634244524,2865476725300,
2001-05-28,618.47,2,-5.64,-0.009,620.2,622.67,618.14,434841291,1851596429900,
2001-05-29,632.05,1,13.58,0.022,616.94,632.09,615.87,530442456,2460526780050,
2001-05-30,628.42,2,-3.63,-0.0056999999999999,629.45,629.9,620.95,449656240,2299525533400,
2001-05-31,612.16,2,-16.26,-0.0259,612.45,617.66,608.8,384983687,2294596218350,
2001-06-01,607.07,2,-5.09,-0.0083,615.67,617.09,603.84,358791025,1893259735650,
2001-06-04,610.91,1,3.84,0.0063,609.06,613.21,606.72,341323241,1591517590600,
2001-06-05,597.66,2,-13.25,-0.0217,612.63,615.0,597.66,360313749,1805865698900,
2001-06-07,601.14,1,3.48,0.0058,594.28,601.35,594.28,328043701,1722205495950,
2001-06-08,621.78,1,20.64,0.0343,608.48,621.9,608.33,442483352,2321916624000,
2001-06-11,608.23,2,-13.55,-0.0218,612.46,615.41,607.2,340123834,1711354887650,213769808029580.0
2001-06-12,607.15,2,-1.08,-0.0018,605.36,611.88,603.91,319877548,1579309434050,213407866089170.0
2001-06-13,614.05,1,6.9,0.0113999999999999,611.79,614.05,607.48,392415108,1882785913600,215722300556140.0
2001-06-14,613.75,2,-0.3,-0.0005,612.96,623.37,610.36,420520519,2138122210150,215864633350565.0
2001-06-15,618.96,1,5.21,0.0085,609.54,618.96,604.37,375830101,1984248114150,217830955673590.0
2001-06-18,608.78,2,-10.18,-0.0163999999999999,617.66,619.82,607.93,474207559,2043419619250,214226686473430.0
2001-06-19,608.91,1,0.13,0.0002,606.04,615.85,605.8,436625776,2106692067950,213987251406020.0
2001-06-20,595.72,2,-13.19,-0.0217,603.29,604.78,593.75,440475350,2054752308850,209331701115360.0
2001-06-21,595.53,2,-0.19,-0.0003,597.72,599.76,589.46,404196817,1906898500250,209155334272905.0
2001-06-22,599.08,1,3.55,0.006,597.34,602.7,593.33,395237338,1950713996000,210626069645695.0
2001-06-25,598.02,2,-1.06,-0.0018,597.37,602.77,594.04,309867597,1550029714850,210117646064020.0
2001-06-26,588.71,2,-9.31,-0.0156,597.81,598.96,586.12,312735620,1628122735200,206969547724150.0
2001-06-27,584.76,2,-3.95,-0.0067,587.31,590.74,580.75,330389425,1647179723300,207082278297195.0
2001-06-28,583.27,2,-1.49,-0.0025,585.66,591.03,582.91,268780175,1448588759350,206186028137425.0
2001-06-29,595.13,1,11.86,0.0203,594.02,595.13,589.18,225172341,1398816459600,210493941038255.0
2001-07-02,596.74,1,1.61,0.0027,593.03,598.24,592.9,201673960,1185360586300,211304919556105.0
2001-07-03,594.31,2,-2.43,-0.0040999999999999,598.67,598.67,593.56,209112496,1160904964350,210494732672370.0
2001-07-04,597.25,1,2.94,0.0049,591.01,597.25,586.31,226701941,1173004815850,211642285970550.0
2001-07-05,593.61,2,-3.64,-0.0060999999999999,598.95,600.51,592.8,195564638,1058543443300,210373426894010.0
2001-07-06,578.54,2,-15.07,-0.0254,581.85,585.08,578.13,215957192,1143604238650,205218134369635.0
2001-07-09,560.0,2,-18.54,-0.032,565.34,568.21,555.66,250533955,1429909782500,198738018914895.0
2001-07-10,558.6,2,-1.4,-0.0025,563.21,565.51,557.51,228984781,1079791557500,197512101358550.0
2001-07-11,553.65,2,-4.95,-0.0089,547.15,558.53,545.76,208227475,1137053545350,195868457350495.0
2001-07-12,559.95,1,6.3,0.0113999999999999,561.5,566.26,559.95,302702468,1459039935250,199257405551890.0
2001-07-13,548.49,2,-11.46,-0.0204999999999999,571.16,571.16,546.97,259004713,1380948839950,195323003702460.0
2001-07-16,548.93,1,0.44,0.0008,551.43,554.93,545.17,228143727,961640649050,195505729533260.0
2001-07-18,540.53,2,-8.4,-0.0153,550.94,551.97,539.04,275322260,1181377283250,192911032256960.0
2001-07-19,545.74,1,5.21,0.0096,534.13,545.74,534.13,263163919,1165193522450,194762142330415.0
2001-07-20,537.71,2,-8.03,-0.0147,540.26,541.95,534.39,275155568,1136977502200,191983569456485.0
2001-07-23,524.21,2,-13.5,-0.0250999999999999,535.0,538.35,522.38,265250874,995617816500,186924084562595.0
2001-07-24,526.62,1,2.41,0.0046,518.94,527.37,512.78,485589912,1490722442150,188256989900905.0
2001-07-25,526.08,2,-0.54,-0.001,519.74,528.33,516.64,371429778,1173231220500,187743489018470.0
2001-07-26,529.22,1,3.14,0.006,529.65,531.96,527.22,313189382,1095177792050,189054365547860.0
2001-07-27,541.13,1,11.91,0.0225,536.86,542.58,534.94,395951177,1322265838200,193226577601820.0
2001-07-30,533.53,2,-7.6,-0.0139999999999999,542.08,542.08,532.85,274101309,939550518700,190425946471625.0
2001-07-31,541.55,1,8.02,0.015,534.84,541.55,532.55,202397781,916393405150,193627166475185.0
2001-08-01,562.79,1,21.24,0.0392,546.3,563.67,542.0,441170150,1915759556900,201200591952485.0
2001-08-02,567.46,1,4.67,0.0083,565.39,572.03,557.29,445704336,1950386510150,203009273173785.0
2001-08-03,568.69,1,1.23,0.0022,572.0,572.0,563.55,267802542,1226627630100,203317128167745.0
2001-08-06,569.37,1,0.68,0.0012,564.72,573.56,563.53,375431719,1256285629900,203729599209715.0
2001-08-07,567.5,2,-1.87,-0.0033,562.17,568.57,561.29,366593615,1350179772700,203269285670105.0
2001-08-08,565.94,2,-1.56,-0.0027,568.07,568.85,561.35,362125931,1202683568500,202575677552140.0
2001-08-09,549.67,2,-16.27,-0.0287,554.46,559.17,549.67,318622178,1213865962450,196784788752985.0
2001-08-10,555.34,1,5.67,0.0103,556.04,558.27,552.0,286535871,989631211800,198789830811540.0
2001-08-13,562.0,1,6.66,0.012,558.48,562.0,552.17,298623757,1159257544350,201289000819675.0
2001-08-14,577.15,1,15.15,0.027,565.2,577.24,564.86,539431845,2032870096000,206916420743670.0
2001-08-16,580.95,1,3.8,0.0066,571.19,582.8,569.53,525647067,2119644509100,208310228776490.0
2001-08-17,580.99,1,0.04,0.0001,582.93,585.36,577.1,437366014,1804064133750,208123917537765.0
2001-08-20,567.09,2,-13.9,-0.0239,568.88,574.16,566.42,381820763,1397102526850,203100618848480.0
2001-08-21,568.68,1,1.59,0.0028,571.77,572.86,561.44,356393622,1432652126100,203160568792775.0
2001-08-22,574.87,1,6.19,0.0109,560.53,575.3,560.53,525815790,1961556258950,206074151395070.0
2001-08-23,570.07,2,-4.8,-0.0083,578.62,580.51,568.82,482270506,1655560743550,204265471523665.0
2001-08-24,569.31,2,-0.76,-0.0013,571.97,573.19,563.9,415286272,1434009267200,203865286271080.0
2001-08-27,578.74,1,9.43,0.0166,577.46,585.34,574.71,478607783,1817691699650,207466243876335.0
2001-08-28,576.51,2,-2.23,-0.0039,577.75,578.62,573.1,445220267,1373603617750,206540614581210.0
2001-08-29,565.63,2,-10.88,-0.0189,569.77,570.03,563.28,468999627,1494493720300,202716258149855.0
2001-08-30,564.36,2,-1.27,-0.0022,555.98,564.36,554.47,711803716,1500939431600,198650460390810.0
2001-08-31,545.11,2,-19.25,-0.0341,552.78,554.48,542.21,720384593,1789164304200,191853012066575.0
2001-09-03,541.83,2,-3.28,-0.006,545.02,547.63,539.17,415212284,1096549101550,190689917214495.0
2001-09-04,558.79,1,16.96,0.0313,543.1,558.79,540.33,499962306,1342105216150,196742206870535.0
2001-09-05,551.91,2,-6.88,-0.0123,550.43,553.61,547.88,788717088,1717258100500,194305264319785.0
2001-09-06,552.59,1,0.68,0.0012,552.41,559.17,551.35,588149884,1617643176300,194423590923895.0
2001-09-07,555.08,1,2.49,0.0045,546.79,555.51,544.73,491275493,1566113512650,195141043017195.0
2001-09-10,550.73,2,-4.35,-0.0078,547.99,551.26,545.16,595823298,1579261047150,196929932231565.0
2001-09-11,540.57,2,-10.16,-0.0184,550.9,553.61,539.72,612392966,1640561014850,192877835086585.0
2001-09-12,475.6,2,-64.97,-0.1202,490.14,499.9,474.58,242831891,1659234192900,169923289743055.0
2001-09-13,499.25,1,23.65,0.0496999999999999,491.61,499.25,484.49,1022942536,2729721965200,178433541912570.0
2001-09-14,482.29,2,-16.96,-0.034,497.15,497.15,472.98,1021324780,2422541140950,172347411633530.0
