date,value
2010-01-04,4.98
2010-01-05,4.9
2010-01-06,4.94
2010-01-07,4.84
2010-01-08,4.91
2010-01-11,4.86
2010-01-12,4.81
2010-01-13,4.81
2010-01-14,4.78
2010-01-15,4.8
2010-01-18,4.84
2010-01-19,4.8
2010-01-20,4.8
2010-01-21,4.81
2010-01-22,4.8
2010-01-25,4.82
2010-01-26,4.77
2010-01-27,4.8
2010-01-28,4.87
2010-01-29,4.82
2010-02-01,4.85
2010-02-02,4.84
2010-02-03,4.84
2010-02-04,4.84
2010-02-05,4.79
2010-02-08,4.8
2010-02-09,4.82
2010-02-10,4.83
2010-02-11,4.76
2010-02-12,4.72
2010-02-16,4.73
2010-02-17,4.73
2010-02-18,4.72
2010-02-19,4.77
2010-02-22,4.77
2010-02-23,4.75
2010-02-24,4.69
2010-02-25,4.61
2010-02-26,4.62
2010-03-02,4.63
2010-03-03,4.6
2010-03-04,4.56
2010-03-05,4.56
2010-03-08,4.58
2010-03-09,4.59
2010-03-10,4.57
2010-03-11,4.45
2010-03-12,4.39
2010-03-15,4.41
2010-03-16,4.38
2010-03-17,4.35
2010-03-18,4.3
2010-03-19,4.32
2010-03-22,4.26
2010-03-23,4.4
2010-03-24,4.49
2010-03-25,4.39
2010-03-26,4.42
2010-03-29,4.53
2010-03-30,4.56
2010-03-31,4.52
2010-04-01,4.46
2010-04-02,4.47
2010-04-05,4.52
2010-04-06,4.49
2010-04-07,4.42
2010-04-08,4.35
2010-04-09,4.43
2010-04-12,4.53
2010-04-13,4.52
2010-04-14,4.56
2010-04-15,4.54
2010-04-16,4.49
2010-04-19,4.48
2010-04-20,4.46
2010-04-21,4.49
2010-04-22,4.45
2010-04-23,4.41
2010-04-26,4.4
2010-04-27,4.32
2010-04-28,4.3
2010-04-29,4.26
2010-04-30,4.27
2010-05-03,4.32
2010-05-04,4.32
2010-05-06,4.43
2010-05-07,4.37
2010-05-10,4.44
2010-05-11,4.36
2010-05-12,4.46
2010-05-13,4.48
2010-05-14,4.48
2010-05-17,4.5
2010-05-18,4.5
2010-05-19,4.48
2010-05-20,4.45
2010-05-24,4.35
2010-05-25,4.31
2010-05-26,4.37
2010-05-27,4.37
2010-05-28,4.39
2010-05-31,4.36
2010-06-01,4.31
2010-06-03,4.31
2010-06-04,4.33
2010-06-07,4.3
2010-06-08,4.32
2010-06-09,4.32
2010-06-10,4.37
2010-06-11,4.4
2010-06-14,4.4
2010-06-15,4.4
2010-06-16,4.4
2010-06-17,4.39
2010-06-18,4.41
2010-06-21,4.52
2010-06-22,4.51
2010-06-23,4.51
2010-06-24,4.51
2010-06-25,4.52
2010-06-28,4.53
2010-06-29,4.48
2010-06-30,4.44
2010-07-01,4.39
2010-07-02,4.39
2010-07-05,4.41
2010-07-06,4.4
2010-07-07,4.45
2010-07-08,4.5
2010-07-09,4.52
2010-07-12,4.53
2010-07-13,4.52
2010-07-14,4.53
2010-07-15,4.5
2010-07-16,4.49
2010-07-19,4.49
2010-07-20,4.49
2010-07-21,4.46
2010-07-22,4.4
2010-07-23,4.42
2010-07-26,4.44
2010-07-27,4.41
2010-07-28,4.41
2010-07-29,4.38
2010-07-30,4.38
2010-08-02,4.42
2010-08-03,4.42
2010-08-04,4.4
2010-08-05,4.44
2010-08-06,4.47
2010-08-09,4.49
2010-08-10,4.46
2010-08-11,4.38
2010-08-12,4.33
2010-08-13,4.32
2010-08-16,4.33
2010-08-17,4.34
2010-08-18,4.28
2010-08-19,4.24
2010-08-20,4.13
2010-08-23,4.14
2010-08-24,4.11
2010-08-25,4.11
2010-08-26,4.04
2010-08-27,4.04
2010-08-30,4.05
2010-08-31,4.0
2010-09-01,4.06
2010-09-02,4.02
2010-09-03,4.07
2010-09-06,4.14
2010-09-07,4.06
2010-09-08,4.03
2010-09-09,3.83
2010-09-10,3.89
2010-09-13,3.89
2010-09-14,3.82
2010-09-15,3.87
2010-09-16,3.82
2010-09-17,3.86
2010-09-20,3.94
2010-09-24,3.86
2010-09-27,3.82
2010-09-28,3.8
2010-09-29,3.74
2010-09-30,3.71
2010-10-01,3.57
2010-10-04,3.61
2010-10-05,3.59
2010-10-06,3.61
2010-10-07,3.62
2010-10-08,3.61
2010-10-11,3.65
2010-10-12,3.61
2010-10-13,3.64
2010-10-14,3.45
2010-10-15,3.45
2010-10-18,3.49
2010-10-19,3.64
2010-10-20,3.7
2010-10-21,3.75
2010-10-22,3.73
2010-10-25,3.8
2010-10-26,3.81
2010-10-27,3.89
2010-10-28,3.79
2010-10-29,3.86
2010-11-01,3.96
2010-11-02,4.0
2010-11-03,4.0
2010-11-04,4.05
2010-11-05,4.11
2010-11-08,4.13
2010-11-09,4.13
2010-11-10,4.07
2010-11-11,4.09
2010-11-12,4.1
2010-11-15,4.15
2010-11-16,4.03
2010-11-17,3.99
2010-11-18,3.97
2010-11-19,3.98
2010-11-22,4.01
2010-11-23,4.07
2010-11-24,4.01
2010-11-25,3.98
2010-11-26,4.03
2010-11-29,3.96
2010-11-30,3.88
2010-12-01,3.88
2010-12-02,3.9
2010-12-03,3.87
2010-12-06,3.85
2010-12-07,3.86
2010-12-08,3.95
2010-12-09,3.96
2010-12-10,3.96
2010-12-13,4.07
2010-12-14,4.07
2010-12-15,4.15
2010-12-16,4.11
2010-12-17,4.14
2010-12-20,4.13
2010-12-21,4.06
2010-12-22,4.0
2010-12-23,3.99
2010-12-24,4.01
2010-12-27,4.07
2010-12-28,4.09
2010-12-29,4.07
2010-12-30,4.08
2010-12-31,4.08
2011-01-03,4.15
2011-01-04,4.18
2011-01-05,4.2
2011-01-06,4.29
2011-01-07,4.3
2011-01-10,4.28
2011-01-11,4.26
2011-01-12,4.21
2011-01-13,4.28
2011-01-14,4.26
2011-01-17,4.27
2011-01-18,4.26
2011-01-19,4.34
2011-01-20,4.35
2011-01-21,4.35
2011-01-24,4.4
2011-01-25,4.42
2011-01-26,4.4
2011-01-27,4.36
2011-01-28,4.38
2011-01-31,4.41
2011-02-01,4.4
2011-02-07,4.51
2011-02-08,4.51
2011-02-09,4.51
2011-02-10,4.45
2011-02-11,4.47
2011-02-14,4.49
2011-02-15,4.46
2011-02-16,4.45
2011-02-17,4.47
2011-02-18,4.43
2011-02-21,4.41
2011-02-22,4.32
2011-02-23,4.33
2011-02-24,4.27
2011-02-25,4.28
2011-02-28,4.28
2011-03-02,4.28
2011-03-03,4.34
2011-03-04,4.36
2011-03-07,4.34
2011-03-08,4.32
2011-03-09,4.25
2011-03-10,4.11
2011-03-11,4.05
2011-03-14,3.96
2011-03-15,3.89
2011-03-16,4.0
2011-03-17,4.05
2011-03-18,4.07
2011-03-21,4.14
2011-03-22,4.11
2011-03-23,4.08
2011-03-24,4.06
2011-03-25,4.08
2011-03-28,4.08
2011-03-29,4.08
2011-03-30,4.12
2011-03-31,4.11
2011-04-01,4.06
2011-04-04,4.05
2011-04-05,4.05
2011-04-06,4.07
2011-04-07,4.05
2011-04-08,4.12
2011-04-11,4.15
2011-04-12,4.09
2011-04-13,4.11
2011-04-14,4.09
2011-04-15,4.08
2011-04-18,4.06
2011-04-19,4.05
2011-04-20,4.08
2011-04-21,4.12
2011-04-22,4.13
2011-04-25,4.16
2011-04-26,4.16
2011-04-27,4.17
2011-04-28,4.14
2011-04-29,4.1
2011-05-02,4.1
2011-05-03,4.09
2011-05-04,4.1
2011-05-06,4.07
2011-05-09,4.08
2011-05-11,4.05
2011-05-12,3.99
2011-05-13,4.01
2011-05-16,3.97
2011-05-17,3.97
2011-05-18,3.96
2011-05-19,3.96
2011-05-20,3.95
2011-05-23,3.89
2011-05-24,3.89
2011-05-25,3.86
2011-05-26,3.91
2011-05-27,3.87
2011-05-30,3.85
2011-05-31,3.87
2011-06-01,3.91
2011-06-02,3.84
2011-06-03,3.84
2011-06-07,3.8
2011-06-08,3.8
2011-06-09,3.85
2011-06-10,3.91
2011-06-13,3.93
2011-06-14,3.96
2011-06-15,3.96
2011-06-16,3.9
2011-06-17,3.94
2011-06-20,3.93
2011-06-21,3.95
2011-06-22,3.94
2011-06-23,3.94
2011-06-24,3.97
2011-06-27,3.97
2011-06-28,3.97
2011-06-29,4.01
2011-06-30,4.01
2011-07-01,4.03
2011-07-04,4.04
2011-07-05,4.01
2011-07-06,4.04
2011-07-07,4.04
2011-07-08,4.08
2011-07-11,4.04
2011-07-12,3.93
2011-07-13,3.93
2011-07-14,3.92
2011-07-15,3.89
2011-07-18,3.89
2011-07-19,3.91
2011-07-20,3.95
2011-07-21,3.95
2011-07-22,3.98
2011-07-25,4.0
2011-07-26,4.02
2011-07-27,4.0
2011-07-28,3.98
2011-07-29,4.02
2011-08-01,4.05
2011-08-02,4.0
2011-08-03,3.94
2011-08-04,3.9
2011-08-05,3.77
2011-08-08,3.81
2011-08-09,3.81
2011-08-10,3.65
2011-08-11,3.7
2011-08-12,3.68
2011-08-16,3.69
2011-08-17,3.72
2011-08-18,3.72
2011-08-19,3.65
2011-08-22,3.64
2011-08-23,3.66
2011-08-24,3.6
2011-08-25,3.6
2011-08-26,3.63
2011-08-29,3.66
2011-08-30,3.61
2011-08-31,3.62
2011-09-01,3.58
2011-09-02,3.57
2011-09-05,3.46
2011-09-06,3.45
2011-09-07,3.53
2011-09-08,3.48
2011-09-09,3.45
2011-09-14,3.4
2011-09-15,3.45
2011-09-16,3.48
2011-09-19,3.61
2011-09-20,3.61
2011-09-21,3.63
2011-09-22,3.62
2011-09-23,3.56
2011-09-26,3.61
2011-09-27,3.55
2011-09-28,3.62
2011-09-29,3.63
2011-09-30,3.66
2011-10-04,3.55
2011-10-05,3.54
2011-10-06,3.55
2011-10-07,3.56
2011-10-10,3.61
2011-10-11,3.61
2011-10-12,3.55
2011-10-13,3.53
2011-10-14,3.54
2011-10-17,3.6
2011-10-18,3.59
2011-10-19,3.59
2011-10-20,3.58
2011-10-21,3.63
2011-10-24,3.67
2011-10-25,3.67
2011-10-26,3.63
2011-10-27,3.66
2011-10-28,3.67
2011-10-31,3.63
2011-11-01,3.6
2011-11-02,3.59
2011-11-03,3.54
2011-11-04,3.55
2011-11-07,3.54
2011-11-08,3.52
2011-11-09,3.51
2011-11-10,3.47
2011-11-11,3.52
2011-11-14,3.56
2011-11-15,3.52
2011-11-16,3.49
2011-11-17,3.51
2011-11-18,3.5
2011-11-21,3.51
2011-11-22,3.52
2011-11-23,3.49
2011-11-24,3.5
2011-11-25,3.53
2011-11-28,3.55
2011-11-29,3.54
2011-11-30,3.49
2011-12-01,3.5
2011-12-02,3.49
2011-12-05,3.49
2011-12-06,3.5
2011-12-07,3.5
2011-12-08,3.52
2011-12-09,3.52
2011-12-12,3.52
2011-12-13,3.5
2011-12-14,3.49
2011-12-15,3.48
2011-12-16,3.48
2011-12-19,3.57
2011-12-20,3.53
2011-12-21,3.51
2011-12-22,3.51
2011-12-23,3.52
2011-12-26,3.53
2011-12-27,3.53
2011-12-28,3.52
2011-12-29,3.46
2011-12-30,3.46
2012-01-02,3.47
2012-01-03,3.49
2012-01-04,3.49
2012-01-05,3.49
2012-01-06,3.5
2012-01-09,3.51
2012-01-10,3.51
2012-01-11,3.5
2012-01-12,3.51
2012-01-13,3.5
2012-01-16,3.48
2012-01-17,3.5
2012-01-18,3.5
2012-01-19,3.51
2012-01-20,3.53
2012-01-25,3.54
2012-01-26,3.53
2012-01-27,3.51
2012-01-30,3.48
2012-01-31,3.49
2012-02-01,3.48
2012-02-02,3.49
2012-02-03,3.5
2012-02-06,3.52
2012-02-07,3.54
2012-02-08,3.56
2012-02-09,3.57
2012-02-10,3.56
2012-02-13,3.58
2012-02-14,3.57
2012-02-15,3.58
2012-02-16,3.56
2012-02-17,3.58
2012-02-20,3.6
2012-02-21,3.6
2012-02-22,3.59
2012-02-23,3.57
2012-02-24,3.57
2012-02-27,3.55
2012-02-28,3.53
2012-02-29,3.55
2012-03-02,3.58
2012-03-05,3.61
2012-03-06,3.61
2012-03-07,3.63
2012-03-08,3.6
2012-03-09,3.61
2012-03-12,3.59
2012-03-13,3.59
2012-03-14,3.62
2012-03-15,3.68
2012-03-16,3.7
2012-03-19,3.76
2012-03-20,3.76
2012-03-21,3.8
2012-03-22,3.82
2012-03-23,3.82
2012-03-26,3.78
2012-03-27,3.78
2012-03-28,3.74
2012-03-29,3.72
2012-03-30,3.7
2012-04-02,3.72
2012-04-03,3.7
2012-04-04,3.72
2012-04-05,3.71
2012-04-06,3.69
2012-04-09,3.65
2012-04-10,3.65
2012-04-12,3.65
2012-04-13,3.64
2012-04-16,3.61
2012-04-17,3.6
2012-04-18,3.62
2012-04-19,3.62
