date,value
2012-09-11,3.02
2012-09-12,3.02
2012-09-13,3.04
2012-09-14,3.04
2012-09-17,3.06
2012-09-18,3.05
2012-09-19,3.07
2012-09-20,3.02
2012-09-21,3.03
2012-09-24,3.02
2012-09-25,3.02
2012-09-26,3.02
2012-09-27,3.03
2012-09-28,3.01
2012-10-02,2.98
2012-10-04,2.97
2012-10-05,2.97
2012-10-08,2.97
2012-10-09,2.97
2012-10-10,2.94
2012-10-11,2.95
2012-10-12,2.96
2012-10-15,2.96
2012-10-16,2.97
2012-10-17,2.99
2012-10-18,3.03
2012-10-19,3.03
2012-10-22,3.1
2012-10-23,3.1
2012-10-24,3.09
2012-10-25,3.09
2012-10-26,3.06
2012-10-29,3.06
2012-10-30,3.06
2012-10-31,3.05
2012-11-01,3.05
2012-11-02,3.06
2012-11-05,3.1
2012-11-06,3.1
2012-11-07,3.1
2012-11-08,3.08
2012-11-09,3.1
2012-11-12,3.1
2012-11-13,3.09
2012-11-14,3.1
2012-11-15,3.1
2012-11-16,3.09
2012-11-19,3.11
2012-11-20,3.13
2012-11-21,3.14
2012-11-22,3.17
2012-11-23,3.19
2012-11-26,3.18
2012-11-27,3.2
2012-11-28,3.18
2012-11-29,3.18
2012-11-30,3.19
2012-12-03,3.24
2012-12-04,3.24
2012-12-05,3.29
2012-12-06,3.28
2012-12-07,3.27
2012-12-10,3.3
2012-12-11,3.3
2012-12-12,3.3
2012-12-13,3.32
2012-12-14,3.33
2012-12-17,3.36
2012-12-18,3.41
2012-12-20,3.42
2012-12-21,3.41
2012-12-24,3.42
2012-12-26,3.44
2012-12-27,3.41
2012-12-28,3.36
2012-12-31,3.36
2013-01-02,3.37
2013-01-03,3.32
2013-01-04,3.33
2013-01-07,3.37
2013-01-08,3.33
2013-01-09,3.32
2013-01-10,3.28
2013-01-11,3.29
2013-01-14,3.3
2013-01-15,3.28
2013-01-16,3.29
2013-01-17,3.27
2013-01-18,3.29
2013-01-21,3.29
2013-01-22,3.31
2013-01-23,3.3
2013-01-24,3.29
2013-01-25,3.28
2013-01-28,3.3
2013-01-29,3.31
2013-01-30,3.33
2013-01-31,3.33
2013-02-01,3.35
2013-02-04,3.34
2013-02-05,3.32
2013-02-06,3.33
2013-02-07,3.32
2013-02-08,3.32
2013-02-12,3.31
2013-02-13,3.33
2013-02-14,3.33
2013-02-15,3.32
2013-02-18,3.31
2013-02-19,3.29
2013-02-20,3.3
2013-02-21,3.27
2013-02-22,3.28
2013-02-25,3.28
2013-02-26,3.25
2013-02-27,3.21
2013-02-28,3.22
2013-03-04,3.21
2013-03-05,3.19
2013-03-06,3.2
2013-03-07,3.22
2013-03-08,3.22
2013-03-11,3.22
2013-03-12,3.17
2013-03-13,3.18
2013-03-14,3.18
2013-03-15,3.18
2013-03-18,3.15
2013-03-19,3.15
2013-03-20,3.16
2013-03-21,3.15
2013-03-22,3.14
2013-03-25,3.14
2013-03-26,3.16
2013-03-27,3.18
2013-03-28,3.07
2013-03-29,3.12
2013-04-01,3.18
2013-04-02,3.19
2013-04-03,3.17
2013-04-04,3.15
2013-04-05,3.12
2013-04-08,3.11
2013-04-09,3.13
2013-04-10,3.12
2013-04-11,3.22
2013-04-12,3.24
2013-04-15,3.23
2013-04-16,3.19
2013-04-17,3.19
2013-04-18,3.16
2013-04-19,3.17
2013-04-22,3.17
2013-04-23,3.14
2013-04-24,3.13
2013-04-25,3.11
2013-04-26,3.1
2013-04-29,3.1
2013-04-30,3.08
2013-05-02,3.04
2013-05-03,3.06
2013-05-06,3.12
2013-05-07,3.1
2013-05-08,3.11
2013-05-09,3.11
2013-05-10,3.12
2013-05-13,3.14
2013-05-14,3.13
2013-05-15,3.13
2013-05-16,3.14
2013-05-20,3.18
2013-05-21,3.18
2013-05-22,3.19
2013-05-23,3.19
2013-05-24,3.2
2013-05-27,3.19
2013-05-28,3.21
2013-05-29,3.3
2013-05-30,3.3
2013-05-31,3.36
2013-06-03,3.37
2013-06-04,3.38
2013-06-05,3.39
2013-06-07,3.36
2013-06-10,3.39
2013-06-11,3.43
2013-06-12,3.49
2013-06-13,3.45
2013-06-14,3.4
2013-06-17,3.48
2013-06-18,3.46
2013-06-19,3.49
2013-06-20,3.65
2013-06-21,3.81
2013-06-24,3.92
2013-06-25,3.85
2013-06-26,3.78
2013-06-27,3.72
2013-06-28,3.68
2013-07-01,3.75
2013-07-02,3.67
2013-07-03,3.7
2013-07-04,3.72
2013-07-05,3.78
2013-07-08,3.89
2013-07-09,3.88
2013-07-10,3.82
2013-07-11,3.68
2013-07-12,3.69
2013-07-15,3.76
2013-07-16,3.76
2013-07-17,3.79
2013-07-18,3.75
2013-07-19,3.76
2013-07-22,3.77
2013-07-23,3.76
2013-07-24,3.77
2013-07-25,3.82
