date,value
2010-01-04,5.65
2010-01-05,5.56
2010-01-06,5.59
2010-01-07,5.5
2010-01-08,5.56
2010-01-11,5.58
2010-01-12,5.56
2010-01-13,5.55
2010-01-14,5.53
2010-01-15,5.55
2010-01-18,5.58
2010-01-19,5.53
2010-01-20,5.53
2010-01-21,5.53
2010-01-22,5.52
2010-01-25,5.51
2010-01-26,5.47
2010-01-27,5.5
2010-01-28,5.55
2010-01-29,5.5
2010-02-01,5.51
2010-02-02,5.49
2010-02-03,5.5
2010-02-04,5.5
2010-02-05,5.46
2010-02-08,5.49
2010-02-09,5.5
2010-02-10,5.5
2010-02-11,5.46
2010-02-12,5.44
2010-02-16,5.46
2010-02-17,5.46
2010-02-18,5.46
2010-02-19,5.48
2010-02-22,5.44
2010-02-23,5.43
2010-02-24,5.4
2010-02-25,5.32
2010-02-26,5.33
2010-03-02,5.33
2010-03-03,5.3
2010-03-04,5.27
2010-03-05,5.24
2010-03-08,5.24
2010-03-09,5.22
2010-03-10,5.2
2010-03-11,5.06
2010-03-12,5.01
2010-03-15,5.01
2010-03-16,4.99
2010-03-17,4.95
2010-03-18,4.9
2010-03-19,4.89
2010-03-22,4.87
2010-03-23,4.99
2010-03-24,5.11
2010-03-25,5.04
2010-03-26,5.09
2010-03-29,5.17
2010-03-30,5.18
2010-03-31,5.15
2010-04-01,5.1
2010-04-02,5.13
2010-04-05,5.16
2010-04-06,5.15
2010-04-07,5.11
2010-04-08,5.05
2010-04-09,5.08
2010-04-12,5.18
2010-04-13,5.18
2010-04-14,5.2
2010-04-15,5.19
2010-04-16,5.16
2010-04-19,5.17
2010-04-20,5.17
2010-04-21,5.2
2010-04-22,5.18
2010-04-23,5.14
2010-04-26,5.13
2010-04-27,5.09
2010-04-28,5.07
2010-04-29,5.05
2010-04-30,5.06
2010-05-03,5.1
2010-05-04,5.11
2010-05-06,5.17
2010-05-07,5.13
2010-05-10,5.19
2010-05-11,5.15
2010-05-12,5.21
2010-05-13,5.22
2010-05-14,5.22
2010-05-17,5.26
2010-05-18,5.26
2010-05-19,5.26
2010-05-20,5.24
2010-05-24,5.19
2010-05-25,5.18
2010-05-26,5.21
2010-05-27,5.2
2010-05-28,5.21
2010-05-31,5.2
2010-06-01,5.16
2010-06-03,5.17
2010-06-04,5.18
2010-06-07,5.17
2010-06-08,5.19
2010-06-09,5.19
2010-06-10,5.21
2010-06-11,5.23
2010-06-14,5.24
2010-06-15,5.22
2010-06-16,5.2
2010-06-17,5.19
2010-06-18,5.2
2010-06-21,5.25
2010-06-22,5.24
2010-06-23,5.24
2010-06-24,5.23
2010-06-25,5.22
2010-06-28,5.2
2010-06-29,5.16
2010-06-30,5.14
2010-07-01,5.12
2010-07-02,5.12
2010-07-05,5.12
2010-07-06,5.11
2010-07-07,5.13
2010-07-08,5.15
2010-07-09,5.14
2010-07-12,5.14
2010-07-13,5.14
2010-07-14,5.14
2010-07-15,5.11
2010-07-16,5.11
2010-07-19,5.12
2010-07-20,5.12
2010-07-21,5.11
2010-07-22,5.1
2010-07-23,5.1
2010-07-26,5.06
2010-07-27,5.05
2010-07-28,5.06
2010-07-29,5.04
2010-07-30,5.04
2010-08-02,5.05
2010-08-03,5.05
2010-08-04,5.02
2010-08-05,5.03
2010-08-06,5.01
2010-08-09,5.0
2010-08-10,4.98
2010-08-11,4.95
2010-08-12,4.91
2010-08-13,4.9
2010-08-16,4.9
2010-08-17,4.9
2010-08-18,4.87
2010-08-19,4.74
2010-08-20,4.66
2010-08-23,4.68
2010-08-24,4.68
2010-08-25,4.68
2010-08-26,4.63
2010-08-27,4.62
2010-08-30,4.63
2010-08-31,4.59
2010-09-01,4.65
2010-09-02,4.63
2010-09-03,4.67
2010-09-06,4.7
2010-09-07,4.68
2010-09-08,4.62
2010-09-09,4.48
2010-09-10,4.49
2010-09-13,4.48
2010-09-14,4.47
2010-09-15,4.46
2010-09-16,4.43
2010-09-17,4.47
2010-09-20,4.52
2010-09-24,4.48
2010-09-27,4.48
2010-09-28,4.46
2010-09-29,4.42
2010-09-30,4.41
2010-10-01,4.24
2010-10-04,4.25
2010-10-05,4.23
2010-10-06,4.24
2010-10-07,4.24
2010-10-08,4.23
2010-10-11,4.29
2010-10-12,4.28
2010-10-13,4.32
2010-10-14,4.13
2010-10-15,4.14
2010-10-18,4.2
2010-10-19,4.31
2010-10-20,4.36
2010-10-21,4.41
2010-10-22,4.46
2010-10-25,4.53
2010-10-26,4.57
2010-10-27,4.63
