날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,18996,7.27,0.59,1543,5.8,650
2023-06-08,18996,7.32,0.59,1543,5.75,650
2023-06-09,18996,7.29,0.59,1543,5.78,650
2023-06-12,18996,7.32,0.59,1543,5.76,650
2023-06-13,18996,7.28,0.59,1543,5.78,650
2023-06-14,18996,7.24,0.59,1543,5.82,650
2023-06-15,18996,7.01,0.57,1543,6.01,650
2023-06-16,18996,7.03,0.57,1543,5.99,650
2023-06-19,18996,7.02,0.57,1543,6.0,650
2023-06-20,18996,7.08,0.58,1543,5.95,650
2023-06-21,18996,7.03,0.57,1543,6.0,650
2023-06-22,18996,7.1,0.58,1543,5.94,650
2023-06-23,18996,7.05,0.57,1543,5.97,650
2023-06-26,18996,7.13,0.58,1543,5.91,650
2023-06-27,18996,7.19,0.58,1543,5.86,650
2023-06-28,18996,7.22,0.59,1543,5.83,650
2023-06-29,18996,6.93,0.56,1543,6.08,650
2023-06-30,18996,6.95,0.56,1543,6.06,650
2023-07-03,18996,6.99,0.57,1543,6.02,650
2023-07-04,18996,6.99,0.57,1543,6.02,650
2023-07-05,18996,6.94,0.56,1543,6.07,650
2023-07-06,18996,6.72,0.55,1543,6.27,650
2023-07-07,18996,6.6,0.54,1543,6.38,650
2023-07-10,18996,6.58,0.53,1543,6.4,650
2023-07-11,18996,6.66,0.54,1543,6.33,650
2023-07-12,18996,6.84,0.56,1543,6.16,650
2023-07-13,18996,6.93,0.56,1543,6.08,650
2023-07-14,18996,6.95,0.56,1543,6.06,650
2023-07-17,18996,6.89,0.56,1543,6.11,650
2023-07-18,18996,6.79,0.55,1543,6.21,650
2023-07-19,18996,6.69,0.54,1543,6.29,650
2023-07-20,18996,6.69,0.54,1543,6.3,650
2023-07-21,18996,6.73,0.55,1543,6.26,650
2023-07-24,18996,6.66,0.54,1543,6.33,650
2023-07-25,18996,6.57,0.53,1543,6.42,650
2023-07-26,18996,6.42,0.52,1543,6.56,650
2023-07-27,18996,6.58,0.53,1543,6.4,650
2023-07-28,18996,6.54,0.53,1543,6.44,650
2023-07-31,18996,6.49,0.53,1543,6.49,650
2023-08-01,18996,6.58,0.53,1543,6.4,650
2023-08-02,18996,6.55,0.53,1543,6.44,650
2023-08-03,18996,6.47,0.53,1543,6.51,650
2023-08-04,18996,6.53,0.53,1543,6.45,650
2023-08-07,18996,6.64,0.54,1543,6.35,650
2023-08-08,18996,6.54,0.53,1543,6.44,650
2023-08-09,18996,6.66,0.54,1543,6.32,650
2023-08-10,18996,6.62,0.54,1543,6.36,650
2023-08-11,18996,6.57,0.53,1543,6.41,650
2023-08-14,18996,6.61,0.54,1543,6.37,650
2023-08-16,18996,6.65,0.54,1543,6.34,650
2023-08-17,18996,6.64,0.54,1543,6.35,650
2023-08-18,18996,6.62,0.54,1543,6.37,650
2023-08-21,18996,6.63,0.54,1543,6.35,650
2023-08-22,18996,6.6,0.54,1543,6.39,650
2023-08-23,18996,6.61,0.54,1543,6.37,650
2023-08-24,18996,6.67,0.54,1543,6.32,650
2023-08-25,18996,6.68,0.54,1543,6.31,650
2023-08-28,18996,6.75,0.55,1543,6.24,650
2023-08-29,18996,6.84,0.56,1543,6.16,650
2023-08-30,18996,6.82,0.55,1543,6.17,650
2023-08-31,18996,6.77,0.55,1543,6.22,650
2023-09-01,18996,6.77,0.55,1543,6.23,650
2023-09-04,18996,6.82,0.55,1543,6.17,650
2023-09-05,18996,6.77,0.55,1543,6.23,650
2023-09-06,18996,6.7,0.54,1543,6.29,650
2023-09-07,18996,6.73,0.55,1543,6.26,650
2023-09-08,18996,6.72,0.55,1543,6.27,650
2023-09-11,18996,6.69,0.54,1543,6.3,650
2023-09-12,18996,6.61,0.54,1543,6.37,650
2023-09-13,18996,6.66,0.54,1543,6.33,650
2023-09-14,18996,6.72,0.55,1543,6.27,650
2023-09-15,18996,6.82,0.55,1543,6.17,650
2023-09-18,18996,6.81,0.55,1543,6.18,650
2023-09-19,18996,6.73,0.55,1543,6.26,650
2023-09-20,18996,6.76,0.55,1543,6.23,650
2023-09-21,18996,6.77,0.55,1543,6.23,650
2023-09-22,18996,6.75,0.55,1543,6.24,650
2023-09-25,18996,6.68,0.54,1543,6.31,650
2023-09-26,18996,6.71,0.55,1543,6.27,650
2023-09-27,18996,6.71,0.55,1543,6.27,650
2023-10-04,18996,6.8,0.55,1543,6.19,650
2023-10-05,18996,6.66,0.54,1543,6.33,650
2023-10-06,18996,6.68,0.54,1543,6.31,650
2023-10-10,18996,6.8,0.55,1543,6.19,650
2023-10-11,18996,6.7,0.54,1543,6.29,650
2023-10-12,18996,6.66,0.54,1543,6.32,650
2023-10-13,18996,6.63,0.54,1543,6.35,650
2023-10-16,18996,6.62,0.54,1543,6.37,650
2023-10-17,18996,6.65,0.54,1543,6.34,650
2023-10-18,18996,6.65,0.54,1543,6.34,650
2023-10-19,18996,6.63,0.54,1543,6.35,650
2023-10-20,18996,6.58,0.53,1543,6.4,650
2023-10-23,18996,6.55,0.53,1543,6.43,650
2023-10-24,18996,6.54,0.53,1543,6.44,650
2023-10-25,18996,6.62,0.54,1543,6.36,650
2023-10-26,18996,6.53,0.53,1543,6.45,650
2023-10-27,18996,6.55,0.53,1543,6.44,650
2023-10-30,18996,6.53,0.53,1543,6.45,650
2023-10-31,18996,6.55,0.53,1543,6.43,650
2023-11-01,18996,6.68,0.54,1543,6.31,650
2023-11-02,18996,6.63,0.54,1543,6.35,650
2023-11-03,18996,6.66,0.54,1543,6.33,650
2023-11-06,18996,6.75,0.55,1543,6.24,650
2023-11-07,18996,6.6,0.54,1543,6.39,650
2023-11-08,18996,6.72,0.55,1543,6.27,650
2023-11-09,18996,6.71,0.54,1543,6.28,650
2023-11-10,18996,6.68,0.54,1543,6.31,650
2023-11-13,18996,6.73,0.55,1543,6.26,650
2023-11-14,18996,6.69,0.54,1543,6.3,650
2023-11-15,18996,6.75,0.55,1543,6.24,650
2023-11-16,18996,6.71,0.54,1543,6.28,650
2023-11-17,18996,6.77,0.55,1543,6.23,650
2023-11-20,18996,6.78,0.55,1543,6.21,650
2023-11-21,18996,6.75,0.55,1543,6.24,650
2023-11-22,18996,6.71,0.55,1543,6.27,650
2023-11-23,18996,6.73,0.55,1543,6.26,650
2023-11-24,18996,6.71,0.54,1543,6.28,650
2023-11-27,18996,6.77,0.55,1543,6.22,650
2023-11-28,18996,6.79,0.55,1543,6.21,650
2023-11-29,18996,6.75,0.55,1543,6.24,650
2023-11-30,18996,6.8,0.55,1543,6.19,650
2023-12-01,18996,6.71,0.55,1543,6.27,650
2023-12-04,18996,6.75,0.55,1543,6.24,650
2023-12-05,18996,6.73,0.55,1543,6.26,650
2023-12-06,18996,6.75,0.55,1543,6.24,650
2023-12-07,18996,6.69,0.54,1543,6.3,650
2023-12-08,18996,6.69,0.54,1543,6.3,650
2023-12-11,18996,6.68,0.54,1543,6.3,650
2023-12-12,18996,6.69,0.54,1543,6.3,650
2023-12-13,18996,6.67,0.54,1543,6.32,650
2023-12-14,18996,6.64,0.54,1543,6.35,650
2023-12-15,18996,6.69,0.54,1543,6.29,650
2023-12-18,18996,6.7,0.54,1543,6.29,650
2023-12-19,18996,6.67,0.54,1543,6.32,650
2023-12-20,18996,6.75,0.55,1543,6.24,650
2023-12-21,18996,6.74,0.55,1543,6.25,650
2023-12-22,18996,6.77,0.55,1543,6.23,650
2023-12-26,18996,6.8,0.55,1543,6.2,650
2023-12-27,18996,6.56,0.53,1543,6.42,650
2023-12-28,18996,6.63,0.54,1543,6.35,650
2024-01-02,18996,6.59,0.54,1543,6.39,650
2024-01-03,18996,6.57,0.53,1543,6.42,650
2024-01-04,18996,6.55,0.53,1543,6.43,650
2024-01-05,18996,6.52,0.53,1543,6.46,650
2024-01-08,18996,6.52,0.53,1543,6.46,650
2024-01-09,18996,6.54,0.53,1543,6.44,650
2024-01-10,18996,6.53,0.53,1543,6.45,650
2024-01-11,18996,6.49,0.53,1543,6.49,650
2024-01-12,18996,6.47,0.53,1543,6.51,650
2024-01-15,18996,6.49,0.53,1543,6.49,650
2024-01-16,18996,6.43,0.52,1543,6.55,650
2024-01-17,18996,6.36,0.52,1543,6.63,650
2024-01-18,18996,6.32,0.51,1543,6.67,650
2024-01-19,18996,6.29,0.51,1543,6.69,650
2024-01-22,18996,6.32,0.51,1543,6.67,650
2024-01-23,18996,6.34,0.52,1543,6.64,650
2024-01-24,18996,6.37,0.52,1543,6.61,650
2024-01-25,18996,6.46,0.52,1543,6.52,650
2024-01-26,18996,6.54,0.53,1543,6.44,650
2024-01-29,18996,6.52,0.53,1543,6.46,650
2024-01-30,18996,6.58,0.53,1543,6.4,650
2024-01-31,18996,6.63,0.54,1543,6.35,650
2024-02-01,18996,6.76,0.55,1543,6.23,650
2024-02-02,18996,6.77,0.55,1543,6.23,650
2024-02-05,18996,6.75,0.55,1543,6.24,650
2024-02-06,18996,6.68,0.54,1543,6.3,650
2024-02-07,18996,6.71,0.55,1543,6.27,650
2024-02-08,18996,6.64,0.54,1543,6.34,650
2024-02-13,18996,6.62,0.54,1543,6.37,650
2024-02-14,18996,6.53,0.53,1543,6.45,650
2024-02-15,18996,6.51,0.53,1543,6.47,650
2024-02-16,18996,6.58,0.53,1543,6.4,650
2024-02-19,18996,6.73,0.55,1543,6.26,650
2024-02-20,18996,6.64,0.54,1543,6.35,650
2024-02-21,18996,6.72,0.55,1543,6.27,650
2024-02-22,18996,6.67,0.54,1543,6.32,650
2024-02-23,18996,6.73,0.55,1543,6.26,650
2024-02-26,18996,6.62,0.54,1543,6.37,650
2024-02-27,18996,6.58,0.53,1543,6.4,650
2024-02-28,18996,6.64,0.54,1543,6.34,650
2024-02-29,18996,6.69,0.54,1543,6.3,650
2024-03-04,18996,6.58,0.53,1543,6.4,650
2024-03-05,18996,6.55,0.53,1543,6.43,650
2024-03-06,18996,6.57,0.53,1543,6.41,650
2024-03-07,18996,6.61,0.54,1543,6.37,650
2024-03-08,18996,6.61,0.54,1543,6.37,650
2024-03-11,18996,6.58,0.53,1543,6.4,650
2024-03-12,18996,6.54,0.53,1543,6.44,650
2024-03-13,18996,6.51,0.53,1543,6.47,650
2024-03-14,18996,6.54,0.53,1543,6.44,650
2024-03-15,18996,6.52,0.53,1543,6.46,650
2024-03-18,18996,6.47,0.53,1543,6.51,650
2024-03-19,18996,6.43,0.52,1543,6.55,650
2024-03-20,18996,6.44,0.52,1543,6.55,650
2024-03-21,18996,6.49,0.53,1543,6.49,650
2024-03-22,18996,6.49,0.53,1543,6.49,650
2024-03-25,18996,6.47,0.53,1543,6.51,650
2024-03-26,18996,6.52,0.53,1543,6.46,650
2024-03-27,18996,6.51,0.53,1543,6.47,650
2024-03-28,18996,6.51,0.53,1543,6.47,650
2024-03-29,18996,6.46,0.52,1543,6.52,650
2024-04-01,18996,6.47,0.53,1543,6.51,650
2024-04-02,18996,6.44,0.52,1543,6.55,650
2024-04-03,18996,6.38,0.52,1543,6.6,650
2024-04-04,18996,6.37,0.52,1543,6.61,650
2024-04-05,18996,6.35,0.52,1543,6.63,650
2024-04-08,18996,6.32,0.51,1543,6.67,650
2024-04-09,18996,6.31,0.51,1543,6.68,650
2024-04-11,18996,6.24,0.51,1543,6.75,650
2024-04-12,18996,6.22,0.5,1543,6.78,650
2024-04-15,18996,6.18,0.5,1543,6.81,650
2024-04-16,18996,6.16,0.5,1543,6.83,650
2024-04-17,18996,6.19,0.5,1543,6.81,650
2024-04-18,18996,6.27,0.51,1543,6.71,650
2024-04-19,18996,6.28,0.51,1543,6.71,650
2024-04-22,18996,6.3,0.51,1543,6.69,650
2024-04-23,18996,6.32,0.51,1543,6.67,650
2024-04-24,18996,6.34,0.51,1543,6.65,650
2024-04-25,18996,6.32,0.51,1543,6.67,650
2024-04-26,18996,6.34,0.51,1543,6.65,650
2024-04-29,18996,6.42,0.52,1543,6.57,650
2024-04-30,18996,6.38,0.52,1543,6.6,650
2024-05-02,19711,6.75,0.5,1449,6.65,650
2024-05-03,19711,6.82,0.5,1449,6.58,650
2024-05-07,19711,6.83,0.5,1449,6.57,650
2024-05-08,19711,6.96,0.51,1449,6.45,650
2024-05-09,19711,6.9,0.51,1449,6.5,650
2024-05-10,19711,6.89,0.51,1449,6.51,650
2024-05-13,19711,6.87,0.5,1449,6.53,650
2024-05-14,19711,6.91,0.51,1449,6.49,650
2024-05-16,19711,6.85,0.5,1449,6.55,650
2024-05-17,19711,6.84,0.5,1449,6.56,650
2024-05-20,19711,6.84,0.5,1449,6.56,650
2024-05-21,19711,6.78,0.5,1449,6.62,650
2024-05-22,19711,6.79,0.5,1449,6.61,650
2024-05-23,19711,6.77,0.5,1449,6.63,650
2024-05-24,19711,6.74,0.5,1449,6.65,650
2024-05-27,19711,6.74,0.5,1449,6.65,650
2024-05-28,19711,6.75,0.5,1449,6.65,650
2024-05-29,19711,6.75,0.5,1449,6.65,650
2024-05-30,19711,6.69,0.49,1449,6.7,650
2024-05-31,19711,6.66,0.49,1449,6.74,650
2024-06-03,19711,6.73,0.49,1449,6.67,650
2024-06-04,19711,6.7,0.49,1449,6.69,650
2024-06-05,19711,6.69,0.49,1449,6.7,650
2024-06-07,19711,6.74,0.5,1449,6.66,650
2024-06-10,19711,6.71,0.49,1449,6.69,650
2024-06-11,19711,6.71,0.49,1449,6.69,650
2024-06-12,19711,6.72,0.49,1449,6.67,650
2024-06-13,19711,6.7,0.49,1449,6.69,650
2024-06-14,19711,6.72,0.49,1449,6.67,650
2024-06-17,19711,6.71,0.49,1449,6.68,650
2024-06-18,19711,6.85,0.5,1449,6.55,650
2024-06-19,19711,6.74,0.5,1449,6.65,650
2024-06-20,19711,6.77,0.5,1449,6.63,650
2024-06-21,19711,6.78,0.5,1449,6.61,650
2024-06-24,19711,6.8,0.5,1449,6.6,650
2024-06-25,19711,6.8,0.5,1449,6.59,650
2024-06-26,19711,6.75,0.5,1449,6.65,650
2024-06-27,19711,6.68,0.49,1449,6.71,650
2024-06-28,19711,6.78,0.5,1449,6.62,650
2024-07-01,19711,6.75,0.5,1449,6.65,650
2024-07-02,19711,6.69,0.49,1449,6.7,650
2024-07-03,19711,6.7,0.49,1449,6.69,650
2024-07-04,19711,6.75,0.5,1449,6.65,650
