날짜,개인,외국인,기관계,금융투자,보험,투신 (사모),은행,기타금융기관,연기금등,기타법인,date,외국인합계,기관합계
18.04.10,327.0,-1207.0,1108.0,294.0,164.0,510.0,18.0,-44.0,165.0,-228.0,2018-04-10,-1207.0,1108.0
18.04.11,1981.0,4640.0,-980.0,-1735.0,-9.0,156.0,-12.0,47.0,574.0,-5640.0,2018-04-11,4640.0,-980.0
18.04.12,-731.0,2346.0,-1518.0,-2234.0,105.0,171.0,98.0,-24.0,366.0,-97.0,2018-04-12,2346.0,-1518.0
18.04.13,-36.0,543.0,-470.0,-1985.0,220.0,194.0,22.0,28.0,1050.0,-38.0,2018-04-13,543.0,-470.0
18.04.16,658.0,-366.0,-108.0,325.0,-203.0,-92.0,17.0,58.0,-214.0,-183.0,2018-04-16,-366.0,-108.0
18.04.17,2220.0,-2760.0,487.0,551.0,-211.0,-137.0,-15.0,-15.0,314.0,53.0,2018-04-17,-2760.0,487.0
18.04.18,-3882.0,3439.0,525.0,787.0,268.0,152.0,5.0,-38.0,-650.0,-82.0,2018-04-18,3439.0,525.0
18.04.19,646.0,1814.0,-2406.0,-1057.0,114.0,-987.0,19.0,-117.0,-378.0,-54.0,2018-04-19,1814.0,-2406.0
18.04.20,3422.0,-4884.0,1612.0,1250.0,19.0,-666.0,-59.0,-30.0,1097.0,-150.0,2018-04-20,-4884.0,1612.0
18.04.23,3143.0,-2946.0,92.0,335.0,-4.0,80.0,-54.0,-38.0,-226.0,-290.0,2018-04-23,-2946.0,92.0
18.04.24,2707.0,-4388.0,1684.0,1251.0,215.0,70.0,11.0,-15.0,152.0,-3.0,2018-04-24,-4388.0,1684.0
18.04.25,6137.0,-7620.0,70.0,-642.0,143.0,-67.0,-32.0,-27.0,694.0,1412.0,2018-04-25,-7620.0,70.0
18.04.26,14.0,1710.0,-1654.0,-985.0,250.0,-968.0,-38.0,-47.0,134.0,-70.0,2018-04-26,1710.0,-1654.0
18.04.27,2576.0,1611.0,-4116.0,-1535.0,-468.0,-2147.0,-63.0,-50.0,146.0,-72.0,2018-04-27,1611.0,-4116.0
18.04.30,-1892.0,2432.0,-112.0,-376.0,-110.0,586.0,-71.0,-23.0,-118.0,-428.0,2018-04-30,2432.0,-112.0
18.05.02,2791.0,-1632.0,-1203.0,-639.0,-166.0,-535.0,-66.0,-15.0,218.0,44.0,2018-05-02,-1632.0,-1203.0
18.05.03,2597.0,-3239.0,188.0,86.0,-86.0,49.0,-38.0,-26.0,204.0,454.0,2018-05-03,-3239.0,188.0
18.05.04,7640.0,-224.0,-7256.0,-4045.0,-415.0,-2919.0,-113.0,-2.0,238.0,-160.0,2018-05-04,-224.0,-7256.0
18.05.08,1015.0,-334.0,-1252.0,77.0,-100.0,-1708.0,-15.0,55.0,439.0,571.0,2018-05-08,-334.0,-1252.0
18.05.09,-414.0,-2303.0,2409.0,1862.0,149.0,-166.0,-34.0,-4.0,602.0,308.0,2018-05-09,-2303.0,2409.0
18.05.10,-730.0,-409.0,806.0,1402.0,113.0,-843.0,-49.0,10.0,173.0,333.0,2018-05-10,-409.0,806.0
18.05.11,-4180.0,1990.0,1856.0,821.0,195.0,-676.0,56.0,-4.0,1464.0,335.0,2018-05-11,1990.0,1856.0
18.05.14,-1011.0,-947.0,1692.0,1927.0,-5.0,69.0,-95.0,1.0,-204.0,266.0,2018-05-14,-947.0,1692.0
18.05.15,3949.0,-2382.0,-1969.0,-1101.0,-110.0,-148.0,-109.0,-41.0,-461.0,402.0,2018-05-15,-2382.0,-1969.0
18.05.16,-1750.0,112.0,2486.0,758.0,117.0,-394.0,-62.0,-96.0,2162.0,-847.0,2018-05-16,112.0,2486.0
18.05.17,1455.0,-2696.0,1057.0,984.0,-68.0,-296.0,-83.0,-55.0,575.0,183.0,2018-05-17,-2696.0,1057.0
18.05.18,-1541.0,-387.0,1513.0,680.0,3.0,478.0,-58.0,-37.0,448.0,415.0,2018-05-18,-387.0,1513.0
18.05.21,69.0,-761.0,332.0,452.0,-34.0,-368.0,-146.0,54.0,374.0,360.0,2018-05-21,-761.0,332.0
18.05.23,-712.0,2738.0,-2622.0,-2809.0,-246.0,486.0,-104.0,-66.0,117.0,596.0,2018-05-23,2738.0,-2622.0
18.05.24,851.0,328.0,-2057.0,-900.0,-5.0,-917.0,3.0,-6.0,-231.0,878.0,2018-05-24,328.0,-2057.0
18.05.25,-4810.0,3310.0,1206.0,-475.0,167.0,333.0,168.0,-84.0,1097.0,293.0,2018-05-25,3310.0,1206.0
18.05.28,2649.0,-1618.0,-1385.0,-518.0,40.0,-685.0,-106.0,-47.0,-68.0,354.0,2018-05-28,-1618.0,-1385.0
18.05.29,3115.0,-2294.0,-1205.0,-793.0,54.0,-620.0,-224.0,99.0,278.0,384.0,2018-05-29,-2294.0,-1205.0
18.05.30,10151.0,-6857.0,-4069.0,-3438.0,581.0,-695.0,37.0,83.0,-638.0,775.0,2018-05-30,-6857.0,-4069.0
18.05.31,2412.0,9507.0,-12383.0,-1035.0,-12796.0,450.0,61.0,64.0,872.0,464.0,2018-05-31,9507.0,-12383.0
18.06.01,-1315.0,2389.0,-1234.0,-1685.0,-109.0,673.0,53.0,-41.0,-125.0,160.0,2018-06-01,2389.0,-1234.0
18.06.04,-912.0,177.0,548.0,-483.0,92.0,755.0,-8.0,112.0,80.0,187.0,2018-06-04,177.0,548.0
18.06.05,920.0,-86.0,-950.0,-1311.0,152.0,359.0,19.0,14.0,-182.0,117.0,2018-06-05,-86.0,-950.0
18.06.07,-3160.0,1379.0,1722.0,786.0,72.0,139.0,11.0,26.0,689.0,59.0,2018-06-07,1379.0,1722.0
18.06.08,5015.0,1304.0,-6616.0,-4168.0,-204.0,-1328.0,9.0,36.0,-962.0,298.0,2018-06-08,1304.0,-6616.0
18.06.11,-2575.0,-106.0,2816.0,1265.0,-24.0,447.0,-196.0,-6.0,1329.0,-135.0,2018-06-11,-106.0,2816.0
18.06.12,-93.0,-1223.0,1258.0,2035.0,-456.0,-6.0,-12.0,-12.0,-290.0,58.0,2018-06-12,-1223.0,1258.0
18.06.14,5021.0,-4703.0,-537.0,2651.0,3.0,-1608.0,61.0,5.0,-1650.0,220.0,2018-06-14,-4703.0,-537.0
18.06.15,2670.0,-5500.0,2759.0,1975.0,-122.0,-494.0,9.0,24.0,1366.0,71.0,2018-06-15,-5500.0,2759.0
18.06.18,-1124.0,-3206.0,4293.0,5140.0,109.0,-849.0,-122.0,-21.0,35.0,37.0,2018-06-18,-3206.0,4293.0
18.06.19,1406.0,-2151.0,318.0,1860.0,-296.0,-425.0,-153.0,-79.0,-589.0,427.0,2018-06-19,-2151.0,318.0
18.06.20,-1179.0,1136.0,-175.0,-523.0,316.0,516.0,-116.0,268.0,-637.0,217.0,2018-06-20,1136.0,-175.0
18.06.21,4107.0,-1282.0,-3037.0,-2409.0,-63.0,-475.0,-109.0,56.0,-38.0,212.0,2018-06-21,-1282.0,-3037.0
18.06.22,-88.0,60.0,-247.0,-38.0,272.0,499.0,105.0,4.0,-1088.0,274.0,2018-06-22,60.0,-247.0
18.06.25,87.0,-1100.0,1002.0,831.0,99.0,587.0,38.0,29.0,-582.0,12.0,2018-06-25,-1100.0,1002.0
18.06.26,1169.0,-3237.0,2678.0,3464.0,-21.0,400.0,10.0,23.0,-1197.0,-610.0,2018-06-26,-3237.0,2678.0
18.06.27,802.0,1587.0,-2660.0,-1441.0,245.0,-253.0,-37.0,26.0,-1200.0,271.0,2018-06-27,1587.0,-2660.0
18.06.28,1130.0,-2889.0,1408.0,1021.0,13.0,30.0,-48.0,8.0,385.0,351.0,2018-06-28,-2889.0,1408.0
18.06.29,-553.0,1652.0,-1398.0,-2645.0,167.0,1386.0,17.0,12.0,-334.0,299.0,2018-06-29,1652.0,-1398.0
18.07.02,2427.0,1156.0,-4010.0,-1759.0,-323.0,-904.0,-114.0,-53.0,-856.0,426.0,2018-07-02,1156.0,-4010.0
18.07.03,-467.0,2018.0,-1795.0,34.0,102.0,-445.0,-198.0,-166.0,-1123.0,244.0,2018-07-03,2018.0,-1795.0
18.07.04,1292.0,10.0,-1536.0,-496.0,-26.0,-240.0,-20.0,-57.0,-697.0,234.0,2018-07-04,10.0,-1536.0
18.07.05,319.0,-947.0,455.0,815.0,-32.0,-70.0,-38.0,-69.0,-151.0,174.0,2018-07-05,-947.0,455.0
18.07.06,-1030.0,-3820.0,4589.0,2458.0,78.0,1349.0,89.0,-35.0,650.0,261.0,2018-07-06,-3820.0,4589.0
18.07.09,-752.0,-594.0,1222.0,2438.0,-135.0,-208.0,24.0,-10.0,-887.0,124.0,2018-07-09,-594.0,1222.0
18.07.10,193.0,329.0,-1158.0,-321.0,409.0,572.0,14.0,-2.0,-1830.0,635.0,2018-07-10,329.0,-1158.0
18.07.11,1351.0,2018.0,-1251.0,-709.0,23.0,425.0,25.0,-7.0,-1009.0,-2118.0,2018-07-11,2018.0,-1251.0
18.07.12,880.0,-180.0,-858.0,-484.0,149.0,175.0,29.0,-28.0,-698.0,157.0,2018-07-12,-180.0,-858.0
18.07.13,-1374.0,2239.0,-941.0,-634.0,-96.0,76.0,-60.0,34.0,-260.0,76.0,2018-07-13,2239.0,-941.0
18.07.16,2883.0,-452.0,-2657.0,-1141.0,-198.0,-675.0,-43.0,30.0,-629.0,226.0,2018-07-16,-452.0,-2657.0
18.07.17,1342.0,-888.0,522.0,279.0,15.0,331.0,-75.0,-30.0,1.0,-977.0,2018-07-17,-888.0,522.0
18.07.18,1637.0,925.0,-2639.0,-1433.0,-147.0,-395.0,11.0,-5.0,-670.0,76.0,2018-07-18,925.0,-2639.0
18.07.19,-321.0,525.0,-188.0,-18.0,51.0,342.0,-4.0,-26.0,-533.0,-16.0,2018-07-19,525.0,-188.0
18.07.20,526.0,-1212.0,650.0,1520.0,18.0,-537.0,-15.0,-9.0,-328.0,36.0,2018-07-20,-1212.0,650.0
18.07.23,-1418.0,-325.0,2330.0,4771.0,-241.0,-1293.0,-66.0,-30.0,-811.0,-588.0,2018-07-23,-325.0,2330.0
18.07.24,-3043.0,631.0,2397.0,2207.0,66.0,386.0,1.0,-16.0,-246.0,15.0,2018-07-24,631.0,2397.0
18.07.25,-1283.0,-1486.0,2784.0,1991.0,292.0,21.0,112.0,-2.0,371.0,-16.0,2018-07-25,-1486.0,2784.0
18.07.26,-1706.0,1276.0,404.0,84.0,-132.0,510.0,15.0,1.0,-74.0,26.0,2018-07-26,1276.0,404.0
18.07.27,-845.0,1626.0,-799.0,29.0,62.0,-600.0,0.0,-22.0,-267.0,17.0,2018-07-27,1626.0,-799.0
18.07.30,32.0,1622.0,-2002.0,-1864.0,-95.0,207.0,-22.0,-3.0,-224.0,348.0,2018-07-30,1622.0,-2002.0
18.07.31,-317.0,-749.0,798.0,543.0,-136.0,500.0,8.0,13.0,-129.0,268.0,2018-07-31,-749.0,798.0
18.08.01,-651.0,1725.0,-1416.0,-1142.0,191.0,311.0,1.0,-7.0,-771.0,343.0,2018-08-01,1725.0,-1416.0
18.08.02,3740.0,-490.0,-3751.0,-1645.0,-197.0,-400.0,43.0,28.0,-1579.0,501.0,2018-08-02,-490.0,-3751.0
18.08.03,-886.0,1433.0,-804.0,-856.0,55.0,426.0,7.0,17.0,-452.0,257.0,2018-08-03,1433.0,-804.0
18.08.06,179.0,41.0,-671.0,533.0,-156.0,-224.0,1.0,-16.0,-810.0,451.0,2018-08-06,41.0,-671.0
18.08.07,-62.0,577.0,-1097.0,-802.0,-25.0,463.0,40.0,-34.0,-739.0,583.0,2018-08-07,577.0,-1097.0
18.08.08,-1248.0,3585.0,-1157.0,-1346.0,31.0,456.0,43.0,-1.0,-340.0,-1180.0,2018-08-08,3585.0,-1157.0
18.08.09,140.0,-2243.0,1427.0,2968.0,-54.0,-10.0,-50.0,30.0,-1456.0,676.0,2018-08-09,-2243.0,1427.0
18.08.10,1519.0,-1147.0,-857.0,-119.0,-235.0,-202.0,-31.0,-121.0,-150.0,486.0,2018-08-10,-1147.0,-857.0
18.08.13,1029.0,-1738.0,151.0,1462.0,-309.0,-673.0,-64.0,-123.0,-143.0,558.0,2018-08-13,-1738.0,151.0
18.08.14,-1321.0,-121.0,918.0,1062.0,286.0,114.0,45.0,-74.0,-513.0,523.0,2018-08-14,-121.0,918.0
18.08.16,1783.0,-2417.0,-70.0,379.0,145.0,-396.0,0.0,-179.0,-18.0,703.0,2018-08-16,-2417.0,-70.0
18.08.17,859.0,1020.0,-2534.0,-1626.0,170.0,30.0,-11.0,-5.0,-1092.0,655.0,2018-08-17,1020.0,-2534.0
18.08.20,-98.0,-549.0,87.0,331.0,-135.0,-249.0,-63.0,-10.0,215.0,560.0,2018-08-20,-549.0,87.0
18.08.21,-1512.0,1064.0,-171.0,-1523.0,80.0,810.0,20.0,15.0,428.0,619.0,2018-08-21,1064.0,-171.0
18.08.22,1368.0,2082.0,-4206.0,-2808.0,98.0,-145.0,-18.0,-8.0,-1324.0,756.0,2018-08-22,2082.0,-4206.0
18.08.23,-448.0,1751.0,-1932.0,-883.0,51.0,-503.0,3.0,22.0,-622.0,629.0,2018-08-23,1751.0,-1932.0
18.08.24,-1995.0,770.0,582.0,-335.0,-43.0,448.0,-34.0,9.0,538.0,643.0,2018-08-24,770.0,582.0
18.08.27,-2427.0,2373.0,-432.0,-66.0,-103.0,-217.0,24.0,-55.0,-15.0,485.0,2018-08-27,2373.0,-432.0
18.08.28,-1647.0,1426.0,-449.0,-85.0,-195.0,-300.0,-98.0,-62.0,291.0,671.0,2018-08-28,1426.0,-449.0
18.08.29,-2217.0,1146.0,4282.0,4412.0,89.0,-78.0,17.0,-24.0,-133.0,-3211.0,2018-08-29,1146.0,4282.0
18.08.30,660.0,2223.0,-3215.0,-2466.0,-135.0,-499.0,54.0,-21.0,-149.0,331.0,2018-08-30,2223.0,-3215.0
18.08.31,-1687.0,3967.0,-2643.0,-2068.0,-15.0,-119.0,49.0,-25.0,-465.0,363.0,2018-08-31,3967.0,-2643.0
18.09.03,2376.0,-2173.0,-727.0,65.0,-127.0,-825.0,-59.0,-16.0,235.0,524.0,2018-09-03,-2173.0,-727.0
18.09.04,-340.0,219.0,-133.0,-483.0,-103.0,121.0,8.0,-4.0,327.0,254.0,2018-09-04,219.0,-133.0
18.09.05,2473.0,-971.0,-1967.0,-860.0,-250.0,-852.0,25.0,-40.0,10.0,465.0,2018-09-05,-971.0,-1967.0
18.09.06,1148.0,-2933.0,1134.0,776.0,104.0,-162.0,-16.0,-43.0,475.0,651.0,2018-09-06,-2933.0,1134.0
18.09.07,2196.0,-7719.0,5057.0,4006.0,-22.0,346.0,-62.0,10.0,779.0,466.0,2018-09-07,-7719.0,5057.0
18.09.10,-412.0,1211.0,-1239.0,-787.0,-158.0,688.0,-86.0,-21.0,-875.0,440.0,2018-09-10,1211.0,-1239.0
18.09.11,1923.0,-1891.0,-430.0,415.0,-273.0,-413.0,-35.0,-36.0,-87.0,398.0,2018-09-11,-1891.0,-430.0
18.09.12,1840.0,-4152.0,1988.0,2234.0,-404.0,-327.0,-63.0,0.0,547.0,324.0,2018-09-12,-4152.0,1988.0
18.09.13,388.0,-2690.0,1987.0,4734.0,112.0,86.0,-51.0,29.0,-2922.0,315.0,2018-09-13,-2690.0,1987.0
18.09.14,-4833.0,2036.0,2713.0,58.0,-10.0,1232.0,25.0,31.0,1378.0,84.0,2018-09-14,2036.0,2713.0
18.09.17,690.0,1755.0,-2741.0,-1883.0,-6.0,-198.0,-24.0,2.0,-633.0,295.0,2018-09-17,1755.0,-2741.0
18.09.18,-475.0,-828.0,996.0,641.0,-195.0,-220.0,-19.0,-22.0,810.0,308.0,2018-09-18,-828.0,996.0
18.09.19,-1095.0,3865.0,137.0,86.0,-72.0,-49.0,-6.0,20.0,157.0,-2908.0,2018-09-19,3865.0,137.0
18.09.20,-4134.0,2929.0,998.0,-610.0,-96.0,500.0,-36.0,-47.0,1287.0,207.0,2018-09-20,2929.0,998.0
18.09.21,-2021.0,8233.0,-772.0,375.0,-3308.0,1358.0,-33.0,7.0,829.0,-5441.0,2018-09-21,8233.0,-772.0
18.09.27,-1362.0,2283.0,-1298.0,-484.0,-409.0,-371.0,-14.0,23.0,-43.0,376.0,2018-09-27,2283.0,-1298.0
18.09.28,1305.0,-2249.0,648.0,2411.0,-239.0,-342.0,-99.0,1.0,-1083.0,297.0,2018-09-28,-2249.0,648.0
18.10.01,1242.0,-541.0,-877.0,-750.0,-39.0,199.0,-28.0,-8.0,-252.0,176.0,2018-10-01,-541.0,-877.0
18.10.02,3089.0,-2411.0,-849.0,415.0,64.0,-936.0,-2.0,-24.0,-366.0,171.0,2018-10-02,-2411.0,-849.0
18.10.04,5811.0,-5294.0,-602.0,1681.0,-249.0,-1210.0,-202.0,-11.0,-611.0,85.0,2018-10-04,-5294.0,-602.0
18.10.05,2024.0,-3307.0,1116.0,824.0,-16.0,764.0,-43.0,-5.0,-408.0,166.0,2018-10-05,-3307.0,1116.0
18.10.08,1330.0,-1782.0,318.0,234.0,45.0,91.0,23.0,111.0,-186.0,134.0,2018-10-08,-1782.0,318.0
18.10.10,1008.0,-2297.0,1156.0,2001.0,-23.0,-651.0,-157.0,49.0,-63.0,133.0,2018-10-10,-2297.0,1156.0
18.10.11,2165.0,-4836.0,2439.0,2870.0,164.0,-749.0,-83.0,-94.0,331.0,232.0,2018-10-11,-4836.0,2439.0
18.10.12,-1006.0,735.0,-59.0,-2639.0,618.0,1279.0,-29.0,-19.0,732.0,330.0,2018-10-12,735.0,-59.0
18.10.15,2990.0,224.0,-3271.0,-2702.0,35.0,-850.0,17.0,-36.0,265.0,56.0,2018-10-15,224.0,-3271.0
18.10.16,1695.0,-664.0,-1271.0,-950.0,-63.0,-188.0,-41.0,-1.0,-28.0,240.0,2018-10-16,-664.0,-1271.0
18.10.17,-51.0,64.0,27.0,-89.0,91.0,134.0,29.0,25.0,-163.0,-40.0,2018-10-17,64.0,27.0
18.10.18,2641.0,-537.0,-2166.0,-503.0,-259.0,-873.0,-36.0,178.0,-674.0,61.0,2018-10-18,-537.0,-2166.0
18.10.19,-169.0,-1715.0,1879.0,982.0,89.0,467.0,-20.0,22.0,339.0,6.0,2018-10-19,-1715.0,1879.0
18.10.22,648.0,-1111.0,450.0,-211.0,-26.0,551.0,10.0,26.0,99.0,12.0,2018-10-22,-1111.0,450.0
18.10.23,6413.0,-5624.0,-992.0,1151.0,-532.0,-953.0,61.0,-101.0,-618.0,203.0,2018-10-23,-5624.0,-992.0
18.10.24,-2612.0,-3309.0,5809.0,7312.0,-115.0,-406.0,-88.0,-99.0,-795.0,112.0,2018-10-24,-3309.0,5809.0
18.10.25,-2814.0,-3631.0,6311.0,6289.0,239.0,19.0,-146.0,-137.0,45.0,134.0,2018-10-25,-3631.0,6311.0
18.10.26,573.0,-1752.0,1040.0,1415.0,307.0,-810.0,130.0,-3.0,0.0,139.0,2018-10-26,-1752.0,1040.0
18.10.29,-4880.0,-1593.0,6364.0,5457.0,314.0,549.0,-191.0,-9.0,244.0,110.0,2018-10-29,-1593.0,6364.0
18.10.30,-3582.0,-1862.0,5199.0,1222.0,629.0,1331.0,64.0,-22.0,1976.0,246.0,2018-10-30,-1862.0,5199.0
18.10.31,2585.0,1355.0,-4123.0,-5902.0,87.0,2192.0,37.0,-48.0,-488.0,183.0,2018-10-31,1355.0,-4123.0
18.11.01,1088.0,2923.0,-4205.0,-3549.0,-102.0,-265.0,112.0,-66.0,-336.0,194.0,2018-11-01,2923.0,-4205.0
18.11.02,-4638.0,4408.0,126.0,-2679.0,170.0,1850.0,113.0,-40.0,711.0,105.0,2018-11-02,4408.0,126.0
18.11.05,5175.0,-638.0,-4728.0,-3698.0,-214.0,-185.0,-22.0,-8.0,-601.0,192.0,2018-11-05,-638.0,-4728.0
18.11.06,1718.0,30.0,-1876.0,-819.0,-138.0,-733.0,-10.0,-82.0,-95.0,128.0,2018-11-06,30.0,-1876.0
18.11.07,969.0,-638.0,-603.0,-1440.0,26.0,690.0,7.0,-38.0,153.0,272.0,2018-11-07,-638.0,-603.0
18.11.08,-2749.0,4902.0,-2285.0,-1595.0,20.0,-228.0,-2.0,16.0,-496.0,133.0,2018-11-08,4902.0,-2285.0
18.11.09,2288.0,477.0,-3097.0,-2421.0,-238.0,-933.0,-9.0,8.0,496.0,332.0,2018-11-09,477.0,-3097.0
18.11.12,-1158.0,385.0,679.0,785.0,-215.0,-818.0,-47.0,-8.0,981.0,94.0,2018-11-12,385.0,679.0
18.11.13,241.0,-3030.0,2755.0,1362.0,241.0,-111.0,10.0,1.0,1252.0,34.0,2018-11-13,-3030.0,2755.0
18.11.14,699.0,-1324.0,189.0,503.0,-90.0,-292.0,-50.0,111.0,7.0,435.0,2018-11-14,-1324.0,189.0
18.11.15,-1011.0,-1700.0,2721.0,1347.0,23.0,900.0,18.0,22.0,410.0,-9.0,2018-11-15,-1700.0,2721.0
18.11.16,192.0,-206.0,92.0,-951.0,-73.0,800.0,-44.0,-25.0,384.0,-78.0,2018-11-16,-206.0,92.0
18.11.19,-584.0,-926.0,1594.0,1667.0,-287.0,161.0,29.0,22.0,2.0,-83.0,2018-11-19,-926.0,1594.0
18.11.20,298.0,-2558.0,897.0,2669.0,-18.0,-662.0,-38.0,-23.0,-1031.0,1363.0,2018-11-20,-2558.0,897.0
18.11.21,716.0,-3908.0,3272.0,2356.0,312.0,181.0,-12.0,23.0,412.0,-80.0,2018-11-21,-3908.0,3272.0
18.11.22,1422.0,-434.0,-1004.0,167.0,-273.0,-693.0,-41.0,17.0,-181.0,15.0,2018-11-22,-434.0,-1004.0
18.11.23,967.0,372.0,-1427.0,-423.0,159.0,-999.0,-32.0,11.0,-144.0,88.0,2018-11-23,372.0,-1427.0
18.11.26,-4217.0,-372.0,4506.0,3188.0,3.0,442.0,-30.0,13.0,890.0,82.0,2018-11-26,-372.0,4506.0
18.11.27,-2168.0,1954.0,194.0,-1003.0,12.0,900.0,4.0,18.0,262.0,21.0,2018-11-27,1954.0,194.0
18.11.28,-1542.0,932.0,281.0,-129.0,-51.0,406.0,-22.0,19.0,58.0,329.0,2018-11-28,932.0,281.0
18.11.29,-2716.0,3253.0,-553.0,-854.0,128.0,374.0,-9.0,-21.0,-170.0,15.0,2018-11-29,3253.0,-553.0
18.11.30,1293.0,-366.0,293.0,705.0,-70.0,-560.0,-36.0,-24.0,278.0,-1220.0,2018-11-30,-366.0,293.0
18.12.03,-4541.0,3227.0,1328.0,484.0,176.0,881.0,-17.0,-140.0,-55.0,-15.0,2018-12-03,3227.0,1328.0
18.12.04,2198.0,1234.0,-3609.0,-2269.0,-42.0,-1071.0,-6.0,6.0,-227.0,176.0,2018-12-04,1234.0,-3609.0
18.12.05,1051.0,-1967.0,925.0,1806.0,-169.0,-865.0,-73.0,-31.0,257.0,-9.0,2018-12-05,-1967.0,925.0
18.12.06,3485.0,-3821.0,214.0,1622.0,23.0,-1222.0,-47.0,9.0,-171.0,121.0,2018-12-06,-3821.0,214.0
18.12.07,116.0,285.0,-582.0,1404.0,-211.0,-1154.0,-27.0,97.0,-691.0,181.0,2018-12-07,285.0,-582.0
18.12.10,1340.0,-2716.0,1171.0,3315.0,-122.0,-1752.0,-106.0,-6.0,-157.0,205.0,2018-12-10,-2716.0,1171.0
18.12.11,619.0,-1764.0,1048.0,3713.0,-326.0,-1613.0,-114.0,38.0,-650.0,97.0,2018-12-11,-1764.0,1048.0
18.12.12,-2680.0,-429.0,3086.0,3428.0,-204.0,-174.0,-33.0,12.0,58.0,23.0,2018-12-12,-429.0,3086.0
18.12.13,-1716.0,4818.0,-3120.0,-2274.0,9.0,960.0,115.0,-17.0,-1913.0,17.0,2018-12-13,4818.0,-3120.0
18.12.14,1829.0,-906.0,-1221.0,-42.0,-426.0,-755.0,-51.0,33.0,20.0,298.0,2018-12-14,-906.0,-1221.0
18.12.17,-2582.0,653.0,2039.0,2231.0,463.0,-235.0,16.0,12.0,-448.0,-110.0,2018-12-17,653.0,2039.0
18.12.18,-1551.0,-1709.0,3139.0,2697.0,231.0,331.0,-39.0,-6.0,-75.0,121.0,2018-12-18,-1709.0,3139.0
18.12.19,-2550.0,89.0,2552.0,1992.0,-41.0,660.0,-80.0,-5.0,25.0,-91.0,2018-12-19,89.0,2552.0
18.12.20,-92.0,-418.0,633.0,428.0,-272.0,441.0,-54.0,-27.0,118.0,-123.0,2018-12-20,-418.0,633.0
18.12.21,-2544.0,-2253.0,4960.0,3356.0,41.0,1114.0,-107.0,-43.0,599.0,-163.0,2018-12-21,-2253.0,4960.0
18.12.24,-2675.0,67.0,2491.0,917.0,-294.0,1344.0,-153.0,-137.0,814.0,117.0,2018-12-24,67.0,2491.0
18.12.26,-4710.0,572.0,3791.0,1940.0,468.0,1226.0,-132.0,-307.0,596.0,348.0,2018-12-26,572.0,3791.0
18.12.27,3005.0,2420.0,-5459.0,-5025.0,30.0,528.0,-205.0,148.0,-936.0,34.0,2018-12-27,2420.0,-5459.0
18.12.28,-343.0,2025.0,-1634.0,-1165.0,261.0,56.0,-208.0,24.0,-601.0,-48.0,2018-12-28,2025.0,-1634.0
19.01.02,3093.0,-262.0,-3024.0,-1617.0,-182.0,-1081.0,-22.0,34.0,-156.0,193.0,2019-01-02,-262.0,-3024.0
19.01.03,617.0,1023.0,-1684.0,-812.0,88.0,-229.0,1.0,-1.0,-730.0,45.0,2019-01-03,1023.0,-1684.0
19.01.04,-1044.0,-1233.0,2264.0,569.0,41.0,591.0,-48.0,-15.0,1127.0,14.0,2019-01-04,-1233.0,2264.0
19.01.07,-2046.0,559.0,1646.0,544.0,-391.0,1350.0,-10.0,-2.0,153.0,-159.0,2019-01-07,559.0,1646.0
19.01.08,334.0,-257.0,-87.0,-229.0,46.0,-25.0,1.0,1.0,118.0,10.0,2019-01-08,-257.0,-87.0
19.01.09,-5146.0,3846.0,1394.0,-808.0,332.0,1609.0,76.0,5.0,180.0,-94.0,2019-01-09,3846.0,1394.0
19.01.10,-92.0,2732.0,-2619.0,-2979.0,12.0,71.0,-27.0,-44.0,347.0,-21.0,2019-01-10,2732.0,-2619.0
19.01.11,-1277.0,1771.0,-804.0,-1466.0,-14.0,-379.0,-6.0,12.0,1049.0,311.0,2019-01-11,1771.0,-804.0
19.01.14,758.0,948.0,-1792.0,-2153.0,-109.0,-337.0,-16.0,21.0,801.0,87.0,2019-01-14,948.0,-1792.0
19.01.15,-4110.0,1228.0,2880.0,582.0,27.0,251.0,21.0,52.0,1947.0,2.0,2019-01-15,1228.0,2880.0
19.01.16,-867.0,995.0,-205.0,-745.0,-33.0,-46.0,-24.0,-48.0,690.0,77.0,2019-01-16,995.0,-205.0
19.01.17,-132.0,2343.0,-2116.0,-1644.0,-136.0,-630.0,-8.0,-11.0,313.0,-96.0,2019-01-17,2343.0,-2116.0
19.01.18,-2100.0,1119.0,996.0,475.0,1.0,-412.0,-31.0,14.0,949.0,-15.0,2019-01-18,1119.0,996.0
19.01.21,-1396.0,647.0,532.0,163.0,-124.0,-468.0,3.0,6.0,952.0,218.0,2019-01-21,647.0,532.0
19.01.22,-186.0,1343.0,-1242.0,-305.0,-191.0,-979.0,-67.0,-2.0,303.0,85.0,2019-01-22,1343.0,-1242.0
19.01.23,-3473.0,-1006.0,4458.0,3839.0,3.0,-663.0,25.0,3.0,1252.0,21.0,2019-01-23,-1006.0,4458.0
19.01.24,-1752.0,4959.0,-3187.0,-2043.0,13.0,-256.0,-24.0,-2.0,-876.0,-19.0,2019-01-24,4959.0,-3187.0
19.01.25,-8834.0,8166.0,876.0,731.0,-182.0,25.0,-12.0,-71.0,386.0,-208.0,2019-01-25,8166.0,876.0
