날짜,개인,외국인,기관계,금융투자,보험,투신 (사모),은행,기타금융기관,연기금등,기타법인,date,외국인합계,기관합계
11.04.27,-4328.0,6885.0,-1968.0,-1156.0,578.0,-2255.0,-107.0,-6.0,977.0,-589.0,2011-04-27,6885.0,-1968.0
11.04.28,1896.0,90.0,-2555.0,543.0,-137.0,104.0,-184.0,-10.0,-2871.0,569.0,2011-04-28,90.0,-2555.0
11.04.29,1347.0,760.0,-2149.0,-288.0,-119.0,-2088.0,-206.0,-101.0,655.0,42.0,2011-04-29,760.0,-2149.0
11.05.02,-4905.0,1910.0,2990.0,339.0,544.0,474.0,-5.0,243.0,1395.0,5.0,2011-05-02,1910.0,2990.0
11.05.03,3610.0,338.0,-3510.0,587.0,-229.0,-3278.0,-304.0,-106.0,-180.0,-438.0,2011-05-03,338.0,-3510.0
11.05.04,1915.0,196.0,-1991.0,58.0,273.0,-1123.0,-491.0,-773.0,63.0,-120.0,2011-05-04,196.0,-1991.0
11.05.06,3783.0,-2376.0,-1306.0,473.0,-323.0,410.0,-532.0,-294.0,-1041.0,-101.0,2011-05-06,-2376.0,-1306.0
11.05.09,2217.0,709.0,-3163.0,-150.0,188.0,1386.0,4.0,-72.0,-4518.0,237.0,2011-05-09,709.0,-3163.0
11.05.11,-15.0,1436.0,-1502.0,-169.0,-331.0,1933.0,238.0,37.0,-3210.0,81.0,2011-05-11,1436.0,-1502.0
11.05.12,10532.0,-9964.0,-912.0,-627.0,-1568.0,412.0,453.0,71.0,346.0,345.0,2011-05-12,-9964.0,-912.0
11.05.13,5457.0,-6377.0,796.0,172.0,-327.0,1291.0,119.0,152.0,-611.0,124.0,2011-05-13,-6377.0,796.0
11.05.16,4299.0,-5093.0,636.0,842.0,-147.0,-441.0,295.0,114.0,-26.0,158.0,2011-05-16,-5093.0,636.0
11.05.17,3006.0,-2341.0,-505.0,158.0,-146.0,-51.0,89.0,-32.0,-523.0,-159.0,2011-05-17,-2341.0,-505.0
11.05.18,-1974.0,-496.0,2135.0,-156.0,691.0,1442.0,344.0,517.0,-703.0,336.0,2011-05-18,-496.0,2135.0
11.05.19,2810.0,-3805.0,1116.0,816.0,-102.0,-759.0,209.0,257.0,695.0,-121.0,2011-05-19,-3805.0,1116.0
11.05.20,-731.0,-1236.0,1951.0,-366.0,217.0,1233.0,123.0,-103.0,848.0,16.0,2011-05-20,-1236.0,1951.0
11.05.23,4614.0,-4123.0,-463.0,341.0,-545.0,-1104.0,-141.0,428.0,560.0,-28.0,2011-05-23,-4123.0,-463.0
11.05.24,818.0,-2736.0,2041.0,-316.0,99.0,1922.0,221.0,20.0,95.0,-123.0,2011-05-24,-2736.0,2041.0
11.05.25,1676.0,-726.0,-794.0,77.0,43.0,-697.0,6.0,151.0,-374.0,-155.0,2011-05-25,-726.0,-794.0
11.05.26,-5166.0,2908.0,2549.0,-562.0,161.0,2661.0,-173.0,23.0,440.0,-291.0,2011-05-26,2908.0,2549.0
11.05.27,-1676.0,2224.0,673.0,191.0,-190.0,1846.0,295.0,20.0,-1490.0,-1221.0,2011-05-27,2224.0,673.0
11.05.30,1631.0,-838.0,-801.0,572.0,-97.0,-1143.0,171.0,-431.0,127.0,8.0,2011-05-30,-838.0,-801.0
11.05.31,-12411.0,4829.0,7702.0,-835.0,526.0,2172.0,195.0,-534.0,6178.0,-120.0,2011-05-31,4829.0,7702.0
11.06.01,-507.0,492.0,50.0,168.0,-365.0,-924.0,368.0,706.0,97.0,-34.0,2011-06-01,492.0,50.0
11.06.02,2860.0,-321.0,-2842.0,266.0,-54.0,-751.0,117.0,-56.0,-2364.0,303.0,2011-06-02,-321.0,-2842.0
11.06.03,-485.0,216.0,785.0,-555.0,-44.0,-423.0,-18.0,40.0,1784.0,-516.0,2011-06-03,216.0,785.0
11.06.07,162.0,2175.0,-2020.0,-407.0,-232.0,-1008.0,-210.0,-3.0,-159.0,-317.0,2011-06-07,2175.0,-2020.0
11.06.08,3596.0,918.0,-4480.0,325.0,-504.0,-1266.0,-483.0,-25.0,-2528.0,-34.0,2011-06-08,918.0,-4480.0
11.06.09,6541.0,-6596.0,95.0,-145.0,283.0,1678.0,138.0,81.0,-1940.0,-39.0,2011-06-09,-6596.0,95.0
11.06.10,3415.0,-340.0,-2780.0,786.0,-893.0,-609.0,96.0,20.0,-2180.0,-295.0,2011-06-10,-340.0,-2780.0
11.06.13,-1471.0,-2037.0,3480.0,345.0,-207.0,861.0,-422.0,-33.0,2936.0,28.0,2011-06-13,-2037.0,3480.0
11.06.14,-4435.0,-525.0,4908.0,461.0,696.0,1871.0,296.0,39.0,1545.0,52.0,2011-06-14,-525.0,4908.0
11.06.15,-1796.0,155.0,1969.0,383.0,905.0,65.0,143.0,186.0,288.0,-329.0,2011-06-15,155.0,1969.0
11.06.16,3197.0,-2081.0,-1086.0,660.0,-246.0,-501.0,-29.0,212.0,-1182.0,-30.0,2011-06-16,-2081.0,-1086.0
11.06.17,706.0,-1882.0,1356.0,219.0,-391.0,-605.0,-643.0,-44.0,2819.0,-180.0,2011-06-17,-1882.0,1356.0
11.06.20,-493.0,-1309.0,1990.0,696.0,209.0,706.0,-71.0,-54.0,504.0,-187.0,2011-06-20,-1309.0,1990.0
11.06.21,-2401.0,34.0,2573.0,-825.0,262.0,2058.0,-199.0,-47.0,1325.0,-206.0,2011-06-21,34.0,2573.0
11.06.22,-3163.0,-172.0,3492.0,515.0,778.0,1423.0,91.0,-31.0,714.0,-157.0,2011-06-22,-172.0,3492.0
11.06.23,1570.0,-1274.0,-328.0,571.0,-195.0,201.0,-25.0,31.0,-910.0,31.0,2011-06-23,-1274.0,-328.0
11.06.24,-6384.0,560.0,5843.0,630.0,676.0,3350.0,38.0,-71.0,1219.0,-18.0,2011-06-24,560.0,5843.0
11.06.27,3973.0,-1030.0,-3039.0,612.0,275.0,714.0,-22.0,-2.0,-4614.0,96.0,2011-06-27,-1030.0,-3039.0
11.06.28,-2169.0,-370.0,3269.0,375.0,-166.0,1026.0,-276.0,-1023.0,3333.0,-731.0,2011-06-28,-370.0,3269.0
11.06.29,-5497.0,4203.0,1453.0,-89.0,206.0,1355.0,16.0,-368.0,334.0,-158.0,2011-06-29,4203.0,1453.0
11.06.30,-3304.0,1836.0,1442.0,-368.0,808.0,1659.0,-535.0,-518.0,397.0,25.0,2011-06-30,1836.0,1442.0
11.07.01,-5793.0,1633.0,4200.0,726.0,633.0,1348.0,274.0,0.0,1218.0,-41.0,2011-07-01,1633.0,4200.0
11.07.04,-3735.0,1610.0,2217.0,76.0,363.0,245.0,276.0,-35.0,1291.0,-91.0,2011-07-04,1610.0,2217.0
11.07.05,-5722.0,3757.0,2527.0,68.0,1252.0,641.0,119.0,-93.0,540.0,-562.0,2011-07-05,3757.0,2527.0
11.07.06,-776.0,1699.0,-637.0,-447.0,408.0,-715.0,94.0,88.0,-66.0,-286.0,2011-07-06,1699.0,-637.0
11.07.07,-6265.0,5333.0,1119.0,595.0,171.0,330.0,-150.0,81.0,91.0,-187.0,2011-07-07,5333.0,1119.0
11.07.08,21.0,17182.0,-15467.0,418.0,117.0,1869.0,-18220.0,-43.0,392.0,-1735.0,2011-07-08,17182.0,-15467.0
11.07.11,1201.0,1077.0,-2681.0,1009.0,-218.0,-2517.0,9.0,34.0,-998.0,403.0,2011-07-11,1077.0,-2681.0
11.07.12,4721.0,-3858.0,-950.0,949.0,-759.0,-940.0,55.0,42.0,-296.0,87.0,2011-07-12,-3858.0,-950.0
11.07.13,3456.0,-1958.0,-1532.0,-466.0,55.0,-544.0,172.0,159.0,-909.0,34.0,2011-07-13,-1958.0,-1532.0
11.07.14,7492.0,-449.0,-938.0,-158.0,33.0,883.0,320.0,69.0,-2084.0,-6105.0,2011-07-14,-449.0,-938.0
11.07.15,-1484.0,-1277.0,2834.0,311.0,-184.0,1527.0,127.0,-65.0,1118.0,-73.0,2011-07-15,-1277.0,2834.0
11.07.18,2444.0,-2108.0,-260.0,157.0,-193.0,816.0,48.0,-57.0,-1032.0,-76.0,2011-07-18,-2108.0,-260.0
11.07.19,83.0,-3095.0,2904.0,-294.0,230.0,328.0,18.0,-70.0,2692.0,108.0,2011-07-19,-3095.0,2904.0
11.07.20,-2597.0,-1354.0,4085.0,-373.0,125.0,654.0,154.0,27.0,3498.0,-134.0,2011-07-20,-1354.0,4085.0
11.07.21,247.0,-1778.0,1516.0,940.0,-10.0,-178.0,88.0,25.0,653.0,15.0,2011-07-21,-1778.0,1516.0
11.07.22,-5449.0,1616.0,3995.0,1273.0,524.0,2012.0,385.0,-46.0,-152.0,-162.0,2011-07-22,1616.0,3995.0
11.07.25,1412.0,-610.0,-820.0,202.0,157.0,-609.0,274.0,-20.0,-824.0,18.0,2011-07-25,-610.0,-820.0
11.07.26,-1692.0,-317.0,3511.0,230.0,585.0,1327.0,-52.0,-55.0,1477.0,-1501.0,2011-07-26,-317.0,3511.0
11.07.27,-2571.0,-418.0,3053.0,732.0,339.0,569.0,102.0,47.0,1264.0,-65.0,2011-07-27,-418.0,3053.0
11.07.28,1309.0,-1260.0,-130.0,752.0,-220.0,-491.0,132.0,58.0,-362.0,81.0,2011-07-28,-1260.0,-130.0
11.07.29,1145.0,-1474.0,256.0,451.0,-8.0,766.0,-7.0,19.0,-965.0,73.0,2011-07-29,-1474.0,256.0
11.08.01,-5185.0,2534.0,2626.0,110.0,336.0,145.0,136.0,-40.0,1939.0,25.0,2011-08-01,2534.0,2626.0
11.08.02,6806.0,-3742.0,-3103.0,-142.0,-390.0,-1614.0,-433.0,-26.0,-498.0,40.0,2011-08-02,-3742.0,-3103.0
11.08.03,7179.0,-7776.0,178.0,638.0,-761.0,461.0,-81.0,64.0,-142.0,419.0,2011-08-03,-7776.0,178.0
11.08.04,4725.0,-4386.0,51.0,-2190.0,499.0,935.0,-765.0,-39.0,1610.0,-389.0,2011-08-04,-4386.0,51.0
11.08.05,-5722.0,-4110.0,9836.0,-213.0,781.0,4264.0,-996.0,293.0,5708.0,-4.0,2011-08-05,-4110.0,9836.0
11.08.08,-7333.0,-844.0,7948.0,1562.0,525.0,1734.0,-1444.0,2.0,5569.0,229.0,2011-08-08,-844.0,7948.0
11.08.09,1199.0,-11669.0,9845.0,686.0,745.0,3035.0,-356.0,-54.0,5789.0,625.0,2011-08-09,-11669.0,9845.0
11.08.10,15559.0,-12625.0,-2884.0,-1013.0,-988.0,-742.0,-134.0,-47.0,39.0,-50.0,2011-08-10,-12625.0,-2884.0
11.08.11,1081.0,-2792.0,1417.0,-1068.0,-829.0,689.0,438.0,-16.0,2203.0,294.0,2011-08-11,-2792.0,1417.0
11.08.12,4914.0,-2785.0,-2181.0,-883.0,-259.0,-393.0,-204.0,126.0,-568.0,51.0,2011-08-12,-2785.0,-2181.0
11.08.16,-3944.0,6604.0,-2550.0,-1520.0,394.0,-673.0,-26.0,-52.0,-673.0,-110.0,2011-08-16,6604.0,-2550.0
11.08.17,-20.0,-134.0,273.0,-725.0,255.0,86.0,148.0,-49.0,558.0,-118.0,2011-08-17,-134.0,273.0
11.08.18,6109.0,-1511.0,-4565.0,-1146.0,-840.0,-3070.0,9.0,-11.0,493.0,-33.0,2011-08-18,-1511.0,-4565.0
11.08.19,1615.0,-2602.0,1138.0,-378.0,-1109.0,-788.0,-820.0,-38.0,4271.0,-152.0,2011-08-19,-2602.0,1138.0
11.08.22,-1909.0,-2421.0,3708.0,1038.0,-43.0,1978.0,-996.0,-125.0,1856.0,623.0,2011-08-22,-2421.0,3708.0
11.08.23,-2004.0,-647.0,2516.0,-49.0,1191.0,3099.0,-235.0,106.0,-1596.0,136.0,2011-08-23,-647.0,2516.0
11.08.24,2431.0,938.0,-3814.0,-867.0,-204.0,142.0,405.0,8.0,-3298.0,445.0,2011-08-24,938.0,-3814.0
11.08.25,-543.0,-451.0,911.0,-237.0,499.0,493.0,289.0,-81.0,-52.0,82.0,2011-08-25,-451.0,911.0
11.08.26,-1404.0,-620.0,1705.0,-8.0,350.0,1040.0,64.0,-200.0,459.0,319.0,2011-08-26,-620.0,1705.0
11.08.29,-1957.0,-1633.0,3248.0,329.0,807.0,682.0,302.0,-2.0,1129.0,342.0,2011-08-29,-1633.0,3248.0
11.08.30,156.0,2007.0,-2415.0,-380.0,-803.0,-1135.0,-781.0,-49.0,733.0,252.0,2011-08-30,2007.0,-2415.0
11.08.31,-3429.0,2647.0,1029.0,-299.0,-43.0,417.0,43.0,-7.0,919.0,-247.0,2011-08-31,2647.0,1029.0
11.09.01,-6845.0,10892.0,-3724.0,-869.0,-494.0,-725.0,-167.0,-106.0,-1364.0,-323.0,2011-09-01,10892.0,-3724.0
11.09.02,3966.0,-798.0,-3883.0,-824.0,-217.0,-1625.0,12.0,35.0,-1263.0,715.0,2011-09-02,-798.0,-3883.0
11.09.05,7400.0,-3298.0,-4293.0,-658.0,-1890.0,-1748.0,-101.0,17.0,87.0,190.0,2011-09-05,-3298.0,-4293.0
11.09.06,4377.0,-4360.0,-94.0,-155.0,-232.0,503.0,-177.0,-619.0,586.0,77.0,2011-09-06,-4360.0,-94.0
11.09.07,-1311.0,-3288.0,4729.0,233.0,563.0,1330.0,120.0,-45.0,2529.0,-129.0,2011-09-07,-3288.0,4729.0
11.09.08,-4999.0,-55.0,4933.0,479.0,-307.0,3877.0,226.0,-1.0,659.0,121.0,2011-09-08,-55.0,4933.0
11.09.09,1457.0,-1135.0,-386.0,-165.0,-429.0,-583.0,63.0,19.0,709.0,64.0,2011-09-09,-1135.0,-386.0
11.09.14,4527.0,-6880.0,1940.0,-200.0,-378.0,61.0,-97.0,-62.0,2615.0,413.0,2011-09-14,-6880.0,1940.0
11.09.15,42.0,-1934.0,1747.0,328.0,-684.0,402.0,31.0,-2.0,1671.0,145.0,2011-09-15,-1934.0,1747.0
11.09.16,-11035.0,911.0,9901.0,1420.0,661.0,2720.0,282.0,1.0,4817.0,223.0,2011-09-16,911.0,9901.0
11.09.19,403.0,29.0,-487.0,696.0,-90.0,427.0,-90.0,16.0,-1445.0,55.0,2011-09-19,29.0,-487.0
11.09.20,-2739.0,-1828.0,4509.0,1146.0,-103.0,367.0,5.0,6.0,3089.0,58.0,2011-09-20,-1828.0,4509.0
11.09.21,-3240.0,2656.0,734.0,1251.0,-543.0,-493.0,16.0,-48.0,551.0,-150.0,2011-09-21,2656.0,734.0
11.09.22,7625.0,-3037.0,-4773.0,-535.0,-390.0,-746.0,122.0,-41.0,-3183.0,184.0,2011-09-22,-3037.0,-4773.0
11.09.23,9071.0,-6683.0,-3030.0,-913.0,-1686.0,-1027.0,63.0,-2.0,535.0,642.0,2011-09-23,-6683.0,-3030.0
11.09.26,-4355.0,-2614.0,6986.0,630.0,104.0,2204.0,-480.0,-56.0,4583.0,-16.0,2011-09-26,-2614.0,6986.0
11.09.27,-3222.0,1644.0,1725.0,6.0,-754.0,643.0,-423.0,-26.0,2279.0,-147.0,2011-09-27,1644.0,1725.0
11.09.28,-553.0,3261.0,-2973.0,-516.0,-556.0,513.0,-462.0,42.0,-1993.0,264.0,2011-09-28,3261.0,-2973.0
11.09.29,-2996.0,1188.0,1896.0,-1857.0,427.0,1487.0,-40.0,55.0,1824.0,-88.0,2011-09-29,1188.0,1896.0
11.09.30,-1873.0,2198.0,-665.0,-692.0,-657.0,-2723.0,2886.0,-151.0,672.0,340.0,2011-09-30,2198.0,-665.0
11.10.04,6503.0,-4499.0,-2100.0,-32.0,-775.0,-3701.0,136.0,-36.0,2307.0,95.0,2011-10-04,-4499.0,-2100.0
11.10.05,778.0,-3012.0,1750.0,388.0,-644.0,-182.0,-108.0,-63.0,2360.0,483.0,2011-10-05,-3012.0,1750.0
11.10.06,-7139.0,1176.0,5492.0,-250.0,0.0,4306.0,-459.0,-8.0,1904.0,470.0,2011-10-06,1176.0,5492.0
11.10.07,-8695.0,3808.0,4510.0,399.0,1188.0,1098.0,321.0,-4.0,1507.0,377.0,2011-10-07,3808.0,4510.0
11.10.10,-969.0,-1010.0,1942.0,191.0,444.0,1386.0,63.0,-24.0,-118.0,36.0,2011-10-10,-1010.0,1942.0
11.10.11,-5958.0,3309.0,2871.0,-392.0,269.0,2004.0,20.0,-47.0,1016.0,-223.0,2011-10-11,3309.0,2871.0
11.10.12,-583.0,-57.0,538.0,-440.0,196.0,335.0,83.0,87.0,276.0,102.0,2011-10-12,-57.0,538.0
11.10.13,-1898.0,4404.0,-2248.0,-841.0,192.0,-1969.0,-93.0,-22.0,485.0,-258.0,2011-10-13,4404.0,-2248.0
11.10.14,-1021.0,436.0,521.0,-577.0,-8.0,-416.0,-184.0,15.0,1692.0,64.0,2011-10-14,436.0,521.0
11.10.17,-3553.0,2527.0,765.0,-309.0,207.0,-262.0,8.0,-19.0,1141.0,260.0,2011-10-17,2527.0,765.0
11.10.18,2123.0,1438.0,2098.0,770.0,-143.0,-398.0,127.0,161.0,1582.0,-5659.0,2011-10-18,1438.0,2098.0
11.10.19,596.0,-269.0,-502.0,-605.0,-369.0,-180.0,33.0,-21.0,640.0,175.0,2011-10-19,-269.0,-502.0
11.10.20,906.0,-1122.0,11.0,-208.0,-328.0,-361.0,-32.0,1.0,941.0,205.0,2011-10-20,-1122.0,11.0
11.10.21,263.0,-2581.0,2256.0,170.0,-420.0,520.0,95.0,26.0,1865.0,62.0,2011-10-21,-2581.0,2256.0
11.10.24,-7368.0,1817.0,5762.0,397.0,-68.0,1287.0,67.0,-8.0,4088.0,-212.0,2011-10-24,1817.0,5762.0
11.10.25,-1789.0,3543.0,-1888.0,365.0,-837.0,-1664.0,67.0,12.0,168.0,134.0,2011-10-25,3543.0,-1888.0
11.10.26,-514.0,-1030.0,1364.0,235.0,-9.0,-439.0,9.0,9.0,1559.0,180.0,2011-10-26,-1030.0,1364.0
11.10.27,-5088.0,1686.0,3405.0,851.0,215.0,510.0,58.0,-96.0,1866.0,-2.0,2011-10-27,1686.0,3405.0
11.10.28,-6679.0,4532.0,2530.0,299.0,194.0,2586.0,-235.0,-177.0,-137.0,-382.0,2011-10-28,4532.0,2530.0
11.10.31,2477.0,1384.0,-3815.0,-464.0,-791.0,-1205.0,-175.0,-108.0,-1071.0,-46.0,2011-10-31,1384.0,-3815.0
11.11.01,-158.0,1692.0,-1641.0,-34.0,-427.0,-125.0,10.0,401.0,-1465.0,106.0,2011-11-01,1692.0,-1641.0
11.11.02,1988.0,-3493.0,1463.0,227.0,657.0,1241.0,87.0,-398.0,-352.0,43.0,2011-11-02,-3493.0,1463.0
11.11.03,4584.0,-333.0,-4101.0,59.0,-249.0,-1540.0,16.0,14.0,-2401.0,-150.0,2011-11-03,-333.0,-4101.0
11.11.04,-8223.0,626.0,7221.0,242.0,1241.0,1986.0,144.0,14.0,3595.0,375.0,2011-11-04,626.0,7221.0
11.11.07,962.0,1348.0,-2475.0,-229.0,-398.0,358.0,37.0,-133.0,-2109.0,165.0,2011-11-07,1348.0,-2475.0
11.11.08,-1071.0,241.0,877.0,43.0,188.0,-1081.0,77.0,-2.0,1652.0,-47.0,2011-11-08,241.0,877.0
11.11.09,-606.0,-2677.0,3337.0,-292.0,198.0,-209.0,38.0,-12.0,3614.0,-54.0,2011-11-09,-2677.0,3337.0
11.11.10,6282.0,-5037.0,-1796.0,289.0,495.0,-874.0,-17.0,474.0,-2162.0,551.0,2011-11-10,-5037.0,-1796.0
11.11.11,2070.0,-2634.0,308.0,364.0,93.0,1438.0,-5.0,16.0,-1598.0,257.0,2011-11-11,-2634.0,308.0
11.11.14,-4546.0,1330.0,3226.0,147.0,221.0,1571.0,114.0,-500.0,1673.0,-10.0,2011-11-14,1330.0,3226.0
11.11.15,387.0,-797.0,411.0,386.0,137.0,-1409.0,-106.0,5.0,1399.0,-1.0,2011-11-15,-797.0,411.0
11.11.16,1592.0,896.0,-2591.0,110.0,-360.0,-978.0,-123.0,458.0,-1697.0,102.0,2011-11-16,896.0,-2591.0
11.11.17,2650.0,-3401.0,531.0,-610.0,311.0,-52.0,21.0,-461.0,1321.0,221.0,2011-11-17,-3401.0,531.0
11.11.18,6229.0,-3996.0,-2547.0,-604.0,-834.0,-1214.0,66.0,12.0,26.0,314.0,2011-11-18,-3996.0,-2547.0
11.11.21,2497.0,-2884.0,138.0,-926.0,-46.0,230.0,68.0,5.0,807.0,249.0,2011-11-21,-2884.0,138.0
11.11.22,1770.0,-3263.0,1194.0,-513.0,433.0,973.0,96.0,29.0,177.0,299.0,2011-11-22,-3263.0,1194.0
11.11.23,3721.0,-4210.0,311.0,-765.0,588.0,-635.0,-38.0,12.0,1149.0,178.0,2011-11-23,-4210.0,311.0
11.11.24,-535.0,-2722.0,3283.0,7.0,906.0,2022.0,-58.0,10.0,396.0,-26.0,2011-11-24,-2722.0,3283.0
11.11.25,360.0,-3544.0,3124.0,139.0,307.0,784.0,-153.0,1.0,2045.0,59.0,2011-11-25,-3544.0,3124.0
11.11.28,-3703.0,-1981.0,5333.0,116.0,446.0,2115.0,107.0,-9.0,2558.0,352.0,2011-11-28,-1981.0,5333.0
11.11.29,-9560.0,4148.0,6403.0,-57.0,604.0,750.0,137.0,-33.0,5002.0,-991.0,2011-11-29,4148.0,6403.0
11.11.30,-6389.0,3887.0,2597.0,567.0,888.0,-408.0,-63.0,-52.0,1664.0,-95.0,2011-11-30,3887.0,2597.0
11.12.01,-16809.0,6279.0,10493.0,502.0,2796.0,6572.0,149.0,-48.0,522.0,37.0,2011-12-01,6279.0,10493.0
11.12.02,-4955.0,995.0,6292.0,1147.0,2481.0,1859.0,-124.0,7.0,922.0,-2331.0,2011-12-02,995.0,6292.0
11.12.05,-397.0,-728.0,1131.0,31.0,1899.0,-712.0,-439.0,-32.0,384.0,-6.0,2011-12-05,-728.0,1131.0
11.12.06,-1274.0,-1602.0,2889.0,337.0,1860.0,438.0,-234.0,0.0,487.0,-14.0,2011-12-06,-1602.0,2889.0
11.12.07,-2883.0,-286.0,3367.0,911.0,1258.0,1112.0,-256.0,6.0,336.0,-198.0,2011-12-07,-286.0,3367.0
11.12.08,-249.0,2028.0,-1557.0,1746.0,-362.0,-1747.0,-422.0,61.0,-832.0,-222.0,2011-12-08,2028.0,-1557.0
11.12.09,5792.0,-4202.0,-1611.0,225.0,-198.0,-416.0,-52.0,20.0,-1189.0,22.0,2011-12-09,-4202.0,-1611.0
11.12.12,-667.0,26.0,630.0,-150.0,-401.0,-855.0,-266.0,154.0,2148.0,11.0,2011-12-12,26.0,630.0
11.12.13,3886.0,-2041.0,-2042.0,476.0,-434.0,-946.0,59.0,-5.0,-1192.0,197.0,2011-12-13,-2041.0,-2042.0
11.12.14,2427.0,-3464.0,1222.0,342.0,10.0,326.0,-42.0,-358.0,943.0,-185.0,2011-12-14,-3464.0,1222.0
11.12.15,4857.0,-2859.0,-2053.0,392.0,272.0,-1246.0,-152.0,24.0,-1343.0,55.0,2011-12-15,-2859.0,-2053.0
11.12.16,1452.0,335.0,-1805.0,-357.0,-506.0,0.0,-165.0,9.0,-787.0,18.0,2011-12-16,335.0,-1805.0
11.12.19,1666.0,-2407.0,81.0,-88.0,153.0,-322.0,-115.0,-30.0,484.0,661.0,2011-12-19,-2407.0,81.0
11.12.20,1668.0,-3207.0,1590.0,-159.0,-121.0,311.0,-57.0,5.0,1611.0,-51.0,2011-12-20,-3207.0,1590.0
11.12.21,-5690.0,3255.0,3333.0,-520.0,-30.0,1573.0,-258.0,-15.0,2584.0,-898.0,2011-12-21,3255.0,3333.0
11.12.22,-753.0,-189.0,975.0,253.0,208.0,-42.0,-128.0,-34.0,719.0,-33.0,2011-12-22,-189.0,975.0
11.12.23,-5305.0,1857.0,3664.0,-97.0,953.0,-888.0,-128.0,-54.0,3879.0,-217.0,2011-12-23,1857.0,3664.0
11.12.26,129.0,819.0,-569.0,282.0,35.0,-698.0,-116.0,-7.0,-65.0,-379.0,2011-12-26,819.0,-569.0
11.12.27,-2093.0,957.0,1420.0,777.0,167.0,-96.0,122.0,-37.0,487.0,-284.0,2011-12-27,957.0,1420.0
11.12.28,1842.0,305.0,-1995.0,-1225.0,-79.0,305.0,-107.0,-30.0,-860.0,-152.0,2011-12-28,305.0,-1995.0
11.12.29,-989.0,127.0,1134.0,151.0,-91.0,1609.0,-540.0,-36.0,41.0,-271.0,2011-12-29,127.0,1134.0
12.01.02,72.0,-1023.0,922.0,264.0,9.0,1749.0,104.0,-23.0,-1181.0,28.0,2012-01-02,-1023.0,922.0
12.01.03,-9710.0,3026.0,6776.0,122.0,1292.0,1095.0,301.0,-30.0,3996.0,-92.0,2012-01-03,3026.0,6776.0
12.01.04,-3921.0,2881.0,1100.0,796.0,490.0,-98.0,162.0,-5.0,-245.0,-60.0,2012-01-04,2881.0,1100.0
12.01.05,-2308.0,-416.0,2799.0,798.0,856.0,700.0,317.0,-7.0,135.0,-76.0,2012-01-05,-416.0,2799.0
12.01.06,3039.0,-483.0,-2691.0,556.0,-77.0,-996.0,-54.0,-18.0,-2103.0,136.0,2012-01-06,-483.0,-2691.0
12.01.09,3706.0,-757.0,-2807.0,-129.0,192.0,235.0,80.0,5.0,-3191.0,-142.0,2012-01-09,-757.0,-2807.0
12.01.10,-5370.0,253.0,6079.0,-154.0,679.0,1445.0,35.0,-30.0,4103.0,-961.0,2012-01-10,253.0,6079.0
12.01.11,-858.0,1126.0,-420.0,247.0,-562.0,793.0,42.0,-12.0,-929.0,152.0,2012-01-11,1126.0,-420.0
12.01.12,-2741.0,1668.0,936.0,-55.0,152.0,482.0,138.0,14.0,204.0,137.0,2012-01-12,1668.0,936.0
12.01.13,-3375.0,6053.0,4325.0,921.0,424.0,1780.0,222.0,-59.0,1037.0,-7002.0,2012-01-13,6053.0,4325.0
12.01.16,1406.0,66.0,-1396.0,162.0,81.0,354.0,12.0,-5.0,-2000.0,-77.0,2012-01-16,66.0,-1396.0
12.01.17,-6763.0,4229.0,2730.0,-302.0,638.0,-217.0,609.0,-14.0,2015.0,-196.0,2012-01-17,4229.0,2730.0
12.01.18,-2911.0,4450.0,-1614.0,1.0,56.0,-607.0,169.0,-43.0,-1191.0,75.0,2012-01-18,4450.0,-1614.0
12.01.19,-7318.0,7404.0,200.0,739.0,527.0,-861.0,124.0,-10.0,-319.0,-286.0,2012-01-19,7404.0,200.0
12.01.20,-11515.0,14404.0,-2521.0,-100.0,165.0,-1554.0,-199.0,23.0,-855.0,-369.0,2012-01-20,14404.0,-2521.0
12.01.25,-3964.0,9424.0,-5109.0,1577.0,-327.0,-5142.0,237.0,-15.0,-1439.0,-352.0,2012-01-25,9424.0,-5109.0
12.01.26,-2701.0,4646.0,-1776.0,684.0,-232.0,-1195.0,211.0,90.0,-1334.0,-169.0,2012-01-26,4646.0,-1776.0
12.01.27,-2509.0,4911.0,-2284.0,-70.0,351.0,-1198.0,-308.0,-9.0,-1050.0,-118.0,2012-01-27,4911.0,-2284.0
12.01.30,1715.0,-751.0,-936.0,504.0,-94.0,-2060.0,96.0,-148.0,766.0,-28.0,2012-01-30,-751.0,-936.0
12.01.31,-323.0,1402.0,-1068.0,601.0,-222.0,-854.0,61.0,-29.0,-626.0,-12.0,2012-01-31,1402.0,-1068.0
12.02.01,-1976.0,4156.0,-2190.0,-292.0,-70.0,-890.0,212.0,-39.0,-1111.0,10.0,2012-02-01,4156.0,-2190.0
12.02.02,-7662.0,10095.0,-2229.0,-355.0,577.0,-756.0,122.0,-23.0,-1795.0,-204.0,2012-02-02,10095.0,-2229.0
12.02.03,3501.0,-1208.0,-2337.0,692.0,123.0,-3514.0,42.0,16.0,305.0,44.0,2012-02-03,-1208.0,-2337.0
12.02.06,-1460.0,1801.0,-269.0,290.0,636.0,-1303.0,-84.0,30.0,161.0,-73.0,2012-02-06,1801.0,-269.0
