date,close,volume,inst_net_volume,foreign_net_volume,foreign_shares,foreign_ratio_pct
2025-06-16,17170.0,1171567.0,143720.0,-24935.0,112767146.0,14.14
2025-06-17,17230.0,1403276.0,253169.0,-145183.0,112603076.0,14.12
2025-06-18,17180.0,926190.0,86412.0,-216678.0,112385372.0,14.09
2025-06-19,17200.0,737052.0,76786.0,-1927.0,112401771.0,14.1
2025-06-20,17290.0,1986981.0,100176.0,100785.0,112633055.0,14.12
2025-06-23,17420.0,977299.0,-36323.0,290049.0,113063749.0,14.18
2025-06-24,18060.0,1472576.0,102950.0,355279.0,113817007.0,14.27
2025-06-25,18790.0,1683146.0,-3136.0,-25601.0,113377149.0,14.22
2025-06-26,18520.0,1732163.0,179121.0,-167042.0,113193638.0,14.19
2025-06-27,18300.0,942054.0,171343.0,-158187.0,113053920.0,14.18
2025-06-30,18260.0,1113926.0,232042.0,-109205.0,112962512.0,14.17
2025-07-01,18470.0,1215200.0,355576.0,-102073.0,112889669.0,14.16
2025-07-02,18530.0,893957.0,291432.0,-350439.0,112420941.0,14.1
2025-07-03,18930.0,1075314.0,96114.0,180803.0,112838024.0,14.15
2025-07-04,18950.0,1101504.0,196017.0,-51057.0,112720133.0,14.14
2025-07-07,19080.0,838348.0,-41473.0,-64920.0,112672667.0,14.13
2025-07-08,20150.0,2049817.0,106976.0,306759.0,113182891.0,14.19
2025-07-09,20150.0,1132849.0,130512.0,-98421.0,113041938.0,14.18
2025-07-10,20250.0,1258001.0,116890.0,-86679.0,112942838.0,14.16
2025-07-11,21000.0,1575768.0,244271.0,-198465.0,112741547.0,14.14
2025-07-14,21850.0,2109219.0,233100.0,-474655.0,112474196.0,14.1
2025-07-15,22000.0,1901919.0,380806.0,-1039347.0,111362592.0,13.97
2025-07-16,20700.0,2060965.0,332505.0,-230470.0,111546647.0,13.99
2025-07-17,20950.0,1027438.0,97645.0,-116170.0,111626151.0,14.0
2025-07-18,20500.0,1056591.0,43904.0,-46340.0,111718794.0,14.01
2025-07-21,20250.0,764611.0,-7711.0,-12303.0,111717470.0,14.01
2025-07-22,20200.0,761021.0,131340.0,-86957.0,111622039.0,14.0
2025-07-23,20100.0,763180.0,142293.0,-156080.0,111009320.0,13.92
2025-07-24,20250.0,841919.0,137483.0,-215508.0,110752227.0,13.89
2025-07-25,19850.0,1600442.0,-101455.0,-489843.0,110257914.0,13.83
2025-07-28,19000.0,2154455.0,24725.0,269538.0,110578667.0,13.87
2025-07-29,19240.0,1122958.0,95626.0,117691.0,110704584.0,13.88
