date,kospi_pbr
2024-10-15,4.231327054813371
2024-10-16,4.221719390077557
2024-10-17,4.227689146093531
2024-10-18,4.210137614935601
2024-10-21,4.329083671719347
2024-10-22,4.164826087323151
2024-10-23,4.157518414134783
2024-10-24,4.161167692689818
2024-10-25,4.098107187930057
2024-10-28,4.153767388861935
2024-10-29,4.214805601773686
2024-10-30,4.150717483253784
2024-10-31,4.113199357307658
2024-11-01,3.9295294683389494
2024-11-04,4.2753885965658345
2024-11-05,4.190927256495615
2024-11-06,4.235829109844568
2024-11-07,4.125197477488779
2024-11-08,4.599386037349462
2024-11-11,4.7130816766921075
2024-11-12,4.66584075615774
2024-11-13,4.436258536142294
2024-11-14,4.613000767496569
2024-11-15,4.53451278934675
2024-11-18,4.240053320512596
2024-11-19,3.969353489543433
2024-11-20,3.780892194602716
2024-11-21,3.7171097253850567
2024-11-22,3.3753674621076395
2024-11-25,3.673432706481574
2024-11-26,3.3905225402020167
2024-11-27,3.4489624587342096
2024-11-28,3.4619522822932356
2024-11-29,3.2872563186492965
2024-12-02,3.410897210862012
2024-12-03,3.6021659255173275
2024-12-04,3.573704758255005
2024-12-05,3.5383458401659857
2024-12-06,3.467526986732177
2024-12-09,3.271455364566095
2024-12-10,3.533097387671416
2024-12-11,3.4806059431955543
2024-12-12,3.574039566039453
2024-12-13,3.6257586223824845
2024-12-16,3.6147698315780685
2024-12-17,3.5428048570632535
2024-12-18,3.495646242530611
2024-12-19,3.401503201552353
2024-12-20,3.3121056720323203
2024-12-23,3.3542718984312803
2024-12-24,3.4663191909918543
2024-12-26,3.507854560935181
2024-12-27,3.5031118704365376
2024-12-30,3.628765050195394
2025-01-02,3.608245989532604
2025-01-03,3.77239547086288
2025-01-06,3.7717927528843638
2025-01-07,3.901435509396385
2025-01-08,3.8277894223794124
2025-01-09,3.8570726101301123
2025-01-10,3.8102687923116925
2025-01-13,3.740871751164218
2025-01-14,3.8269725475425456
2025-01-15,3.7756234569823173
2025-01-16,3.894556517881017
2025-01-17,3.875635759892043
2025-01-20,3.9374122606729016
2025-01-21,3.975927282290111
2025-01-22,4.120966701994769
2025-01-23,4.129728017088266
2025-01-24,4.278826938057182
2025-01-31,4.341287242586056
2025-02-03,4.17930188065031
2025-02-04,4.378923306462039
2025-02-05,4.433061946968708
2025-02-06,4.600621264474248
2025-02-07,4.676663183930857
2025-02-10,4.5937010346594676
2025-02-11,4.557892833202098
2025-02-12,4.552227954749815
2025-02-13,4.526654450975365
2025-02-14,4.703733550307058
2025-02-17,4.764910422439621
2025-02-18,4.783546340062681
2025-02-19,4.704239593176606
2025-02-20,4.554878920934846
2025-02-21,4.680639229003064
2025-02-24,4.588336285298904
2025-02-25,4.6848930636523445
2025-02-26,4.669455091734365
2025-02-27,4.742603106710892
2025-02-28,4.517971697970569
2025-03-04,4.669559643276584
2025-03-05,4.809105248939005
2025-03-06,4.569907550597896
2025-03-07,4.392887977798846
2025-03-10,4.372945782194257
2025-03-11,4.331670529296493
2025-03-12,4.269826265034868
2025-03-13,4.344691033243558
2025-03-14,4.48725885337515
2025-03-17,4.873649185441498
2025-03-18,4.947354446900439
2025-03-19,4.678385775834817
2025-03-20,4.271743138827318
2025-03-21,4.1846620274373825
2025-03-24,4.205134823397909
2025-03-25,4.120142262434086
2025-03-26,4.11511022574048
2025-03-27,4.004400267442252
2025-03-28,3.9882655472996915
2025-03-31,3.9696360162977156
2025-04-01,4.157571909978721
2025-04-02,4.084887638638775
2025-04-03,4.1829282008368445
2025-04-04,4.167047405839425
2025-04-07,3.8607908983793924
2025-04-08,4.108062476810768
2025-04-09,3.993629015496324
2025-04-10,4.272613301311073
2025-04-11,4.505870812477884
2025-04-14,4.641015125566303
2025-04-15,4.544282742632228
2025-04-16,4.413234124324753
2025-04-17,4.573110213882369
2025-04-18,4.738926739815518
2025-04-21,4.657092390268863
2025-04-22,4.703394556059499
2025-04-23,4.6979335276440315
2025-04-24,4.665233230782051
2025-04-25,4.551267018550854
2025-04-28,4.432880392168674
2025-04-29,4.480351614220844
2025-04-30,4.330029544805254
2025-05-02,3.268476942240822
2025-05-07,3.2620760528985833
2025-05-08,3.283885813415009
2025-05-09,3.230075140616229
2025-05-12,3.122092786774263
2025-05-13,3.2009196146937966
2025-05-14,3.2219799037300296
2025-05-15,3.1987595006184844
2025-05-16,3.190109268920105
2025-05-19,3.1517989501737764
2025-05-20,3.1313908292933803
2025-05-21,3.2279984781018336
2025-05-22,3.1996189433412745
2025-05-23,3.1903471743180294
2025-05-26,3.2727055064677577
2025-05-27,3.37221099478326
2025-05-28,3.269742075353057
2025-05-29,3.287350673487333
2025-05-30,3.271037565387599
2025-06-02,3.37886809921515
2025-06-04,3.4411466170859186
2025-06-05,3.4086912847967956
2025-06-09,3.466391730440099
2025-06-10,3.5806680784354783
2025-06-11,3.669071332142557
2025-06-12,3.7523151123117686
2025-06-13,3.6489477790981337
2025-06-16,3.777555992064025
2025-06-17,3.748565348334169
2025-06-18,3.7117588221663556
2025-06-19,3.7388086193966568
2025-06-20,3.795654291696346
2025-06-23,3.7736271703345015
2025-06-24,3.803389755706839
2025-06-25,3.7302791380724916
2025-06-26,3.7086356336372788
2025-06-27,3.69989773337338
2025-06-30,3.6637052500745773
2025-07-01,3.6231272183659233
2025-07-02,3.6519295969482
2025-07-03,3.6537908740509515
2025-07-04,3.480348729030366
2025-07-07,3.646989827995978
2025-07-08,3.6883343682075416
2025-07-09,3.736616545911652
2025-07-10,3.8717052139553836
2025-07-11,3.777627296851782
2025-07-14,3.7763171704246616
2025-07-15,3.96261880032665
2025-07-16,4.02628240506651
2025-07-17,4.100208539583896
2025-07-18,4.1278012100177905
2025-07-21,4.130394411768784
2025-07-22,4.061513190585277
2025-07-23,4.096653264381548
2025-07-24,4.132530873692916
2025-07-25,4.0851273073675225
2025-07-28,4.060114290328849
2025-07-29,4.117192355821196
2025-07-30,4.059620516130697
2025-07-31,4.141242453069181
2025-08-01,3.9310678986147143
2025-08-04,4.003371624126285
2025-08-05,4.124039284559811
2025-08-06,4.1012870517679
2025-08-07,4.062620125087814
2025-08-08,4.020768934284746
2025-08-11,4.030285065783881
2025-08-12,3.983612014432957
2025-08-13,4.104292009963495
2025-08-14,4.095738303144928
2025-08-18,4.043294091051246
2025-08-19,3.9035545985299622
2025-08-20,3.833738229818758
2025-08-21,3.830161220578741
2025-08-22,3.95923059261894
2025-08-25,4.083046569072281
2025-08-26,4.116627359510328
2025-08-27,4.074479128821605
2025-08-28,4.036974292302837
2025-08-29,4.093242169483243
2025-09-01,4.102244508820857
2025-09-02,4.202098229165017
2025-09-03,4.2101467908161325
2025-09-04,4.238298553444764
2025-09-05,4.3005085878430815
2025-09-08,4.32554268924722
2025-09-09,4.339377303525679
2025-09-10,4.397808646894995
2025-09-11,4.408898554335394
2025-09-12,4.474888136214979
2025-09-15,4.450262359566687
2025-09-16,4.460454427468035
2025-09-17,4.355639839967012
2025-09-18,4.371074152395046
2025-09-19,4.452605022613129
2025-09-22,4.60380209696007
2025-09-23,4.532591684336707
2025-09-24,4.426121892438499
2025-09-25,4.364897900673234
2025-09-26,4.284970177545541
2025-09-29,4.389633950710515
2025-09-30,4.403205248544021
2025-10-01,4.441993090196336
2025-10-02,4.53069614236105
2025-10-10,4.545816928608699
2025-10-13,4.484560245994051
2025-10-14,4.42564914101112
2025-10-15,4.522813313824238
2025-10-16,4.488635530238884
2025-10-17,4.463915161441251
2025-10-20,4.585503204979717
2025-10-21,4.6133595952350674
2025-10-22,4.704251216306676
2025-10-23,4.733611616811962
2025-10-24,4.803577458124025
2025-10-27,5.073194393567262
2025-10-28,5.049791225681267
2025-10-29,5.06406623377267
2025-10-30,5.111469401837318
2025-10-31,5.238497997280374
2025-11-03,5.559112626577064
2025-11-04,5.634218215996827
2025-11-05,5.392524283479613
2025-11-06,5.369991308309761
2025-11-07,5.254154899949118
2025-11-10,5.264931243798858
2025-11-11,5.213721153589123
2025-11-12,5.407670840880778
2025-11-13,5.493302947335667
2025-11-14,5.4334601470548805
2025-11-17,5.543574349681365
2025-11-18,5.458918805255964
2025-11-19,5.3657152906141885
2025-11-20,5.548657857933105
2025-11-21,5.317263181710491
2025-11-24,5.300388950055238
2025-11-25,5.194420808727154
2025-11-26,5.288734304680969
2025-11-27,5.3332114059543
2025-11-28,5.446024077340784
2025-12-01,5.454426551836482
2025-12-02,5.398799920465416
2025-12-03,5.412712255158139
2025-12-04,6.039062834961368
2025-12-05,6.298757293294013
2025-12-08,6.039809020070347
2025-12-09,6.1354241735195885
2025-12-10,6.117063672760966
2025-12-11,6.081133592230521
2025-12-12,6.303519289546607
2025-12-15,6.96253179361474
2025-12-16,6.9711790972997525
2025-12-17,6.598982694956442
2025-12-18,6.827782012142892
2025-12-19,6.838291750113568
2025-12-22,6.668281097970134
2025-12-23,6.449549887676746
2025-12-24,6.409692376966517
2025-12-26,6.57774143716089
2025-12-29,6.621135436469881
2025-12-30,6.40049481253511
2026-01-02,6.383806851181826
2026-01-05,6.579208227562807
2026-01-06,6.54580155290263
2026-01-07,6.7241599988213725
2026-01-08,6.905553749009772
2026-01-09,7.061618016456392
2026-01-12,6.853541079351354
2026-01-13,6.729713106547562
2026-01-14,6.632253631774915
2026-01-15,6.736185550892263
2026-01-16,6.841020948072504
2026-01-19,6.811861480021988
2026-01-20,6.80670619490376
2026-01-21,6.282513905335746
2026-01-22,6.315560297298368
2026-01-23,6.52876374836324
2026-01-26,7.078240721597612
2026-01-27,7.1649992111129075
2026-01-28,7.41559251554225
2026-01-29,7.596843524277281
2026-01-30,7.379109482450091
2026-02-02,6.9311869995084985
2026-02-03,7.295613747224456
2026-02-04,7.330757196538459
2026-02-05,6.962944523258811
2026-02-06,6.666243540990831
2026-02-09,6.965756465534531
2026-02-10,6.828167179712501
2026-02-11,6.826662278655047
2026-02-12,6.911076504863655
2026-02-13,6.780844303936184
2026-02-19,7.091378881502147
2026-02-20,7.1328840326447525
2026-02-23,7.190232193416789
2026-02-24,7.379908674791953
2026-02-25,7.412907520068063
2026-02-26,7.852033388754159
2026-02-27,8.219509869922632
2026-03-03,7.934942478612616
2026-03-04,6.736815206896828
2026-03-05,7.965765344112693
2026-03-06,8.183576320623438
2026-03-09,7.807559832346015
2026-03-10,8.078191866018312
2026-03-11,8.005209045890249
2026-03-12,8.242116341600275
2026-03-13,8.242493659703442
2026-03-16,8.006315644570952
2026-03-17,7.832618688046705
2026-03-18,8.092517884457193
2026-03-19,7.863567031810506
2026-03-20,7.843243283627618
2026-03-23,7.359774097382727
2026-03-24,7.485303551548446
2026-03-25,7.844010685550908
2026-03-26,7.774704394533844
2026-03-27,7.650426957865026
2026-03-30,7.367844349179718
2026-03-31,6.729736996686936
2026-04-01,7.1417544908349395
2026-04-02,6.771914713269643
2026-04-03,6.865944767697986
2026-04-06,6.741018434715504
2026-04-07,6.7188436703017915
2026-04-08,7.1918067589367904
2026-04-09,7.07449784866472
2026-04-10,7.195675965861356
2026-04-13,7.235580234459444
2026-04-14,7.405184099262084
2026-04-15,7.676316209616817
2026-04-16,7.743891336222175
2026-04-17,7.637047119722086
2026-04-20,7.746960365717685
2026-04-21,7.793703337796242
2026-04-22,7.835763944533278
2026-04-23,7.880000699761645
2026-04-24,8.133266912450338
2026-04-27,8.652606996193402
2026-04-28,8.483304852472918
2026-04-29,8.470194047608326
2026-04-30,8.363238752674446
2026-05-04,6.670719433557623
2026-05-06,6.964595406915084
2026-05-07,7.0286476585310975
2026-05-08,7.099681711663096
2026-05-11,7.519789212129946
2026-05-12,7.342684485203807
2026-05-13,7.59533758435511
2026-05-14,7.600409111035605
2026-05-15,7.08205254572936
2026-05-18,6.964027545817844
2026-05-19,6.703864133607705
2026-05-20,6.689099882688559
2026-05-21,7.296220234285447
2026-05-22,7.438810567541939
2026-05-26,7.703142671591434
2026-05-27,8.02853672006937
2026-05-28,8.038052732674108
2026-05-29,8.159953742478237
2026-06-01,8.31089792918905
2026-06-02,8.130484992911983
2026-06-04,7.999728427474047
2026-06-05,7.381657545605367
