corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
01649204,달바글로벌,483650,Y,[기재정정]주요사항보고서(자기주식취득신탁계약체결결정),20260605000639,달바글로벌,20260605,
01649204,달바글로벌,483650,Y,[첨부정정]주요사항보고서(자기주식취득신탁계약해지결정),20260605000638,달바글로벌,20260605,
01137727,무신사,,E,주요사항보고서(자기주식처분결정),20260605000598,무신사,20260605,
00355089,토탈소프트,045340,K,자기주식취득결과보고서,20260605000594,토탈소프트,20260605,
01466373,알트,459550,K,주요사항보고서(자기주식취득신탁계약체결결정),20260605000397,알트,20260605,
00349732,코나아이,052400,K,[기재정정]주요사항보고서(자기주식취득결정),20260605000384,코나아이,20260605,
01210190,모비릭스,348030,K,주요사항보고서(자기주식취득신탁계약체결결정),20260605000266,모비릭스,20260605,
00173795,신흥,004080,Y,주요사항보고서(자기주식취득결정),20260605000222,신흥,20260605,
00885906,에이치와이티씨,148930,K,주요사항보고서(자기주식취득신탁계약체결결정),20260605000150,에이치와이티씨,20260605,
