날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,32491,17.67,4.1,7534,2.25,3000
2023-06-08,32491,17.51,4.06,7534,2.27,3000
2023-06-09,32491,18.09,4.2,7534,2.2,3000
2023-06-12,32491,18.18,4.22,7534,2.19,3000
2023-06-13,32491,18.53,4.3,7534,2.15,3000
2023-06-14,32491,18.33,4.25,7534,2.17,3000
2023-06-15,32491,18.18,4.22,7534,2.19,3000
2023-06-16,32491,18.0,4.17,7534,2.21,3000
2023-06-19,32491,18.14,4.21,7534,2.19,3000
2023-06-20,32491,18.86,4.37,7534,2.11,3000
2023-06-21,32491,18.38,4.26,7534,2.17,3000
2023-06-22,32491,18.36,4.26,7534,2.17,3000
2023-06-23,32491,18.37,4.26,7534,2.17,3000
2023-06-26,32491,19.15,4.44,7534,2.08,3000
2023-06-27,32491,18.56,4.3,7534,2.15,3000
2023-06-28,32491,19.91,4.62,7534,2.0,3000
2023-06-29,32491,19.43,4.51,7534,2.05,3000
2023-06-30,32491,19.51,4.52,7534,2.04,3000
2023-07-03,32491,20.36,4.72,7534,1.96,3000
2023-07-04,32491,20.57,4.77,7534,1.94,3000
2023-07-05,32491,20.71,4.8,7534,1.92,3000
2023-07-06,32491,19.9,4.61,7534,2.0,3000
2023-07-07,32491,19.66,4.56,7534,2.03,3000
2023-07-10,32491,19.29,4.47,7534,2.06,3000
2023-07-11,32491,19.78,4.59,7534,2.01,3000
2023-07-12,32491,20.25,4.7,7534,1.97,3000
2023-07-13,32491,20.53,4.76,7534,1.94,3000
2023-07-14,32491,20.84,4.83,7534,1.91,3000
2023-07-17,32491,21.25,4.93,7534,1.87,3000
2023-07-18,32491,21.68,5.03,7534,1.84,3000
2023-07-19,32491,21.3,4.94,7534,1.87,3000
2023-07-20,32491,21.2,4.92,7534,1.88,3000
2023-07-21,32491,21.45,4.97,7534,1.86,3000
2023-07-24,32491,21.46,4.98,7534,1.86,3000
2023-07-25,32491,21.89,5.08,7534,1.82,3000
2023-07-26,32491,21.57,5.0,7534,1.85,3000
2023-07-27,32491,22.48,5.21,7534,1.77,3000
2023-07-28,32491,22.95,5.32,7534,1.74,3000
2023-07-31,32491,22.38,5.19,7534,1.78,3000
2023-08-01,32491,22.56,5.23,7534,1.76,3000
2023-08-02,32491,21.94,5.09,7534,1.81,3000
2023-08-03,32491,21.7,5.03,7534,1.83,3000
2023-08-04,32491,21.93,5.08,7534,1.82,3000
2023-08-07,32491,21.65,5.02,7534,1.84,3000
2023-08-08,32491,21.22,4.92,7534,1.88,3000
2023-08-09,32491,21.32,4.94,7534,1.87,3000
2023-08-10,32491,20.89,4.84,7534,1.91,3000
2023-08-11,32491,20.56,4.77,7534,1.94,3000
2023-08-14,32491,21.21,4.92,7534,1.88,3000
2023-08-16,32491,21.25,4.93,7534,1.87,3000
2023-08-17,32491,21.14,4.9,7534,1.88,3000
2023-08-18,32491,22.01,5.1,7534,1.81,3000
2023-08-21,32491,21.5,4.99,7534,1.85,3000
2023-08-22,32491,21.65,5.02,7534,1.84,3000
2023-08-23,32491,22.03,5.11,7534,1.81,3000
2023-08-24,32491,22.46,5.21,7534,1.77,3000
2023-08-25,32491,21.95,5.09,7534,1.81,3000
2023-08-28,32491,21.81,5.06,7534,1.83,3000
2023-08-29,32491,22.3,5.17,7534,1.79,3000
2023-08-30,32491,22.31,5.17,7534,1.78,3000
