날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,144965,5.3,0.6,16306,1.79,1550
2023-06-08,144965,5.4,0.61,16306,1.76,1550
2023-06-09,144965,5.3,0.6,16306,1.79,1550
2023-06-12,144965,5.27,0.59,16306,1.8,1550
2023-06-13,144965,5.34,0.6,16306,1.78,1550
2023-06-14,144965,5.27,0.59,16306,1.8,1550
2023-06-15,144965,5.27,0.59,16306,1.8,1550
2023-06-16,144965,5.8,0.65,16306,1.64,1550
2023-06-19,144965,5.89,0.66,16306,1.61,1550
2023-06-20,144965,5.61,0.63,16306,1.69,1550
2023-06-21,144965,5.72,0.64,16306,1.66,1550
2023-06-22,144965,5.69,0.64,16306,1.67,1550
2023-06-23,144965,5.53,0.62,16306,1.72,1550
2023-06-26,144965,5.54,0.62,16306,1.72,1550
2023-06-27,144965,5.64,0.63,16306,1.69,1550
2023-06-28,144965,5.61,0.63,16306,1.69,1550
2023-06-29,144965,5.57,0.63,16306,1.71,1550
2023-06-30,144965,5.7,0.64,16306,1.67,1550
2023-07-03,144965,5.73,0.64,16306,1.66,1550
2023-07-04,144965,5.68,0.64,16306,1.67,1550
2023-07-05,144965,5.6,0.63,16306,1.7,1550
2023-07-06,144965,5.47,0.62,16306,1.74,1550
2023-07-07,144965,5.41,0.61,16306,1.76,1550
2023-07-10,144965,5.42,0.61,16306,1.76,1550
2023-07-11,144965,5.8,0.65,16306,1.64,1550
2023-07-12,144965,5.75,0.65,16306,1.65,1550
2023-07-13,144965,5.64,0.63,16306,1.69,1550
2023-07-14,144965,5.58,0.63,16306,1.7,1550
2023-07-17,144965,5.27,0.59,16306,1.8,1550
2023-07-18,144965,5.28,0.59,16306,1.8,1550
2023-07-19,144965,5.26,0.59,16306,1.81,1550
2023-07-20,144965,5.48,0.62,16306,1.74,1550
2023-07-21,144965,5.44,0.61,16306,1.75,1550
2023-07-24,144965,5.67,0.64,16306,1.68,1550
2023-07-25,144965,7.37,0.83,16306,1.29,1550
2023-07-26,144965,6.93,0.78,16306,1.37,1550
2023-07-27,144965,6.9,0.78,16306,1.38,1550
2023-07-28,144965,6.89,0.78,16306,1.38,1550
2023-07-31,144965,7.41,0.83,16306,1.28,1550
2023-08-01,144965,6.87,0.77,16306,1.38,1550
2023-08-02,144965,7.18,0.81,16306,1.32,1550
2023-08-03,144965,7.03,0.79,16306,1.35,1550
2023-08-04,144965,6.91,0.78,16306,1.38,1550
2023-08-07,144965,6.74,0.76,16306,1.41,1550
2023-08-08,144965,7.05,0.79,16306,1.35,1550
2023-08-09,144965,7.3,0.82,16306,1.3,1550
2023-08-10,144965,6.94,0.78,16306,1.37,1550
2023-08-11,144965,7.14,0.8,16306,1.33,1550
2023-08-14,144965,7.37,0.83,16306,1.29,1550
2023-08-16,144965,7.52,0.85,16306,1.26,1550
2023-08-17,144965,7.14,0.8,16306,1.33,1550
2023-08-18,144965,6.6,0.74,16306,1.44,1550
2023-08-21,144965,6.46,0.73,16306,1.47,1550
2023-08-22,144965,6.76,0.76,16306,1.41,1550
2023-08-23,144965,6.75,0.76,16306,1.41,1550
2023-08-24,144965,6.7,0.75,16306,1.42,1550
2023-08-25,144965,6.64,0.75,16306,1.43,1550
2023-08-28,144965,6.57,0.74,16306,1.45,1550
2023-08-29,144965,6.53,0.73,16306,1.46,1550
2023-08-30,144965,6.53,0.73,16306,1.46,1550
2023-08-31,144965,6.57,0.74,16306,1.45,1550
2023-09-01,144965,6.21,0.7,16306,1.53,1550
2023-09-04,144965,6.2,0.7,16306,1.53,1550
2023-09-05,144965,6.16,0.69,16306,1.54,1550
2023-09-06,144965,6.04,0.68,16306,1.57,1550
2023-09-07,144965,5.89,0.66,16306,1.61,1550
2023-09-08,144965,5.86,0.66,16306,1.62,1550
2023-09-11,144965,5.92,0.67,16306,1.61,1550
2023-09-12,144965,5.86,0.66,16306,1.62,1550
2023-09-13,144965,5.8,0.65,16306,1.64,1550
2023-09-14,144965,6.01,0.68,16306,1.58,1550
2023-09-15,144965,6.03,0.68,16306,1.58,1550
2023-09-18,144965,6.26,0.7,16306,1.52,1550
2023-09-19,144965,6.26,0.7,16306,1.52,1550
2023-09-20,144965,6.31,0.71,16306,1.51,1550
2023-09-21,144965,6.28,0.71,16306,1.51,1550
2023-09-22,144965,6.32,0.71,16306,1.5,1550
2023-09-25,144965,6.13,0.69,16306,1.55,1550
2023-09-26,144965,6.13,0.69,16306,1.55,1550
2023-09-27,144965,6.23,0.7,16306,1.53,1550
2023-10-04,144965,5.91,0.66,16306,1.61,1550
2023-10-05,144965,5.84,0.66,16306,1.63,1550
2023-10-06,144965,5.74,0.65,16306,1.66,1550
2023-10-10,144965,5.66,0.64,16306,1.68,1550
2023-10-11,144965,5.71,0.64,16306,1.66,1550
2023-10-12,144965,5.8,0.65,16306,1.64,1550
2023-10-13,144965,5.56,0.62,16306,1.71,1550
2023-10-16,144965,5.46,0.61,16306,1.74,1550
2023-10-17,144965,5.53,0.62,16306,1.72,1550
2023-10-18,144965,5.63,0.63,16306,1.69,1550
2023-10-19,144965,5.37,0.6,16306,1.77,1550
2023-10-20,144965,5.24,0.59,16306,1.81,1550
2023-10-23,144965,5.23,0.59,16306,1.82,1550
2023-10-24,144965,5.23,0.59,16306,1.82,1550
2023-10-25,144965,5.17,0.58,16306,1.84,1550
2023-10-26,144965,5.02,0.56,16306,1.89,1550
2023-10-27,144965,4.97,0.56,16306,1.91,1550
2023-10-30,144965,5.1,0.57,16306,1.87,1550
2023-10-31,144965,4.8,0.54,16306,1.98,1550
2023-11-01,144965,4.73,0.53,16306,2.01,1550
2023-11-02,144965,4.89,0.55,16306,1.94,1550
2023-11-03,144965,4.88,0.55,16306,1.95,1550
2023-11-06,144965,5.24,0.59,16306,1.81,1550
2023-11-07,144965,4.89,0.55,16306,1.94,1550
2023-11-08,144965,4.85,0.55,16306,1.96,1550
2023-11-09,144965,4.79,0.54,16306,1.98,1550
2023-11-10,144965,4.7,0.53,16306,2.02,1550
2023-11-13,144965,4.69,0.53,16306,2.03,1550
2023-11-14,144965,4.83,0.54,16306,1.97,1550
2023-11-15,144965,4.83,0.54,16306,1.97,1550
2023-11-16,144965,4.76,0.54,16306,2.0,1550
2023-11-17,144965,4.71,0.53,16306,2.02,1550
2023-11-20,144965,4.94,0.56,16306,1.93,1550
2023-11-21,144965,5.09,0.57,16306,1.87,1550
2023-11-22,144965,5.24,0.59,16306,1.81,1550
2023-11-23,144965,5.22,0.59,16306,1.82,1550
2023-11-24,144965,5.22,0.59,16306,1.82,1550
2023-11-27,144965,5.18,0.58,16306,1.83,1550
2023-11-28,144965,5.19,0.58,16306,1.83,1550
2023-11-29,144965,5.21,0.59,16306,1.82,1550
2023-11-30,144965,5.19,0.58,16306,1.83,1550
2023-12-01,144965,5.15,0.58,16306,1.85,1550
2023-12-04,144965,5.38,0.6,16306,1.77,1550
2023-12-05,144965,5.3,0.6,16306,1.79,1550
2023-12-06,144965,5.33,0.6,16306,1.78,1550
2023-12-07,144965,5.25,0.59,16306,1.81,1550
2023-12-08,144965,5.26,0.59,16306,1.81,1550
2023-12-11,144965,5.22,0.59,16306,1.82,1550
2023-12-12,144965,5.29,0.6,16306,1.8,1550
2023-12-13,144965,5.11,0.58,16306,1.86,1550
2023-12-14,144965,5.34,0.6,16306,1.78,1550
2023-12-15,144965,5.53,0.62,16306,1.72,1550
2023-12-18,144965,5.54,0.62,16306,1.71,1550
2023-12-19,144965,5.57,0.63,16306,1.71,1550
2023-12-20,144965,5.67,0.64,16306,1.68,1550
2023-12-21,144965,5.7,0.64,16306,1.67,1550
2023-12-22,144965,5.54,0.62,16306,1.72,1550
2023-12-26,144965,5.61,0.63,16306,1.7,1550
2023-12-27,144965,5.59,0.63,16306,1.7,1550
2023-12-28,144965,5.72,0.64,16306,1.66,1550
2024-01-02,144965,5.62,0.63,16306,1.69,1550
