날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,944295382800,110303,2568755950,40878588
2023-06-08,940207524000,139171,3208577700,40878588
2023-06-09,936119665200,193915,4428351350,40878588
2023-06-12,934075735800,74641,1697728050,40878588
2023-06-13,911592512400,262560,5876842050,40878588
2023-06-14,911592512400,91751,2048657000,40878588
2023-06-15,915680371200,101288,2258120400,40878588
2023-06-16,915680371200,89031,1999396550,40878588
2023-06-19,925900018200,59978,1344803500,40878588
2023-06-20,919768230000,95020,2129477600,40878588
2023-06-21,923856088800,141329,3204573050,40878588
2023-06-22,921812159400,79412,1782687300,40878588
2023-06-23,913636441800,78895,1765289250,40878588
2023-06-26,917724300600,71554,1609723200,40878588
2023-06-27,923856088800,105406,2382035850,40878588
2023-06-28,913636441800,83263,1861785650,40878588
2023-06-29,889109289000,139848,3065442250,40878588
2023-06-30,903416794800,47893,1051928200,40878588
2023-07-03,901372865400,90826,1998779600,40878588
2023-07-04,882977500800,132219,2862363800,40878588
2023-07-05,874801783200,118138,2542994900,40878588
2023-07-06,862538206800,166984,3519785300,40878588
2023-07-07,858450348000,132967,2752988750,40878588
2023-07-10,903416794800,225844,4966965400,40878588
2023-07-11,913636441800,142695,3190554550,40878588
2023-07-12,913636441800,81138,1828590800,40878588
2023-07-13,911592512400,108776,2436973000,40878588
2023-07-14,938163594600,173420,3955797300,40878588
2023-07-17,932031806400,120635,2734117950,40878588
2023-07-18,921812159400,62218,1412270450,40878588
2023-07-19,942251453400,317358,7384978900,40878588
2023-07-20,934075735800,92948,2114797600,40878588
2023-07-21,927943947600,57417,1299041600,40878588
2023-07-24,917724300600,83353,1873555600,40878588
2023-07-25,907504653600,84332,1875223900,40878588
2023-07-26,897285006600,171897,3769847600,40878588
2023-07-27,897285006600,137202,3003952450,40878588
2023-07-28,891153218400,60425,1321586250,40878588
2023-07-31,907504653600,170863,3814337100,40878588
2023-08-01,907504653600,77568,1722738000,40878588
2023-08-02,934075735800,307069,7034936800,40878588
2023-08-03,934075735800,172315,3948576800,40878588
2023-08-04,925900018200,109570,2480511600,40878588
2023-08-07,932031806400,99960,2280617550,40878588
2023-08-08,938163594600,106429,2440175650,40878588
2023-08-09,913636441800,144973,3260214450,40878588
2023-08-10,915680371200,104308,2316121950,40878588
2023-08-11,917724300600,64255,1440898700,40878588
2023-08-14,909548583000,54669,1218949050,40878588
2023-08-16,891153218400,86120,1883700250,40878588
2023-08-17,893197147800,91912,1994128450,40878588
