,Open,High,Low,Close,Volume,Adj Close
2009-12-31,1648.9730224609375,1648.9730224609375,1648.9730224609375,1648.9730224609375,0.0,1648.9730224609375
2010-01-01,,,,,,
2010-01-04,1648.5699462890625,1668.0699462890625,1646.4300537109375,1656.8599853515625,0.0,1656.8599853515625
2010-01-05,1647.8900146484375,1650.3399658203125,1634.2099609375,1639.1800537109375,0.0,1639.1800537109375
2010-01-06,1639.1800537109375,1639.1800537109375,1614.4300537109375,1627.8800048828125,0.0,1627.8800048828125
2010-01-07,1627.8800048828125,1632.800048828125,1616.739990234375,1624.800048828125,0.0,1624.800048828125
2010-01-08,1616.1600341796875,1627.4100341796875,1611.239990234375,1618.3299560546875,0.0,1618.3299560546875
2010-01-11,1621.8900146484375,1629.219970703125,1620.550048828125,1627.199951171875,0.0,1627.199951171875
2010-01-12,1628.06005859375,1629.68994140625,1622.780029296875,1626.449951171875,0.0,1626.449951171875
2010-01-13,1629.8199462890625,1638.8800048828125,1624.0999755859375,1625.780029296875,0.0,1625.780029296875
2010-01-14,1627.780029296875,1629.9100341796875,1620.1500244140625,1624.8699951171875,0.0,1624.8699951171875
2010-01-15,1618.1300048828125,1618.6400146484375,1611.06005859375,1614.1500244140625,0.0,1614.1500244140625
2010-01-18,1616.4599609375,1617.31005859375,1614.3800048828125,1616.68994140625,0.0,1616.68994140625
2010-01-19,1621.8599853515625,1623.3199462890625,1604.0899658203125,1611.0999755859375,0.0,1611.0999755859375
2010-01-20,1615.1300048828125,1616.43994140625,1597.4100341796875,1597.4100341796875,0.0,1597.4100341796875
2010-01-21,1597.4100341796875,1610.510009765625,1593.97998046875,1608.800048828125,0.0,1608.800048828125
2010-01-22,1610.0,1633.489990234375,1610.0,1631.8699951171875,0.0,1631.8699951171875
2010-01-25,1631.8699951171875,1631.8699951171875,1599.81103515625,1599.81103515625,0.0,1599.81103515625
2010-01-26,1636.280029296875,1639.8800048828125,1631.030029296875,1632.949951171875,0.0,1632.949951171875
2010-01-27,1629.56005859375,1633.969970703125,1625.0400390625,1632.68994140625,0.0,1632.68994140625
2010-01-28,1612.06005859375,1616.5,1601.3800048828125,1610.510009765625,0.0,1610.510009765625
2010-01-29,1617.510009765625,1623.27001953125,1605.780029296875,1605.780029296875,0.0,1605.780029296875
2010-02-01,1623.1199951171875,1628.2099609375,1619.4100341796875,1619.8800048828125,0.0,1619.8800048828125
2010-02-02,1613.6099853515625,1617.9100341796875,1612.3399658203125,1617.3800048828125,0.0,1617.3800048828125
2010-02-03,1617.3800048828125,1617.3800048828125,1594.5699462890625,1596.1099853515625,0.0,1596.1099853515625
2010-02-04,1595.7099609375,1596.5699462890625,1573.1400146484375,1576.2900390625,0.0,1576.2900390625
2010-02-05,1602.3800048828125,1605.949951171875,1589.219970703125,1590.510009765625,0.0,1590.510009765625
2010-02-08,1596.1500244140625,1605.530029296875,1595.5699462890625,1602.1400146484375,0.0,1602.1400146484375
2010-02-09,1592.75,1601.25,1588.25,1596.47998046875,0.0,1596.47998046875
2010-02-10,1594.97998046875,1600.1400146484375,1580.1500244140625,1592.469970703125,0.0,1592.469970703125
2010-02-11,1592.3399658203125,1593.6099853515625,1574.1199951171875,1577.0400390625,0.0,1577.0400390625
