날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,7840492920000,150390,8854354700,134025520
2023-06-08,7451818912000,878893,49104227900,134025520
2023-06-09,7371403600000,350439,19363900900,134025520
2023-06-12,7398208704000,194704,10753839200,134025520
2023-06-13,7451818912000,181857,10086075000,134025520
2023-06-14,7412138596800,305129,16757725300,134035056
2023-06-15,7197682507200,419168,22833041000,134035056
2023-06-16,7237893024000,259476,14038254700,134035056
2023-06-19,6996629923200,367810,19307436500,134035056
2023-06-20,6768770328000,273439,14000542700,134035056
2023-06-21,6493998463200,491795,24096594350,134035056
2023-06-22,6480594957600,218931,10689780400,134035056
2023-06-23,6313051137600,371879,17614114900,134035056
2023-06-26,6386770418400,262716,12512855500,134035056
2023-06-27,6286244126400,222093,10450049550,134035056
2023-06-28,6252735362400,130764,6113421150,134035056
2023-06-29,6252735362400,141119,6614374500,134035056
2023-06-30,6299647632000,196399,9235763500,134035056
2023-07-03,6507401968800,315410,15310194100,134035056
2023-07-04,6192419587200,418826,19454570600,134035056
2023-07-05,6071788036800,235080,10740195700,134035056
2023-07-06,6219226598400,439782,20456845400,134035056
2023-07-07,6138805564800,189488,8696656100,134035056
2023-07-10,6199121340000,264855,12268546450,134035056
2023-07-11,6467191452000,284937,13647757600,134035056
2023-07-12,6595158844800,205156,9980851200,134047944
2023-07-13,6782825966400,492692,24935951200,134047944
2023-07-14,6836445144000,295245,15051280000,134047944
2023-07-17,6957088293600,343635,17750981800,134047944
2023-07-18,6823040349600,225832,11592856800,134047944
2023-07-19,6695694802800,199570,9938771800,134047944
2023-07-20,6682290008400,133347,6679683850,134047944
2023-07-21,6769421172000,141009,7095851800,134047944
2023-07-24,6588456447600,217138,10741356900,134047944
2023-07-25,6414194120400,224865,10850573900,134047944
2023-07-26,6313658162400,367852,17214045050,134047944
2023-07-27,6809635555200,370709,18467624900,134047944
2023-07-28,6548242064400,237878,11688529200,134047944
2023-07-31,6729206788800,253804,12643570800,134047944
2023-08-01,7265398564800,1035694,55728347250,134047944
2023-08-02,6648778022400,944971,47890893900,134047944
2023-08-03,6528134872800,455994,22255273250,134047944
2023-08-04,6454408503600,313144,15189303250,134047944
2023-08-07,6487920489600,260609,12684128900,134047944
2023-08-08,6286848573600,284410,13519995850,134047944
2023-08-09,6434301312000,194927,9327963250,134047944
2023-08-10,6610945667300,383599,18559147450,134096261
2023-08-11,6523783097650,201992,9904779800,134096261
2023-08-14,6336048332250,207328,9886861300,134096261
2023-08-16,6121494314650,282186,12962746850,134096261
2023-08-17,5880121044850,356304,15771931650,134096261
2023-08-18,5973988427550,223373,9860147700,134096261
2023-08-21,5860006605700,201447,8900741500,134096261
2023-08-22,5873416231800,149910,6561989450,134096261
2023-08-23,5799663288250,122770,5326726500,134096261
2023-08-24,5826482540450,106683,4655118700,134096261
2023-08-25,5752729596900,163487,6943807350,134096261
2023-08-28,5799663288250,109509,4708350550,134096261
2023-08-29,5927054736200,158990,6975346100,134096261
2023-08-30,6128199127700,268448,12168523200,134096261
2023-08-31,6067855810250,203101,9194175050,134096261
2023-09-01,6081265436350,132722,6029953750,134096261
2023-09-04,6108084688550,127358,5789839950,134096261
2023-09-05,6101379875500,116319,5270471100,134096261
2023-09-06,6114789501600,101738,4612924750,134096261
2023-09-07,5953873988400,175752,7779275300,134096261
2023-09-08,5973988427550,112292,5027054300,134096261
2023-09-11,5860006605700,149341,6543057550,134096261
2023-09-12,5933759549250,187329,8285895500,134096261
2023-09-13,5906940297050,131133,5746707150,134096261
2023-09-14,6101614064000,419759,18682113450,134101408
2023-09-15,6242420542400,332990,15359810450,134101408
2023-09-18,6121729275200,122198,5597736550,134101408
2023-09-19,6014448148800,119153,5377782350,134101408
2023-09-20,5980922796800,135001,6060079550,134101408
2023-09-21,5632259136000,376757,16053158850,134101408
2023-09-22,5625554065600,212673,8968871350,134101408
2023-09-25,5524978009600,188627,7809291350,134101408
2023-09-26,5417696883200,202139,8218662100,134101408
2023-09-27,5464632376000,199708,8137753400,134101408
2023-10-04,5317120827200,327531,12960661500,134101408
2023-10-05,5216544771200,202976,7979789550,134101408
2023-10-06,5236659982400,181049,7108253350,134101408
2023-10-10,5290300545600,244402,9672722800,134101408
2023-10-11,5404286742400,266136,10760835300,134101408
2023-10-12,5511567868800,205732,8391993900,134101408
2023-10-13,5451222235200,122230,4964160950,134101408
2023-10-16,5471337446400,166020,6751484950,134101408
2023-10-17,5504862798400,131827,5420105450,134101408
2023-10-18,5357351249600,114168,4604802100,134101408
2023-10-19,5210373810600,157824,6152145150,134115156
2023-10-20,4948849256400,246271,9158252300,134115156
2023-10-23,4948849256400,270810,9916726646,134115156
2023-10-24,5123198959200,193981,7219940750,134115156
2023-10-25,5082964412400,187824,7092759050,134115156
2023-10-26,4821439858200,225852,8205814800,134115156
2023-10-27,4673913186600,310065,10891108450,134115156
2023-10-30,4720853491200,207970,7327242900,134115156
2023-10-31,4586738335200,242032,8355209400,134115156
2023-11-01,4640384397600,183080,6311655050,134115156
2023-11-02,4935437740800,253413,9192631100,134115156
2023-11-03,5331077451000,394669,15204316500,134115156
2023-11-06,5954712926400,888228,38416443400,134115156
2023-11-07,5659659583200,344436,14616544200,134115156
2023-11-08,5565778974000,169218,7116908550,134115156
2023-11-09,5706599887800,210272,8852596550,134115156
2023-11-10,5451781091400,170140,6965411650,134115156
2023-11-13,5518838669400,105729,4356696850,134115156
2023-11-14,5505427153800,125257,5183252050,134115156
2023-11-15,5834009286000,330766,14287473850,134115156
2023-11-16,5740744825600,109490,4686001600,134129552
2023-11-17,5606615273600,105853,4411386950,134129552
2023-11-20,5747451303200,109273,4664576400,134129552
2023-11-21,6015710407200,370965,16653798000,134129552
2023-11-22,6102894616000,188465,8498777500,134129552
2023-11-23,6129720526400,104260,4752501150,134129552
2023-11-24,6062655750400,75586,3432137500,134129552
2023-11-27,6129720526400,90919,4142406800,134129552
2023-11-28,6223611212800,154270,7123493350,134129552
2023-11-29,6109601093600,88469,4052022250,134129552
2023-11-30,6183372347200,236523,10888087600,134129552
2023-12-01,6183372347200,142701,6613084850,134129552
2023-12-04,6129720526400,109365,5054682500,134129552
2023-12-05,5968765064000,130665,5849462750,134129552
2023-12-06,6029123362400,83245,3764467250,134129552
2023-12-07,6210198257600,172334,7913914450,134129552
2023-12-08,6491870316800,504703,24471665400,134129552
2023-12-11,6411392585600,158754,7619226700,134129552
2023-12-12,6501173569050,217753,10613368450,134183149
2023-12-13,6252934743400,184157,8689512200,134183149
2023-12-14,6621938403150,420338,20529368250,134183149
2023-12-15,6662193347850,211438,10349662050,134183149
2023-12-18,6481046096700,143932,6947200450,134183149
2023-12-19,6393827049850,114756,5471389100,134183149
2023-12-20,6481046096700,126190,6092854550,134183149
2023-12-21,6393827049850,104931,5013211050,134183149
2023-12-22,6380408734950,86374,4134593250,134183149
2023-12-26,6431296661400,95051,4525758600,134265066
2023-12-27,6511855701000,95001,4561319000,134265066
2023-12-28,6619267753800,155303,7626514450,134265066
2024-01-02,6679687033500,128981,6357405100,134265066
2024-01-03,6391017141600,172102,8255262000,134265066
2024-01-04,6169479782700,228451,10531565450,134265066
2024-01-05,6189619542600,70195,3235551550,134265066
2024-01-08,6256752075600,112900,5300665450,134265066
2024-01-09,6404443648200,152457,7332878350,134265066
2024-01-10,6404443648200,111002,5353245750,134265066
2024-01-11,7787373828000,5043844,285712676350,134265066
2024-01-12,7532270202600,1355648,74868211000,134265066
2024-01-15,7894785880800,1037948,59822164000,134265066
2024-01-16,7639682255400,612990,35315062200,134265066
2024-01-17,7384578630000,514044,28089606100,134265066
2024-01-18,7116048498000,357345,19198128000,134265066
2024-01-19,6981783432000,321802,16931970300,134265066
2024-01-22,6726679806600,324676,16526481000,134265066
2024-01-23,7075768978200,375830,19588003100,134265066
2024-01-24,7008636445200,203258,10627004300,134265066
2024-01-25,6914650899000,163353,8404514100,134265066
2024-01-26,6901224392400,167929,8736227700,134265066
2024-01-29,6652834020300,319034,16263396650,134265066
2024-01-30,6397730394900,401750,19441481600,134265066
2024-01-31,6357450875100,155298,7312582150,134265066
2024-02-01,6229899062400,236581,10928635800,134265066
2024-02-02,6552135220800,334627,16355182050,134265066
2024-02-05,6283605088800,337238,15770745450,134265066
2024-02-06,6216472555800,139434,6441872100,134265066
2024-02-07,6323884608600,448291,21514930050,134265066
2024-02-08,6411156901500,239923,11481848700,134265066
2024-02-13,6531995460900,171254,8332635050,134265066
2024-02-14,6471576181200,233673,11106699200,134265066
2024-02-15,6553551104000,389347,19375165000,134294080
2024-02-16,6634127552000,206802,10295951500,134294080
2024-02-19,6553551104000,160727,7909312250,134294080
2024-02-20,6385683504000,203106,9731958800,134294080
2024-02-21,6331965872000,145623,6876282400,134294080
2024-02-22,6311821760000,98292,4629663850,134294080
2024-02-23,6284962944000,121395,5691438650,134294080
2024-02-26,6258104128000,85670,4010540100,134294080
2024-02-27,6231245312000,110312,5120477100,134294080
2024-02-28,6130524752000,157635,7249089500,134294080
2024-02-29,5915654224000,248720,11075157750,134294080
2024-03-04,5929083632000,124627,5556839850,134294080
2024-03-05,5714213104000,247999,10652351050,134294080
2024-03-06,5391907312000,3668299,142103927150,134294080
2024-03-07,5412051424000,261763,10486737350,134294080
2024-03-08,5485913168000,292034,11989839300,134294080
2024-03-11,5506057280000,174188,7089070650,134294080
2024-03-12,5519486688000,194168,7953613300,134294080
2024-03-13,5465769056000,193718,7906406300,134294080
2024-03-14,5568318099850,422321,17444179750,134338193
2024-03-15,5366810810350,331133,13298620700,134338193
2024-03-18,5326509352450,168304,6683697700,134338193
2024-03-19,5172020430500,347840,13456046200,134338193
2024-03-20,5172020430500,261696,10066074950,134338193
2024-03-21,5306358623500,287646,11353988400,134338193
2024-03-22,5292924804200,180060,7117715250,134338193
2024-03-25,5272774075250,124420,4878360500,134338193
2024-03-26,5266057165600,207306,8173950000,134338193
2024-03-27,5306358623500,131803,5192225050,134338193
2024-03-28,5225755707700,183355,7198584900,134338193
2024-03-29,5172020430500,178669,6876983200,134338193
2024-04-01,5252623346300,139740,5461519600,134338193
2024-04-02,5111568243650,257850,9856680050,134338193
2024-04-03,5057832966450,153632,5798474200,134338193
2024-04-04,5004097689250,136195,5109551550,134338193
2024-04-05,4930211683100,181144,6675568450,134338193
2024-04-08,4957079321700,218220,7983741250,134338193
2024-04-09,4963796231350,205501,7694258700,134338193
2024-04-11,4769005851500,354945,12712552350,134338193
2024-04-12,4674969116400,268886,9414811000,134338193
2024-04-15,4598874615600,217416,7412161200,134470018
2024-04-16,4471128098500,235103,7871740600,134470018
2024-04-17,4397169588600,200624,6648178400,134470018
2024-04-18,4538363107500,284212,9512997800,134470018
2024-04-19,4464404597600,276026,9087864450,134470018
2024-04-22,4551810109300,191948,6472834800,134470018
2024-04-23,4551810109300,168485,5749848400,134470018
2024-04-24,4585427613800,125914,4302833150,134470018
2024-04-25,4498022102100,206055,6900703750,134470018
2024-04-26,4538363107500,135360,4558616300,134470018
2024-04-29,4719897631800,223784,7748528150,134470018
2024-04-30,4746791635400,144578,5093844550,134470018
2024-05-02,4699727129100,110713,3866889450,134470018
2024-05-03,4814026644400,249039,8890693350,134470018
2024-05-07,4827473646200,509017,18360027650,134470018
2024-05-08,4834197147100,331379,12055874100,134470018
2024-05-09,4814026644400,562836,20224110300,134470018
2024-05-10,4820750145300,157343,5639794000,134470018
2024-05-13,4787132640800,108039,3838219250,134470018
2024-05-14,4793856141700,76695,2734203250,134470018
2024-05-16,4706450630000,341057,12006546300,134470018
2024-05-17,4634504930250,151655,5249086850,134528445
2024-05-20,4526882174250,351129,11811520700,134528445
2024-05-21,4540335018750,135961,4559683500,134528445
2024-05-22,4499976485250,135805,4555123500,134528445
2024-05-23,4479797218500,202500,6769424850,134528445
2024-05-24,4325089506750,452333,14559137250,134528445
2024-05-27,4520155752000,265166,8784063400,134528445
2024-05-28,4399080151500,197126,6490677650,134528445
2024-05-29,4331815929000,197270,6346944400,134528445
2024-05-30,4318363084500,542135,17322591100,134528445
2024-05-31,4170381795000,2321486,72466357250,134528445
2024-06-03,4156928950500,552550,17283147500,134528445
2024-06-04,4096391150250,330669,10111157300,134528445
2024-06-05,4136749683750,320103,9878451650,134528445
2024-06-07,4116570417000,324140,9923011500,134528445
2024-06-10,4022400505500,368884,11075976000,134528445
2024-06-11,4116570417000,266013,8117489500,134528445
2024-06-12,4049306194500,303303,9125175800,134528445
2024-06-13,3955136283000,1600837,47279021300,134528445
2024-06-14,3855029973000,451809,13050379300,134556020
2024-06-17,3834846570000,249924,7144234050,134556020
2024-06-18,3801207565000,197125,5580094600,134556020
2024-06-19,3801207565000,237580,6717322750,134556020
2024-06-20,3794479764000,212122,6036866550,134556020
2024-06-21,3787751963000,548062,15545317700,134556020
2024-06-24,3673379346000,336219,9275035900,134556020
2024-06-25,3666651545000,240384,6543102350,134556020
2024-06-26,3653195943000,190100,5182323450,134556020
2024-06-27,3545551127000,363993,9608584650,134556020
2024-06-28,3619556938000,224656,6034226400,134556020
2024-07-01,3659923744000,178782,4837011000,134556020
2024-07-02,3565734530000,145283,3868231350,134556020
2024-07-03,3599373535000,205460,5550744150,134556020
2024-07-04,3559006729000,128821,3422034350,134556020
2024-07-05,3626284739000,209188,5649794800,134556020
2024-07-08,3666651545000,158261,4294133000,134556020
2024-07-09,3794479764000,634233,17983357350,134556020
2024-07-10,3855029973000,276659,7877659050,134556020
2024-07-11,3733929555000,292146,8205802800,134556020
2024-07-12,3875213376000,670644,19417629000,134556020
2024-07-15,3781163706600,199632,5664209050,134560986
2024-07-16,3633146622000,379718,10363264300,134560986
2024-07-17,3814803953100,292042,8131727050,134560986
2024-07-18,3693699065700,194787,5346235550,134560986
2024-07-19,3734067361500,155517,4282851050,134560986
2024-07-22,3619690523400,175660,4754162300,134560986
2024-07-23,3337112452800,1354653,34810008300,134560986
2024-07-24,3350568551400,369869,9300265600,134560986
2024-07-25,3464945389500,408896,10430382050,134560986
2024-07-26,3498585636000,226843,5828284350,134560986
2024-07-29,3518769783900,113724,2969562000,134560986
2024-07-30,3370752699300,329346,8331303450,134560986
2024-07-31,3397664896500,136447,3404531300,134560986
2024-08-01,3464945389500,155032,3960231150,134560986
2024-08-02,3384208797900,197213,4982208100,134560986
2024-08-05,3041078283600,454353,10598380400,134560986
2024-08-06,3242919762600,463744,11073420550,134560986
2024-08-07,3337112452800,261950,6525132550,134560986
2024-08-08,3417849044400,306421,7753154750,134560986
2024-08-09,3269831959800,278111,6837017850,134560986
2024-08-12,3357296600700,140474,3474714100,134560986
2024-08-13,3168911220300,607620,14231666650,134560986
2024-08-14,3243913959900,282384,6667284700,134602239
2024-08-16,3216993512100,208235,4996225750,134602239
2024-08-19,3210263400150,119494,2853919850,134602239
2024-08-20,3216993512100,112052,2674649000,134602239
2024-08-21,3230453736000,115735,2786101000,134602239
2024-08-22,3378516198900,401212,9948134100,134602239
2024-08-23,3311215079400,287669,7022475250,134602239
2024-08-26,3432357094500,293155,7394822600,134602239
2024-08-27,3418896870600,168915,4315572600,134602239
2024-08-28,3311215079400,213278,5279873800,134602239
2024-08-29,3358325863050,194867,4823714100,134602239
2024-08-30,3385246310850,131698,3323479300,134602239
2024-09-02,3317945191350,146518,3621515650,134602239
2024-09-03,3304484967450,100009,2487954950,134602239
2024-09-04,3075661161150,435753,10078409950,134602239
2024-09-05,3156422504550,204642,4788065400,134602239
2024-09-06,3109311720900,173180,3976991000,134602239
2024-09-09,3075661161150,208807,4704411650,134602239
2024-09-10,3116041832850,135338,3127366750,134602239
2024-09-11,3102581608950,158148,3658615600,134602239
2024-09-12,3216993512100,272879,6461573250,134602239
2024-09-13,3277630362050,141011,3391929550,134604943
2024-09-19,3277630362050,131775,3196278150,134604943
2024-09-20,3203597643400,183784,4425841850,134604943
2024-09-23,3230518632000,91116,2193177250,134604943
2024-09-24,3304551350650,165709,4021945000,134604943
2024-09-25,3311281597800,197911,4923205200,134604943
2024-09-26,3418965552200,177616,4435012650,134604943
2024-09-27,3351663080700,175931,4418255250,134604943
2024-09-30,3284360609200,228759,5684991500,134604943
2024-10-02,3136295171900,458982,10676663150,134604943
2024-10-04,3217058137700,308783,7282967650,134604943
2024-10-07,3291090856350,240732,5846387900,134604943
2024-10-08,3365123575000,292463,7303105800,134604943
2024-10-10,3318011844950,284618,7086479650,134604943
2024-10-11,3324742092100,110897,2745338950,134604943
2024-10-14,3331472339250,107587,2662301700,134604943
2024-10-15,3351938051400,163751,4110860800,134615986
2024-10-16,3325014854200,179212,4479988100,134615986
2024-10-17,3298091657000,105545,2609731400,134615986
2024-10-18,3351938051400,135723,3372551100,134615986
2024-10-21,3500015636000,503079,13107933150,134615986
2024-10-22,3250976061900,448688,11055095250,134615986
2024-10-23,3244245262600,154954,3747262250,134615986
2024-10-24,3203860466800,136345,3254319450,134615986
2024-10-25,3102898477300,209310,4850622750,134615986
2024-10-28,3284630058400,209670,5010260900,134615986
2024-10-29,3284630058400,111323,2694457200,134615986
2024-10-30,3230783664000,142179,3444975050,134615986
2024-10-31,3304822456300,236547,5700497450,134615986
2024-11-01,3203860466800,131691,3149296400,134615986
2024-11-04,3264437660500,141262,3404464150,134615986
2024-11-05,3291360857700,233009,5680842900,134615986
2024-11-06,3304822456300,223753,5527024850,134615986
2024-11-07,3425976843700,340221,8577323450,134615986
2024-11-08,3304822456300,216610,5374982150,134615986
2024-11-11,3109629276600,295280,6920000450,134615986
2024-11-12,3001936487800,328917,7383450900,134615986
2024-11-13,2921166896200,237705,5201160450,134615986
