날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,166136,2.41,0.54,36941,2.8,2500
2023-06-08,166136,2.6,0.58,36941,2.6,2500
2023-06-09,166136,2.83,0.63,36941,2.39,2500
2023-06-12,166136,2.67,0.59,36941,2.53,2500
2023-06-13,166136,2.67,0.59,36941,2.53,2500
2023-06-14,166136,2.66,0.59,36941,2.55,2500
2023-06-15,166136,2.71,0.6,36941,2.5,2500
2023-06-16,166136,2.72,0.6,36941,2.49,2500
2023-06-19,166136,2.74,0.61,36941,2.47,2500
2023-06-20,166136,2.73,0.61,36941,2.48,2500
2023-06-21,166136,2.87,0.64,36941,2.35,2500
2023-06-22,166136,2.86,0.64,36941,2.37,2500
2023-06-23,166136,3.02,0.67,36941,2.24,2500
2023-06-26,166136,3.24,0.72,36941,2.09,2500
2023-06-27,166136,2.96,0.66,36941,2.29,2500
2023-06-28,166136,2.94,0.65,36941,2.3,2500
2023-06-29,166136,3.02,0.67,36941,2.24,2500
2023-06-30,166136,3.07,0.68,36941,2.21,2500
2023-07-03,166136,3.1,0.69,36941,2.18,2500
2023-07-04,166136,3.0,0.67,36941,2.26,2500
2023-07-05,166136,3.02,0.67,36941,2.24,2500
2023-07-06,166136,2.86,0.64,36941,2.37,2500
2023-07-07,166136,2.86,0.64,36941,2.37,2500
2023-07-10,166136,2.86,0.64,36941,2.36,2500
2023-07-11,166136,2.99,0.67,36941,2.26,2500
2023-07-12,166136,2.99,0.67,36941,2.26,2500
2023-07-13,166136,3.14,0.7,36941,2.16,2500
2023-07-14,166136,3.2,0.71,36941,2.11,2500
2023-07-17,166136,3.08,0.68,36941,2.2,2500
2023-07-18,166136,3.22,0.72,36941,2.1,2500
2023-07-19,166136,3.23,0.72,36941,2.09,2500
2023-07-20,166136,3.19,0.71,36941,2.12,2500
2023-07-21,166136,3.12,0.69,36941,2.17,2500
2023-07-24,166136,3.07,0.68,36941,2.2,2500
2023-07-25,166136,3.18,0.71,36941,2.13,2500
2023-07-26,166136,3.06,0.68,36941,2.21,2500
2023-07-27,166136,2.89,0.64,36941,2.34,2500
2023-07-28,166136,2.82,0.63,36941,2.4,2500
2023-07-31,166136,2.96,0.66,36941,2.29,2500
2023-08-01,166136,2.96,0.66,36941,2.28,2500
2023-08-02,166136,2.96,0.66,36941,2.29,2500
2023-08-03,166136,2.85,0.63,36941,2.38,2500
2023-08-04,166136,2.82,0.63,36941,2.4,2500
2023-08-07,166136,2.77,0.62,36941,2.44,2500
