날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,35707,12.61,2.85,8056,1.67,1700
2023-06-08,35707,12.59,2.84,8056,1.68,1700
2023-06-09,35707,13.29,3.0,8056,1.59,1700
2023-06-12,35707,13.39,3.02,8056,1.58,1700
2023-06-13,35707,13.57,3.06,8056,1.56,1700
2023-06-14,35707,13.18,2.97,8056,1.6,1700
2023-06-15,35707,13.36,3.01,8056,1.58,1700
2023-06-16,35707,13.06,2.95,8056,1.62,1700
2023-06-19,35707,13.41,3.02,8056,1.57,1700
2023-06-20,35707,13.32,3.01,8056,1.58,1700
2023-06-21,35707,13.06,2.95,8056,1.62,1700
2023-06-22,35707,13.54,3.06,8056,1.56,1700
2023-06-23,35707,13.58,3.06,8056,1.55,1700
2023-06-26,35707,13.89,3.13,8056,1.52,1700
2023-06-27,35707,13.62,3.07,8056,1.55,1700
2023-06-28,35707,13.6,3.07,8056,1.55,1700
2023-06-29,35707,14.2,3.2,8056,1.49,1700
2023-06-30,35707,14.29,3.22,8056,1.48,1700
2023-07-03,35707,14.1,3.18,8056,1.5,1700
2023-07-04,35707,13.89,3.13,8056,1.52,1700
2023-07-05,35707,14.08,3.18,8056,1.5,1700
2023-07-06,35707,13.26,2.99,8056,1.59,1700
2023-07-07,35707,12.62,2.85,8056,1.67,1700
2023-07-10,35707,12.39,2.79,8056,1.7,1700
2023-07-11,35707,12.7,2.86,8056,1.66,1700
2023-07-12,35707,12.82,2.89,8056,1.65,1700
2023-07-13,35707,12.91,2.91,8056,1.63,1700
2023-07-14,35707,12.91,2.91,8056,1.63,1700
2023-07-17,35707,13.01,2.93,8056,1.62,1700
2023-07-18,35707,12.85,2.9,8056,1.64,1700
2023-07-19,35707,12.71,2.87,8056,1.66,1700
2023-07-20,35707,12.66,2.86,8056,1.67,1700
2023-07-21,35707,12.41,2.8,8056,1.7,1700
2023-07-24,35707,12.07,2.72,8056,1.75,1700
2023-07-25,35707,11.87,2.68,8056,1.78,1700
2023-07-26,35707,11.59,2.62,8056,1.82,1700
2023-07-27,35707,12.16,2.74,8056,1.73,1700
2023-07-28,35707,12.14,2.74,8056,1.74,1700
2023-07-31,35707,12.3,2.78,8056,1.72,1700
2023-08-01,35707,12.41,2.8,8056,1.7,1700
2023-08-02,35707,12.12,2.73,8056,1.74,1700
2023-08-03,35707,12.16,2.74,8056,1.73,1700
2023-08-04,35707,12.14,2.74,8056,1.74,1700
2023-08-07,35707,11.99,2.71,8056,1.76,1700
2023-08-08,35707,12.0,2.71,8056,1.76,1700
2023-08-09,35707,12.05,2.72,8056,1.75,1700
2023-08-10,35707,12.25,2.76,8056,1.72,1700
2023-08-11,35707,11.97,2.7,8056,1.76,1700
2023-08-14,35707,11.95,2.7,8056,1.77,1700
2023-08-16,35707,12.08,2.72,8056,1.75,1700
2023-08-17,35707,12.15,2.74,8056,1.74,1700
2023-08-18,35707,11.94,2.69,8056,1.77,1700
2023-08-21,35707,11.79,2.66,8056,1.79,1700
2023-08-22,35707,11.21,2.53,8056,1.88,1700
2023-08-23,35707,11.18,2.52,8056,1.89,1700
2023-08-24,35707,11.41,2.57,8056,1.85,1700
2023-08-25,35707,11.38,2.57,8056,1.85,1700
2023-08-28,35707,11.26,2.54,8056,1.87,1700
2023-08-29,35707,11.43,2.58,8056,1.85,1700
2023-08-30,35707,11.42,2.58,8056,1.85,1700
2023-08-31,35707,11.4,2.57,8056,1.85,1700
2023-09-01,35707,12.04,2.72,8056,1.75,1700
2023-09-04,35707,12.09,2.73,8056,1.75,1700
2023-09-05,35707,11.95,2.7,8056,1.77,1700
2023-09-06,35707,12.02,2.71,8056,1.76,1700
2023-09-07,35707,11.85,2.67,8056,1.78,1700
2023-09-08,35707,11.88,2.68,8056,1.78,1700
2023-09-11,35707,11.43,2.58,8056,1.85,1700
2023-09-12,35707,11.54,2.6,8056,1.83,1700
2023-09-13,35707,11.57,2.61,8056,1.82,1700
2023-09-14,35707,11.73,2.65,8056,1.8,1700
2023-09-15,35707,12.21,2.76,8056,1.73,1700
2023-09-18,35707,12.02,2.71,8056,1.76,1700
2023-09-19,35707,11.87,2.68,8056,1.78,1700
2023-09-20,35707,11.87,2.68,8056,1.78,1700
2023-09-21,35707,11.67,2.63,8056,1.81,1700
2023-09-22,35707,11.74,2.65,8056,1.8,1700
2023-09-25,35707,11.67,2.63,8056,1.81,1700
2023-09-26,35707,11.76,2.65,8056,1.8,1700
2023-09-27,35707,11.76,2.65,8056,1.8,1700
2023-10-04,35707,11.4,2.57,8056,1.85,1700
2023-10-05,35707,11.93,2.69,8056,1.77,1700
2023-10-06,35707,11.99,2.71,8056,1.76,1700
2023-10-10,35707,11.79,2.66,8056,1.79,1700
2023-10-11,35707,11.62,2.62,8056,1.82,1700
2023-10-12,35707,11.82,2.67,8056,1.79,1700
2023-10-13,35707,11.41,2.57,8056,1.85,1700
2023-10-16,35707,11.31,2.55,8056,1.87,1700
2023-10-17,35707,11.4,2.57,8056,1.85,1700
2023-10-18,35707,11.13,2.51,8056,1.9,1700
2023-10-19,35707,10.6,2.39,8056,1.99,1700
2023-10-20,35707,10.36,2.34,8056,2.04,1700
2023-10-23,35707,10.68,2.41,8056,1.98,1700
2023-10-24,35707,10.85,2.45,8056,1.95,1700
2023-10-25,35707,10.46,2.36,8056,2.02,1700
2023-10-26,35707,10.45,2.36,8056,2.02,1700
2023-10-27,35707,10.55,2.38,8056,2.0,1700
2023-10-30,35707,10.65,2.4,8056,1.98,1700
2023-10-31,35707,10.29,2.32,8056,2.05,1700
2023-11-01,35707,10.28,2.32,8056,2.05,1700
2023-11-02,35707,10.55,2.38,8056,2.0,1700
2023-11-03,35707,10.51,2.37,8056,2.01,1700
2023-11-06,35707,10.55,2.38,8056,2.0,1700
2023-11-07,35707,10.49,2.37,8056,2.01,1700
2023-11-08,35707,10.4,2.35,8056,2.03,1700
2023-11-09,35707,10.25,2.31,8056,2.06,1700
2023-11-10,35707,10.23,2.31,8056,2.06,1700
2023-11-13,35707,10.15,2.29,8056,2.08,1700
2023-11-14,35707,10.28,2.32,8056,2.05,1700
2023-11-15,35707,11.16,2.52,8056,1.89,1700
2023-11-16,35707,11.79,2.66,8056,1.79,1700
2023-11-17,35707,11.9,2.69,8056,1.77,1700
2023-11-20,35707,11.77,2.65,8056,1.79,1700
2023-11-21,35707,11.92,2.69,8056,1.77,1700
2023-11-22,35707,11.98,2.7,8056,1.76,1700
2023-11-23,35707,12.34,2.78,8056,1.71,1700
2023-11-24,35707,12.29,2.77,8056,1.72,1700
2023-11-27,35707,12.25,2.76,8056,1.72,1700
2023-11-28,35707,12.12,2.73,8056,1.74,1700
2023-11-29,35707,12.38,2.79,8056,1.71,1700
2023-11-30,35707,12.29,2.77,8056,1.72,1700
2023-12-01,35707,12.6,2.84,8056,1.67,1700
2023-12-04,35707,12.29,2.77,8056,1.72,1700
