날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,294067646400,233369,2066627700,33416778
2023-06-08,291394304160,182870,1588557460,33416778
2023-06-09,288052626360,288673,2506713840,33416778
2023-06-12,295738485300,241063,2115402040,33416778
2023-06-13,298745995320,245659,2183616110,33416778
2023-06-14,301753505340,969969,8911887770,33416778
2023-06-15,304426847580,277621,2525449820,33416778
2023-06-16,301419337560,191552,1739182420,33416778
2023-06-19,296406820860,205467,1814376010,33416778
2023-06-20,287384290800,240710,2081222990,33416778
2023-06-21,279364264080,216522,1833080050,33416778
2023-06-22,278361760740,134095,1123676890,33416778
2023-06-23,279364264080,126723,1056598180,33416778
2023-06-26,292730975280,267124,2315237090,33416778
2023-06-27,287050123020,112098,968071400,33416778
2023-06-28,308771028720,1188044,11018054740,33416778
2023-06-29,344861148960,2669211,26675837960,33416778
2023-06-30,344192813400,1132219,11535346670,33416778
2023-07-03,363908712420,1396295,15062148240,33416778
2023-07-04,379614598080,1254232,14096601620,33416778
2023-07-05,383958779220,1406225,16595005060,33416778
2023-07-06,369589564680,1783881,20721652610,33416778
2023-07-07,352212840120,1041908,11061273240,33416778
2023-07-10,342187806720,805715,8199329030,33416778
2023-07-11,370592068020,1084339,11910469370,33416778
2023-07-12,385963785900,1368326,15911432500,33416778
2023-07-13,434418114000,3552609,44474493640,33416778
2023-07-14,441101469600,2347968,31567153290,33416778
2023-07-17,453131509680,1446324,19461529390,33416778
2023-07-18,457809858600,1367858,18759214130,33416778
2023-07-19,436088952900,1291577,17060413500,33416778
2023-07-20,458478194160,1579631,20826272160,33416778
2023-07-21,446113986300,1029285,13818233040,33416778
2023-07-24,411694704960,1700552,21163050770,33416778
2023-07-25,415370550540,835359,10426546920,33416778
2023-07-26,387968792580,1418943,16907906310,33416778
2023-07-27,403006342680,1364944,15989451790,33416778
2023-07-28,407350523820,661213,7926827320,33416778
2023-07-31,404343013800,647149,7981376850,33416778
2023-08-01,403674678240,546047,6470856180,33416778
2023-08-02,383958779220,523431,6178636670,33416778
2023-08-03,375938752500,592649,6614117530,33416778
2023-08-04,384292947000,424423,4900859330,33416778
2023-08-07,367250390220,509536,5653148170,33416778
2023-08-08,360232866840,306057,3326489290,33416778
2023-08-09,363908712420,247660,2692551510,33416778
2023-08-10,350207833440,457564,4762616830,33416778
2023-08-11,369255396900,467399,5140835710,33416778
2023-08-14,360901202400,260678,2835858970,33416778
2023-08-16,352212840120,306594,3275185680,33416778
2023-08-17,363240376860,281144,2967689270,33416778
2023-08-18,368587061340,385404,4271893990,33416778
2023-08-21,369923732460,331141,3719153810,33416778
2023-08-22,347868658980,501057,5344315450,33416778
