날짜,시가,고가,저가,종가,거래량,등락률
2023-06-07,37811,37853,37133,37176,34920,-1.014458023803818
2023-06-08,37175,37599,36836,37218,37983,0.11297611362169142
2023-06-09,37429,37471,37006,37006,43753,-0.5696168520608308
2023-06-12,37260,37260,36286,36541,53083,-1.2565529914067988
2023-06-13,36541,37303,36498,36541,27690,0.0
2023-06-14,36583,36752,36413,36583,29975,0.11493938315864372
2023-06-15,36667,36667,35482,35567,77313,-2.777246261924938
2023-06-16,35566,36201,35354,35863,49794,0.832232125284674
2023-06-19,35862,36074,35693,35905,27074,0.11711234419875638
2023-06-20,35990,36286,35651,35863,28834,-0.11697535162233672
2023-06-21,36032,36032,35566,35821,39489,-0.11711234419875638
2023-06-22,36540,36879,36117,36668,43873,2.364534770106921
2023-06-23,36497,36963,36074,36879,44992,0.5754336205956146
2023-06-26,36497,36794,36074,36159,29558,-1.9523305946473601
2023-06-27,36370,36921,36032,36879,26957,1.9912055090019083
2023-06-28,36625,37260,36244,36329,27601,-1.4913636486889557
2023-06-29,36159,36624,35651,35651,25296,-1.8662776294420436
2023-06-30,35990,35990,34720,35694,41031,0.1206137275251746
2023-07-03,35693,36710,35693,36329,35535,1.7790104779514764
2023-07-04,36117,36455,35524,35609,32661,-1.9818877480800463
2023-07-05,35397,35608,35016,35016,32385,-1.665309331910472
2023-07-06,35736,35736,34508,34974,49041,-0.11994516792323509
2023-07-07,34804,34889,34296,34889,48420,-0.2430376851375307
2023-07-10,34974,35355,34635,35059,39966,0.4872595947146665
2023-07-11,35058,35524,35058,35228,19223,0.4820445534670127
2023-07-12,35736,35821,35312,35694,20878,1.3228114000227091
2023-07-13,35694,37133,35694,36922,55308,3.440354121140808
2023-07-14,37049,37133,36583,37049,31257,0.34396836574400086
2023-07-17,36879,37133,36667,37049,25819,0.0
2023-07-18,37006,37048,35609,35609,54870,-3.8867445815001753
2023-07-19,35566,35989,35015,35143,31560,-1.308657923558651
2023-07-20,34931,35524,34889,35101,27520,-0.11951170930199471
2023-07-21,35185,35270,34804,34847,24179,-0.7236261075183043
2023-07-24,34889,34973,33872,34000,47565,-2.430625304904296
2023-07-25,33703,34084,32898,33407,85355,-1.7441176470588233
2023-07-26,33068,33238,32179,32857,94996,-1.6463615409944024
2023-07-27,32645,34339,32645,34085,45571,3.7374075539458866
2023-07-28,33745,34465,33745,34042,17780,-0.12615520023470736
2023-07-31,34085,34339,33746,33958,41853,-0.2467540097526585
2023-08-01,33830,35820,33830,35397,45421,4.237587608221921
2023-08-02,35228,35439,34465,34593,22709,-2.271378930417832
2023-08-03,34593,34974,34169,34593,22905,0.0
2023-08-04,34339,34805,34296,34678,21004,0.24571445090047117
2023-08-07,34466,35186,34254,34805,30981,0.3662264259761232
2023-08-08,35142,35142,34465,34550,20159,-0.732653354403103
2023-08-09,35820,36836,35566,36371,95929,5.270622286541244
2023-08-10,36583,36583,35863,36287,42317,-0.23095323197052597
2023-08-11,35736,37599,35736,37430,68908,3.1498883897814647
2023-08-14,37387,37683,36836,37218,32032,-0.5663905957787871
2023-08-16,37133,37218,36413,36837,38112,-1.0236982105432855
2023-08-17,36794,36794,35862,36159,32929,-1.8405407606482613
2023-08-18,36032,36117,35651,35990,29399,-0.46738018197405906
2023-08-21,36074,36328,35862,36117,17686,0.3528757988330092
2023-08-22,35989,36328,35142,35778,25695,-0.9386161641332337
2023-08-23,35566,36244,35270,35948,14276,0.4751523282464084
2023-08-24,35736,35948,35270,35440,28600,-1.4131523311449872
2023-08-25,35186,35440,34635,34932,43303,-1.4334085778781038
2023-08-28,35101,35440,34762,34932,29500,0.0
2023-08-29,35015,36159,35015,35651,32623,2.058284667353716
2023-08-30,35735,36159,35608,35651,20838,0.0
2023-08-31,35947,36159,35481,36159,26806,1.4249249670415975
2023-09-01,35820,36286,35820,35990,19488,-0.46738018197405906
2023-09-04,35778,35863,34550,35482,25069,-1.4115031953320367
2023-09-05,35185,35481,34719,34762,39018,-2.0291979031621667
2023-09-06,34761,34888,34296,34296,40113,-1.3405442724814454
2023-09-07,34126,34508,34126,34381,20134,0.24784231397247491
2023-09-08,34593,34678,34085,34678,22609,0.863849219045403
2023-09-11,34720,34889,34508,34805,15861,0.3662264259761232
2023-09-12,34719,35566,34719,35270,26047,1.336014940382129
2023-09-13,35143,35567,34847,35059,25829,-0.5982421321236178
2023-09-14,35058,35694,34762,35694,56571,1.8112324937961721
2023-09-15,35778,35778,35269,35651,30773,-0.12046842606600548
2023-09-18,35524,35608,34931,35143,26074,-1.4249249670415975
2023-09-19,35016,35312,34804,35101,25880,-0.11951170930199471
2023-09-20,35058,35567,34974,35567,26709,1.3275975043446056
2023-09-21,35228,35482,34889,34974,33231,-1.6672758455872017
2023-09-22,34804,34973,34211,34254,34474,-2.058672156459084
2023-09-25,34380,34380,33957,34042,22672,-0.6189058212179599
2023-09-26,34042,34042,33491,33619,32858,-1.2425826919687446
2023-09-27,33534,34127,33407,33873,21699,0.7555251494690503
2023-10-04,33830,33830,33195,33238,38202,-1.874649425796357
2023-10-05,33323,33704,33026,33069,24965,-0.5084541789518022
2023-10-06,33068,33534,32984,33196,29024,0.38404548066164684
2023-10-10,33618,33703,32686,32814,38393,-1.1507410531389324
2023-10-11,33025,34169,33025,33661,43024,2.581215334918023
2023-10-12,33618,33872,33406,33661,28471,0.0
2023-10-13,33280,33534,33026,33069,25839,-1.7587118623926798
2023-10-16,33026,33238,32687,33238,43097,0.5110526474946324
2023-10-17,33407,33788,33237,33492,20735,0.7641855707322943
2023-10-18,33153,33577,33153,33450,13680,-0.1254030813328556
2023-10-19,33110,33364,32687,32772,49429,-2.0269058295964126
2023-10-20,32687,33915,32264,33450,62577,2.0688392530208715
2023-10-23,33492,33577,33153,33450,18019,0.0
2023-10-24,33745,33915,33025,33661,18852,0.6307922272047832
2023-10-25,33618,34381,33618,34127,28558,1.384391432221265
2023-10-26,33788,34931,33788,34508,43480,1.116418085386937
2023-10-27,34846,35058,34380,34550,35050,0.12171090761562536
2023-10-30,34296,34762,33830,33958,32386,-1.7134587554269176
2023-10-31,33958,35313,33958,35059,67858,3.242240414629837
2023-11-01,35058,37683,35058,37641,170730,7.3647280298924676
2023-11-02,37726,38319,36879,38023,116267,1.0148508275550596
2023-11-03,37726,38065,36964,37430,44421,-1.5595823580464456
2023-11-06,37895,37895,36794,37514,43272,0.224418915308576
2023-11-07,37090,37344,36667,36752,34611,-2.031241669776617
2023-11-08,36921,38615,36836,37980,83074,3.341314758380496
2023-11-09,38699,40224,38699,40097,187035,5.573986308583465
2023-11-10,39674,40097,38192,38531,137334,-3.9055290919520163
2023-11-13,38869,40351,38869,39801,102800,3.296047338506657
2023-11-14,39927,40139,38826,39081,56068,-1.8089997738750283
2023-11-15,39504,40435,39038,40224,78695,2.924694864512167
2023-11-16,40181,40224,38911,38954,60866,-3.1573190135242646
2023-11-17,39038,39462,38657,38954,49669,0.0
2023-11-20,39547,39801,38954,39293,50361,0.8702572264722492
2023-11-21,39292,39716,38911,38954,47808,-0.8627490901687324
2023-11-22,38572,39208,38403,39208,40448,0.6520511372387945
2023-11-23,39589,39885,39165,39462,53976,0.647826974086921
2023-11-24,39674,39716,39165,39293,24310,-0.4282600983224367
2023-11-27,39292,39461,38445,38615,30630,-1.7254981803374647
2023-11-28,38869,39377,38615,39039,39120,1.0980189045707627
2023-11-29,38658,39293,38361,38531,31804,-1.3012628397243782
2023-11-30,38827,38827,37514,38065,75056,-1.209415795074096
2023-12-01,37980,38785,37684,38658,28132,1.557861552607382
2023-12-04,38784,38784,38191,38573,54647,-0.21987686895338612
2023-12-05,38319,39674,38149,39166,52907,1.5373447748425064
2023-12-06,39546,39546,38995,39377,25105,0.5387325741714752
2023-12-07,39165,39843,38700,39674,49348,0.7542474033064986
2023-12-08,39674,39843,39123,39547,36799,-0.3201088874325755
2023-12-11,39843,39843,39250,39462,20274,-0.21493412901105016
2023-12-12,39377,39970,39377,39759,125874,0.7526227763417972
2023-12-13,39758,41155,39419,40732,95744,2.447244649010287
2023-12-14,40901,41028,39970,40309,67587,-1.038495531768634
2023-12-15,40309,40436,39589,39674,29664,-1.5753305713364263
2023-12-18,39673,39927,39504,39589,26857,-0.21424610576195996
2023-12-19,39419,40478,39377,40436,20270,2.1394831897749373
2023-12-20,40647,40901,40266,40732,44583,0.7320209714116135
2023-12-21,40266,41748,40224,41579,86290,2.07944613571639
2023-12-22,41579,41833,41155,41325,52883,-0.610885302676832
2023-12-26,41663,41706,40732,41706,33381,0.9219600725952813
2023-12-27,41494,41494,40435,40944,49665,-1.827075240972522
2023-12-28,40690,40986,40097,40267,35053,-1.6534779210629154
2024-01-02,40139,41070,40139,40732,28999,1.154791764968833
2024-01-03,41282,44035,40986,43019,191745,5.614750073652165
2024-01-04,43273,43357,41325,41537,77059,-3.4449894232780864
2024-01-05,41664,42214,41113,41410,50723,-0.3057514986638419
2024-01-08,41410,41833,40817,41241,37860,-0.40811398212992034
2024-01-09,41664,41664,41113,41156,25258,-0.2061055745495987
2024-01-10,41155,41875,40901,41410,37720,0.6171639615122947
2024-01-11,41621,43103,41282,42299,79010,2.1468244385414152
2024-01-12,42680,43442,42341,43358,76375,2.503605286176978
2024-01-15,42765,43696,42426,42850,52840,-1.1716407583375616
2024-01-16,42595,43188,42595,42850,79586,0.0
2024-01-17,42800,42900,39900,40000,68487,-6.651108518086348
2024-01-18,40750,40750,39300,39600,29642,-1.0
2024-01-19,39600,40750,39600,39950,21307,0.8838383838383838
2024-01-22,40300,40300,39500,39500,26376,-1.1264080100125156
2024-01-23,39850,40700,39400,40450,23303,2.4050632911392404
2024-01-24,40750,40750,40050,40350,16687,-0.2472187886279357
2024-01-25,40350,41100,40150,41000,21870,1.6109045848822798
2024-01-26,40600,41350,40550,40800,11332,-0.4878048780487805
2024-01-29,41000,41050,40300,40300,22713,-1.2254901960784315
2024-01-30,40300,42800,40200,42500,60756,5.459057071960298
2024-01-31,42300,42700,41300,42000,33480,-1.1764705882352942
2024-02-01,41450,44300,41450,43100,73789,2.619047619047619
2024-02-02,43050,43600,42400,42850,32465,-0.580046403712297
2024-02-05,43150,43450,42400,43300,40367,1.0501750291715286
2024-02-06,42900,43700,42600,42800,29514,-1.1547344110854503
2024-02-07,43050,43300,42500,43300,22024,1.1682242990654206
2024-02-08,42850,43250,42250,42500,42893,-1.8475750577367205
2024-02-13,42700,43250,42650,42800,42335,0.7058823529411765
2024-02-14,43900,44300,42000,42700,126954,-0.23364485981308408
2024-02-15,43450,46950,43150,46000,433421,7.728337236533958
2024-02-16,46000,47650,45300,47100,183284,2.391304347826087
2024-02-19,47000,47850,46850,47050,76991,-0.10615711252653928
2024-02-20,47250,47500,45800,46500,87607,-1.1689691817215728
2024-02-21,46700,48700,46150,48600,220244,4.516129032258064
2024-02-22,48500,49500,47600,48750,128907,0.30864197530864196
2024-02-23,48550,48550,47600,47700,56619,-2.1538461538461537
2024-02-26,47700,47950,46750,46850,64973,-1.781970649895178
2024-02-27,47000,47450,45600,46050,90124,-1.7075773745997866
2024-02-28,46200,46900,45150,46700,71399,1.4115092290988056
2024-02-29,46300,46800,45750,46350,65168,-0.7494646680942184
2024-03-04,46500,46900,46000,46450,60020,0.2157497303128371
2024-03-05,45950,46200,45400,45950,52314,-1.0764262648008611
2024-03-06,45600,46200,45350,45600,39988,-0.7616974972796519
2024-03-07,45800,46700,45450,46100,77838,1.0964912280701753
2024-03-08,46100,46550,45850,46150,57966,0.10845986984815618
2024-03-11,46850,47400,46250,46600,54876,0.9750812567713976
2024-03-12,47000,47150,46000,46600,68501,0.0
2024-03-13,47000,47000,46300,46600,25858,0.0
2024-03-14,46950,47150,41050,41100,524134,-11.802575107296137
2024-03-15,41850,44050,41600,42800,248844,4.13625304136253
2024-03-18,42750,43000,41900,42400,56136,-0.9345794392523363
2024-03-19,42300,42950,42100,42100,38355,-0.7075471698113208
2024-03-20,42500,42650,41950,42300,45318,0.4750593824228029
2024-03-21,42550,42850,41950,42400,40325,0.2364066193853428
2024-03-22,42100,42900,41950,42250,38515,-0.3537735849056604
2024-03-25,42250,43100,42000,42550,32342,0.7100591715976331
2024-03-26,43000,43250,42200,42900,41719,0.8225616921269095
2024-03-27,42500,43500,42500,43000,72230,0.2331002331002331
2024-03-28,43000,43800,42050,42350,76149,-1.5116279069767442
2024-03-29,42450,42450,40900,41350,77049,-2.3612750885478158
2024-04-01,41500,42100,41300,41800,47609,1.0882708585247884
2024-04-02,41650,42400,41250,41400,66051,-0.9569377990430622
2024-04-03,41400,41400,40400,40500,54624,-2.1739130434782608
2024-04-04,40750,40950,40150,40350,40499,-0.3703703703703704
2024-04-05,40000,40500,39750,40350,57817,0.0
2024-04-08,40100,40500,39900,40100,18076,-0.6195786864931847
2024-04-09,40500,40600,40000,40200,20164,0.24937655860349126
2024-04-11,39650,40000,39300,39400,50310,-1.9900497512437811
2024-04-12,39700,40350,39550,40050,57950,1.6497461928934012
2024-04-15,40050,40200,39200,39550,48035,-1.2484394506866416
2024-04-16,39050,40800,39000,40550,52092,2.5284450063211126
2024-04-17,40550,41250,40450,40700,33874,0.36991368680641185
2024-04-18,40450,41000,40400,40650,25584,-0.12285012285012285
2024-04-19,40300,40950,39800,40700,37852,0.12300123001230012
2024-04-22,41100,42250,40800,41900,52261,2.9484029484029484
2024-04-23,42600,45300,42350,43950,226090,4.892601431980907
2024-04-24,44450,45000,43750,44200,68551,0.5688282138794084
2024-04-25,43800,44550,43650,44150,25102,-0.11312217194570137
2024-04-26,43850,44200,43850,44000,18733,-0.33975084937712347
2024-04-29,44100,44500,43700,44500,57070,1.1363636363636365
2024-04-30,44500,44700,43400,43750,60589,-1.6853932584269662
2024-05-02,43500,44100,43500,43900,23846,0.34285714285714286
2024-05-03,44050,44050,43250,43500,42627,-0.9111617312072893
2024-05-07,43800,44100,43450,43600,35484,0.22988505747126436
2024-05-08,43400,43900,43200,43350,28334,-0.573394495412844
2024-05-09,45150,45750,44250,44900,214277,3.575547866205306
2024-05-10,44900,45750,44500,45550,180574,1.447661469933185
2024-05-13,45850,48900,45650,48000,232772,5.378704720087816
2024-05-14,48000,48200,46750,47450,83468,-1.1458333333333333
2024-05-16,47750,47800,46250,46400,68417,-2.212855637513172
2024-05-17,46400,47150,45550,46400,73562,0.0
2024-05-20,46850,46850,44850,45250,92621,-2.478448275862069
2024-05-21,44950,45950,44450,44950,59067,-0.6629834254143646
2024-05-22,44950,45550,44700,45200,37783,0.5561735261401557
2024-05-23,45000,45300,44300,45000,42709,-0.4424778761061947
2024-05-24,44600,45000,44200,44650,31528,-0.7777777777777778
2024-05-27,44900,45400,44450,44550,43700,-0.22396416573348266
2024-05-28,44600,44700,43450,43800,52825,-1.6835016835016834
2024-05-29,43400,43750,42900,43100,78646,-1.5981735159817352
2024-05-30,42750,43700,42750,43400,25186,0.6960556844547563
2024-05-31,43650,44250,43350,44250,43738,1.9585253456221197
2024-06-03,44400,45150,44250,45100,48387,1.92090395480226
2024-06-04,44700,45000,44100,44200,26818,-1.9955654101995564
2024-06-05,44150,44250,43550,43600,29254,-1.3574660633484164
2024-06-07,43600,45100,43550,44600,56106,2.293577981651376
2024-06-10,44200,44600,43650,44200,35537,-0.8968609865470852
2024-06-11,44150,44400,43600,43900,22692,-0.6787330316742082
2024-06-12,43600,44100,43600,44100,16105,0.45558086560364464
2024-06-13,43950,44250,43500,43500,50858,-1.3605442176870748
2024-06-14,43400,43650,42900,43200,50322,-0.6896551724137931
2024-06-17,43050,43900,43050,43800,23114,1.3888888888888888
2024-06-18,43750,44300,43400,44050,28331,0.5707762557077625
2024-06-19,44300,45100,43900,44500,75014,1.0215664018161181
2024-06-20,44750,45750,44150,45700,85736,2.696629213483146
2024-06-21,45500,46000,44800,45400,47065,-0.6564551422319475
2024-06-24,45500,46650,44950,45750,71843,0.7709251101321586
2024-06-25,46200,47500,46000,47200,95778,3.169398907103825
2024-06-26,46900,47550,46400,46450,72524,-1.5889830508474576
2024-06-27,46250,46700,45400,45650,45904,-1.7222820236813776
2024-06-28,45700,46650,45700,46100,37989,0.9857612267250823
2024-07-01,46150,46250,45150,45800,52889,-0.6507592190889371
2024-07-02,45500,46150,45050,45950,43690,0.32751091703056767
2024-07-03,45850,45950,44950,45200,43180,-1.632208922742111
2024-07-04,45300,45750,44800,45250,34356,0.11061946902654868
2024-07-05,45500,45800,45100,45450,39178,0.44198895027624313
2024-07-08,45250,46700,44950,46350,49608,1.9801980198019802
2024-07-09,46550,46550,45800,46050,30902,-0.6472491909385114
2024-07-10,46000,46600,45550,46300,33977,0.5428881650380022
2024-07-11,46400,46600,45850,46300,52680,0.0
2024-07-12,46350,48250,46250,46450,87373,0.32397408207343414
2024-07-15,46850,47250,46050,46950,56965,1.0764262648008611
