날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,1576262784900,185539,26974571500,10848333
2023-06-08,1548057119100,220076,31619952900,10848333
2023-06-09,1554566118900,266598,38193160200,10848333
2023-06-12,1613147117100,458693,68544473200,10848333
2023-06-13,1609892617200,273375,40441051200,10848333
2023-06-14,1505748620400,430701,62113369900,10848333
2023-06-15,1516596953400,232422,32820749500,10848333
2023-06-16,1510087953600,267206,36638611100,10848333
2023-06-19,1482967121100,199241,27122571000,10848333
2023-06-20,1517893201000,566028,74491183970,11586971
2023-06-21,1498195350300,250740,32874601400,11586971
2023-06-22,1500263163000,176038,22834406400,11629947
2023-06-23,1482818242500,206224,26313943000,11629947
2023-06-26,1465373322000,173700,21868356600,11629947
2023-06-27,1444439417400,194030,23975134100,11629947
2023-06-28,1403734602900,209914,25572958500,11629947
2023-06-29,1403734602900,158397,19218548100,11629947
2023-06-30,1438624443900,111528,13629038500,11629947
2023-07-03,1474677279600,176364,22354527400,11629947
2023-07-04,1487470221300,219340,28070866500,11629947
2023-07-05,1564227871500,444309,59151863000,11629947
2023-07-06,1514219099400,299964,38939934300,11629947
2023-07-07,1523523057000,322717,41218897850,11629947
2023-07-10,1486307226600,260595,33371759300,11629947
2023-07-11,1545619956300,292125,38905086800,11629947
2023-07-12,1551434929800,215036,28621247400,11629947
2023-07-13,1564227871500,225261,29889923800,11629947
2023-07-14,1538641988100,302574,39673238100,11629947
2023-07-17,1520034072900,360661,46506598900,11629947
2023-07-18,1693320283200,1474116,212380672800,11629947
2023-07-19,1679364346800,713693,103809383900,11629947
2023-07-20,1684016325600,409433,59192164100,11629947
2023-07-21,1703787235500,415665,60324964500,11629947
2023-07-24,2018346795200,2311352,384982349100,11707348
2023-07-25,2086249413600,1274502,229873896500,11707348
2023-07-26,1937566094000,3224010,607932185200,11707348
2023-07-27,1698736194800,1136503,174873397200,11707348
2023-07-28,1835712166400,707489,106830415100,11707348
2023-07-31,1924688011200,439078,72047772800,11707348
2023-08-01,1829858492400,597766,95965967500,11707348
2023-08-02,1737370443200,336674,51120498400,11707348
