날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,104660,82.04,0.86,1097,0.0,0
2023-06-08,104660,82.68,0.87,1097,0.0,0
2023-06-09,104660,87.06,0.91,1097,0.0,0
2023-06-12,104660,86.05,0.9,1097,0.0,0
2023-06-13,104660,84.78,0.89,1097,0.0,0
2023-06-14,104660,83.14,0.87,1097,0.0,0
2023-06-15,104660,84.41,0.88,1097,0.0,0
2023-06-16,104660,87.88,0.92,1097,0.0,0
2023-06-19,104660,89.88,0.94,1097,0.0,0
2023-06-20,104660,89.79,0.94,1097,0.0,0
2023-06-21,104660,93.07,0.98,1097,0.0,0
2023-06-22,104660,92.25,0.97,1097,0.0,0
2023-06-23,104660,91.16,0.96,1097,0.0,0
2023-06-26,104660,92.07,0.97,1097,0.0,0
2023-06-27,104660,92.16,0.97,1097,0.0,0
2023-06-28,104660,92.34,0.97,1097,0.0,0
2023-06-29,104660,91.61,0.96,1097,0.0,0
2023-06-30,104660,104.74,1.1,1097,0.0,0
2023-07-03,104660,105.93,1.11,1097,0.0,0
2023-07-04,104660,111.39,1.17,1097,0.0,0
2023-07-05,104660,113.31,1.19,1097,0.0,0
2023-07-06,104660,110.39,1.16,1097,0.0,0
2023-07-07,104660,111.12,1.16,1097,0.0,0
2023-07-10,104660,112.4,1.18,1097,0.0,0
2023-07-11,104660,122.7,1.29,1097,0.0,0
2023-07-12,104660,122.15,1.28,1097,0.0,0
2023-07-13,104660,128.81,1.35,1097,0.0,0
2023-07-14,104660,119.69,1.25,1097,0.0,0
2023-07-17,104660,119.69,1.25,1097,0.0,0
2023-07-18,104660,117.59,1.23,1097,0.0,0
2023-07-19,104660,119.69,1.25,1097,0.0,0
2023-07-20,104660,121.7,1.28,1097,0.0,0
2023-07-21,104660,118.96,1.25,1097,0.0,0
2023-07-24,104660,121.24,1.27,1097,0.0,0
2023-07-25,104660,135.64,1.42,1097,0.0,0
2023-07-26,104660,122.79,1.29,1097,0.0,0
2023-07-27,104660,115.31,1.21,1097,0.0,0
2023-07-28,104660,122.42,1.28,1097,0.0,0
2023-07-31,104660,159.07,1.67,1097,0.0,0
2023-08-01,104660,150.05,1.57,1097,0.0,0
2023-08-02,104660,151.87,1.59,1097,0.0,0
2023-08-03,104660,170.19,1.78,1097,0.0,0
2023-08-04,104660,157.52,1.65,1097,0.0,0
2023-08-07,104660,159.25,1.67,1097,0.0,0
2023-08-08,104660,172.2,1.8,1097,0.0,0
2023-08-09,104660,174.38,1.83,1097,0.0,0
2023-08-10,104660,170.28,1.78,1097,0.0,0
2023-08-11,104660,170.28,1.78,1097,0.0,0
2023-08-14,104660,171.47,1.8,1097,0.0,0
2023-08-16,104660,169.55,1.78,1097,0.0,0
2023-08-17,104660,170.37,1.79,1097,0.0,0
2023-08-18,104660,169.55,1.78,1097,0.0,0
2023-08-21,104660,174.02,1.82,1097,0.0,0
2023-08-22,104660,185.05,1.94,1097,0.0,0
2023-08-23,104660,173.02,1.81,1097,0.0,0
2023-08-24,104660,173.47,1.82,1097,0.0,0
2023-08-25,104660,176.39,1.85,1097,0.0,0
2023-08-28,104660,173.29,1.82,1097,0.0,0
2023-08-29,104660,175.57,1.84,1097,0.0,0
2023-08-30,104660,174.29,1.83,1097,0.0,0
2023-08-31,104660,182.77,1.92,1097,0.0,0
2023-09-01,104660,169.46,1.78,1097,0.0,0
2023-09-04,104660,170.46,1.79,1097,0.0,0
2023-09-05,104660,167.18,1.75,1097,0.0,0
2023-09-06,104660,164.72,1.73,1097,0.0,0
2023-09-07,104660,161.08,1.69,1097,0.0,0
2023-09-08,104660,159.53,1.67,1097,0.0,0
2023-09-11,104660,168.28,1.76,1097,0.0,0
2023-09-12,104660,168.64,1.77,1097,0.0,0
2023-09-13,104660,158.98,1.67,1097,0.0,0
2023-09-14,104660,161.08,1.69,1097,0.0,0
2023-09-15,104660,166.55,1.75,1097,0.0,0
2023-09-18,104660,169.37,1.78,1097,0.0,0
2023-09-19,104660,174.02,1.82,1097,0.0,0
2023-09-20,104660,169.92,1.78,1097,0.0,0
2023-09-21,104660,166.91,1.75,1097,0.0,0
2023-09-22,104660,167.91,1.76,1097,0.0,0
2023-09-25,104660,155.06,1.63,1097,0.0,0
2023-09-26,104660,151.78,1.59,1097,0.0,0
2023-09-27,104660,154.97,1.62,1097,0.0,0
2023-10-04,104660,146.95,1.54,1097,0.0,0
2023-10-05,104660,147.31,1.54,1097,0.0,0
2023-10-06,104660,147.68,1.55,1097,0.0,0
2023-10-10,104660,148.31,1.55,1097,0.0,0
