날짜,시가,고가,저가,종가,거래량,등락률
2023-06-07,10149,10432,10032,10366,532197,1.6274509803921569
2023-06-08,10282,11299,10016,11116,1529130,7.2351919737603705
2023-06-09,11133,11500,10966,11300,1316499,1.6552716804605974
2023-06-12,11300,11433,10916,11300,569520,0.0
2023-06-13,11300,11583,11083,11100,715836,-1.7699115044247788
2023-06-14,11200,11333,10550,10650,1019874,-4.054054054054054
2023-06-15,10916,11116,10666,10933,837765,2.6572769953051645
2023-06-16,10933,11149,10699,11083,763395,1.3719930485685539
2023-06-19,11216,12232,10916,11616,2185005,4.809167192998285
2023-06-20,11632,11882,10982,11766,1242399,1.2913223140495869
2023-06-21,11799,12399,11616,11866,1502457,0.8499065102838688
2023-06-22,11616,12382,11432,11666,1108911,-1.6854879487611663
2023-06-23,11682,12449,11632,12166,1504458,4.285959197668438
2023-06-26,12066,12332,11816,12266,683121,0.821962847279303
2023-06-27,12532,13099,11849,11966,1763397,-2.445785097016142
2023-06-28,11982,12182,11483,11483,1055811,-4.036436570282468
2023-06-29,11666,12232,11583,12133,1213569,5.660541670295219
2023-06-30,12000,12000,11566,11700,1155582,-3.5687793620703867
2023-07-03,11866,12999,11799,12783,2360346,9.256410256410257
2023-07-04,12833,12982,12516,12833,736272,0.39114448877415314
2023-07-05,13199,13749,12382,12716,2544108,-0.9117119925192861
2023-07-06,12600,12716,11783,11900,1496811,-6.417112299465241
2023-07-07,11816,12400,11500,12000,1038687,0.8403361344537815
2023-07-10,12049,12065,11216,11366,1343799,-5.283333333333333
2023-07-11,11566,12283,11500,12150,1040379,6.897765264824916
2023-07-12,12332,12632,12099,12466,938247,2.60082304526749
2023-07-13,12716,14832,12716,14783,6535176,18.586555430771696
2023-07-14,14616,15215,14366,15116,3463110,2.252587431509166
2023-07-17,14932,15399,14532,15366,1439082,1.6538766869542205
2023-07-18,15216,15366,14449,14533,1305363,-5.421059481973187
2023-07-19,14482,14665,13649,14016,1607862,-3.557421041767013
2023-07-20,14133,18100,14133,16900,9636306,20.57648401826484
2023-07-21,16766,17300,16266,16700,2759232,-1.183431952662722
2023-07-24,16349,16832,15482,16566,2707386,-0.8023952095808383
2023-07-25,16283,18300,16216,17000,3675846,2.619823735361584
2023-07-26,17299,17799,15466,15983,3114501,-5.982352941176471
2023-07-27,16149,18999,15933,18333,4172835,14.703122067196398
2023-07-28,18100,19233,17800,18800,1833735,2.547319042164403
2023-07-31,18800,19033,18033,18600,1098474,-1.0638297872340425
2023-08-01,18465,18765,17299,18366,1506984,-1.2580645161290323
2023-08-02,18299,19499,16699,16866,3715563,-8.167265599477295
2023-08-03,16665,17099,15766,16516,2457210,-2.0751808371872404
2023-08-04,16466,16966,15900,16000,1256112,-3.1242431581496732
2023-08-07,15866,16099,14949,15133,1619385,-5.41875
2023-08-08,15349,15599,14466,14666,1915200,-3.0859710566312035
2023-08-09,14666,14849,14233,14500,1167183,-1.1318696304377474
2023-08-10,14066,14200,13616,14000,1778019,-3.4482758620689653
2023-08-11,13950,14300,13900,14000,1049109,0.0
2023-08-14,13699,13915,13465,13466,683439,-3.8142857142857145
2023-08-16,13566,13966,13300,13400,1417320,-0.49012327342937767
2023-08-17,13266,13832,12916,13483,1349376,0.6194029850746269
2023-08-18,13316,14782,13016,14033,2623197,4.079210858117629
2023-08-21,14266,14366,13350,13400,1026513,-4.5107959809021585
2023-08-22,14066,14400,12816,13000,1806360,-2.9850746268656714
2023-08-23,13049,13366,12549,12733,1047831,-2.053846153846154
2023-08-24,13166,13932,13133,13183,2255751,3.5341239299458103
2023-08-25,12766,12916,12283,12300,1267893,-6.698020177501328
2023-08-28,12466,12616,12100,12250,770058,-0.40650406504065045
2023-08-29,12333,12699,12333,12633,726786,3.126530612244898
2023-08-30,12932,13299,12816,13166,1091367,4.219108683606428
2023-08-31,13133,13949,12749,13833,1356378,5.066079295154185
2023-09-01,14083,15066,14083,14683,3027564,6.14472637894889
2023-09-04,14832,15199,14266,14383,1177764,-2.0431791868146836
2023-09-05,14249,14599,13849,14283,804546,-0.6952652436904679
2023-09-06,14550,14950,13666,13850,967776,-3.0315759994398936
2023-09-07,13566,14365,13549,13616,1317102,-1.6895306859205774
2023-09-08,13666,13716,12300,12550,2771418,-7.829024676850764
2023-09-11,12632,12916,12399,12916,868611,2.9163346613545817
2023-09-12,13083,13083,12616,12700,621447,-1.672344379064726
2023-09-13,12715,13132,12649,12666,878082,-0.26771653543307083
2023-09-14,12799,13382,12733,13383,895965,5.660824253908101
2023-09-15,13415,13499,12916,13016,749700,-2.7422849884181426
2023-09-18,12699,12799,12133,12183,940479,-6.3998156115550096
2023-09-19,12232,12382,11416,11466,1283997,-5.8852499384388075
2023-09-20,11532,11582,11216,11366,483453,-0.8721437292865863
2023-09-21,11283,11283,10900,10950,462966,-3.6600387119479145
2023-09-22,10699,11049,10649,10866,361584,-0.7671232876712328
2023-09-25,10850,10966,10666,10750,245676,-1.0675501564513161
2023-09-26,10766,10916,10533,10683,258633,-0.6232558139534884
2023-09-27,10549,10899,10499,10883,301788,1.8721332958906673
2023-10-04,10766,10766,10383,10450,476118,-3.9786823486171095
2023-10-05,10633,10866,10266,10400,520215,-0.4784688995215311
2023-10-06,10316,10566,10316,10483,181836,0.798076923076923
2023-10-10,10566,10682,9999,10083,427608,-3.815701612133931
2023-10-11,10250,10733,10250,10500,341883,4.135673906575424
2023-10-12,10616,10849,10549,10766,396801,2.533333333333333
2023-10-13,10683,11433,10583,11100,638064,3.1023592792123353
2023-10-16,10915,10932,10566,10766,334530,-3.0090090090090094
2023-10-17,10950,11333,10666,11050,415647,2.6379342374140813
2023-10-18,10799,11299,10732,11066,260085,0.14479638009049772
2023-10-19,10782,11032,10416,10466,379161,-5.422013374299657
2023-10-20,10400,11066,10116,10600,754992,1.2803363271545958
2023-10-23,10700,10900,10250,10250,385680,-3.30188679245283
2023-10-24,10400,11000,10400,11000,587277,7.317073170731707
2023-10-25,10999,11599,10849,11066,765189,0.6
2023-10-26,10616,10883,10500,10550,444576,-4.662931501897704
2023-10-27,10750,10816,9966,10050,667941,-4.739336492890995
2023-10-30,9983,10099,9766,10033,378378,-0.1691542288557214
2023-10-31,10166,10332,9416,9483,789237,-5.4819096979966115
2023-11-01,9549,11099,9549,10733,1684506,13.181482653168827
2023-11-02,11150,12216,11133,12000,2353641,11.804714432125222
2023-11-03,12016,12199,11866,11883,768621,-0.975
2023-11-06,12033,12949,11783,12883,1569993,8.415383320710259
2023-11-07,12816,13565,12649,13266,1580475,2.972910036482186
2023-11-08,13433,13816,12900,13200,1102368,-0.4975124378109453
2023-11-09,13216,13482,12499,12733,773778,-3.5378787878787876
2023-11-10,12532,13365,12432,13116,736665,3.007932144820545
2023-11-13,12899,13382,12316,12666,833118,-3.43092406221409
2023-11-14,12732,12782,12083,12583,565161,-0.6552976472445918
2023-11-15,13066,14332,13016,14016,1771641,11.388381149169515
2023-11-16,14032,14282,13466,13983,877959,-0.23544520547945205
2023-11-17,13999,14299,13516,13616,812310,-2.6246156046628046
2023-11-20,13666,14166,13316,13833,640023,1.5937132784958872
2023-11-21,14099,14950,14016,14200,1965993,2.6530759777344035
2023-11-22,13833,14916,13816,14650,804261,3.169014084507042
2023-11-23,14649,14716,13816,13833,980919,-5.57679180887372
2023-11-24,13983,14666,13766,14233,770391,2.891635943034772
2023-11-27,14332,14582,13899,14133,526473,-0.7025925665706456
2023-11-28,14332,14332,13632,13916,830943,-1.5354135710747894
2023-11-29,14015,14149,13532,13766,686019,-1.0778959471112388
2023-11-30,14499,16215,14216,15816,6276903,14.891762312944937
2023-12-01,15999,16449,15432,15666,2797005,-0.9484066767830045
2023-12-04,15499,15599,14966,15233,1152093,-2.763947402017107
2023-12-05,14899,15266,13899,14033,1412538,-7.877634083896804
2023-12-06,14149,14632,13632,14316,948963,2.016674980403335
2023-12-07,13965,14165,13632,13666,744504,-4.5403744062587315
2023-12-08,14366,15349,14249,15116,2075937,10.610273671886434
2023-12-11,15566,15783,15000,15200,1306938,0.5557025668166181
2023-12-12,15900,16250,15333,15900,2370471,4.605263157894736
2023-12-13,15900,16000,15083,15500,1153905,-2.515723270440252
2023-12-14,15899,16032,14566,15033,1558539,-3.012903225806452
2023-12-15,14965,15165,14582,14766,639024,-1.776092596288166
2023-12-18,15016,15649,14782,15566,1060632,5.4178518217526745
2023-12-19,15415,15632,15082,15166,478695,-2.569703199280483
2023-12-20,15182,15416,14799,14933,530538,-1.536331267308453
2023-12-21,14599,15299,14532,14866,518565,-0.4486707292573495
2023-12-22,15199,15482,14683,14883,801711,0.11435490380734563
2023-12-26,14916,15032,14349,14883,714837,0.0
2023-12-27,14949,15632,14949,15533,926682,4.367399045891285
2023-12-28,15765,15782,15332,15616,540276,0.534346230605807
2024-01-02,15666,16833,15649,16833,2341314,7.793288934426229
2024-01-03,16899,18499,16866,17766,3602853,5.5426840135448225
2024-01-04,17432,17932,17099,17166,1069425,-3.3772374197906116
2024-01-05,17365,17399,16649,17166,579105,0.0
2024-01-08,17366,17965,17166,17566,845067,2.330187580100198
2024-01-09,18000,18000,17633,17700,679632,0.7628372993282477
2024-01-10,17699,17699,16899,17433,714369,-1.5084745762711864
2024-01-11,17733,18666,17666,18633,1471152,6.883496816382722
2024-01-12,18865,19399,17832,18066,1607547,-3.042988246659153
2024-01-15,18366,18600,17333,17600,1256220,-2.5794309753127425
2024-01-16,19360,21250,17600,17770,2361355,0.9659090909090908
2024-01-17,18000,18340,17060,17650,394911,-0.6752954417557682
2024-01-18,17530,17760,16800,16960,333750,-3.9093484419263453
2024-01-19,17160,19320,17160,18260,985750,7.665094339622641
2024-01-22,18650,23700,18440,21550,4830445,18.01752464403067
2024-01-23,21700,22700,20700,22700,1224833,5.336426914153132
2024-01-24,22300,22300,20750,20850,737821,-8.149779735682818
2024-01-25,21050,22050,19760,19830,927251,-4.892086330935252
2024-01-26,19470,19940,18930,19100,446219,-3.681290973272819
2024-01-29,19100,19360,18060,18600,493191,-2.6178010471204187
2024-01-30,18750,19120,18050,18590,372464,-0.053763440860215055
2024-01-31,18050,18400,17070,17100,539097,-8.015061861215706
2024-02-01,17110,17240,16350,16550,431333,-3.216374269005848
2024-02-02,16690,19830,16570,18230,905750,10.15105740181269
2024-02-05,18200,18750,17540,18660,422729,2.35874931431706
2024-02-06,17420,19590,17390,18580,1243831,-0.4287245444801715
2024-02-07,18580,18580,17500,17540,377268,-5.597416576964478
2024-02-08,17450,17950,16830,17450,2030133,-0.5131128848346637
2024-02-13,17700,18950,17680,17980,2155169,3.037249283667622
2024-02-14,17530,17770,17140,17290,1344168,-3.8375973303670743
2024-02-15,17430,18380,17340,17380,1982766,0.5205320994794679
2024-02-16,17830,18850,17640,18180,3058610,4.602991944764097
2024-02-19,18290,19420,17970,18210,1909006,0.16501650165016502
2024-02-20,18220,18500,17810,17960,778603,-1.3728720483250962
2024-02-21,17950,18960,17640,18270,2315442,1.7260579064587973
2024-02-22,18900,20600,18410,20500,7398557,12.205801860974274
2024-02-23,21400,22400,20100,20250,5276873,-1.2195121951219512
2024-02-26,20600,21500,19980,20550,1976568,1.4814814814814816
2024-02-27,20700,22550,20200,22150,3429594,7.785888077858881
2024-02-28,21650,22800,21350,21650,2995031,-2.2573363431151243
2024-02-29,21450,21600,20200,20600,1446626,-4.849884526558892
2024-03-04,21300,22200,20800,21000,1951995,1.9417475728155338
2024-03-05,21300,21650,20400,20650,1100202,-1.6666666666666667
2024-03-06,20400,20550,19830,20400,1745549,-1.2106537530266344
2024-03-07,20800,21950,20150,20250,1854989,-0.7352941176470588
2024-03-08,20900,21300,20300,20500,1423157,1.2345679012345678
2024-03-11,20000,20300,19640,19760,1211510,-3.6097560975609753
2024-03-12,19900,20850,19410,20750,1376573,5.010121457489879
2024-03-13,21200,21350,19990,20050,1163101,-3.3734939759036147
2024-03-14,19960,20150,19300,19360,972432,-3.4413965087281797
2024-03-15,19250,19660,18980,19350,733078,-0.05165289256198347
