date,indicator,indicator_name,category,frequency,ticker,open,high,low,close,adj_close,volume,unit,source,source_url,downloaded_at
2020-11-12,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,46.189998626708984,46.189998626708984,44.16999816894531,44.16999816894531,44.16999816894531,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-13,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,44.16999816894531,44.16999816894531,42.95000076293945,42.95000076293945,42.95000076293945,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-16,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.95000076293945,42.95000076293945,42.4900016784668,42.4900016784668,42.4900016784668,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-17,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.4900016784668,43.08000183105469,42.4900016784668,43.08000183105469,43.08000183105469,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-18,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.08000183105469,43.619998931884766,43.08000183105469,43.619998931884766,43.619998931884766,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-19,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.619998931884766,43.619998931884766,43.529998779296875,43.529998779296875,43.529998779296875,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-20,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.529998779296875,43.529998779296875,42.310001373291016,42.310001373291016,42.310001373291016,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-23,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.310001373291016,43.040000915527344,42.310001373291016,43.040000915527344,43.040000915527344,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-24,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.040000915527344,43.040000915527344,42.380001068115234,42.380001068115234,42.380001068115234,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-25,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.380001068115234,42.380001068115234,39.619998931884766,39.619998931884766,39.619998931884766,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-27,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,39.619998931884766,39.63999938964844,39.619998931884766,39.63999938964844,39.63999938964844,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-11-30,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,39.63999938964844,40.84000015258789,39.63999938964844,40.84000015258789,40.84000015258789,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-01,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,40.84000015258789,41.529998779296875,40.84000015258789,41.529998779296875,41.529998779296875,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-02,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,41.529998779296875,43.91999816894531,41.529998779296875,43.91999816894531,43.91999816894531,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-03,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.91999816894531,43.91999816894531,42.529998779296875,42.529998779296875,42.529998779296875,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-04,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.529998779296875,43.88999938964844,42.529998779296875,43.88999938964844,43.88999938964844,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-07,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.88999938964844,49.66999816894531,43.88999938964844,49.66999816894531,49.66999816894531,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-08,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,49.66999816894531,49.66999816894531,49.099998474121094,49.099998474121094,49.099998474121094,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-09,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,49.099998474121094,49.099998474121094,48.47999954223633,48.47999954223633,48.47999954223633,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-10,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,48.47999954223633,48.47999954223633,47.150001525878906,47.150001525878906,47.150001525878906,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-11,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,47.150001525878906,47.52000045776367,47.150001525878906,47.52000045776367,47.52000045776367,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-14,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,47.52000045776367,49.220001220703125,47.52000045776367,49.220001220703125,49.220001220703125,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-15,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,49.220001220703125,49.220001220703125,48.13999938964844,48.13999938964844,48.13999938964844,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-16,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,48.13999938964844,48.13999938964844,46.959999084472656,46.959999084472656,46.959999084472656,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-17,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,46.959999084472656,46.959999084472656,44.150001525878906,44.150001525878906,44.150001525878906,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-18,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,44.150001525878906,44.63999938964844,44.150001525878906,44.63999938964844,44.63999938964844,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-21,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,44.63999938964844,46.65999984741211,44.63999938964844,46.65999984741211,46.65999984741211,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-22,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,46.65999984741211,46.65999984741211,43.56999969482422,43.56999969482422,43.56999969482422,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-23,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,43.56999969482422,43.56999969482422,42.7400016784668,42.7400016784668,42.7400016784668,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-24,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.7400016784668,42.7400016784668,42.11000061035156,42.11000061035156,42.11000061035156,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-28,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,42.11000061035156,45.2599983215332,42.11000061035156,45.2599983215332,45.2599983215332,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-29,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,45.2599983215332,46.099998474121094,45.2599983215332,46.099998474121094,46.099998474121094,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-30,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,46.099998474121094,47.189998626708984,46.099998474121094,47.189998626708984,47.189998626708984,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2020-12-31,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,47.189998626708984,48.97999954223633,47.189998626708984,48.97999954223633,48.97999954223633,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-04,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,48.97999954223633,49.59000015258789,48.97999954223633,49.59000015258789,49.59000015258789,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-05,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,49.59000015258789,49.59000015258789,48.95000076293945,48.95000076293945,48.95000076293945,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-06,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,48.95000076293945,48.95000076293945,44.63999938964844,44.63999938964844,44.63999938964844,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-07,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,44.63999938964844,45.20000076293945,44.63999938964844,45.20000076293945,45.20000076293945,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
2021-01-08,move,ICE BofAML MOVE Index,bond_volatility,daily,^MOVE,45.20000076293945,45.20000076293945,44.810001373291016,44.810001373291016,44.810001373291016,0,Index,Yahoo Finance,https://finance.yahoo.com/quote/^MOVE,2026-06-05T21:39:22+09:00
