날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,21772,77.52,2.23,625,0.0,0
2023-06-08,21772,78.4,2.25,625,0.0,0
2023-06-09,21772,76.56,2.2,625,0.0,0
2023-06-12,21772,74.4,2.14,625,0.0,0
2023-06-13,21772,78.4,2.25,625,0.0,0
2023-06-14,21772,76.08,2.18,625,0.0,0
2023-06-15,21772,75.04,2.15,625,0.0,0
2023-06-16,21772,74.32,2.13,625,0.0,0
2023-06-19,21772,74.0,2.12,625,0.0,0
2023-06-20,21772,74.56,2.14,625,0.0,0
2023-06-21,21772,73.36,2.11,625,0.0,0
2023-06-22,21772,76.0,2.18,625,0.0,0
2023-06-23,21772,73.44,2.11,625,0.0,0
2023-06-26,21772,68.16,1.96,625,0.0,0
2023-06-27,21772,70.4,2.02,625,0.0,0
2023-06-28,21772,67.52,1.94,625,0.0,0
2023-06-29,21772,63.76,1.83,625,0.0,0
2023-06-30,21772,62.88,1.81,625,0.0,0
2023-07-03,21772,63.36,1.82,625,0.0,0
2023-07-04,21772,67.92,1.95,625,0.0,0
2023-07-05,21772,67.36,1.93,625,0.0,0
2023-07-06,21772,66.16,1.9,625,0.0,0
2023-07-07,21772,65.2,1.87,625,0.0,0
2023-07-10,21772,61.28,1.76,625,0.0,0
2023-07-11,21772,61.12,1.75,625,0.0,0
2023-07-12,21772,61.12,1.75,625,0.0,0
2023-07-13,21772,61.12,1.75,625,0.0,0
2023-07-14,21772,61.6,1.77,625,0.0,0
2023-07-17,21772,61.36,1.76,625,0.0,0
2023-07-18,21772,59.28,1.7,625,0.0,0
2023-07-19,21772,59.28,1.7,625,0.0,0
2023-07-20,21772,60.8,1.75,625,0.0,0
2023-07-21,21772,62.48,1.79,625,0.0,0
2023-07-24,21772,57.6,1.65,625,0.0,0
2023-07-25,21772,56.4,1.62,625,0.0,0
2023-07-26,21772,53.68,1.54,625,0.0,0
2023-07-27,21772,55.44,1.59,625,0.0,0
2023-07-28,21772,53.76,1.54,625,0.0,0
2023-07-31,21772,55.2,1.58,625,0.0,0
2023-08-01,21772,55.68,1.6,625,0.0,0
2023-08-02,21772,54.24,1.56,625,0.0,0
2023-08-03,21772,53.2,1.53,625,0.0,0
2023-08-04,21772,54.8,1.57,625,0.0,0
2023-08-07,21772,55.92,1.61,625,0.0,0
