ticker,period,buyback_count,dividend_count,insider_count,total_count,buyback_event_flag,buyback_count_3m,buyback_count_zscore_own_6m,dividend_event_flag,dividend_count_3m,dividend_count_zscore_own_6m,insider_event_flag,insider_count_3m,insider_count_zscore_own_6m,event_activity_score,event_activity_bucket
375500,2026-06-01,0,0,0,0,False,0,,False,1,-0.6454972243679027,False,3,-0.5504818825631803,0.12079317645306831,quiet
376300,2025-06-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376300,2025-07-01,0,0,1,1,False,0,,False,0,,True,1,,0.0,quiet
376300,2025-08-01,0,0,0,0,False,0,,False,0,,False,1,,0.0,quiet
376300,2025-09-01,0,0,0,0,False,0,,False,0,,False,1,-0.5,0.125,quiet
376300,2025-10-01,0,0,7,7,False,0,,False,0,,True,7,1.7707297566166729,0.31422747971805604,normal
376300,2025-11-01,0,0,1,1,False,0,,False,0,,True,8,-0.18257418583505536,0.15145215118041205,normal
376300,2025-12-01,0,0,0,0,False,0,,False,0,,False,8,-0.5477225575051661,0.12102312020790283,quiet
376300,2026-01-01,0,0,2,2,False,0,,False,0,,True,3,0.12198750911856662,0.17683229242654722,normal
376300,2026-02-01,0,2,0,2,False,0,,True,2,2.041241452319315,False,2,-0.6099375455928333,0.4491718712005972,normal
376300,2026-03-01,0,1,0,1,False,0,,True,3,0.5976143046671968,False,2,-0.6099375455928333,0.4491718712005972,normal
376300,2026-04-01,0,0,1,1,False,0,,False,3,-0.5976143046671968,True,1,0.4082482904638629,0.20068735753865527,normal
376300,2026-05-01,0,0,0,0,False,0,,False,1,-0.5976143046671968,False,1,-0.5976143046671966,0.11686547461106696,quiet
376300,2026-06-01,0,0,0,0,False,0,,False,0,-0.5976143046671968,False,1,-0.5976143046671966,0.11686547461106696,quiet
376900,2025-06-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2025-07-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2025-08-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2025-09-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2025-10-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2025-11-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2025-12-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2026-01-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2026-02-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2026-03-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
376900,2026-04-01,0,0,1,1,False,0,,False,0,,True,1,2.041241452319315,0.3333333333333333,normal
376900,2026-05-01,0,0,7,7,False,0,,False,0,,True,8,2.0203764263014956,0.3333333333333333,normal
376900,2026-06-01,0,0,0,0,False,0,,False,0,,False,8,-0.4753826885415284,0.1270514426215393,quiet
377300,2025-06-01,0,0,1,1,False,0,,False,0,,True,1,,0.0,quiet
377300,2025-07-01,0,0,4,4,False,0,,False,0,,True,5,,0.0,quiet
377300,2025-08-01,0,0,2,2,False,0,,False,0,,True,7,,0.0,quiet
377300,2025-09-01,0,0,6,6,False,0,,False,0,,True,12,1.2402159462046676,0.27001799551705563,normal
377300,2025-10-01,0,0,2,2,False,0,,False,0,,True,10,-0.5,0.125,quiet
377300,2025-11-01,0,0,3,3,False,0,,False,0,,True,11,0.0,0.16666666666666666,normal
377300,2025-12-01,0,0,4,4,False,0,,False,0,,True,9,0.32969023669789355,0.1941408530581578,normal
377300,2026-01-01,0,0,8,8,False,0,,False,0,,True,15,1.596298705393222,0.2996915587827685,normal
377300,2026-02-01,0,0,6,6,False,0,,False,0,,True,18,0.5234971031459842,0.21029142526216535,normal
377300,2026-03-01,0,0,1,1,False,0,,False,0,,True,15,-1.1504474832710556,0.07079604306074537,quiet
377300,2026-04-01,0,0,1,1,False,0,,False,0,,True,8,-1.0166707708822151,0.08194410242648208,quiet
377300,2026-05-01,0,0,4,4,False,0,,False,0,,True,6,0.0,0.16666666666666666,normal
377300,2026-06-01,0,0,0,0,False,0,,False,0,,False,5,-1.040312973220599,0.07997391889828342,quiet
383220,2025-06-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383220,2025-07-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383220,2025-08-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383220,2025-09-01,0,0,0,0,False,0,,False,0,,False,0,,0.0,quiet
383220,2025-10-01,0,0,1,1,False,0,,False,0,,True,1,1.788854381999832,0.31573786516665264,normal
383220,2025-11-01,1,0,1,2,True,1,2.041241452319315,False,0,,True,2,1.2909944487358056,0.6075828707279838,elevated_activity
383220,2025-12-01,0,0,0,0,False,1,-0.408248290463863,False,0,,False,2,-0.6454972243679027,0.11287523130267478,quiet
