date,close,volume,inst_net_volume,foreign_net_volume,foreign_shares,foreign_ratio_pct
2025-06-16,66400.0,216056.0,-60896.0,-58223.0,2821280.0,18.22
2025-06-17,66600.0,152542.0,-40662.0,20584.0,2842677.0,18.36
2025-06-18,66600.0,99629.0,-3881.0,-21196.0,2821300.0,18.22
2025-06-19,67100.0,95429.0,-2653.0,-18565.0,2819792.0,18.22
2025-06-20,69000.0,159541.0,276.0,30064.0,2849287.0,18.41
2025-06-23,66800.0,120468.0,-9171.0,-48515.0,2795151.0,18.06
2025-06-24,69300.0,169646.0,-1127.0,47871.0,2853283.0,18.43
2025-06-25,69700.0,104711.0,614.0,-4056.0,2849167.0,18.4
2025-06-26,70400.0,135433.0,-586.0,-18081.0,2828148.0,18.27
2025-06-27,68800.0,92345.0,1350.0,-45303.0,2772501.0,17.91
2025-06-30,71600.0,457138.0,16557.0,-16966.0,2765911.0,17.87
2025-07-01,71200.0,150277.0,16468.0,-24965.0,2741387.0,17.71
2025-07-02,70300.0,108482.0,-1588.0,-32883.0,2717766.0,17.56
2025-07-03,74000.0,350589.0,59467.0,71267.0,2840905.0,18.35
2025-07-04,74000.0,161212.0,42091.0,-17059.0,2815549.0,18.19
2025-07-07,70600.0,187449.0,-54560.0,-61986.0,2745696.0,17.74
2025-07-08,69800.0,133606.0,-15070.0,-27426.0,2718614.0,17.56
2025-07-09,69200.0,91263.0,-11217.0,-44806.0,2714696.0,17.54
2025-07-10,69400.0,80756.0,-3639.0,-28563.0,2652532.0,17.13
2025-07-11,70800.0,189650.0,19898.0,31733.0,2733453.0,17.66
2025-07-14,71100.0,115358.0,2859.0,-14922.0,2714047.0,17.53
2025-07-15,70700.0,81213.0,-4243.0,-27280.0,2680371.0,17.31
2025-07-16,69900.0,85391.0,4612.0,-16504.0,2651026.0,17.12
2025-07-17,70000.0,67686.0,-3560.0,-17913.0,2627181.0,16.97
2025-07-18,77300.0,733618.0,39911.0,229780.0,2856040.0,18.45
2025-07-21,78200.0,275567.0,26551.0,-27521.0,2815818.0,18.19
2025-07-22,75700.0,218961.0,2613.0,-51654.0,2757589.0,17.81
2025-07-23,78000.0,166947.0,24712.0,-41866.0,2739681.0,17.7
2025-07-24,78600.0,228727.0,6442.0,-30936.0,2707093.0,17.49
2025-07-25,76700.0,125696.0,-5950.0,-15518.0,2681527.0,17.32
2025-07-28,76700.0,86479.0,8340.0,-19989.0,2662875.0,17.2
2025-07-29,75500.0,77479.0,7662.0,-7054.0,2656013.0,17.16
2025-07-30,77300.0,194541.0,6301.0,21578.0,2688140.0,17.36
2025-07-31,73800.0,225698.0,-58226.0,-41289.0,2645816.0,17.09
2025-08-01,70900.0,140628.0,-23676.0,1749.0,2649454.0,17.11
2025-08-04,71400.0,64059.0,-1585.0,-3343.0,2652285.0,17.13
2025-08-05,75700.0,227530.0,4643.0,65613.0,2724906.0,17.6
2025-08-06,76000.0,107290.0,5959.0,-2864.0,2717322.0,17.55
