날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,1507809758200,151312,14769565600,15480593
2023-06-08,1514001995400,160625,15703108100,15480593
2023-06-09,1656423451000,799483,83569205600,15480593
2023-06-12,1687384637000,448478,48837700900,15480593
2023-06-13,1698221052100,338632,37013639500,15480593
2023-06-14,1592953019700,481661,50814220400,15480593
2023-06-15,1609981672000,319347,33620788900,15480593
2023-06-16,1599145256900,148163,15314202400,15480593
2023-06-19,1648683154500,187494,19657085400,15480593
2023-06-20,1579020486000,208198,21313087900,15480593
2023-06-21,1546511240700,194324,19532057800,15480593
2023-06-22,1529482588400,155031,15337044400,15480593
2023-06-23,1531030647700,103733,10299880500,15480593
2023-06-26,1506261698900,134851,13179715600,15480593
2023-06-27,1498521402400,124753,12032384100,15480593
2023-06-28,1452079623400,175333,16583714300,15480593
2023-06-29,1453627682700,133316,12553565400,15480593
2023-06-30,1493877224500,109962,10460521900,15480593
2023-07-03,1514001995400,155218,15216469300,15480593
2023-07-04,1479944690800,245213,23502840000,15480593
2023-07-05,1599145256900,583306,59075553800,15480593
2023-07-06,1579020486000,475145,49479136700,15480593
2023-07-07,1532578707000,206451,20518015900,15480593
2023-07-10,1486136928000,201444,19435997600,15480593
2023-07-11,1529482588400,162717,15940537100,15480593
2023-07-12,1495425283800,177480,17315662700,15480593
2023-07-13,1473752453600,271271,26212459800,15480593
2023-07-14,1467560216400,405808,38012054200,15480593
2023-07-17,1503165580300,266937,25590718200,15480593
2023-07-18,1792652669400,1963915,215630124200,15480593
2023-07-19,1613077790600,1246534,133575108700,15480593
2023-07-20,1648683154500,707776,75470686400,15480593
2023-07-21,1642490917300,355427,37732663100,15480593
2023-07-24,1690480755600,726241,79277694500,15480593
2023-07-25,1688932696300,501144,54876704700,15480593
2023-07-26,1575924367400,1451925,160221410400,15480593
2023-07-27,1493877224500,582270,58144903200,15480593
2023-07-28,1531030647700,280837,27476172100,15480593
2023-07-31,1558895715100,223512,22477509600,15480593
2023-08-01,1521742291900,285837,28307464300,15480593
2023-08-02,1462916038500,270459,25834996700,15480593
2023-08-03,1456723801300,215308,20172372200,15480593
2023-08-04,1428858733900,154158,14295392400,15480593
2023-08-07,1374676658400,260760,23307446500,15480593
2023-08-08,1377772777000,157561,14066172300,15480593
2023-08-09,1394801429300,82038,7378991000,15480593
2023-08-10,1387061132800,128704,11450093700,15480593
2023-08-11,1380868895600,121471,10856111700,15480593
2023-08-14,1431954852500,396550,36504206800,15480593
2023-08-16,1349907709600,314288,27854384300,15480593
2023-08-17,1396349488600,320143,28499935700,15480593
2023-08-18,1374676658400,141878,12616564200,15480593
2023-08-21,1390157251400,179651,16239855700,15480593
2023-08-22,1458271860600,378338,35632835000,15480593
2023-08-23,1418022318800,200022,18196001000,15480593
2023-08-24,1433502911800,117525,10849196200,15480593
2023-08-25,1448983504800,142906,13350125100,15480593
2023-08-28,1448983504800,96044,8999159200,15480593
2023-08-29,1448983504800,177193,16660207800,15480593
2023-08-30,1470656335000,258625,24835007800,15480593
2023-08-31,1529482588400,758378,75905768600,15480593
2023-09-01,1493877224500,209297,20405580600,15480593
2023-09-04,1476848572200,167437,15910797200,15480593
2023-09-05,1496973343100,157087,15219177300,15480593
2023-09-06,1445887386200,220889,21003420900,15480593
2023-09-07,1396349488600,167735,15269362900,15480593
2023-09-08,1404089785100,91076,8222457500,15480593
2023-09-11,1405637844400,110337,9965703200,15480593
2023-09-12,1418022318800,169056,15506097400,15480593
2023-09-13,1382416954900,123009,11076736600,15480593
2023-09-14,1413378140900,104781,9501638600,15480593
2023-09-15,1439695149000,112151,10316346600,15480593
2023-09-18,1450531564100,87462,8071346200,15480593
2023-09-19,1414926200200,106064,9694210300,15480593
2023-09-20,1408733963000,74964,6810313100,15480593
2023-09-21,1356099946800,162396,14325726900,15480593
2023-09-22,1360744124700,77637,6779929500,15480593
2023-09-25,1308110108500,122702,10459758600,15480593
2023-09-26,1292629515500,69604,5854062400,15480593
2023-09-27,1295725634100,65050,5404629900,15480593
2023-10-04,1230707143500,123793,9959863400,15480593
2023-10-05,1261668329500,107149,8834113700,15480593
2023-10-06,1278696981800,54822,4499143000,15480593
2023-10-10,1216774609800,116899,9429743900,15480593
2023-10-11,1264764448100,81470,6635665900,15480593
2023-10-12,1298821752700,78056,6546596200,15480593
2023-10-13,1274052803900,59480,4914317700,15480593
2023-10-16,1249283855100,75840,6105052500,15480593
2023-10-17,1266312507400,73837,6084589200,15480593
2023-10-18,1270956685300,33529,2743288200,15480593
2023-10-19,1221418787700,87615,6943147600,15480593
2023-10-20,1153304178500,170939,12850974800,15480593
2023-10-23,1164140593600,118069,9002497000,15480593
2023-10-24,1207486254000,110543,8428174100,15480593
2023-10-25,1114602696000,196523,14407839700,15480593
2023-10-26,1075901213500,153065,10750043400,15480593
2023-10-27,1085189569300,130537,9192520100,15480593
2023-10-30,1106862399500,83157,5904299900,15480593
2023-10-31,1068160917000,102751,7095313000,15480593
2023-11-01,1060420620500,75242,5176164600,15480593
2023-11-02,1116150755300,108834,7776378600,15480593
2023-11-03,1122342992500,80093,5840659300,15480593
2023-11-06,1309658167800,353936,28939150000,15480593
2023-11-07,1243091617900,228864,18319290800,15480593
2023-11-08,1243091617900,110425,9004411000,15480593
2023-11-09,1219870728400,71002,5587191100,15480593
2023-11-10,1157948356400,84797,6415204500,15480593
2023-11-13,1174977008700,47318,3586754200,15480593
2023-11-14,1222966847000,90197,7045804500,15480593
2023-11-15,1236899380700,92763,7501778900,15480593
2023-11-16,1238447440000,42679,3426726500,15480593
2023-11-17,1241543558600,70378,5640993300,15480593
2023-11-20,1236899380700,92788,7520492200,15480593
2023-11-21,1250831914400,55192,4460483000,15480593
2023-11-22,1238447440000,47810,3839482300,15480593
2023-11-23,1257024151600,54552,4414820400,15480593
2023-11-24,1270956685300,51189,4175236600,15480593
2023-11-27,1257024151600,31998,2609757900,15480593
2023-11-28,1267860566700,44823,3658416600,15480593
2023-11-29,1300369812000,85668,7121872500,15480593
2023-11-30,1342167413100,134054,11479955300,15480593
2023-12-01,1300369812000,85005,7205683500,15480593
2023-12-04,1323590701500,117834,10169696900,15480593
2023-12-05,1261668329500,119055,9880140100,15480593
2023-12-06,1284889219000,54954,4568549700,15480593
2023-12-07,1298821752700,35646,2952527400,15480593
2023-12-08,1298821752700,52019,4378964300,15480593
2023-12-11,1286437278300,37928,3179807500,15480593
2023-12-12,1291081456200,44647,3728661400,15480593
2023-12-13,1269408626000,32843,2708181700,15480593
2023-12-14,1322042642200,114858,9765319800,15480593
2023-12-15,1397897547900,267921,23575659400,15480593
2023-12-18,1427310674600,188351,17162931000,15480593
2023-12-19,1424214556000,166129,15129293900,15480593
2023-12-20,1396349488600,63618,5758340700,15480593
2023-12-21,1374676658400,91734,8202846700,15480593
2023-12-22,1362292184000,57525,5102101100,15480593
2023-12-26,1300369812000,112348,9542323000,15480593
2023-12-27,1339071294500,73083,6303021100,15480593
2023-12-28,1337523235200,45431,3914402900,15480593
2024-01-02,1339071294500,44511,3853859900,15480593
2024-01-03,1287985337600,94614,7930049800,15480593
2024-01-04,1297273693400,47965,4018917600,15480593
2024-01-05,1323590701500,52163,4451080100,15480593
2024-01-08,1301917871300,33727,2850708700,15480593
2024-01-09,1318946523600,39012,3335904100,15480593
2024-01-10,1298821752700,31976,2684003400,15480593
