날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,9040,3.53,0.48,1227,0.0,0
2023-06-08,9040,3.57,0.49,1227,0.0,0
2023-06-09,9040,3.56,0.48,1227,0.0,0
2023-06-12,9040,3.52,0.48,1227,0.0,0
2023-06-13,9040,3.54,0.48,1227,0.0,0
2023-06-14,9040,3.47,0.47,1227,0.0,0
2023-06-15,9040,3.39,0.46,1227,0.0,0
2023-06-16,9040,3.41,0.46,1227,0.0,0
2023-06-19,9040,3.54,0.48,1227,0.0,0
2023-06-20,9040,3.46,0.47,1227,0.0,0
2023-06-21,9040,3.44,0.47,1227,0.0,0
2023-06-22,9040,3.46,0.47,1227,0.0,0
2023-06-23,9040,3.36,0.46,1227,0.0,0
2023-06-26,9040,3.39,0.46,1227,0.0,0
2023-06-27,9040,3.42,0.46,1227,0.0,0
2023-06-28,9040,3.41,0.46,1227,0.0,0
2023-06-29,9040,3.29,0.45,1227,0.0,0
2023-06-30,9040,3.31,0.45,1227,0.0,0
2023-07-03,9040,3.39,0.46,1227,0.0,0
2023-07-04,9040,3.34,0.45,1227,0.0,0
2023-07-05,9040,3.3,0.45,1227,0.0,0
2023-07-06,9040,3.2,0.43,1227,0.0,0
2023-07-07,9040,3.11,0.42,1227,0.0,0
2023-07-10,9040,3.36,0.46,1227,0.0,0
2023-07-11,9040,3.46,0.47,1227,0.0,0
2023-07-12,9040,3.42,0.46,1227,0.0,0
2023-07-13,9040,3.45,0.47,1227,0.0,0
2023-07-14,9040,3.48,0.47,1227,0.0,0
2023-07-17,9040,3.83,0.52,1227,0.0,0
2023-07-18,9040,3.5,0.47,1227,0.0,0
2023-07-19,9040,3.43,0.47,1227,0.0,0
2023-07-20,9040,3.48,0.47,1227,0.0,0
2023-07-21,9040,3.5,0.48,1227,0.0,0
2023-07-24,9040,3.45,0.47,1227,0.0,0
2023-07-25,9040,3.46,0.47,1227,0.0,0
2023-07-26,9040,3.37,0.46,1227,0.0,0
2023-07-27,9040,3.44,0.47,1227,0.0,0
2023-07-28,9040,3.53,0.48,1227,0.0,0
2023-07-31,9040,3.68,0.5,1227,0.0,0
2023-08-01,9040,3.76,0.51,1227,0.0,0
2023-08-02,9040,3.74,0.51,1227,0.0,0
2023-08-03,9040,3.69,0.5,1227,0.0,0
2023-08-04,9040,3.7,0.5,1227,0.0,0
2023-08-07,9040,3.71,0.5,1227,0.0,0
2023-08-08,9040,3.69,0.5,1227,0.0,0
2023-08-09,9040,3.71,0.5,1227,0.0,0
2023-08-10,9040,3.82,0.52,1227,0.0,0
2023-08-11,9040,3.8,0.52,1227,0.0,0
2023-08-14,9040,3.82,0.52,1227,0.0,0
2023-08-16,9040,3.74,0.51,1227,0.0,0
2023-08-17,9040,3.7,0.5,1227,0.0,0
2023-08-18,9040,3.65,0.5,1227,0.0,0
2023-08-21,9040,3.61,0.49,1227,0.0,0
2023-08-22,9040,3.63,0.49,1227,0.0,0
2023-08-23,9040,3.59,0.49,1227,0.0,0
2023-08-24,9040,3.57,0.48,1227,0.0,0
2023-08-25,9040,3.54,0.48,1227,0.0,0
2023-08-28,9040,3.69,0.5,1227,0.0,0
2023-08-29,9040,3.79,0.51,1227,0.0,0
2023-08-30,9040,3.79,0.51,1227,0.0,0
2023-08-31,9040,3.75,0.51,1227,0.0,0
2023-09-01,9040,3.72,0.5,1227,0.0,0
2023-09-04,9040,3.71,0.5,1227,0.0,0
2023-09-05,9040,3.72,0.5,1227,0.0,0
2023-09-06,9040,3.68,0.5,1227,0.0,0
2023-09-07,9040,3.63,0.49,1227,0.0,0
2023-09-08,9040,3.63,0.49,1227,0.0,0
2023-09-11,9040,3.68,0.5,1227,0.0,0
2023-09-12,9040,3.58,0.49,1227,0.0,0
2023-09-13,9040,3.59,0.49,1227,0.0,0
2023-09-14,9040,3.65,0.5,1227,0.0,0
2023-09-15,9040,3.72,0.51,1227,0.0,0
2023-09-18,9040,3.72,0.5,1227,0.0,0
2023-09-19,9040,3.71,0.5,1227,0.0,0
2023-09-20,9040,3.71,0.5,1227,0.0,0
2023-09-21,9040,3.61,0.49,1227,0.0,0
2023-09-22,9040,3.53,0.48,1227,0.0,0
2023-09-25,9040,3.55,0.48,1227,0.0,0
2023-09-26,9040,3.38,0.46,1227,0.0,0
2023-09-27,9040,3.43,0.47,1227,0.0,0
2023-10-04,9040,3.33,0.45,1227,0.0,0
2023-10-05,9040,3.28,0.44,1227,0.0,0
2023-10-06,9040,3.34,0.45,1227,0.0,0
2023-10-10,9040,3.27,0.44,1227,0.0,0
2023-10-11,9040,3.31,0.45,1227,0.0,0
2023-10-12,9040,3.36,0.46,1227,0.0,0
2023-10-13,9040,3.3,0.45,1227,0.0,0
2023-10-16,9040,3.33,0.45,1227,0.0,0
2023-10-17,9040,3.31,0.45,1227,0.0,0
2023-10-18,9040,3.34,0.45,1227,0.0,0
2023-10-19,9040,3.26,0.44,1227,0.0,0
2023-10-20,9040,3.32,0.45,1227,0.0,0
2023-10-23,9040,3.2,0.43,1227,0.0,0
2023-10-24,9040,3.27,0.44,1227,0.0,0
2023-10-25,9040,3.28,0.45,1227,0.0,0
2023-10-26,9040,3.22,0.44,1227,0.0,0
2023-10-27,9040,3.2,0.43,1227,0.0,0
2023-10-30,9040,3.18,0.43,1227,0.0,0
2023-10-31,9040,3.2,0.43,1227,0.0,0
2023-11-01,9040,3.21,0.44,1227,0.0,0
2023-11-02,9040,3.26,0.44,1227,0.0,0
2023-11-03,9040,3.29,0.45,1227,0.0,0
2023-11-06,9040,3.43,0.47,1227,0.0,0
2023-11-07,9040,3.37,0.46,1227,0.0,0
2023-11-08,9040,3.36,0.46,1227,0.0,0
2023-11-09,9040,3.36,0.46,1227,0.0,0
2023-11-10,9040,3.39,0.46,1227,0.0,0
2023-11-13,9040,3.37,0.46,1227,0.0,0
2023-11-14,9040,3.45,0.47,1227,0.0,0
2023-11-15,9040,3.58,0.49,1227,0.0,0
2023-11-16,9040,3.58,0.49,1227,0.0,0
2023-11-17,9040,3.65,0.5,1227,0.0,0
2023-11-20,9040,3.63,0.49,1227,0.0,0
2023-11-21,9040,3.68,0.5,1227,0.0,0
2023-11-22,9040,3.68,0.5,1227,0.0,0
2023-11-23,9040,3.66,0.5,1227,0.0,0
2023-11-24,9040,3.72,0.5,1227,0.0,0
2023-11-27,9040,3.74,0.51,1227,0.0,0
2023-11-28,9040,3.75,0.51,1227,0.0,0
2023-11-29,9040,3.71,0.5,1227,0.0,0
