날짜,시가총액,거래량,거래대금,상장주식수
2023-06-07,1897445957600,1277014,67970811900,35008228
2023-06-08,1977964882000,1873527,102910451300,35008228
2023-06-09,2019974755600,2670922,152231555400,35008228
2023-06-12,2124999439600,2586998,157600998100,35008228
2023-06-13,2068986274800,1844755,111069520300,35008228
2023-06-14,1935955008400,2028620,118405636800,35008228
2023-06-15,1967462413600,1048768,59325585400,35008228
2023-06-16,1921951717200,888955,48800231700,35008228
2023-06-19,1907948426000,603797,32872164200,35008228
2023-06-20,1876441020800,719711,38690248500,35008228
2023-06-21,1869439375200,1014114,55492100100,35008228
2023-06-22,1886943489200,536364,28659739500,35008228
2023-06-23,1827429501600,874276,46595954900,35008228
2023-06-26,1741659343000,786739,39504466250,35008228
2023-06-27,1690897412400,757378,36781433600,35008228
2023-06-28,1631383424800,782263,37105879500,35008228
2023-06-29,1613879310800,657261,30752542950,35008228
2023-06-30,1640135481800,633185,29130827650,35008228
2023-07-03,1706651115000,808984,38881678800,35008228
2023-07-04,1685646178200,643654,31238694150,35008228
2023-07-05,1988467350400,5256701,289062009300,35008228
2023-07-06,1956959945200,2102804,118707956800,35008228
2023-07-07,1974464059200,1885341,106885545700,35008228
2023-07-10,1844933615600,1451230,77857212200,35008228
2023-07-11,2009472287200,3829098,221541293200,35008228
2023-07-12,1977964882000,1919145,111031225400,35008228
2023-07-13,1935955008400,1180534,65350545900,35008228
2023-07-14,2009472287200,1278187,71776956000,35008228
2023-07-17,2026976401200,1447230,83186396200,35008228
2023-07-18,2202017541200,4743143,290644355900,35008228
2023-07-19,2089991211600,2917900,176094816000,35008228
2023-07-20,2142503553600,4342834,273958199900,35008228
2023-07-21,2160007667600,1684697,103652971400,35008228
2023-07-24,2209019186800,3295733,205252066200,35008228
2023-07-25,2174010958800,2429159,155400002600,35008228
2023-07-26,2037478869600,6653373,409281967600,35008228
2023-07-27,1767915514000,2271485,121452000350,35008228
2023-07-28,1834431147200,1219923,62281302200,35008228
2023-07-31,1942956654000,962160,52221792300,35008228
2023-08-01,1865938552400,905596,48985287800,35008228
2023-08-02,1792421273600,564795,29362454200,35008228
2023-08-03,1774917159600,625890,31638799950,35008228
