ticker,period,close,volume_sum,foreign_net_sum,inst_net_sum,foreign_net_ratio,inst_net_ratio,foreign_ratio_pct,trading_days,foreign_net_ratio_change,inst_net_ratio_change,foreign_ratio_pct_change,foreign_net_ratio_zscore_own_6m,foreign_net_ratio_percentile_cross,flow_score,flow_bucket,flow_direction
000120,2025-10-01,82400.0,1136293.0,-59937.0,-61205.0,-0.05274783880566016,-0.053863748170586284,13.59,18.0,0.016013734985159116,-0.0168774703923553,-0.25,-0.5403243927792384,0.17494089834515367,0.388318502602581,outflow,net_selling
000120,2025-11-01,91300.0,1734523.0,476265.0,121901.0,0.27457981243258234,0.07027926409739162,15.81,20.0,0.3273276512382425,0.1241430122679779,2.2200000000000006,1.766538116937699,0.9976525821596244,0.9306918672164137,strong_inflow,net_buying
000120,2025-12-01,94600.0,1654894.0,-84901.0,209290.0,-0.0513029837560593,0.1264673145228637,15.3,21.0,-0.32588279618864163,0.05618805042547208,-0.5099999999999998,-0.5694813808253858,0.24883720930232558,0.21797454861047597,strong_outflow,net_selling
000120,2026-01-01,103800.0,1798255.0,220154.0,-58392.0,0.12242646343260549,-0.03247147929520563,16.33,21.0,0.1737294471886648,-0.15893879381806933,1.0299999999999976,0.6674069836046749,0.9090909090909091,0.8401084687861182,strong_inflow,net_buying
000120,2026-02-01,132000.0,3001611.0,38336.0,440230.0,0.012771808205660228,0.14666457445685,16.51,17.0,-0.10965465522694526,0.17913605375205563,0.18000000000000327,-0.19772291212963267,0.5348837209302325,0.3339766340806534,outflow,net_buying
000120,2026-03-01,103400.0,1548407.0,241115.0,-303798.0,0.15571810254022359,-0.19620035300796237,17.46,21.0,0.14294629433456335,-0.34286492746481234,0.9499999999999993,0.6054499656138254,0.9930394431554525,0.8646492569192522,strong_inflow,net_buying
000120,2026-04-01,101100.0,1570700.0,82430.0,-374139.0,0.05247978608263831,-0.2381988922136627,17.71,22.0,-0.10323831645758527,-0.04199853920570032,0.25,-0.36345198160216624,0.8074245939675174,0.41561642123349657,outflow,net_buying
000120,2026-05-01,85500.0,1501001.0,-17876.0,-295841.0,-0.011909385803207327,-0.19709580473297486,17.6,18.0,-0.06438917188584564,0.04110308748068783,-0.10999999999999943,-0.7343801979315298,0.3472222222222222,0.3009598877125797,outflow,net_selling
000120,2026-06-01,77600.0,373554.0,-39701.0,-33627.0,-0.10627914571922667,-0.09001911370243659,17.42,5.0,-0.09436975991601934,0.10707669103053827,-0.17999999999999972,-1.5136172391621736,0.09953703703703703,0.12513956586552602,strong_outflow,net_selling
000150,2025-06-01,656000.0,1711878.0,173144.0,-42777.0,0.10114272161918081,-0.024988346132142594,13.07,11.0,,,,,0.9239904988123515,0.9239904988123515,strong_inflow,net_buying
000150,2025-07-01,601000.0,3952645.0,425118.0,-264918.0,0.10755279059971234,-0.06702296816435577,15.73,23.0,0.006410068980531536,-0.04203462203221317,2.66,,0.9168646080760094,0.7244574764893336,strong_inflow,net_buying
000150,2025-08-01,560000.0,3283297.0,119643.0,15147.0,0.03643989562930189,0.004613350543676067,17.08,20.0,-0.07111289497041046,0.07163631870803183,1.3499999999999979,-1.1508615577771837,0.6832151300236406,0.3786134651806859,outflow,net_buying
000150,2025-09-01,541000.0,2704397.0,-127685.0,62458.0,-0.04721385210825186,0.02309498198674233,16.06,22.0,-0.08365374773755374,0.018481631443066263,-1.0199999999999996,-1.3425771737082692,0.2695035460992908,0.2091573150422702,strong_outflow,net_selling
000150,2025-10-01,949000.0,3145376.0,-54973.0,176705.0,-0.017477401747835554,0.056179293032057216,15.76,18.0,0.029736450360416306,0.03308431104531488,-0.29999999999999893,-0.774212956024608,0.3120567375886525,0.44390116557332204,outflow,net_selling
000150,2025-11-01,876000.0,2959705.0,-194005.0,212149.0,-0.06554876246112366,0.07167910315386161,14.79,20.0,-0.04807136071328811,0.015499810121804396,-0.9700000000000006,-1.1367801902222747,0.14553990610328638,0.2385732458332667,strong_outflow,net_selling
000150,2025-12-01,781000.0,2343819.0,11544.0,-202572.0,0.00492529499931522,-0.08642817555451167,14.98,21.0,0.07047405746043889,-0.15810727870837327,0.19000000000000128,0.028877608457402296,0.5767441860465117,0.6446424693638688,inflow,flat
000150,2026-01-01,851000.0,3491054.0,356690.0,-231307.0,0.1021725816902288,-0.06625706734986053,17.19,21.0,0.09724728669091358,0.020171108204651136,2.210000000000001,1.6391503569213144,0.8601398601398601,0.8731893399159935,strong_inflow,net_buying
000150,2026-02-01,1278000.0,2650536.0,202315.0,184430.0,0.07632984422773356,0.06958215244011022,18.82,17.0,-0.02584273746249524,0.13583921978997077,1.629999999999999,1.0023876003972028,0.8372093023255814,0.6250200716931019,inflow,net_buying
000150,2026-03-01,1026000.0,1925651.0,-24199.0,73356.0,-0.012566659275226924,0.03809413024478475,18.77,21.0,-0.08889650350296048,-0.03148802219532547,-0.05000000000000071,-0.4327229825003183,0.42691415313225056,0.3034370461780206,outflow,net_selling
000150,2026-04-01,1596000.0,1822209.0,27383.0,79855.0,0.015027365137588499,0.043823183838955906,18.6,22.0,0.027594024412815422,0.0057290535941711546,-0.16999999999999815,-0.08255428325465446,0.5846867749419954,0.5696326165989878,inflow,net_buying
000150,2026-05-01,1972000.0,1750898.0,112277.0,-115014.0,0.06412538023345735,-0.06568857808964314,19.5,18.0,0.04909801509586885,-0.10951176192859904,0.8999999999999986,0.4931551145065878,0.8009259259259259,0.7095361734965672,strong_inflow,net_buying
000150,2026-06-01,1578000.0,792265.0,106284.0,-111143.0,0.13415208295204256,-0.14028513186875605,20.21,5.0,0.07002670271858522,-0.07459655377911291,0.7100000000000009,1.304551955592641,0.8518518518518519,0.8064702304589616,strong_inflow,net_buying
000155,2025-06-01,379500.0,787266.0,-2403.0,21505.0,-0.0030523355511351945,0.027316053278053417,1.28,11.0,,,,,0.503562945368171,0.503562945368171,neutral,flat
000155,2025-07-01,398500.0,1357710.0,26802.0,15591.0,0.019740592615506994,0.011483306449830965,2.53,23.0,0.02279292816664219,-0.01583274682822245,1.2499999999999998,,0.6152019002375297,0.6145832705353703,inflow,net_buying
000155,2025-08-01,337500.0,667964.0,9198.0,3377.0,0.013770203184602764,0.005055661682366115,3.54,20.0,-0.00597038943090423,-0.006427644767464849,1.0100000000000002,0.30605989383420645,0.5910165484633569,0.5373915278715123,neutral,net_buying
000155,2025-09-01,349500.0,504892.0,53978.0,-587.0,0.10690999263208766,-0.0011626248781917718,5.12,22.0,0.0931397894474849,-0.006218286560557887,1.58,1.4710192380252636,0.9101654846335697,0.8736781016250683,strong_inflow,net_buying
000155,2025-10-01,508000.0,851974.0,71851.0,485.0,0.08433473321955834,0.0005692661982642662,6.71,18.0,-0.022575259412529317,0.001731891076456038,1.5899999999999999,0.8294273429219912,0.8557919621749409,0.6270511851997643,inflow,net_buying
000155,2025-11-01,536000.0,978139.0,-79556.0,1949.0,-0.0813340435255112,0.0019925593397257446,4.86,20.0,-0.16566877674506952,0.0014232931414614783,-1.8499999999999996,-1.562525233178918,0.10328638497652583,0.11428850426001318,strong_outflow,net_selling
000155,2025-12-01,470000.0,393124.0,3707.0,17697.0,0.00942959473346832,0.045016330725165594,4.76,21.0,0.09076363825897951,0.04302377138543985,-0.10000000000000053,-0.24227298547595033,0.6069767441860465,0.6734720348560952,inflow,net_buying
000155,2026-01-01,471500.0,524419.0,-879.0,-1091.0,-0.00167614064326426,-0.0020803975447113853,4.71,21.0,-0.011105735376732581,-0.04709672826987698,-0.04999999999999982,-0.3510737702731942,0.372960372960373,0.4196398003437259,outflow,flat
000155,2026-02-01,613000.0,460397.0,122928.0,-19561.0,0.26700434624899816,-0.04248724470402718,7.41,17.0,0.2686804868922624,-0.04040684715931579,2.7,1.692200155378272,0.9976744186046511,0.9265692592781211,strong_inflow,net_buying
000155,2026-03-01,440000.0,464418.0,20364.0,23807.0,0.04384842964742969,0.0512620096550952,6.56,21.0,-0.22315591660156847,0.09374925435912237,-0.8500000000000005,-0.08254663467514128,0.802784222737819,0.42967548343065404,outflow,net_buying
000155,2026-04-01,645000.0,472350.0,24895.0,22865.0,0.052704562294908434,0.04840690166190325,7.03,22.0,0.008856132647478747,-0.002855107993191948,0.47000000000000064,0.03732885145442603,0.8120649651972158,0.6208557012256714,inflow,net_buying
000155,2026-05-01,659000.0,485837.0,66070.0,6137.0,0.13599211258096852,0.012631808610706884,8.33,18.0,0.08328755028606008,-0.03577509305119637,1.2999999999999998,0.5059631795889682,0.9421296296296297,0.8142981925526972,strong_inflow,net_buying
000155,2026-06-01,542000.0,150722.0,3190.0,-8083.0,0.021164793460808642,-0.05362853465320259,8.39,5.0,-0.11482731912015988,-0.06626034326390948,0.0600000000000005,-0.6531785299405195,0.5208333333333334,0.30399008166997116,outflow,net_buying
000210,2025-06-01,45800.0,1638505.0,1288.0,-29536.0,0.0007860824349025483,-0.018026188507206265,14.47,11.0,,,,,0.5225653206650831,0.5225653206650831,neutral,flat
000210,2025-07-01,50500.0,3938012.0,-309946.0,483037.0,-0.07870621013851659,0.1226601137832998,12.87,23.0,-0.07949229257341914,0.14068630229050608,-1.6000000000000014,,0.09501187648456057,0.09877520680873245,strong_outflow,net_selling
000210,2025-08-01,39000.0,2826602.0,278603.0,-752429.0,0.09856463697400625,-0.2661955945690267,14.14,20.0,0.17727084711252283,-0.3888557083523265,1.2700000000000014,1.0325552035607868,0.8723404255319149,0.8481443198195708,strong_inflow,net_buying
000210,2025-09-01,35150.0,1407140.0,183487.0,-360488.0,0.1303971175575991,-0.2561848856545902,14.75,22.0,0.031832480583592865,0.010010708914436506,0.6099999999999994,0.9726961208205868,0.9385342789598109,0.7532709006715134,strong_inflow,net_buying
000210,2025-10-01,38950.0,1632478.0,-178935.0,-122451.0,-0.10960944037224392,-0.07500928037008768,13.78,18.0,-0.24000655792984305,0.1811756052845025,-0.9700000000000006,-1.116699311754479,0.05673758865248227,0.12354034556446747,strong_outflow,net_selling
000210,2025-11-01,39150.0,1855966.0,9353.0,-70504.0,0.005039424213590119,-0.037987764862071824,13.78,20.0,0.11464886458583404,0.037021515508015856,0.0,-0.028651848075404673,0.5328638497652582,0.6760295139175637,inflow,net_buying
000210,2025-12-01,37650.0,1137336.0,-37815.0,23273.0,-0.03324874970984828,0.02046273045080785,13.28,21.0,-0.0382881739234384,0.05845049531287967,-0.5,-0.36812299783021474,0.32558139534883723,0.35759556425331435,outflow,net_selling
000210,2026-01-01,41500.0,2102862.0,198312.0,-159778.0,0.09430576043506421,-0.07598121036948692,14.69,21.0,0.12755451014491248,-0.09644394082029477,1.4100000000000001,0.6834340225554848,0.8368298368298368,0.8169118357519171,strong_inflow,net_buying
000210,2026-02-01,51700.0,2975038.0,-26662.0,313006.0,-0.008961902335365129,0.10521075697184372,14.16,17.0,-0.10326766277042934,0.18119196734133064,-0.5299999999999994,-0.25140655408192486,0.36046511627906974,0.2728546746440274,strong_outflow,net_selling
000210,2026-03-01,60400.0,4476293.0,504887.0,180213.0,0.11279132085410852,0.04025942895159008,16.81,21.0,0.12175322318947365,-0.06495132802025363,2.6499999999999986,1.2416133523085227,0.9721577726218097,0.8930311104466323,strong_inflow,net_buying
000210,2026-04-01,71500.0,3929030.0,233260.0,247188.0,0.059368342822528716,0.06291323812747676,18.2,22.0,-0.053422978031579804,0.022653809175886684,1.3900000000000006,0.35664313927013136,0.8329466357308585,0.5417574229282159,neutral,net_buying
000210,2026-05-01,54300.0,2632377.0,463064.0,-248374.0,0.17591097323825577,-0.09435350635566259,20.32,18.0,0.11654263041572706,-0.15726674448313935,2.120000000000001,1.3965059482293518,0.9907407407407407,0.9078305773707664,strong_inflow,net_buying
000210,2026-06-01,46100.0,406498.0,62749.0,-58062.0,0.1543648431234594,-0.1428346510929943,20.55,5.0,-0.021546130114796364,-0.04848114473733173,0.23000000000000043,0.8424198820784702,0.8935185185185185,0.6420637272080939,inflow,net_buying
000240,2025-06-01,19200.0,1937389.0,172370.0,-171724.0,0.08897025842512785,-0.08863681996749233,10.38,11.0,,,,,0.9002375296912114,0.9002375296912114,strong_inflow,net_buying
000240,2025-07-01,24150.0,4122312.0,-319799.0,1002247.0,-0.07757758267690558,0.24312740035203545,10.05,23.0,-0.1665478411020334,0.3317642203195278,-0.33000000000000007,,0.09738717339667459,0.048693586698337295,strong_outflow,net_selling
000240,2025-08-01,24400.0,1838812.0,-245204.0,364052.0,-0.13334914064080505,0.19798217544806104,9.82,20.0,-0.055771557963899474,-0.04514522490397441,-0.23000000000000043,-0.8014053844995898,0.054373522458628844,0.21398272285195552,strong_outflow,net_selling
000240,2025-09-01,23000.0,1763522.0,36140.0,338860.0,0.02049308145858118,0.19214957341048197,9.81,22.0,0.15384222209938622,-0.005832602037579071,-0.009999999999999787,0.4619721823656329,0.6808510638297872,0.7526154758524642,strong_inflow,net_buying
000240,2025-10-01,23550.0,1139094.0,51275.0,1163.0,0.04501384433593716,0.0010209868544650397,9.88,18.0,0.024520762877355978,-0.19112858655601694,0.07000000000000028,0.6150121441064773,0.6855791962174941,0.6368950115406734,inflow,net_buying
000240,2025-11-01,29850.0,2551323.0,-97908.0,322097.0,-0.03837538406544369,0.12624704908002632,9.78,20.0,-0.08338922840138085,0.1252260622255613,-0.10000000000000142,-0.27316962900155073,0.24882629107981222,0.2621172925242165,strong_outflow,net_selling
000240,2025-12-01,26150.0,3140851.0,465431.0,-507113.0,0.14818627180977384,-0.16145719742834028,10.22,21.0,0.18656165587521753,-0.28770424650836657,0.4400000000000013,1.5494918819663275,0.9744186046511628,0.9108890838818503,strong_inflow,net_buying
000240,2026-01-01,26950.0,2141562.0,173039.0,-114157.0,0.08080036907640312,-0.05330548450149937,10.35,21.0,-0.06738590273337072,0.1081517129268409,0.129999999999999,0.6179153606344633,0.8111888111888111,0.5257483969870116,neutral,net_buying
000240,2026-02-01,31300.0,2641107.0,-198329.0,445600.0,-0.07509313329600051,0.16871713262658422,10.13,17.0,-0.15589350237240363,0.22202261712808358,-0.21999999999999886,-1.3039538131149795,0.10697674418604651,0.1298837028889611,strong_outflow,net_selling
000240,2026-03-01,24000.0,2790598.0,-42753.0,-89601.0,-0.015320372192626813,-0.032108171796869346,10.07,21.0,0.05977276110337369,-0.20082530442345356,-0.0600000000000005,-0.4768575768056267,0.4060324825986079,0.5418066751048461,neutral,net_selling
000240,2026-04-01,24950.0,2417390.0,-97217.0,-133178.0,-0.04021568716673768,-0.05509164843074556,9.94,22.0,-0.024895314974110867,-0.02298347663387621,-0.13000000000000078,-0.584882536539912,0.2273781902552204,0.3351403975426714,outflow,net_selling
000240,2026-05-01,24300.0,2936286.0,-31159.0,3186.0,-0.01061170471813713,0.0010850441680408517,9.88,18.0,0.02960398244860055,0.05617669259878641,-0.05999999999999872,-0.30245747463520617,0.3680555555555556,0.48855529623089683,neutral,net_selling
000240,2026-06-01,23900.0,820962.0,34926.0,129929.0,0.042542772990710895,0.15826432892143608,9.94,5.0,0.05315447770884803,0.15717928475339524,0.05999999999999872,0.8076001236372784,0.6226851851851852,0.6743525314452129,inflow,net_buying
000250,2025-06-01,147300.0,1948736.0,-291762.0,1793.0,-0.14971858681730105,0.0009200835823836579,2.02,11.0,,,,,0.021377672209026127,0.021377672209026127,strong_outflow,net_selling
000250,2025-07-01,206500.0,8038326.0,512659.0,-33925.0,0.06377683612234687,-0.0042204060895266,4.03,23.0,0.2134954229396479,-0.005140489671910258,2.0100000000000002,,0.8123515439429929,0.9061757719714965,strong_inflow,net_buying
000250,2025-08-01,192400.0,3532418.0,-444114.0,-30984.0,-0.1257252114557224,-0.00877132887444238,2.45,20.0,-0.18950204757806927,-0.00455092278491578,-1.58,-0.4717271106320427,0.0591016548463357,0.16016015658033175,strong_outflow,net_selling
000250,2025-09-01,215500.0,3960396.0,205183.0,-20345.0,0.05180870801808708,-0.005137112551371126,3.31,22.0,0.17753391947380948,0.003634216323071254,0.8599999999999999,0.8092171538320602,0.7801418439716312,0.8050037898701027,strong_inflow,net_buying
000250,2025-10-01,234000.0,2616492.0,-132960.0,100592.0,-0.05081613091115891,0.038445368837359335,3.04,18.0,-0.102624838929246,0.043582481388730464,-0.27,-0.08828180027046771,0.18439716312056736,0.2232278432473854,strong_outflow,net_selling
000250,2025-11-01,216500.0,2654838.0,96658.0,70941.0,0.03640824788555837,0.02672140446987726,3.42,20.0,0.08722437879671728,-0.011723964367482076,0.3799999999999999,0.6991546539974224,0.7065727699530516,0.753073479867625,strong_inflow,net_buying
000250,2025-12-01,232500.0,3541891.0,133054.0,89223.0,0.03756580877277138,0.025190780856892546,4.03,21.0,0.0011575608872130133,-0.0015306236129847134,0.6100000000000003,0.4742788218278618,0.7488372093023256,0.6112238280143448,inflow,net_buying
000250,2026-01-01,480500.0,10493666.0,197454.0,830763.0,0.01881649368295122,0.07916804289368463,4.15,21.0,-0.01874931508982016,0.05397726203679209,0.1200000000000001,0.3484768816284489,0.5337995337995338,0.4993774795406137,neutral,net_buying
000250,2026-02-01,825000.0,5246816.0,414727.0,-27188.0,0.07904355708300043,-0.005181809310637156,5.53,17.0,0.060227063400049206,-0.08434985220432178,1.38,1.1449402531095243,0.8441860465116279,0.7787149130100427,strong_inflow,net_buying
000250,2026-03-01,829000.0,6787869.0,109152.0,-240599.0,0.016080451758865705,-0.035445439503915,5.58,21.0,-0.06296310532413472,-0.030263630193277845,0.04999999999999982,-0.15913957225795516,0.654292343387471,0.437651184907935,outflow,net_buying
000250,2026-04-01,415500.0,12238822.0,121914.0,-484159.0,0.009961252806846933,-0.039559281113819615,5.97,22.0,-0.006119198952018772,-0.004113841609904613,0.3899999999999997,-0.9140631510946569,0.5452436194895591,0.4541012554045631,neutral,net_buying
000250,2026-05-01,339000.0,3421383.0,20758.0,-17806.0,0.006067137178152811,-0.005204328191260668,5.9,18.0,-0.003894115628694122,0.03435495292255895,-0.0699999999999994,-0.8002042525007412,0.4675925925925926,0.43825154634411057,outflow,net_buying
000250,2026-06-01,239000.0,1303795.0,202110.0,16436.0,0.1550167012452111,0.0126062762934357,6.92,5.0,0.1489495640670583,0.017810604484696367,1.0199999999999996,1.817892408012066,0.8981481481481481,0.9003767387167197,strong_inflow,net_buying
000270,2025-06-01,96900.0,11833580.0,516390.0,85038.0,0.0436376819187431,0.007186160063142346,39.19,11.0,,,,,0.7743467933491687,0.7743467933491687,strong_inflow,net_buying
000270,2025-07-01,102300.0,27090764.0,2009119.0,388553.0,0.07416250793074718,0.014342637217614092,39.64,23.0,0.030524826012004076,0.007156477154471746,0.45000000000000284,,0.8527315914489311,0.7526778607544757,strong_inflow,net_buying
000270,2025-08-01,105800.0,13413759.0,869472.0,-430329.0,0.06481941415527147,-0.03208116382588952,40.29,20.0,-0.009343093775475708,-0.04642380104350361,0.6499999999999986,0.2523096743748164,0.7777777777777778,0.5910379737654007,inflow,net_buying
000270,2025-09-01,100700.0,18852623.0,-1336670.0,-1201416.0,-0.0709010093714811,-0.06372672916654622,39.89,22.0,-0.13572042352675256,-0.0316455653406567,-0.3999999999999986,-1.4725948662459993,0.1938534278959811,0.1494736500627715,strong_outflow,net_selling
000270,2025-10-01,119900.0,23768205.0,-961073.0,1078154.0,-0.040435236905773914,0.04536118735091691,39.62,18.0,0.030465772465707183,0.10908791651746313,-0.2700000000000031,-0.8327960238641013,0.21749408983451538,0.41034120495078924,outflow,net_selling
000270,2025-11-01,114100.0,16485974.0,120686.0,445357.0,0.0073205259210041215,0.027014297123118113,39.93,20.0,0.047755762826778035,-0.0183468902277988,0.3100000000000023,-0.09828867365493281,0.5469483568075117,0.5897819084440822,inflow,net_buying
000270,2025-12-01,121800.0,17820614.0,1786471.0,342155.0,0.10024744377494513,0.01919995573665419,40.35,21.0,0.092926917853941,-0.007814341386463922,0.4200000000000017,1.135487366709756,0.9395348837209302,0.864472455814087,strong_inflow,net_buying
000270,2026-01-01,152600.0,49505362.0,-928559.0,764055.0,-0.018756735886508617,0.015433782708224616,40.02,21.0,-0.11900417966145374,-0.003766173028429574,-0.3299999999999983,-0.3979995110291313,0.24242424242424243,0.22536366352868464,strong_outflow,net_selling
000270,2026-02-01,205500.0,27382934.0,549742.0,1555975.0,0.020076080963420503,0.05682280065386711,40.21,17.0,0.03883281684992912,0.041389017945642495,0.18999999999999773,0.34605931183060334,0.5976744186046512,0.6165050182753546,inflow,net_buying
