ticker,period,close,month_avg_turnover_value,month_volatility,trading_days,ret_1m,ret_3m,ret_6m,ret_12m,mom_12_1,momentum_percentile_cross,turnover_zscore_own,momentum_score,momentum_bucket,turnover_spike_flag
000080,2023-06-01,21600.0,6215232097.222222,0.011604927957562737,18.0,,,,,,,,,N/A,False
000080,2023-07-01,20300.0,5186269056.190476,0.017780036905666482,21.0,-0.06018518518518523,,,,,,,0.39969135802469125,down,False
000080,2023-08-01,19410.0,3908769387.7272725,0.013405639630133331,22.0,-0.04384236453201973,,,,,,,0.42692939244663375,down,False
000080,2023-09-01,18890.0,3332967638.9473686,0.011525513225730002,19.0,-0.02679031427099432,-0.125462962962963,,,,,,0.4553494762150095,neutral,False
000080,2023-10-01,21250.0,7466810010.0,0.01706869530140907,19.0,0.12493382742191628,0.046798029556650356,,,,,,0.7082230457031938,strong_up,False
000080,2023-11-01,22100.0,8340479268.181818,0.02508688817243836,22.0,0.040000000000000036,0.1385883565172592,,,,,1.3184865684622955,0.6432072140385247,up,False
000080,2023-12-01,22500.0,4176565005.263158,0.016390661017436848,19.0,0.018099547511312153,0.19110640550555846,0.04166666666666674,,,,-0.7083300260482099,0.4560554540887426,neutral,False
000080,2024-01-01,21000.0,2917449286.3636365,0.013079373298670422,22.0,-0.06666666666666665,-0.0117647058823529,0.034482758620689724,,,,-1.1493172898149184,0.3486680036265346,down,False
000080,2024-02-01,19970.0,3662465454.736842,0.020727958203945605,19.0,-0.04904761904761901,-0.09638009049773755,0.02885110767645549,,,,-0.7082121964533169,0.4001093010892077,down,False
000080,2024-03-01,20400.0,2332373724.0,0.009256540142780743,20.0,0.021532298447671572,-0.09333333333333338,0.0799364743250397,,,,-1.2101093091768447,0.41710113960832257,down,False
000080,2024-04-01,21050.0,3345597302.3809524,0.01715295912454266,21.0,0.031862745098039325,0.0023809523809523725,-0.009411764705882342,,,,-0.6581446909610384,0.4717068966682796,neutral,False
000080,2024-05-01,20100.0,3707194359.0,0.010182156937313327,20.0,-0.04513064133016631,0.006509764646970506,-0.0904977375565611,,,,-0.44946830350688266,0.42493544026595453,down,False
000080,2024-06-01,21250.0,6867901982.631579,0.01719606573062333,19.0,0.05721393034825861,0.04166666666666674,-0.05555555555555558,-0.01620370370370372,-0.06944444444444445,0.32663316582914576,1.1701764329016264,0.5390063739643937,neutral,False
000080,2024-07-01,20800.0,3307880495.652174,0.012726498088742837,23.0,-0.02117647058823524,-0.01187648456057011,-0.00952380952380949,0.024630541871921263,0.046798029556650245,0.47738693467336685,-0.5814931525540353,0.44839243053354516,down,False
000080,2024-08-01,20700.0,6896843856.190476,0.023184438366334614,21.0,-0.004807692307692291,0.029850746268656803,0.03655483224837264,0.06646058732612059,0.0716125708397733,0.53,1.0624247775797355,0.5663526585834896,up,False
000080,2024-09-01,20350.0,3629512205.5555553,0.008312644572954808,18.0,-0.016908212560386437,-0.04235294117647059,-0.002450980392156854,0.07728957120169411,0.09581789306511382,0.5575,-0.5310238086370234,0.4802718925421729,neutral,False
000080,2024-10-01,21200.0,5502628291.5,0.015953352337580766,20.0,0.041769041769041726,0.019230769230769162,0.0071258907363420665,-0.0023529411764705577,-0.042352941176470586,0.33665835411471323,0.5006946598634637,0.49657417790234226,neutral,False
000080,2024-11-01,20900.0,4565316478.571428,0.011810986529994844,21.0,-0.014150943396226467,0.009661835748792313,0.03980099502487566,-0.05429864253393668,-0.04072398190045249,0.472636815920398,0.21975531315015517,0.4952259319283488,neutral,False
000080,2024-12-01,19520.0,4839148248.0,0.016478828741524898,20.0,-0.06602870813397133,-0.040786240786240824,-0.0814117647058824,-0.13244444444444448,-0.07111111111111111,0.5235732009925558,0.36622049626192843,0.4915207011598639,neutral,False
000080,2025-01-01,19060.0,2879017616.111111,0.00847039645967328,18.0,-0.023565573770491843,-0.10094339622641513,-0.08365384615384619,-0.09238095238095234,-0.07047619047619047,0.5123762376237624,-0.9556463031555013,0.4379419658267863,down,False
000080,2025-02-01,18950.0,3035525377.0,0.007230376653409284,20.0,-0.005771248688352548,-0.09330143540669855,-0.08454106280193241,-0.05107661492238358,-0.04556835252879319,0.508641975308642,-0.7959371284294413,0.45545567980771584,neutral,False
000080,2025-03-01,19230.0,2229383124.5,0.007167371482605944,20.0,0.014775725593667577,-0.014856557377049162,-0.05503685503685507,-0.057352941176470607,-0.07107843137254902,0.4802955665024631,-1.3115130466797793,0.428778756015093,down,False
000080,2025-04-01,19330.0,1852329528.6363637,0.011320897166941887,22.0,0.005200208008320439,0.014165792235047325,-0.08820754716981127,-0.08171021377672205,-0.08646080760095012,0.5344827586206896,-1.3578971395777788,0.43894452734608685,down,False
000080,2025-05-01,20200.0,2846107464.736842,0.011760497818142332,19.0,0.04500775995861361,0.06596306068601576,-0.03349282296650713,0.004975124378109541,-0.038308457711442784,0.5392156862745098,-0.7011911737959393,0.49912114130206975,neutral,False
000080,2025-06-01,20600.0,3895069833.1578946,0.013700548161805489,19.0,0.01980198019801982,0.07124284971398853,0.055327868852458995,-0.030588235294117694,-0.04941176470588235,0.4793187347931874,0.07267574775948306,0.508144886583267,neutral,False
000080,2025-07-01,20250.0,4427341313.043478,0.013689376549055684,23.0,-0.016990291262135915,0.04759441282979826,0.062434417628541405,-0.02644230769230771,-0.009615384615384616,0.39951573849878935,0.37545177066606644,0.4779246271687469,neutral,False
000080,2025-08-01,19100.0,2887199412.0,0.00673652007442211,20.0,-0.05679012345679013,-0.054455445544554504,0.0079155672823219,-0.07729468599033817,-0.021739130434782608,0.33171912832929784,-0.5935657758617267,0.37938043108589775,down,False
000080,2025-09-01,19050.0,2376905891.818182,0.005006950011153238,22.0,-0.002617801047120394,-0.07524271844660191,-0.009360374414976613,-0.06388206388206386,-0.06142506142506143,0.28019323671497587,-0.9170334376505122,0.37433044289823,down,False
000080,2025-10-01,18830.0,2958153993.3333335,0.004240101738711487,18.0,-0.011548556430446166,-0.07012345679012344,-0.025866528711846914,-0.11179245283018868,-0.10141509433962265,0.20240963855421687,-0.28261629229763924,0.3786864430401778,down,False
000080,2025-11-01,18810.0,2572332507.0,0.00822915744234024,20.0,-0.0010621348911311612,-0.015183246073298462,-0.06881188118811876,-0.09999999999999998,-0.09904306220095693,0.0891566265060241,-0.5555832281741216,0.33159639899726173,down,False
000080,2025-12-01,18440.0,3073579652.3809524,0.007080143373209155,21.0,-0.019670388091440727,-0.03202099737532804,-0.10485436893203881,-0.055327868852458995,-0.03637295081967213,0.11057692307692307,0.2220566679220068,0.37160079585939654,down,False
000080,2026-01-01,17600.0,3449815537.6190476,0.010401555719835795,21.0,-0.045553145336225564,-0.06532129580456714,-0.1308641975308642,-0.07660020986358862,-0.03252885624344176,0.15144230769230768,0.6794652907727105,0.39625487130912784,down,False
000080,2026-02-01,17770.0,4076903183.529412,0.009840048789128161,17.0,0.009659090909091006,-0.05528973950026583,-0.06963350785340316,-0.06226912928759898,-0.0712401055408971,0.07894736842105263,1.3118060200261707,0.4378933966468554,down,False
000080,2026-03-01,16720.0,3374696560.4761906,0.02083276215274118,21.0,-0.05908835115362976,-0.09327548806941433,-0.12230971128608925,-0.13052522100884034,-0.07592303692147685,0.057279236276849645,0.3051766461976979,0.336553808462361,down,False
