ticker,forward_year,forward_eps,forward_per_consensus,trailing_eps,trailing_per_consensus,sector,close_price,forward_per,eps_growth_expected,per_discount_vs_trailing,forward_per_sector_pct,forward_per_mkt_pct,forward_valuation_score,forward_valuation_bucket,snapshot_date
005930,2026,43099.0,8.36,6564.0,18.27,전기·전자,329000.0,7.633587786259542,5.565965874466788,-0.5821791031056627,0.13821138211382114,0.2764976958525346,0.9308943089430894,deep_value,2026-06-05
000660,2026,297725.0,7.93,58955.0,11.04,전기·전자,2070000.0,6.952724829960534,4.050038164701891,-0.37022420018473423,0.12195121951219512,0.2304147465437788,0.9390243902439024,deep_value,2026-06-05
005935,2026,43099.0,8.36,6564.0,18.27,전기·전자,211000.0,4.895705236780436,5.565965874466788,-0.7320358381619904,0.04065040650406504,0.10599078341013825,0.9796747967479675,deep_value,2026-06-05
402340,2026,275738.0,4.88,66468.0,5.54,기타금융,1258000.0,4.562301895277401,3.1484323283384485,-0.17647980229649796,0.18,0.08602150537634409,0.91,deep_value,2026-06-05
005380,2026,39653.0,18.38,35331.0,8.39,운송장비·부품,700000.0,17.653140998159028,0.12232883303614384,1.104069248886654,0.6333333333333333,0.6589861751152074,0.2722374523384967,expensive,2026-06-05
009150,2026,16514.0,109.78,9099.0,28.02,전기·전자,1757000.0,106.39457430059343,0.8149247170018683,2.7970940150104724,0.9186991869918699,0.9539170506912442,0.22849679464718908,expensive,2026-06-05
373220,2026,-1073.0,-412.34,-4585.0,-80.38,전기·전자,414000.0,,-0.7659760087241003,,,,0.0,expensive,2026-06-05
032830,2026,13984.0,34.32,11514.0,13.69,보험,412500.0,29.49799771167048,0.21452145214521456,1.1547113010716203,1.0,0.815668202764977,0.10207449316360208,expensive,2026-06-05
028260,2026,16148.0,30.07,14165.0,16.91,유통,460500.0,28.51746346296755,0.13999294034592302,0.6864259883481698,0.8823529411764706,0.8064516129032258,0.15025109231832515,expensive,2026-06-05
329180,2026,28852.0,23.33,15702.0,32.42,운송장비·부품,664000.0,23.014002495494246,0.8374729333842823,-0.2901294726867907,0.7333333333333333,0.738863287250384,0.3244008952453737,rich,2026-06-05
012330,2026,45892.0,16.54,39682.0,9.4,운송장비·부품,697000.0,15.187832301926262,0.1564941283201451,0.6157268406304532,0.5333333333333333,0.5960061443932412,0.32711820880763975,rich,2026-06-05
000270,2026,21310.0,7.92,19111.0,6.37,운송장비·부품,161100.0,7.559831065227593,0.11506462246873528,0.18678666644075248,0.36666666666666664,0.27035330261136714,0.4045330413050574,rich,2026-06-05
034020,2026,458.0,218.43,132.0,569.06,기계·장비,95600.0,208.73362445414847,2.4696969696969697,-0.6331957536039284,0.9285714285714286,0.9831029185867896,0.45995670995670995,neutral,2026-06-05
066570,2026,10858.0,36.15,5321.0,17.27,전기·전자,303000.0,27.905691655921903,1.0405938733320803,0.6158478086810599,0.6260162601626016,0.8018433179723502,0.40707670896613923,rich,2026-06-05
207940,2026,42462.0,32.19,26572.0,63.79,제약,1340000.0,31.557627996797137,0.5979978925184404,-0.5052887913968156,0.71875,0.8248847926267281,0.29748184178834863,expensive,2026-06-05
105560,2026,17580.0,8.91,15116.0,8.25,기타금융,171600.0,9.761092150170649,0.16300608626620794,0.18316268486916965,0.68,0.40860215053763443,0.25471515518088683,expensive,2026-06-05
012450,2026,41659.0,25.68,28573.0,32.93,운송장비·부품,1049000.0,25.18063323651552,0.4579848108354041,-0.23532847748206742,0.8,0.7649769585253456,0.23685497297648628,expensive,2026-06-05
006400,2026,5295.0,113.69,-8325.0,-32.37,전기·전자,568000.0,107.2710103871577,-1.6360360360360362,,0.926829268292683,0.9554531490015361,0.036585365853658514,expensive,2026-06-05
034730,2026,109183.0,6.12,21863.0,11.73,기타금융,625000.0,5.7243343743989445,3.993962402232081,-0.5119919544416927,0.28,0.1490015360983103,0.86,deep_value,2026-06-05
055550,2026,11650.0,8.27,10085.0,7.62,기타금융,107500.0,9.227467811158798,0.15518096182449193,0.21095378099196815,0.64,0.3763440860215054,0.2735972802606417,expensive,2026-06-05
035420,2026,12505.0,22.43,12376.0,19.59,IT 서비스,255500.0,20.431827269092363,0.010423400129282445,0.042972295512627046,0.7777777777777778,0.706605222734255,0.18402873970100858,expensive,2026-06-05
068270,2026,6240.0,30.11,4446.0,40.71,제약,171400.0,27.46794871794872,0.4035087719298245,-0.32527760457016164,0.6875,0.7910906298003072,0.28532268170426067,expensive,2026-06-05
010120,2026,3339.0,72.32,1911.0,48.15,전기·전자,227000.0,67.98442647499252,0.7472527472527473,0.411929937175338,0.8536585365853658,0.9216589861751152,0.2513496956005667,expensive,2026-06-05
267260,2026,27279.0,36.48,20324.0,38.08,전기·전자,956000.0,35.0452729205616,0.3422062586105097,-0.07969346322054616,0.7073170731707317,0.8387096774193549,0.2666566432161356,expensive,2026-06-05
042660,2026,5024.0,23.09,4066.0,27.94,운송장비·부품,112200.0,22.3328025477707,0.23561239547466806,-0.20068709564170728,0.6666666666666666,0.7311827956989247,0.2717541517344764,expensive,2026-06-05
298040,2026,84548.0,41.92,55755.0,31.94,전기·전자,3380000.0,39.97729100629228,0.5164200520132725,0.25163716362843713,0.7479674796747967,0.8678955453149002,0.27121912473592624,expensive,2026-06-05
006800,2026,4099.0,14.1,2154.0,10.79,증권,56400.0,13.759453525250061,0.9029712163416899,0.2752042192076054,1.0,0.5560675883256528,0.20042445947738427,expensive,2026-06-05
086790,2026,16018.0,7.3,14110.0,6.67,기타금융,123600.0,7.716319140966413,0.1352232459248759,0.15686943642674867,0.56,0.28417818740399386,0.31074617798926796,rich,2026-06-05
005490,2026,23631.0,16.88,8085.0,37.73,금속,390000.0,16.503745080614447,1.9228200371057516,-0.562582955721854,0.5161290322580645,0.6344086021505376,0.5880526320289323,cheap,2026-06-05
000150,2026,22953.0,83.56,3546.0,220.26,전기·전자,1740000.0,75.80708404130179,5.472927241962775,-0.6558290927027068,0.8780487804878049,0.9339477726574501,0.5609756097560976,cheap,2026-06-05
011070,2026,32967.0,37.98,14419.0,18.79,전기·전자,1160000.0,35.18670185336852,1.2863582772730426,0.8726291566454774,0.7154471544715447,0.8402457757296466,0.3974704623746623,rich,2026-06-05
000810,2026,44195.0,14.5,40703.0,12.21,보험,695000.0,15.72576083267338,0.08579220204898896,0.28794110013705,0.8571428571428571,0.6159754224270353,0.15511317172128417,expensive,2026-06-05
010130,2026,60694.0,21.78,38514.0,34.17,금속,1265000.0,20.84225788381059,0.5758944799293764,-0.39004220416123536,0.6451612903225806,0.7158218125960062,0.33111856625719205,rich,2026-06-05
009540,2026,48819.0,7.86,30639.0,13.28,기타금융,379000.0,7.763370818738606,0.5933614021345344,-0.4154088238901652,0.58,0.2887864823348694,0.3661944860192192,rich,2026-06-05
017670,2026,5668.0,22.09,1901.0,28.14,통신,106400.0,18.772053634438954,1.9815886375591796,-0.33290498811517577,1.0,0.6774193548387096,0.3545126625084542,rich,2026-06-05
042700,2026,3539.0,77.85,2233.0,57.05,기계·장비,283000.0,79.96609211641707,0.5848634124496193,0.40168434910459383,0.875,0.9400921658986175,0.21748048749280274,expensive,2026-06-05
051910,2026,3361.0,105.63,-23242.0,-14.33,화학,349000.0,103.8381434096995,-1.1446088976852251,,0.9863013698630136,0.9508448540706606,0.006849315068493178,expensive,2026-06-05
307950,2026,7555.0,118.86,6654.0,49.89,IT 서비스,836000.0,110.65519523494375,0.13540727382025852,1.2179834683291992,0.9333333333333333,0.9585253456221198,0.12410580102194169,expensive,2026-06-05
010140,2026,1201.0,23.06,620.0,38.88,운송장비·부품,27750.0,23.105745212323065,0.9370967741935483,-0.4057164297242011,0.7666666666666667,0.7403993855606759,0.3219662058371735,rich,2026-06-05
015760,2026,8903.0,4.24,13311.0,3.55,전기·가스,38100.0,4.2794563630237,-0.3311546840958606,0.20548066564047884,0.75,0.06605222734254992,0.14912075941487707,expensive,2026-06-05
018260,2026,9163.0,32.79,9816.0,17.47,IT 서비스,252500.0,27.55647713630907,-0.06652404237978815,0.5773598818722994,0.8444444444444444,0.7926267281105991,0.1397029145806652,expensive,2026-06-05
