period,group_name,keywords,chunk_id,ratio,anchor_ratio,anchor_relative_ratio,anchor_relative_ratio_winsorized,low_anchor_flag,saturation_flag,anchor_saturation_flag,zero_ratio_flag,missing_flag,data_quality_score,ratio_momentum_1m,ratio_momentum_3m,ratio_momentum_6m,ratio_zscore_12m,ratio_zscore_24m,anchor_relative_momentum_1m,anchor_relative_momentum_3m,anchor_relative_momentum_6m,anchor_relative_zscore_12m,anchor_relative_zscore_24m,relative_rank,relative_rank_pct,relative_zscore_cross_sectional,top_20pct_flag,bottom_20pct_flag,factor_family_recent_strength,recent_strength_score,recent_strength_bucket,factor_family_market_relative,market_relative_score,market_relative_bucket,factor_family_cross_sector,cross_sector_rank_score,cross_sector_rank_bucket,dxy_zscore_252d,korea_exports_yoy_pct,korea_kosdaq_ret_60d_pct,korea_kospi_ret_60d_pct,risk_off_composite_z,us_10y_2y_spread,us_sp500_ret_60d_pct,vix_zscore_252d,risk_off_score,risk_on_flag,risk_off_flag,dollar_pressure_flag,growth_on_flag,export_recovery_flag,market_regime,interest_level_pct,interest_momentum_pct,interest_zscore_pct,base_interest_score,risk_discount_applied,growth_boost_applied,export_boost_applied,regime_multiplier,regime_adjusted_interest_score,regime_adjusted_bucket
2021-01-01,ai_software,AI|인공지능|소프트웨어,7,0.94691,41.0458,2.306959542754679,2.306959542754679,0,0,0,0,0,100,,,,,,,,,,,27.0,0.7714285714285715,-0.196036723067069,0,0,same_sector_recent_strength,0.0,insufficient_history,market_relative_strength,0.0,insufficient_history,cross_sector_current_rank,0.7714285714285715,middle,-1.3095853056158782,10.250669687461777,10.988551351609743,23.16201117318435,-0.5559811529359816,1.0,5.835690373605895,0.19762299974391492,-0.39917996084014884,True,False,False,False,True,risk_on,0.7714285714285715,,,0.6357142857142857,False,False,False,1.12,0.7120000000000001,strong
2021-02-01,ai_software,AI|인공지능|소프트웨어,7,0.48446,28.53669,1.697674117075246,1.697674117075246,0,0,0,0,0,100,-0.46245,,,,,-0.6092854256794329,,,,,28.0,0.8,-0.25450400284621283,1,0,same_sector_recent_strength,0.0,insufficient_history,market_relative_strength,0.0,insufficient_history,cross_sector_current_rank,0.8,top,-1.022341622734064,10.25253780590354,0.019698826825420568,10.3058814915155,-0.597158932968513,1.2999999999999998,3.0285522396452436,-0.17197624320296195,-0.3957903028757578,True,False,False,False,True,risk_on,0.8,,,0.6499999999999999,False,False,False,1.12,0.728,strong
2021-03-01,ai_software,AI|인공지능|소프트웨어,7,0.73153,26.46336,2.7643126194103846,2.7643126194103846,0,0,0,0,0,100,0.24707,,,,,1.0666385023351386,,,,,28.0,0.8,-0.20291781570329157,1,0,same_sector_recent_strength,0.0,insufficient_history,market_relative_strength,0.0,insufficient_history,cross_sector_current_rank,0.8,top,-0.18046789672112232,14.497264404683419,-2.5698244326924136,3.140276462918723,-0.7834977420446776,1.58,5.996307673708734,-1.3865275873682328,-0.7149725112860862,True,False,False,False,True,risk_on,0.8,,,0.6499999999999999,False,False,False,1.12,0.728,strong
2021-04-01,ai_software,AI|인공지능|소프트웨어,7,0.61062,17.89123,3.412957074499629,3.412957074499629,0,0,0,0,0,100,-0.12090999999999996,-0.33629,,,,0.6486444550892445,1.1059975317449502,,,,27.0,0.7714285714285715,-0.21610943023969015,0,0,same_sector_recent_strength,0.011059975317449502,insufficient_history,market_relative_strength,0.0,insufficient_history,cross_sector_current_rank,0.7714285714285715,middle,-0.7237036335248094,43.669950440291075,1.656984556862584,0.8725802161742902,-1.0326478229901581,1.49,7.572747916265721,-1.3415920124555067,-0.8733416109586604,True,False,False,True,True,risk_on,0.7714285714285715,0.7714285714285715,,0.7171428571428571,False,True,False,1.2096000000000002,0.8674560000000001,strong
2021-05-01,ai_software,AI|인공지능|소프트웨어,7,0.58012,17.12051,3.388450460879962,3.388450460879962,0,0,0,0,0,100,-0.030500000000000083,0.09565999999999997,,,,-0.024506613619667217,1.6907763438047159,,,,27.0,0.7714285714285715,-0.22218598737934647,0,0,same_sector_recent_strength,0.01690776343804716,insufficient_history,market_relative_strength,0.0,insufficient_history,cross_sector_current_rank,0.7714285714285715,middle,-1.1882982008780127,44.271360028147086,9.529653264313431,7.654261252906469,-1.3862581660187399,1.44,10.016349087191934,-1.584218131159467,-1.1415650765841017,True,False,False,True,True,risk_on,0.7714285714285715,0.8285714285714286,,0.7342857142857142,False,True,False,1.2096000000000002,0.8881920000000001,strong
2021-06-01,ai_software,AI|인공지능|소프트웨어,7,0.48206,14.16577,3.402991859955371,3.402991859955371,0,0,0,0,0,100,-0.09805999999999998,-0.24947000000000003,,-0.8896601461620522,,0.014541399075409078,0.6386792405449864,,0.805472507195013,,27.0,0.7714285714285715,-0.2547853268566811,0,0,same_sector_recent_strength,0.8118592996004628,neutral,market_relative_strength,0.805472507195013,weak,cross_sector_current_rank,0.7714285714285715,middle,0.4089896992180294,39.55314644170207,4.881774301949049,4.880919809369888,-0.574213046560857,1.2,4.889474489584322,-1.5574157923397434,-0.6040203595625045,True,False,False,True,True,risk_on,0.7714285714285715,0.5428571428571428,0.34285714285714286,0.6171428571428572,False,True,False,1.2096000000000002,0.7464960000000003,strong
2021-07-01,ai_software,AI|인공지능|소프트웨어,7,0.42889,13.36778,3.2083861344217217,3.2083861344217217,0,0,0,0,0,100,-0.053169999999999995,-0.18173000000000006,-0.51802,-1.0026555526108478,,-0.1946057255336493,-0.20457094007790744,0.9014265916670428,0.488211521395276,,25.0,0.7142857142857143,-0.26629337257233526,0,0,same_sector_recent_strength,0.4861658119944965,cooling,market_relative_strength,0.48821152139527557,weak,cross_sector_current_rank,0.7142857142857143,middle,0.33572488754443425,30.601391572788362,5.4012061739752815,0.1601401226072996,-0.2636197370244514,1.05,3.843019992812957,-0.8629643615933371,-0.33575591353171674,True,False,False,True,True,risk_on,0.7142857142857143,0.08571428571428572,0.34285714285714286,0.4514285714285714,False,True,False,1.2096000000000002,0.5460480000000001,neutral
2021-08-01,ai_software,AI|인공지능|소프트웨어,7,0.38401,16.49357,2.3282406416561123,2.3282406416561123,0,0,0,0,0,100,-0.044879999999999975,-0.19610999999999995,-0.10044999999999998,-1.0676609647537991,-1.0676609647537991,-0.8801454927656094,-1.0602098192238496,0.6305665245808663,-0.750058283970242,-0.7500582839702415,25.0,0.7142857142857143,-0.26701772580081307,0,0,same_sector_recent_strength,-0.76066038216248,neutral,market_relative_strength,-0.7500582839702415,weak,cross_sector_current_rank,0.7142857142857143,middle,0.7115108094230002,32.99956146408003,6.083020872710176,-0.5257790297806708,-0.1834908546815343,1.1,7.183950542709616,-1.0784925187860688,-0.40615575575676616,True,False,False,True,True,risk_on,0.7142857142857143,0.05714285714285714,0.2,0.4142857142857143,False,True,False,1.2096000000000002,0.5011200000000001,neutral
2021-09-01,ai_software,AI|인공지능|소프트웨어,7,0.46402,12.64596,3.669314152504041,3.669314152504041,0,0,0,0,0,100,0.08000999999999997,-0.01804,-0.26751,-0.5878157164627714,-0.5878157164627714,1.3410735108479286,0.2663222925486699,0.9050015330936563,1.13629043866137,1.136290438661371,28.0,0.8,-0.23486884028631233,1,0,same_sector_recent_strength,1.1389536615868576,strong,market_relative_strength,1.136290438661371,weak,cross_sector_current_rank,0.8,top,2.195597584885596,17.860773411553723,-2.493852837413635,-4.634316878758204,1.3347546146423963,1.24,-1.4191339702428363,0.4739116443991963,0.7620946121271686,False,True,True,False,True,risk_off,0.8,0.8285714285714286,0.6285714285714286,0.7742857142857144,True,False,False,0.675,0.5226428571428572,neutral
2021-10-01,ai_software,AI|인공지능|소프트웨어,7,0.45842,16.58623,2.763858935996908,2.763858935996908,0,0,0,0,0,100,-0.005599999999999994,0.02953,-0.15220000000000006,-0.5789612386981564,-0.5789612386981564,-0.905455216507133,-0.4445271984248138,-0.6490981385027212,-0.206197678299667,-0.20619767829966687,26.0,0.7428571428571429,-0.23415663433487896,0,0,same_sector_recent_strength,-0.210642950283915,neutral,market_relative_strength,-0.20619767829966687,weak,cross_sector_current_rank,0.7428571428571429,middle,1.8540565428325686,24.290356014048765,-6.366295527457999,-9.163517166305857,0.3876625163045424,1.07,3.8061332426736483,-1.0787315102234838,-0.03616351169250548,False,False,True,False,True,dollar_pressure,0.7428571428571429,0.2857142857142857,0.42857142857142855,0.5428571428571428,True,False,False,0.9,0.48857142857142855,moderate
