ticker,period,PER,PBR,EPS,BPS,DIV,DPS,sector,per_percentile_sector,pbr_percentile_sector,per_zscore_own_24m,per_rerating_momentum_3m,pbr_zscore_own_24m,pbr_rerating_momentum_3m,valuation_score,valuation_bucket,rerating_momentum_score,rerating_direction
000100,2023-10-01,43.19,2.06,1329,27877,0.7,400,제약,0.6666666666666666,0.3448275862068966,,-0.21372656107773533,,-0.2137404580152672,0.4942528735632184,neutral,-0.21373350954650128,de_rating_down
000100,2023-11-01,46.12,2.2,1329,27877,0.65,400,제약,0.625,0.3103448275862069,,-0.15808689302665213,,-0.15708812260536387,0.5323275862068966,neutral,-0.157587507816008,de_rating_down
000100,2023-12-01,54.09,2.58,1272,26681,0.58,400,제약,0.7083333333333334,0.3448275862068966,,-0.05171809256661984,,-0.05147058823529416,0.473419540229885,neutral,-0.051594340400957,de_rating_down
000100,2024-01-01,46.54,2.22,1272,26681,0.68,400,제약,0.625,0.3103448275862069,,0.07756425098402411,,0.07766990291262142,0.5323275862068966,neutral,0.07761707694832276,re_rating_up
000100,2024-02-01,52.99,2.53,1272,26681,0.59,400,제약,0.7083333333333334,0.3793103448275862,,0.1489592367736341,,0.14999999999999983,0.4561781609195402,neutral,0.14947961838681695,re_rating_up
000100,2024-03-01,60.3,2.87,1272,26681,0.52,400,제약,0.7083333333333334,0.4482758620689655,,0.11480865224625611,,0.1124031007751938,0.42169540229885055,rich,0.11360587651072496,re_rating_up
000100,2024-04-01,56.92,2.71,1272,26681,0.55,400,제약,0.7083333333333334,0.41379310344827586,,0.2230339492909326,,0.2207207207207206,0.4389367816091954,rich,0.2218773350058266,re_rating_up
000100,2024-05-01,37.91,2.5,1815,27491,0.65,450,제약,0.5714285714285714,0.4482758620689655,-1.9051379840588996,-0.28458199660313277,0.06791200876923083,-0.011857707509881346,0.39817605623308816,rich,-0.14821985205650706,de_rating_down
000100,2024-06-01,44.57,2.94,1815,27491,0.56,450,제약,0.5714285714285714,0.4482758620689655,-0.8614015083037108,-0.2608623548922056,1.5221954484819618,0.024390243902438966,0.19000772994409487,expensive,-0.11823605549488332,de_rating_down
000100,2024-07-01,52.01,3.43,1815,27491,0.48,450,제약,0.5714285714285714,0.5172413793103449,0.234586430321698,-0.08626141953619121,2.3450560427284666,0.26568265682656833,0.01286230622775722,expensive,0.08971061864518856,re_rating_up
000100,2024-08-01,77.69,5.13,1815,27491,0.32,450,제약,0.6190476190476191,0.6551724137931034,2.7004524346605807,1.0493273542600898,3.1948480206884624,1.052,-0.29359271109856233,expensive,1.050663677130045,re_rating_up
000100,2024-09-01,78.57,5.19,1815,27491,0.32,450,제약,0.6190476190476191,0.6896551724137931,2.197203698292559,0.7628449629795825,2.4247119875735015,0.7653061224489798,-0.21233533835419144,expensive,0.7640755427142811,re_rating_up
000100,2024-10-01,76.42,5.05,1815,27491,0.32,450,제약,0.6190476190476191,0.6551724137931034,1.7418937084214001,0.46933282061142095,1.9220584916102135,0.47230320699708445,-0.1238843582128151,expensive,0.4708180138042527,re_rating_up
000100,2024-11-01,63.58,4.2,1815,27491,0.39,450,제약,0.6190476190476191,0.5862068965517241,0.6574426099361056,-0.18161925601750548,1.0457765059314514,-0.1812865497076023,0.05675144477786778,expensive,-0.1814529028625539,de_rating_down
000100,2024-12-01,65.84,4.35,1815,27491,0.38,450,제약,0.6190476190476191,0.603448275862069,0.8093507627265993,-0.16202112765686638,1.1149773433584258,-0.1618497109826591,0.03401535076549257,expensive,-0.16193541931976274,de_rating_down
000100,2025-01-01,71.4,4.71,1815,27491,0.35,450,제약,0.6190476190476191,0.6206896551724138,1.197780087480004,-0.06568961004972515,1.345108185982586,-0.0673267326732673,-0.021841674676890716,expensive,-0.06650817136149623,de_rating_down
000100,2025-02-01,67.16,4.43,1815,27491,0.37,450,제약,0.6363636363636364,0.5862068965517241,0.8109844778593958,0.05630701478452341,1.0337885066306682,0.05476190476190465,0.04062628473032122,expensive,0.05553445977321403,re_rating_up
000100,2025-03-01,60.17,3.97,1815,27491,0.41,450,제약,0.6363636363636364,0.5862068965517241,0.2189867467018253,-0.08611786148238156,0.5955839815163632,-0.08735632183908033,0.12647647275297752,expensive,-0.08673709166073094,de_rating_down
000100,2025-04-01,62.7,4.14,1815,27491,0.4,450,제약,0.6363636363636364,0.5862068965517241,0.42538123400761024,-0.12184873949579834,0.7278743952415383,-0.12101910828025483,0.0982527310003975,expensive,-0.1214339238880266,de_rating_down
000100,2025-05-01,110.6,3.72,943,28030,0.48,500,제약,0.8947368421052632,0.6,3.2587279752011025,0.646813579511614,0.32730837543681207,-0.1602708803611737,-0.15095990847938345,expensive,0.24327134957522015,re_rating_up
000100,2025-06-01,110.5,3.72,943,28030,0.48,500,제약,0.8947368421052632,0.6,2.610761567939839,0.8364633538308126,0.2735790793025414,-0.06297229219143577,-0.11404593112984748,expensive,0.38674553081968843,re_rating_up
000100,2025-07-01,125.24,4.21,943,28030,0.42,500,제약,0.8947368421052632,0.6,2.683343511912932,0.9974481658692184,0.692863384231613,0.016908212560386545,-0.15503478520502786,expensive,0.5071781892148024,re_rating_up
000100,2025-08-01,120.36,4.05,943,28030,0.44,500,제약,0.8947368421052632,0.6,2.10379252779468,0.08824593128390602,0.4819011270904016,0.08870967741935473,-0.08915868176673925,expensive,0.08847780435163038,re_rating_up
000100,2025-09-01,126.3,4.25,943,28030,0.42,500,제약,0.8947368421052632,0.5333333333333333,2.020414189712407,0.14298642533936648,0.6228706363565448,0.14247311827956982,-0.0772912793653951,expensive,0.14272977180946816,re_rating_up
000100,2025-10-01,125.13,4.21,943,28030,0.42,500,제약,0.8421052631578947,0.55,1.7600459239528976,-0.0008783136378153899,0.5197542329780253,0.0,-0.03800966220038391,expensive,-0.00043915681890769497,flat
000100,2025-11-01,129.37,4.35,943,28030,0.41,500,제약,0.8421052631578947,0.5,1.7040638451480368,0.07485875706214694,0.6056708923599388,0.07407407407407403,-0.028004210581804974,expensive,0.07446641556811048,re_rating_up
000100,2025-12-01,119.19,4.01,943,28030,0.44,500,제약,0.8947368421052632,0.5,1.2473855074283595,-0.056294536817102135,0.163977081251253,-0.05647058823529417,0.03370224041704983,expensive,-0.05638256252619815,de_rating_down
000100,2026-01-01,114.53,3.85,943,28030,0.46,500,제약,0.7368421052631579,0.4666666666666667,1.0089580453747953,-0.08471189962439059,-0.11390695269271692,-0.08551068883610448,0.124535215960704,expensive,-0.08511129423024753,de_rating_down
000100,2026-02-01,116.86,3.93,943,28030,0.45,500,제약,0.7368421052631579,0.4666666666666667,0.9985027399424379,-0.09669938934838065,-0.09320617877430949,-0.09655172413793092,0.12368142692019983,expensive,-0.09662555674315579,de_rating_down
000100,2026-03-01,100.53,3.38,943,28030,0.53,500,제약,0.7368421052631579,0.4666666666666667,0.4137976708183438,-0.1565567581172917,-0.928062261992454,-0.15710723192019949,0.24197818961538636,expensive,-0.1568319950187456,de_rating_down
000100,2026-04-01,97.14,3.27,943,28030,0.55,500,제약,0.7368421052631579,0.43333333333333335,0.25145415062150606,-0.15183794638959225,-1.1874575923300674,-0.15064935064935067,0.285456427159924,expensive,-0.15124364851947147,de_rating_down
000100,2026-05-01,32.7,2.75,2599,30855,0.71,600,제약,0.5555555555555556,0.40625,-1.9041121668508358,-0.7201779907581721,-2.081814323100458,-0.30025445292620867,0.5917091519403855,cheap,-0.5102162218421904,de_rating_down
000100,2026-06-01,29.82,2.51,2599,30855,0.77,600,제약,0.5,0.40625,-1.9097754458442653,-0.7033721277230678,-2.2965765444317134,-0.25739644970414205,0.6239668325229982,cheap,-0.48038428871360495,de_rating_down
000120,2023-06-01,9.33,0.43,8190,179031,0.65,500,운송·창고,1.0,0.2,,,,,0.4,rich,,N/A
000120,2023-07-01,8.79,0.4,8190,179031,0.69,500,운송·창고,1.0,0.2,,,,,0.4,rich,,N/A
000120,2023-08-01,9.63,0.44,8190,179031,0.63,500,운송·창고,1.0,0.4,,,,,0.3,expensive,,N/A
000120,2023-09-01,9.87,0.45,8190,179031,0.62,500,운송·창고,1.0,0.4,,0.05787781350482306,,0.046511627906976785,0.3,expensive,0.05219472070589992,re_rating_up
000120,2023-10-01,9.27,0.42,8190,179031,0.66,500,운송·창고,1.0,0.4,,0.054607508532423264,,0.049999999999999906,0.3,expensive,0.05230375426621159,re_rating_up
000120,2023-11-01,13.81,0.63,8190,179031,0.44,500,운송·창고,1.0,0.6,,0.4340602284527518,,0.4318181818181818,0.2,expensive,0.4329392051354668,re_rating_up
000120,2023-12-01,15.53,0.71,8190,179031,0.39,500,운송·창고,1.0,0.6,,0.5734549138804459,,0.5777777777777776,0.2,expensive,0.5756163458291117,re_rating_up
000120,2024-01-01,16.58,0.76,8190,179031,0.37,500,운송·창고,1.0,0.6,,0.7885652642934196,,0.8095238095238096,0.2,expensive,0.7990445369086145,re_rating_up
000120,2024-02-01,15.19,0.69,8190,179031,0.4,500,운송·창고,1.0,0.6,,0.09992758870383772,,0.09523809523809515,0.2,expensive,0.09758284197096644,re_rating_up
000120,2024-03-01,14.03,0.64,8190,179031,0.44,500,운송·창고,1.0,0.6,,-0.09658725048293626,,-0.09859154929577459,0.2,expensive,-0.09758939988935542,de_rating_down
000120,2024-04-01,14.97,0.68,8190,179031,0.41,500,운송·창고,1.0,0.6,,-0.09710494571773208,,-0.1052631578947368,0.2,expensive,-0.10118405180623444,de_rating_down
000120,2024-05-01,10.01,0.57,10357,180690,0.48,500,운송·창고,0.8,0.4,-0.7504544260068059,-0.3410138248847926,0.012583572185145926,-0.17391304347826086,0.2614892378184716,expensive,-0.25746343418152673,de_rating_down
000120,2024-06-01,9.18,0.53,10357,180690,0.53,500,운송·창고,0.6,0.4,-0.9502509976018559,-0.34568781183178904,-0.2780628137662474,-0.17187499999999997,0.3523594842806753,rich,-0.2587814059158945,de_rating_down
000120,2024-07-01,9.51,0.55,10357,180690,0.51,500,운송·창고,0.8,0.4,-0.790219544187446,-0.3647294589178357,-0.11677933322342289,-0.19117647058823528,0.2755832397842391,expensive,-0.2779529647530355,de_rating_down
000120,2024-08-01,9.1,0.52,10357,180690,0.53,500,운송·창고,0.8,0.4,-0.8736196725463804,-0.09090909090909093,-0.3489982041709892,-0.08771929824561392,0.3018848230597808,rich,-0.08931419457735243,de_rating_down
000120,2024-09-01,8.99,0.52,10357,180690,0.54,500,운송·창고,0.8,0.4,-0.8606811951116844,-0.02069716775599123,-0.33729675307330176,-0.018867924528301903,0.29983149568208217,expensive,-0.019782546142146567,flat
000120,2024-10-01,8.48,0.49,10357,180690,0.57,500,운송·창고,0.6,0.4,-0.9751723870838457,-0.1083070452155625,-0.57527202966672,-0.10909090909090918,0.37920370139588044,rich,-0.10869897715323584,de_rating_down
000120,2024-11-01,7.91,0.45,10357,180690,0.61,500,운송·창고,0.4,0.4,-1.0969768189346885,-0.13076923076923072,-0.8839115797872137,-0.13461538461538464,0.46507403322682517,neutral,-0.13269230769230766,de_rating_down
000120,2024-12-01,8.15,0.47,10357,180690,0.59,500,운송·창고,0.6,0.4,-0.9622100282136118,-0.09343715239154614,-0.6780671970852182,-0.09615384615384624,0.3866897687749025,rich,-0.09479549927269619,de_rating_down
000120,2025-01-01,7.7,0.44,10357,180690,0.63,500,운송·창고,0.4,0.4,-1.0551624776885489,-0.09198113207547172,-0.9061332686753022,-0.10204081632653059,0.4634413121969876,neutral,-0.09701097420100116,de_rating_down
000120,2025-02-01,9.04,0.52,10357,180690,0.53,500,운송·창고,0.6,0.4,-0.5803698093155899,0.14285714285714274,-0.17338420016027617,0.15555555555555556,0.3128128341229889,rich,0.14920634920634915,re_rating_up
000120,2025-03-01,8.33,0.48,10357,180690,0.58,500,운송·창고,0.8,0.4,-0.7950776739858963,0.02208588957055211,-0.5310851974217814,0.02127659574468087,0.3105135726173065,rich,0.021681242657616492,flat
000120,2025-04-01,8.03,0.46,10357,180690,0.6,500,운송·창고,0.6,0.4,-0.8650642866941536,0.04285714285714275,-0.6977333232147295,0.0454545454545455,0.38023313415907356,rich,0.04415584415584413,flat
000120,2025-05-01,6.65,0.41,12088,197983,1.0,800,운송·창고,0.6,0.4,-1.2723556644428846,-0.2643805309734512,-1.1210942712063618,-0.21153846153846162,0.44945416130410387,rich,-0.23795949625595642,de_rating_down
000120,2025-06-01,7.23,0.44,12088,197983,0.92,800,운송·창고,0.6,0.4,-1.0198981911095522,-0.13205282112845135,-0.8419280388313325,-0.0833333333333333,0.40515218582840706,rich,-0.10769307723089233,de_rating_down
000120,2025-07-01,7.36,0.45,12088,197983,0.9,800,운송·창고,0.6,0.4,-0.9416365834729257,-0.083437110834371,-0.782504192947254,-0.021739130434782625,0.393678398035015,rich,-0.05258812063457681,de_rating_down
000120,2025-08-01,6.91,0.42,12088,197983,0.96,800,운송·창고,0.6,0.4,-1.028869944469556,0.03909774436090222,-1.0590541722896203,0.024390243902439046,0.423993676396598,rich,0.03174399413167063,flat
000120,2025-09-01,6.97,0.43,12088,197983,0.95,800,운송·창고,0.6,0.4,-0.9501313319577345,-0.03596127247579539,-0.9471030160294734,-0.02272727272727275,0.40810286233226734,rich,-0.02934427260153407,flat
000120,2025-10-01,6.82,0.42,12088,197983,0.97,800,운송·창고,0.6,0.4,-0.9465781812874431,-0.07336956521739131,-1.0434185769816233,-0.06666666666666672,0.41583306318908886,rich,-0.07001811594202902,de_rating_down
000120,2025-11-01,7.55,0.46,12088,197983,0.88,800,운송·창고,0.8,0.4,-0.6541908270454604,0.09261939218523874,-0.59828096149963,0.09523809523809533,0.30437264904542416,rich,0.09392874371166704,re_rating_up
000120,2025-12-01,7.83,0.48,12088,197983,0.85,800,운송·창고,0.8,0.4,-0.5021410421902637,0.12338593974175041,-0.3354748493391795,0.11627906976744183,0.26980132429412024,expensive,0.11983250475459611,re_rating_up
000120,2026-01-01,8.59,0.52,12088,197983,0.77,800,운송·창고,0.6,0.4,-0.14449738617212837,0.25953079178885624,0.23420625561060532,0.2380952380952382,0.24252426088012694,expensive,0.24881301494204722,re_rating_up
000120,2026-02-01,10.92,0.67,12088,197983,0.61,800,운송·창고,0.8,0.4,1.045658821119903,0.44635761589403977,2.218082541829467,0.4565217391304348,-0.07197844691244751,expensive,0.4514396775122373,re_rating_up
000120,2026-03-01,8.55,0.52,12088,197983,0.77,800,운송·창고,0.6,0.4,0.010096648608993947,0.09195402298850583,0.34298830444539624,0.08333333333333341,0.22057625391213415,expensive,0.08764367816091961,re_rating_up
000120,2026-04-01,8.36,0.51,12088,197983,0.79,800,운송·창고,0.6,0.2,0.09705271651311655,-0.026775320139697373,0.3619836620370717,-0.019230769230769246,0.261746968454151,expensive,-0.023003044685233308,flat
000120,2026-05-01,7.54,0.41,11347,207860,0.94,800,운송·창고,0.2,0.2,-0.6134924177980783,-0.30952380952380953,-1.2394260242770665,-0.3880597014925374,0.5544098701729288,cheap,-0.34879175550817343,de_rating_down
000120,2026-06-01,7.22,0.39,11347,207860,0.98,800,운송·창고,0.2,0.2,-0.8579097651984076,-0.15555555555555564,-1.434363593298939,-0.25,0.5910227798747789,cheap,-0.20277777777777783,de_rating_down
000150,2023-06-01,,0.9,0,100601,2.21,2000,전기·전자,,0.07758620689655173,,,,,0.9224137931034483,deep_value,,N/A
000150,2023-07-01,,1.06,0,100601,1.88,2000,전기·전자,,0.13793103448275862,,,,,0.8620689655172413,deep_value,,N/A
000150,2023-08-01,,1.17,0,100601,1.7,2000,전기·전자,,0.1864406779661017,,,,,0.8135593220338984,deep_value,,N/A
000150,2023-09-01,,1.13,0,100601,1.77,2000,전기·전자,,0.1864406779661017,,,,0.2555555555555554,0.8135593220338984,deep_value,0.2555555555555554,re_rating_up
000150,2023-10-01,,0.74,0,100601,2.69,2000,전기·전자,,0.0847457627118644,,,,-0.30188679245283023,0.9152542372881356,deep_value,-0.30188679245283023,de_rating_down
000150,2023-11-01,,0.92,0,100601,2.17,2000,전기·전자,,0.11666666666666667,,,,-0.21367521367521358,0.8833333333333333,deep_value,-0.21367521367521358,de_rating_down
000150,2023-12-01,,0.93,0,100601,2.13,2000,전기·전자,,0.11475409836065574,,,,-0.17699115044247776,0.8852459016393442,deep_value,-0.17699115044247776,de_rating_down
000150,2024-01-01,,0.9,0,100601,2.22,2000,전기·전자,,0.1557377049180328,,,,0.21621621621621626,0.8442622950819672,deep_value,0.21621621621621626,re_rating_up
000150,2024-02-01,,0.9,0,100601,2.2,2000,전기·전자,,0.12295081967213115,,,,-0.021739130434782625,0.8770491803278688,deep_value,-0.021739130434782625,flat
000150,2024-03-01,,1.55,0,100601,1.29,2000,전기·전자,,0.22131147540983606,,,,0.6666666666666666,0.7786885245901639,deep_value,0.6666666666666666,re_rating_up
000150,2024-04-01,,1.51,0,100601,1.31,2000,전기·전자,,0.19672131147540983,,,,0.6777777777777777,0.8032786885245902,deep_value,0.6777777777777777,re_rating_up
000150,2024-05-01,,2.26,0,91241,0.97,2000,전기·전자,,0.36065573770491804,,,2.5795892964981166,1.5111111111111108,-0.11025941826881175,expensive,1.5111111111111108,re_rating_up
000150,2024-06-01,,2.38,0,91241,0.92,2000,전기·전자,,0.3790322580645161,,,2.1242425019511924,0.5354838709677419,-0.043556546024123455,expensive,0.5354838709677419,re_rating_up
000150,2024-07-01,,1.92,0,91241,1.14,2000,전기·전자,,0.3253968253968254,,,1.1440080601848588,0.27152317880794696,0.14663357727077753,expensive,0.27152317880794696,re_rating_up
000150,2024-08-01,,1.64,0,91241,1.34,2000,전기·전자,,0.3492063492063492,,,0.5953285498733899,-0.2743362831858407,0.2261754004179271,expensive,-0.2743362831858407,de_rating_down
000150,2024-09-01,,1.86,0,91241,1.18,2000,전기·전자,,0.42857142857142855,,,0.9519599823798375,-0.2184873949579831,0.12705428865097945,expensive,-0.2184873949579831,de_rating_down
000150,2024-10-01,,2.2,0,91241,1.0,2000,전기·전자,,0.5079365079365079,,,1.4437202969760026,0.14583333333333348,0.005411696535745608,expensive,0.14583333333333348,re_rating_up
000150,2024-11-01,,2.12,0,91241,1.04,2000,전기·전자,,0.5396825396825397,,,1.2047083440983404,0.29268292682926844,0.02937400614234012,expensive,0.29268292682926844,re_rating_up
000150,2024-12-01,,2.79,0,91241,0.78,2000,전기·전자,,0.6349206349206349,,,2.0409965847245535,0.49999999999999994,-0.1576264149144097,expensive,0.49999999999999994,re_rating_up
000150,2025-01-01,,3.11,0,91241,0.7,2000,전기·전자,,0.6031746031746031,,,2.1508115489664847,0.41363636363636347,-0.1600558930817157,expensive,0.41363636363636347,re_rating_up
000150,2025-02-01,,3.53,0,91241,0.62,2000,전기·전자,,0.6507936507936508,,,2.287476098062271,0.6650943396226413,-0.20664284174053726,expensive,0.6650943396226413,re_rating_up
000150,2025-03-01,,3.21,0,91241,0.68,2000,전기·전자,,0.6666666666666666,,,1.7082099300421654,0.15053763440860213,-0.11803498834036086,expensive,0.15053763440860213,re_rating_up
000150,2025-04-01,,3.33,0,91241,0.66,2000,전기·전자,,0.6349206349206349,,,1.684354336412194,0.07073954983922837,-0.09818604019568311,expensive,0.07073954983922837,re_rating_up
000150,2025-05-01,,5.87,0,83153,0.41,2000,전기·전자,,0.9206349206349206,,,3.2269582463800943,0.6628895184135979,-0.4603174603174603,expensive,0.6628895184135979,re_rating_up
