ticker,period,balance,balance_ratio,listed_shares
017670,2025-09-01,536667,0.25,214790053
017670,2025-10-01,939226,0.44,214790053
017670,2025-11-01,922359,0.43,214790053
017670,2025-12-01,746271,0.35,214790053
017670,2026-01-01,609265,0.28,214790053
017670,2026-02-01,510578,0.24,214790053
017670,2026-03-01,332232,0.15,214790053
017670,2026-04-01,228034,0.11,214790053
017670,2026-05-01,114199,0.05,214790053
017670,2026-06-01,321406,0.15,214790053
017800,2025-04-01,0,0.0,39092385
017800,2025-05-01,9100,0.02,39092385
017800,2025-06-01,0,0.0,39092385
017800,2025-07-01,5220,0.01,39092385
017800,2025-08-01,10955,0.03,39092385
017800,2025-09-01,0,0.0,39092385
017800,2025-10-01,0,0.0,39092385
017800,2025-11-01,0,0.0,39092385
017800,2025-12-01,0,0.0,39092385
017800,2026-01-01,4889,0.01,39092385
017800,2026-02-01,4747,0.01,39092385
017800,2026-03-01,108583,0.28,39092385
017800,2026-04-01,38393,0.1,39092385
017800,2026-05-01,5125,0.01,39092385
017800,2026-06-01,16910,0.04,39092385
017960,2025-04-01,41545,0.08,51908452
017960,2025-05-01,42602,0.08,51908452
017960,2025-06-01,54048,0.1,51908452
017960,2025-07-01,52763,0.1,51908452
017960,2025-08-01,58626,0.11,51908452
017960,2025-09-01,224514,0.43,51908452
017960,2025-10-01,531955,1.02,51908452
017960,2025-11-01,262960,0.51,51908452
017960,2025-12-01,660136,1.27,51908452
017960,2026-01-01,380275,0.73,51908452
017960,2026-02-01,68531,0.13,51908452
017960,2026-03-01,233517,0.45,51908452
017960,2026-04-01,212962,0.41,52278600
017960,2026-05-01,312022,0.6,51676486
017960,2026-06-01,311069,0.6,51676486
018260,2025-04-01,44176,0.06,77377800
018260,2025-05-01,44175,0.06,77377800
018260,2025-06-01,147803,0.19,77377800
018260,2025-07-01,251911,0.33,77377800
018260,2025-08-01,137735,0.18,77377800
018260,2025-09-01,119591,0.15,77377800
018260,2025-10-01,208043,0.27,77377800
018260,2025-11-01,401206,0.52,77377800
018260,2025-12-01,307650,0.4,77377800
018260,2026-01-01,540677,0.7,77377800
018260,2026-02-01,370392,0.48,77377800
018260,2026-03-01,427873,0.55,77377800
018260,2026-04-01,625674,0.81,77377800
018260,2026-05-01,1502312,1.94,77377800
018260,2026-06-01,1362691,1.76,77377800
018290,2025-04-01,401826,1.12,35798007
018290,2025-05-01,767791,2.14,35798007
018290,2025-06-01,1225508,3.42,35798007
018290,2025-07-01,1713917,4.79,35798007
018290,2025-08-01,1625556,4.54,35798007
018290,2025-09-01,2023487,5.65,35798007
018290,2025-10-01,1655783,4.74,34941838
018290,2025-11-01,527477,1.51,34941838
018290,2025-12-01,252729,0.72,34941838
018290,2026-01-01,738224,2.11,34941838
018290,2026-02-01,691562,1.98,34941838
018290,2026-03-01,147044,0.42,34941838
018290,2026-04-01,221517,0.63,34941838
018290,2026-05-01,426551,1.22,34941838
018290,2026-06-01,400536,1.15,34941838
018670,2025-04-01,1864,0.02,9245244
018670,2025-05-01,1000,0.01,9245244
018670,2025-06-01,3300,0.04,9245244
018670,2025-07-01,4767,0.05,9245244
018670,2025-08-01,9092,0.1,9245244
018670,2025-09-01,14956,0.16,9245244
018670,2025-10-01,26439,0.29,9245244
018670,2025-11-01,8980,0.1,9245244
018670,2025-12-01,5023,0.05,9245244
018670,2026-01-01,6759,0.07,9245244
018670,2026-02-01,6224,0.07,9245244
018670,2026-03-01,50392,0.55,9245244
018670,2026-04-01,51781,0.56,9257244
018670,2026-05-01,47175,0.51,9257244
018670,2026-06-01,49793,0.54,9257244
018880,2025-04-01,1133787,0.17,678762552
018880,2025-05-01,2054236,0.3,678762552
018880,2025-06-01,3086750,0.45,678762552
018880,2025-07-01,2489712,0.37,678762552
018880,2025-08-01,1929325,0.28,678762552
018880,2025-09-01,3496325,0.52,678762552
018880,2025-10-01,3318272,0.49,678762552
018880,2025-11-01,4065878,0.6,678762552
018880,2025-12-01,20411393,3.01,678762552
018880,2026-01-01,5608825,0.55,1026262552
018880,2026-02-01,408246,0.04,1026262552
018880,2026-03-01,1033668,0.1,1026262552
018880,2026-04-01,5226397,0.51,1026262552
018880,2026-05-01,2639505,0.26,1026262552
018880,2026-06-01,2770644,0.27,1026262552
020150,2025-04-01,364434,0.7,52365463
020150,2025-05-01,350852,0.67,52365463
020150,2025-06-01,400155,0.76,52365463
020150,2025-07-01,361825,0.69,52365463
