ticker,period,balance,balance_ratio,listed_shares
058970,2025-07-01,186322,1.51,12347038
058970,2025-08-01,161671,1.31,12347038
058970,2025-09-01,232352,1.88,12347038
058970,2025-10-01,307534,2.49,12359538
058970,2025-11-01,133981,1.08,12359538
058970,2025-12-01,130921,1.06,12359538
058970,2026-01-01,158183,1.28,12360904
058970,2026-02-01,162059,1.31,12360904
058970,2026-03-01,180723,1.46,12360904
058970,2026-04-01,183215,1.48,12362794
058970,2026-05-01,235659,1.91,12362794
058970,2026-06-01,203415,1.65,12362794
059090,2025-04-01,42689,0.13,33416778
059090,2025-05-01,0,0.0,33416778
059090,2025-06-01,122043,0.37,33416778
059090,2025-07-01,104551,0.31,33416778
059090,2025-08-01,95707,0.29,33416778
059090,2025-09-01,15600,0.05,33416778
059090,2025-10-01,135241,0.4,33416778
059090,2025-11-01,72002,0.22,33416778
059090,2025-12-01,201012,0.6,33416778
059090,2026-01-01,15932,0.05,33416778
059090,2026-02-01,29875,0.09,33416778
059090,2026-03-01,135405,0.41,33416778
059090,2026-04-01,227036,0.68,33416778
059090,2026-05-01,258482,0.77,33416778
059090,2026-06-01,313225,0.94,33416778
060250,2025-04-01,200163,0.5,40160611
060250,2025-05-01,198429,0.49,40160611
060250,2025-06-01,178731,0.45,40160611
060250,2025-07-01,1231724,3.07,40160611
060250,2025-08-01,569594,1.42,40160611
060250,2025-09-01,1174975,2.93,40160611
060250,2025-10-01,1376111,3.43,40160611
060250,2025-11-01,819537,2.04,40160611
060250,2025-12-01,639869,1.59,40160611
060250,2026-01-01,434662,1.08,40160611
060250,2026-02-01,355702,0.89,40160611
060250,2026-03-01,150708,0.38,40160611
060250,2026-04-01,225999,0.56,40160611
060250,2026-05-01,269437,0.67,40160611
060250,2026-06-01,264196,0.66,40160611
060280,2025-04-01,106823,0.26,41089990
060280,2025-05-01,312632,0.76,41089990
060280,2025-06-01,333007,0.81,41089990
060280,2025-07-01,243817,0.59,41089990
060280,2025-08-01,230434,0.56,41089990
060280,2025-09-01,210479,0.51,41089990
060280,2025-10-01,154607,0.38,41089990
060280,2025-11-01,298774,0.73,41089990
060280,2025-12-01,1037046,2.52,41089990
060280,2026-01-01,998301,2.43,41089990
060280,2026-02-01,980371,2.39,41089990
060280,2026-03-01,678899,1.65,41089990
060280,2026-04-01,697840,1.69,41259790
060280,2026-05-01,734559,1.78,41259790
060280,2026-06-01,758686,1.84,41259790
060370,2025-04-01,232783,0.71,32668854
060370,2025-05-01,84222,0.26,32668854
060370,2025-06-01,136674,0.42,32668854
060370,2025-07-01,151416,0.46,32668854
060370,2025-08-01,86164,0.16,52238854
060370,2025-09-01,180985,0.35,52238854
060370,2025-10-01,177109,0.34,52238854
060370,2025-11-01,306637,0.59,52238854
060370,2025-12-01,307890,0.59,52238854
060370,2026-01-01,344930,0.66,52238854
060370,2026-02-01,258292,0.49,52238854
060370,2026-03-01,373742,0.72,52238854
060370,2026-04-01,270138,0.52,52238854
060370,2026-05-01,487390,0.93,52238854
060370,2026-06-01,588975,1.13,52238854
062040,2025-04-01,35554,0.12,30445200
062040,2025-05-01,5000,0.02,30445200
062040,2025-06-01,3190,0.01,30445200
062040,2025-07-01,9395,0.03,30445200
062040,2025-08-01,57600,0.19,30445200
062040,2025-09-01,89591,0.29,30445200
062040,2025-10-01,76705,0.25,30445200
062040,2025-11-01,141667,0.47,30445200
062040,2025-12-01,601158,1.97,30445200
062040,2026-01-01,482911,1.58,30545200
062040,2026-02-01,380119,1.24,30545200
062040,2026-03-01,519113,1.7,30545200
062040,2026-04-01,144209,0.47,30615850
062040,2026-05-01,57667,0.19,30615850
062040,2026-06-01,30432,0.1,30615850
064350,2025-04-01,9768,0.01,109142293
064350,2025-05-01,28138,0.03,109142293
064350,2025-06-01,98129,0.09,109142293
064350,2025-07-01,204595,0.19,109142293
064350,2025-08-01,18950,0.02,109142293
064350,2025-09-01,71838,0.07,109142293
064350,2025-10-01,89675,0.08,109142293
064350,2025-11-01,124416,0.11,109142293
064350,2025-12-01,73814,0.07,109142293
064350,2026-01-01,88211,0.08,109142293
064350,2026-02-01,89195,0.08,109142293
064350,2026-03-01,224686,0.21,109142293
064350,2026-04-01,105304,0.1,109142293
064350,2026-05-01,110967,0.1,109142293
064350,2026-06-01,53412,0.05,109142293
064400,2025-04-01,25076,0.03,96885948
064400,2025-05-01,15000,0.02,96885948
064400,2025-06-01,31050,0.03,96885948
064400,2025-07-01,118349,0.12,96885948
064400,2025-08-01,91328,0.09,96885948
064400,2025-09-01,225040,0.23,96885948
064400,2025-10-01,232937,0.24,96885948
064400,2025-11-01,279699,0.29,96885948
064400,2025-12-01,287789,0.3,96885948
064400,2026-01-01,878708,0.91,96885948
064400,2026-02-01,403736,0.42,96885948
064400,2026-03-01,621079,0.64,96885948
064400,2026-04-01,380892,0.39,96885948
064400,2026-05-01,568417,0.59,96885948
064400,2026-06-01,797713,0.82,96885948
064760,2025-04-01,40249,0.34,11675000
064760,2025-05-01,25156,0.22,11675000
064760,2025-06-01,164781,1.41,11675000
064760,2025-07-01,61066,0.52,11675000
064760,2025-08-01,107581,0.92,11675000
064760,2025-09-01,157292,1.35,11675000
064760,2025-10-01,55968,0.48,11675000
064760,2025-11-01,46786,0.4,11675000
064760,2025-12-01,9551,0.08,11675000
064760,2026-01-01,167050,1.49,11179416
064760,2026-02-01,228083,2.04,11179416
064760,2026-03-01,252985,2.26,11179416
064760,2026-04-01,202041,1.81,11179416
064760,2026-05-01,90204,0.81,11179416
064760,2026-06-01,51286,0.46,11179416
065350,2025-04-01,209470,0.76,27483948
065350,2025-05-01,240953,0.88,27483948
065350,2025-06-01,528843,1.92,27483948
065350,2025-07-01,813229,2.96,27483948
065350,2025-08-01,745918,2.71,27483948
065350,2025-09-01,884053,3.22,27483948
065350,2025-10-01,787544,2.87,27483948
065350,2025-11-01,795906,2.9,27483948
065350,2025-12-01,963537,3.51,27483948
065350,2026-01-01,1019170,3.71,27483948
065350,2026-02-01,1065341,3.88,27483948
065350,2026-03-01,1056365,3.84,27483948
065350,2026-04-01,985394,3.59,27483948
065350,2026-05-01,978180,3.56,27483948
065350,2026-06-01,948255,3.45,27483948
066570,2025-04-01,37195,0.02,163647814
066570,2025-05-01,98748,0.06,163647814
066570,2025-06-01,232556,0.14,163647814
066570,2025-07-01,766861,0.47,163647814
066570,2025-08-01,659227,0.4,162886387
066570,2025-09-01,385507,0.24,162886387
066570,2025-10-01,324001,0.2,162886387
066570,2025-11-01,182318,0.11,162886387
066570,2025-12-01,156057,0.1,162886387
066570,2026-01-01,413803,0.25,162886387
066570,2026-02-01,354045,0.22,162886387
066570,2026-03-01,430664,0.26,162886387
066570,2026-04-01,947807,0.58,162886387
066570,2026-05-01,1276691,0.78,162884638
066570,2026-06-01,2389060,1.47,162884638
066575,2025-04-01,9484,0.06,17185992
066575,2025-05-01,6212,0.04,17185992
066575,2025-06-01,16495,0.1,17185992
066575,2025-07-01,18497,0.11,17185992
066575,2025-08-01,9712,0.06,17185992
066575,2025-09-01,0,0.0,17185992
066575,2025-10-01,0,0.0,17185992
066575,2025-11-01,7758,0.05,17185992
066575,2025-12-01,20905,0.12,17185992
066575,2026-01-01,5670,0.03,17185992
066575,2026-02-01,15342,0.09,17185992
066575,2026-03-01,0,0.0,17185992
066575,2026-04-01,0,0.0,17185992
066575,2026-05-01,0,0.0,17181299
066575,2026-06-01,0,0.0,17181299
066970,2025-04-01,584104,1.61,36316174
066970,2025-05-01,563660,1.55,36316174
066970,2025-06-01,539914,1.49,36316174
066970,2025-07-01,595856,1.64,36316174
066970,2025-08-01,921499,2.54,36316174
066970,2025-09-01,2041780,5.62,36316174
066970,2025-10-01,2265653,6.24,36316174
066970,2025-11-01,823560,2.08,39501064
066970,2025-12-01,367816,0.91,40209316
066970,2026-01-01,450545,1.12,40239734
066970,2026-02-01,406575,1.01,40273506
066970,2026-03-01,465283,1.15,40325085
066970,2026-04-01,362209,0.9,40365803
066970,2026-05-01,506118,1.25,40455487
066970,2026-06-01,385001,0.95,40567943
067160,2025-04-01,16112,0.14,11494767
067160,2025-05-01,0,0.0,11494767
067160,2025-06-01,42127,0.37,11494767
067160,2025-07-01,69578,0.61,11494767
067160,2025-08-01,55267,0.48,11494767
067160,2025-09-01,98501,0.86,11494767
067160,2025-10-01,70195,0.61,11494767
067160,2025-11-01,40915,0.36,11494767
067160,2025-12-01,56240,0.49,11494767
067160,2026-01-01,95794,0.83,11494767
067160,2026-02-01,85176,0.74,11494767
067160,2026-03-01,108662,0.95,11494767
067160,2026-04-01,113498,0.99,11494767
067160,2026-05-01,51912,0.45,11494767
067160,2026-06-01,55082,0.48,11494767
067310,2025-04-01,2104048,3.17,66271949
067310,2025-05-01,2228229,3.36,66271949
067310,2025-06-01,1749146,2.64,66271949
067310,2025-07-01,1542456,2.33,66271949
067310,2025-08-01,1073432,1.62,66271949
067310,2025-09-01,895162,1.35,66271949
067310,2025-10-01,649591,0.98,66271949
067310,2025-11-01,562035,0.85,66378151
067310,2025-12-01,316118,0.48,66378151
067310,2026-01-01,186034,0.28,66388151
067310,2026-02-01,390895,0.59,66428326
067310,2026-03-01,279725,0.42,66433526
067310,2026-04-01,139592,0.21,66464226
067310,2026-05-01,112617,0.17,66464226
067310,2026-06-01,48492,0.07,66464226
068270,2025-04-01,2597306,1.16,222989898
068270,2025-05-01,3443921,1.55,222425958
068270,2025-06-01,3912501,1.76,222425958
068270,2025-07-01,3766346,1.63,230920342
068270,2025-08-01,4213829,1.82,230939154
068270,2025-09-01,4363105,1.89,230939154
068270,2025-10-01,4962833,2.15,230939154
068270,2025-11-01,2923054,1.27,230960969
068270,2025-12-01,3114322,1.35,230960969
068270,2026-01-01,1382358,0.6,230960969
068270,2026-02-01,571971,0.25,231048261
068270,2026-03-01,208941,0.09,231048261
068270,2026-04-01,214023,0.1,221938261
068270,2026-05-01,235479,0.11,222122341
068270,2026-06-01,270366,0.12,221633364
068760,2025-04-01,407321,0.93,43673278
068760,2025-05-01,407922,0.93,43678692
068760,2025-06-01,447979,1.03,43678692
068760,2025-07-01,718781,1.65,43678692
068760,2025-08-01,717153,1.64,43679192
068760,2025-09-01,738142,1.69,43679192
068760,2025-10-01,588877,1.35,43679192
068760,2025-11-01,584862,1.34,43681920
068760,2025-12-01,538924,1.23,43681920
068760,2026-01-01,352740,0.81,43681920
068760,2026-02-01,385503,0.88,43683802
068760,2026-03-01,385052,0.88,43683802
068760,2026-04-01,374268,0.84,44402332
068760,2026-05-01,312146,0.7,44402332
068760,2026-06-01,337158,0.76,44402332
069080,2025-04-01,12113,0.04,34600884
069080,2025-05-01,0,0.0,34600884
069080,2025-06-01,0,0.0,34600884
069080,2025-07-01,27518,0.08,34600884
069080,2025-08-01,0,0.0,34600884
069080,2025-09-01,0,0.0,34600884
069080,2025-10-01,13445,0.04,34600884
069080,2025-11-01,10821,0.03,34600884
069080,2025-12-01,0,0.0,34600884
069080,2026-01-01,48578,0.14,34600884
069080,2026-02-01,84691,0.24,34600884
069080,2026-03-01,63051,0.18,34600884
069080,2026-04-01,70238,0.2,34600884
069080,2026-05-01,126595,0.41,30966575
069080,2026-06-01,178118,0.58,30966575
069260,2025-04-01,347015,0.85,40878588
069260,2025-05-01,387950,0.95,40878588
069260,2025-06-01,314436,0.77,40878588
069260,2025-07-01,320727,0.78,40878588
069260,2025-08-01,262019,0.64,40878588
069260,2025-09-01,235182,0.58,40878588
069260,2025-10-01,166421,0.41,40878588
069260,2025-11-01,154101,0.38,40878588
069260,2025-12-01,198769,0.49,40878588
069260,2026-01-01,103440,0.25,40878588
069260,2026-02-01,94411,0.23,40878588
069260,2026-03-01,160368,0.39,40878588
069260,2026-04-01,117926,0.29,40878588
069260,2026-05-01,144128,0.35,40878588
069260,2026-06-01,144233,0.35,40878588
069620,2025-04-01,37837,0.33,11586575
069620,2025-05-01,85851,0.74,11586575
069620,2025-06-01,62325,0.54,11586575
069620,2025-07-01,43007,0.37,11586575
069620,2025-08-01,83151,0.72,11586575
069620,2025-09-01,64170,0.55,11586575
069620,2025-10-01,26500,0.23,11586575
069620,2025-11-01,5358,0.05,11586575
069620,2025-12-01,5660,0.05,11586575
069620,2026-01-01,9221,0.08,11586575
069620,2026-02-01,7845,0.07,11586575
069620,2026-03-01,7316,0.06,11586575
069620,2026-04-01,12138,0.1,11586575
069620,2026-05-01,39318,0.34,11586575
069620,2026-06-01,43257,0.37,11586575
069960,2025-04-01,95486,0.42,22628813
069960,2025-05-01,128023,0.57,22628813
069960,2025-06-01,27598,0.12,22628813
069960,2025-07-01,22674,0.1,22628813
069960,2025-08-01,59974,0.27,22628813
069960,2025-09-01,45772,0.2,22628813
069960,2025-10-01,99074,0.44,22628813
069960,2025-11-01,108853,0.48,22628813
069960,2025-12-01,110997,0.49,22628813
069960,2026-01-01,95065,0.42,22628813
069960,2026-02-01,79088,0.35,22628813
069960,2026-03-01,17271,0.08,22628813
069960,2026-04-01,8690,0.04,22628813
069960,2026-05-01,61520,0.29,21564912
069960,2026-06-01,163031,0.76,21564912
071050,2025-04-01,20230,0.04,55725992
071050,2025-05-01,19295,0.03,55725992
071050,2025-06-01,124585,0.22,55725992
071050,2025-07-01,157598,0.28,55725992
071050,2025-08-01,47207,0.08,55725992
071050,2025-09-01,37142,0.07,55725992
071050,2025-10-01,67959,0.12,55725992
071050,2025-11-01,12118,0.02,55725992
071050,2025-12-01,12020,0.02,55725992
071050,2026-01-01,87022,0.16,55725992
071050,2026-02-01,233277,0.42,55725992
071050,2026-03-01,64804,0.12,55725992
071050,2026-04-01,112211,0.2,55725992
071050,2026-05-01,125810,0.23,55725992
071050,2026-06-01,130350,0.23,55725992
071320,2025-04-01,0,0.0,11578744
071320,2025-05-01,0,0.0,11578744
071320,2025-06-01,0,0.0,11578744
071320,2025-07-01,0,0.0,11578744
071320,2025-08-01,0,0.0,11578744
071320,2025-09-01,0,0.0,11578744
071320,2025-10-01,1685,0.01,11578744
071320,2025-11-01,0,0.0,11578744
071320,2025-12-01,1310,0.01,11578744
071320,2026-01-01,6800,0.06,11578744
071320,2026-02-01,14651,0.13,11578744
071320,2026-03-01,17594,0.15,11578744
071320,2026-04-01,12495,0.11,11578744
071320,2026-05-01,13793,0.12,11578744
071320,2026-06-01,15737,0.14,11578744
071970,2025-04-01,0,0.0,33921495
071970,2025-05-01,0,0.0,33921495
071970,2025-06-01,18335,0.05,33921495
071970,2025-07-01,14597,0.04,33921495
071970,2025-08-01,30777,0.09,33921495
071970,2025-09-01,34332,0.1,33921495
071970,2025-10-01,23437,0.07,33921495
071970,2025-11-01,21222,0.06,33921495
071970,2025-12-01,100164,0.3,33921495
071970,2026-01-01,87866,0.26,33921495
071970,2026-02-01,105182,0.31,33921495
071970,2026-03-01,18588,0.05,33921495
071970,2026-04-01,27017,0.08,33921495
071970,2026-05-01,14975,0.04,33921495
071970,2026-06-01,21495,0.06,33921495
073240,2025-04-01,80269,0.03,287260287
073240,2025-05-01,0,0.0,287260287
073240,2025-06-01,323422,0.11,287260287
073240,2025-07-01,1693122,0.59,287260287
073240,2025-08-01,1467043,0.51,287260287
073240,2025-09-01,3013523,1.05,287260287
073240,2025-10-01,3502405,1.22,287260287
073240,2025-11-01,615939,0.21,287260287
073240,2025-12-01,304528,0.11,287260287
073240,2026-01-01,199800,0.07,287260287
073240,2026-02-01,76021,0.03,287260287
073240,2026-03-01,338300,0.12,287260287
073240,2026-04-01,728795,0.25,287260287
073240,2026-05-01,1212973,0.42,287260287
073240,2026-06-01,977673,0.34,287260287
074600,2025-04-01,178947,0.68,26288000
074600,2025-05-01,163097,0.62,26288000
074600,2025-06-01,133997,0.51,26288000
074600,2025-07-01,98174,0.37,26288000
074600,2025-08-01,237589,0.9,26288000
074600,2025-09-01,122944,0.47,26288000
074600,2025-10-01,156803,0.6,26288000
074600,2025-11-01,136235,0.52,26288000
074600,2025-12-01,110095,0.42,26288000
074600,2026-01-01,115082,0.44,26288000
074600,2026-02-01,182538,0.69,26288000
074600,2026-03-01,66254,0.25,26288000
074600,2026-04-01,0,0.0,26288000
074600,2026-05-01,3597,0.01,26288000
074600,2026-06-01,0,0.0,26288000
078340,2025-04-01,111176,0.87,12737755
078340,2025-05-01,116455,0.91,12737755
078340,2025-06-01,100042,0.79,12737755
078340,2025-07-01,107974,0.85,12737755
078340,2025-08-01,116611,0.92,12737755
078340,2025-09-01,109251,0.86,12737755
078340,2025-10-01,137717,1.08,12737755
078340,2025-11-01,95279,0.75,12737755
078340,2025-12-01,110385,0.87,12737755
078340,2026-01-01,124115,1.03,12091313
078340,2026-02-01,131316,1.09,12091313
078340,2026-03-01,104276,0.86,12091313
078340,2026-04-01,72659,0.6,12091313
078340,2026-05-01,95630,0.79,12091313
078340,2026-06-01,104021,0.86,12091313
078600,2025-04-01,160178,1.03,15480593
078600,2025-05-01,143708,0.93,15480593
078600,2025-06-01,202827,1.31,15480593
078600,2025-07-01,491983,3.18,15480593
078600,2025-08-01,637307,4.12,15480593
078600,2025-09-01,764341,4.94,15480593
078600,2025-10-01,545419,3.52,15480593
078600,2025-11-01,598449,3.87,15480593
078600,2025-12-01,664355,4.29,15480593
078600,2026-01-01,433643,2.8,15480593
078600,2026-02-01,315639,2.04,15480593
078600,2026-03-01,647290,4.18,15480593
078600,2026-04-01,472312,3.04,15528125
078600,2026-05-01,424940,2.73,15577468
078600,2026-06-01,301180,1.93,15628217
078930,2025-04-01,0,0.0,92915378
078930,2025-05-01,10713,0.01,92915378
078930,2025-06-01,14756,0.02,92915378
078930,2025-07-01,22341,0.02,92915378
078930,2025-08-01,31327,0.03,92915378
078930,2025-09-01,84478,0.09,92915378
078930,2025-10-01,83431,0.09,92915378
078930,2025-11-01,71732,0.08,92915378
078930,2025-12-01,0,0.0,92915378
078930,2026-01-01,0,0.0,92915378
078930,2026-02-01,0,0.0,92915378
078930,2026-03-01,0,0.0,92915378
078930,2026-04-01,0,0.0,92915378
078930,2026-05-01,0,0.0,92895495
078930,2026-06-01,0,0.0,92895495
079370,2025-04-01,124753,0.4,31016990
079370,2025-05-01,149625,0.48,31016990
079370,2025-06-01,152984,0.49,31016990
079370,2025-07-01,343764,1.11,31016990
079370,2025-08-01,301732,0.97,31016990
079370,2025-09-01,94025,0.3,31016990
079370,2025-10-01,46147,0.15,31016990
079370,2025-11-01,28644,0.09,31016990
079370,2025-12-01,113353,0.37,31016990
079370,2026-01-01,269463,0.87,31016990
079370,2026-02-01,401979,1.3,31016990
079370,2026-03-01,301681,0.97,31016990
079370,2026-04-01,222170,0.72,31016990
079370,2026-05-01,280239,0.9,31016990
079370,2026-06-01,298178,0.96,31016990
079550,2025-04-01,86848,0.39,22000000
079550,2025-05-01,7124,0.03,22000000
079550,2025-06-01,2455,0.01,22000000
079550,2025-07-01,10461,0.05,22000000
079550,2025-08-01,67818,0.31,22000000
079550,2025-09-01,45323,0.21,22000000
079550,2025-10-01,6335,0.03,22000000
079550,2025-11-01,14472,0.07,22000000
079550,2025-12-01,6080,0.03,22000000
079550,2026-01-01,10007,0.05,22000000
079550,2026-02-01,11597,0.05,22000000
079550,2026-03-01,17290,0.08,22000000
079550,2026-04-01,1458,0.01,22000000
079550,2026-05-01,3730,0.02,22000000
079550,2026-06-01,0,0.0,22000000
080220,2025-04-01,879565,2.55,34442833
080220,2025-05-01,1110352,3.22,34442833
080220,2025-06-01,1162860,3.38,34442833
080220,2025-07-01,1483638,4.31,34442833
080220,2025-08-01,1052523,3.06,34442833
080220,2025-09-01,40052,0.12,34442833
080220,2025-10-01,68966,0.2,34442833
080220,2025-11-01,121387,0.35,34442833
080220,2025-12-01,79740,0.23,34442833
080220,2026-01-01,60087,0.17,34442833
080220,2026-02-01,261579,0.76,34442833
080220,2026-03-01,822603,2.39,34442833
080220,2026-04-01,155918,0.45,34442833
080220,2026-05-01,315366,0.92,34442833
080220,2026-06-01,307225,0.89,34442833
081660,2025-04-01,22589,0.04,60095839
081660,2025-05-01,22589,0.04,60095839
081660,2025-06-01,22589,0.04,60095839
081660,2025-07-01,0,0.0,60095839
081660,2025-08-01,0,0.0,60095839
081660,2025-09-01,0,0.0,60095839
081660,2025-10-01,0,0.0,60095839
081660,2025-11-01,0,0.0,60095839
081660,2025-12-01,0,0.0,60095839
081660,2026-01-01,10482,0.02,53091840
081660,2026-02-01,10418,0.02,53091840
081660,2026-03-01,9070,0.02,53091840
081660,2026-04-01,22746,0.04,53091840
081660,2026-05-01,22789,0.04,53091840
081660,2026-06-01,37381,0.07,53091840
082270,2025-04-01,1341584,3.24,41406061
082270,2025-05-01,1340434,3.24,41406061
082270,2025-06-01,942556,2.28,41406061
082270,2025-07-01,783000,1.89,41406061
082270,2025-08-01,744072,1.76,42284386
082270,2025-09-01,707558,1.67,42390393
082270,2025-10-01,722494,1.7,42390393
082270,2025-11-01,809103,1.91,42390393
082270,2025-12-01,491591,1.15,42680389
082270,2026-01-01,878649,2.06,42680389
082270,2026-02-01,1129051,2.62,43093791
082270,2026-03-01,1404481,3.18,44185583
082270,2026-04-01,1530534,3.46,44269203
082270,2026-05-01,935962,2.11,44269203
082270,2026-06-01,891002,2.01,44269203
082740,2025-04-01,262973,0.32,83447142
082740,2025-05-01,285220,0.34,83447142
082740,2025-06-01,339827,0.41,83447142
082740,2025-07-01,86905,0.1,83447142
082740,2025-08-01,86905,0.1,83447142
082740,2025-09-01,86905,0.1,83447142
082740,2025-10-01,86905,0.1,83447142
082740,2025-11-01,111071,0.13,83447142
082740,2025-12-01,438372,0.53,83447142
082740,2026-01-01,294551,0.35,83447142
082740,2026-02-01,392056,0.47,83447142
082740,2026-03-01,126803,0.15,83447142
082740,2026-04-01,105649,0.13,83447142
082740,2026-05-01,103610,0.12,83447142
082740,2026-06-01,102954,0.12,83447142
082920,2025-04-01,9852,0.04,22872213
082920,2025-05-01,0,0.0,22872213
082920,2025-06-01,0,0.0,22872213
082920,2025-07-01,0,0.0,22872213
082920,2025-08-01,0,0.0,22872213
082920,2025-09-01,0,0.0,22872213
082920,2025-10-01,0,0.0,22872213
082920,2025-11-01,0,0.0,22872213
082920,2025-12-01,30030,0.07,45339477
082920,2026-01-01,0,0.0,45339477
082920,2026-02-01,0,0.0,45339477
082920,2026-03-01,175799,0.39,45339477
082920,2026-04-01,31804,0.07,45339477
082920,2026-05-01,0,0.0,45339477
082920,2026-06-01,0,0.0,45339477
083450,2025-04-01,338793,1.84,18430000
083450,2025-05-01,338726,1.84,18430000
083450,2025-06-01,235975,1.28,18430000
083450,2025-07-01,169571,0.92,18430000
083450,2025-08-01,82953,0.45,18430000
083450,2025-09-01,44026,0.24,18430000
083450,2025-10-01,33875,0.18,18430000
083450,2025-11-01,109478,0.59,18430000
083450,2025-12-01,37639,0.2,18430000
083450,2026-01-01,77482,0.42,18430000
083450,2026-02-01,12400,0.07,18430000
083450,2026-03-01,23222,0.13,18430000
083450,2026-04-01,53487,0.29,18430000
083450,2026-05-01,64583,0.35,18430000
083450,2026-06-01,46102,0.25,18430000
083650,2025-04-01,38679,0.12,30944375
083650,2025-05-01,6630,0.02,30944375
083650,2025-06-01,51392,0.17,30944375
083650,2025-07-01,32128,0.1,30944375
083650,2025-08-01,23493,0.08,30944375
083650,2025-09-01,0,0.0,30944375
083650,2025-10-01,120053,0.39,30944375
083650,2025-11-01,115776,0.37,30944375
083650,2025-12-01,67612,0.22,30944375
083650,2026-01-01,4728,0.02,30944375
083650,2026-02-01,8413,0.03,30944375
083650,2026-03-01,0,0.0,30944375
083650,2026-04-01,3650,0.01,30944375
083650,2026-05-01,0,0.0,30944375
083650,2026-06-01,5680,0.02,30944375
084370,2025-04-01,13702,0.06,22916042
084370,2025-05-01,138013,0.6,22916042
084370,2025-06-01,126813,0.55,22916042
084370,2025-07-01,87210,0.38,22916042
084370,2025-08-01,47033,0.21,22916042
084370,2025-09-01,11036,0.05,22916042
084370,2025-10-01,60615,0.26,22916042
084370,2025-11-01,215288,0.94,22916042
084370,2025-12-01,217066,0.95,22916042
084370,2026-01-01,411665,1.8,22916042
084370,2026-02-01,382637,1.67,22916042
084370,2026-03-01,296940,1.3,22916042
084370,2026-04-01,369255,1.61,22916042
084370,2026-05-01,216970,0.95,22916042
084370,2026-06-01,154364,0.67,22916042
085620,2025-04-01,26026,0.01,177016189
085620,2025-05-01,26026,0.01,177016189
085620,2025-06-01,26427,0.01,177016189
085620,2025-07-01,68966,0.04,177016189
085620,2025-08-01,106758,0.06,177016189
085620,2025-09-01,60730,0.03,177016189
085620,2025-10-01,49724,0.03,177016189
085620,2025-11-01,63136,0.04,177016189
085620,2025-12-01,52887,0.03,177016189
085620,2026-01-01,23631,0.01,177016189
085620,2026-02-01,427278,0.24,177016189
085620,2026-03-01,1077851,0.61,177016189
085620,2026-04-01,895379,0.66,135180000
085620,2026-05-01,788035,0.58,135180000
085620,2026-06-01,815821,0.6,135180000
085660,2025-04-01,957695,1.7,56314443
085660,2025-05-01,930625,1.65,56314443
085660,2025-06-01,749028,0.98,76426183
085660,2025-07-01,813068,1.06,76426183
085660,2025-08-01,861161,1.13,76426183
085660,2025-09-01,902489,1.18,76426183
085660,2025-10-01,888626,1.16,76426183
085660,2025-11-01,1349228,1.77,76426183
085660,2025-12-01,1599487,2.08,76777309
085660,2026-01-01,2232899,2.81,79471231
085660,2026-02-01,650460,0.7,92394982
085660,2026-03-01,1286624,1.39,92425796
085660,2026-04-01,334257,0.36,92969748
085660,2026-05-01,130713,0.14,92969748
085660,2026-06-01,195032,0.21,92972846
086280,2025-04-01,24582,0.03,75000000
086280,2025-05-01,19500,0.03,75000000
086280,2025-06-01,22557,0.03,75000000
086280,2025-07-01,0,0.0,75000000
086280,2025-08-01,99784,0.13,75000000
086280,2025-09-01,322383,0.43,75000000
086280,2025-10-01,174393,0.23,75000000
086280,2025-11-01,107414,0.14,75000000
086280,2025-12-01,18022,0.02,75000000
086280,2026-01-01,256937,0.34,75000000
086280,2026-02-01,11086,0.01,75000000
086280,2026-03-01,0,0.0,75000000
086280,2026-04-01,0,0.0,75000000
086280,2026-05-01,171346,0.23,75000000
086280,2026-06-01,159759,0.21,75000000
086450,2025-04-01,99295,0.22,44883735
086450,2025-05-01,16528,0.04,44883735
086450,2025-06-01,24002,0.05,44883735
086450,2025-07-01,91478,0.2,44883735
086450,2025-08-01,141536,0.32,44883735
086450,2025-09-01,70934,0.16,44883735
086450,2025-10-01,64209,0.14,44883735
086450,2025-11-01,36995,0.08,45230420
086450,2025-12-01,47628,0.11,45230420
086450,2026-01-01,46772,0.1,45230420
086450,2026-02-01,67651,0.15,45230420
086450,2026-03-01,143461,0.32,45230420
086450,2026-04-01,328137,0.73,45230420
086450,2026-05-01,267951,0.59,45230420
086450,2026-06-01,341041,0.75,45230420
086520,2025-04-01,5007444,3.69,135776152
086520,2025-05-01,4762670,3.51,135776152
086520,2025-06-01,5133015,3.78,135776152
086520,2025-07-01,6608722,4.87,135776152
086520,2025-08-01,7735736,5.7,135776152
086520,2025-09-01,8651004,6.37,135776152
086520,2025-10-01,6615291,4.87,135776152
086520,2025-11-01,8399429,6.19,135776152
086520,2025-12-01,7211007,5.31,135776152
086520,2026-01-01,5170502,3.81,135776152
086520,2026-02-01,5367738,3.95,135776152
086520,2026-03-01,6229297,4.59,135776152
086520,2026-04-01,7822597,5.76,135776152
086520,2026-05-01,7945067,5.85,135776152
086520,2026-06-01,8291503,6.11,135776152
086790,2025-04-01,307870,0.11,287240880
086790,2025-05-01,327474,0.11,287240880
086790,2025-06-01,400812,0.14,284723889
086790,2025-07-01,720401,0.25,284723889
086790,2025-08-01,685721,0.24,284723889
086790,2025-09-01,647446,0.23,278325814
086790,2025-10-01,562240,0.2,278325814
086790,2025-11-01,592987,0.21,278325814
