rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260410,코리안리,003690,주식등의대량보유상황보고서(약식),20260410003284,insider
20260408,코리안리,003690,임원ㆍ주요주주특정증권등소유상황보고서,20260408003387,insider
20260402,코리안리,003690,임원ㆍ주요주주특정증권등소유상황보고서,20260402003529,insider
20260402,코리안리,003690,주식등의대량보유상황보고서(일반),20260402003376,insider
20260327,코리안리,003690,최대주주등소유주식변동신고서              ,20260327801762,insider
20260310,코리안리,003690,임원ㆍ주요주주특정증권등소유상황보고서,20260310002446,insider
20260310,코리안리,003690,주식등의대량보유상황보고서(일반),20260310002414,insider
20260310,코리안리,003690,[기재정정]최대주주등소유주식변동신고서              ,20260310800301,insider
20260211,코리안리,003690,현금ㆍ현물배당결정              ,20260211801220,dividend
20260211,코리안리,003690,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260211801086,dividend
20260206,코리안리,003690,임원ㆍ주요주주특정증권등거래계획보고서,20260206002057,insider
20260206,코리안리,003690,임원ㆍ주요주주특정증권등거래계획보고서,20260206002024,insider
20251014,코리안리,003690,주식등의대량보유상황보고서(일반),20251014000376,insider
