rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260529,성광벤드,014620,임원ㆍ주요주주특정증권등소유상황보고서,20260529000071,insider
20260518,성광벤드,014620,임원ㆍ주요주주특정증권등거래계획보고서,20260518000348,insider
20260518,성광벤드,014620,주식등의대량보유상황보고서(약식),20260518000090,insider
20260401,성광벤드,014620,주식등의대량보유상황보고서(약식),20260401004431,insider
20260327,성광벤드,014620,주식등의대량보유상황보고서(약식),20260327000510,insider
20260326,성광벤드,014620,주식등의대량보유상황보고서(약식),20260326000306,insider
20260226,성광벤드,014620,현금ㆍ현물배당결정              ,20260226900594,dividend
20251211,성광벤드,014620,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20251211900212,dividend
20251120,성광벤드,014620,주식등의대량보유상황보고서(약식),20251120000145,insider
20251021,성광벤드,014620,임원ㆍ주요주주특정증권등소유상황보고서,20251021000186,insider
20251021,성광벤드,014620,주식등의대량보유상황보고서(일반),20251021000176,insider
20251002,성광벤드,014620,임원ㆍ주요주주특정증권등소유상황보고서,20251002000034,insider
20250915,성광벤드,014620,임원ㆍ주요주주특정증권등거래계획보고서,20250915000144,insider
20250717,성광벤드,014620,임원ㆍ주요주주특정증권등소유상황보고서,20250717000226,insider
20250702,성광벤드,014620,주식등의대량보유상황보고서(약식),20250702000212,insider
