rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260601,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20260601001463,insider
20260420,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20260420000259,insider
20260402,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20260402002168,insider
20260401,HL만도,204320,주식등의대량보유상황보고서(약식),20260401003478,insider
20260326,HL만도,204320,최대주주등소유주식변동신고서              ,20260326801946,insider
20260227,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20260227007042,insider
20260205,HL만도,204320,현금ㆍ현물배당결정              ,20260205800500,dividend
20260205,HL만도,204320,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260205800490,dividend
20260105,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20260105000312,insider
20260102,HL만도,204320,주식등의대량보유상황보고서(약식),20260102000345,insider
20251209,HL만도,204320,기타경영사항(자율공시)              (정관변경에 따른 배당기준일 안내),20251209800408,dividend
20251023,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20251023000077,insider
20251014,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20251014000253,insider
20251014,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20251014000240,insider
20251014,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20251014000228,insider
20251014,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20251014000222,insider
20250924,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20250924000273,insider
20250710,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20250710000515,insider
20250703,HL만도,204320,임원ㆍ주요주주특정증권등소유상황보고서,20250703000393,insider
20250702,HL만도,204320,주식등의대량보유상황보고서(약식),20250702000104,insider
20250626,HL만도,204320,주식등의대량보유상황보고서(약식),20250626000343,insider
