rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260604,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260604000296,insider
20260604,GST,083450,주식등의대량보유상황보고서(일반),20260604000291,insider
20260521,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260521000693,insider
20260521,GST,083450,주식등의대량보유상황보고서(일반),20260521000646,insider
20260511,GST,083450,주식등의대량보유상황보고서(약식),20260511000429,insider
20260429,GST,083450,주식등의대량보유상황보고서(약식),20260429001056,insider
20260403,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260403002419,insider
20260403,GST,083450,주식등의대량보유상황보고서(일반),20260403002371,insider
20260403,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260403002322,insider
20260331,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260331003654,insider
20260331,GST,083450,주식등의대량보유상황보고서(일반),20260331003599,insider
20260306,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260306000982,insider
20260306,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260306000970,insider
20260306,GST,083450,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260306000956,insider
20260209,GST,083450,현금ㆍ현물배당결정              ,20260209901212,dividend
20260107,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20260107000691,insider
20260106,GST,083450,자기주식처분결과보고서,20260106000470,buyback
20251229,GST,083450,주요사항보고서(자기주식처분결정),20251229000265,buyback
20251226,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251226000142,insider
20251209,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251209000268,insider
20251202,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251202000236,insider
20251120,GST,083450,[기재정정]주요사항보고서(자기주식처분결정),20251120000588,buyback
20251111,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251111000210,insider
20251031,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251031000380,insider
20251020,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251020000090,insider
20251013,GST,083450,임원ㆍ주요주주특정증권등소유상황보고서,20251013000089,insider
