rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260608,유한양행,000100,주식등의대량보유상황보고서(약식),20260608000028,insider
20260601,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260601001839,insider
20260527,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260527000232,insider
20260511,유한양행,000100,주식등의대량보유상황보고서(약식),20260511000534,insider
20260511,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260511000027,insider
20260511,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260511000017,insider
20260511,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260511000013,insider
20260506,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260506000356,insider
20260506,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260506000336,insider
20260428,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260428000045,insider
20260427,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260427000128,insider
20260427,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260427000059,insider
20260421,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260421000010,insider
20260420,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260420000027,insider
20260417,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260417000224,insider
20260417,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260417000222,insider
20260416,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260416000150,insider
20260414,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260414002426,insider
20260413,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260413001715,insider
20260413,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260413001598,insider
20260413,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260413001472,insider
20260413,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260413001093,insider
20260413,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260413001075,insider
20260413,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260413001051,insider
20260410,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260410002137,insider
20260410,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260410001952,insider
20260409,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260409000979,insider
20260409,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260409000331,insider
20260310,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260310002161,insider
20260310,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260310002130,insider
20260303,유한양행,000100,주식등의대량보유상황보고서(약식),20260303002485,insider
20260211,유한양행,000100,현금ㆍ현물배당결정              ,20260211800925,dividend
20260211,유한양행,000100,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260211800902,dividend
20260126,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260126000035,insider
20260123,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260123000067,insider
20260121,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260121000017,insider
20260113,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20260113000040,insider
20251027,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20251027000029,insider
20251022,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20251022000088,insider
20250902,유한양행,000100,자기주식취득결과보고서,20250902000014,buyback
20250827,유한양행,000100,주식등의대량보유상황보고서(약식),20250827000400,insider
20250826,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20250826000023,insider
20250730,유한양행,000100,주요사항보고서(자기주식취득신탁계약해지결정),20250730000149,buyback
20250701,유한양행,000100,주요사항보고서(자기주식취득결정),20250701000114,buyback
20250630,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20250630000315,insider
20250626,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20250626000059,insider
20250625,유한양행,000100,임원ㆍ주요주주특정증권등소유상황보고서,20250625000074,insider
