rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260522,피에스케이,319660,주식등의대량보유상황보고서(일반),20260522000059,insider
20260519,피에스케이,319660,주식등의대량보유상황보고서(일반),20260519000030,insider
20260519,피에스케이,319660,임원ㆍ주요주주특정증권등소유상황보고서,20260519000017,insider
20260514,피에스케이,319660,주식등의대량보유상황보고서(일반),20260514000117,insider
20260513,피에스케이,319660,임원ㆍ주요주주특정증권등소유상황보고서,20260513000220,insider
20260513,피에스케이,319660,임원ㆍ주요주주특정증권등소유상황보고서,20260513000208,insider
20260504,피에스케이,319660,주식등의대량보유상황보고서(약식),20260504000372,insider
20260401,피에스케이,319660,주식등의대량보유상황보고서(약식),20260401004404,insider
20260303,피에스케이,319660,주식등의대량보유상황보고서(약식),20260303002827,insider
20260220,피에스케이,319660,현금ㆍ현물배당결정              ,20260220901050,dividend
20260209,피에스케이,319660,주식등의대량보유상황보고서(약식),20260209000458,insider
20260205,피에스케이,319660,임원ㆍ주요주주특정증권등소유상황보고서,20260205000464,insider
20260205,피에스케이,319660,임원ㆍ주요주주특정증권등소유상황보고서,20260205000442,insider
20260205,피에스케이,319660,임원ㆍ주요주주특정증권등소유상황보고서,20260205000425,insider
20260204,피에스케이,319660,주식등의대량보유상황보고서(일반),20260204000405,insider
20260202,피에스케이,319660,주식등의대량보유상황보고서(약식),20260202001090,insider
20260119,피에스케이,319660,주식등의대량보유상황보고서(약식),20260119000290,insider
20260112,피에스케이,319660,주식등의대량보유상황보고서(약식),20260112000404,insider
20260102,피에스케이,319660,주식등의대량보유상황보고서(약식),20260102000376,insider
20251107,피에스케이,319660,주식등의대량보유상황보고서(약식),20251107000449,insider
20251001,피에스케이,319660,주식등의대량보유상황보고서(약식),20251001000637,insider
20250909,피에스케이,319660,주식등의대량보유상황보고서(약식),20250909000318,insider
