rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260310,넥스틴,348210,주식등의대량보유상황보고서(약식),20260310002700,insider
20260306,넥스틴,348210,주식등의대량보유상황보고서(약식),20260306000727,insider
20260303,넥스틴,348210,주식등의대량보유상황보고서(약식),20260303002654,insider
20260205,넥스틴,348210,임원ㆍ주요주주특정증권등소유상황보고서,20260205000483,insider
20260205,넥스틴,348210,주식등의대량보유상황보고서(일반),20260205000481,insider
20260205,넥스틴,348210,주식등의대량보유상황보고서(약식),20260205000418,insider
20260116,넥스틴,348210,자기주식처분결과보고서,20260116000389,buyback
20260109,넥스틴,348210,주요사항보고서(자기주식처분결정),20260109000465,buyback
20260106,넥스틴,348210,주식등의대량보유상황보고서(약식),20260106000546,insider
20251224,넥스틴,348210,현금ㆍ현물배당결정              ,20251224900189,dividend
20251216,넥스틴,348210,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20251216901863,dividend
20251208,넥스틴,348210,주식등의대량보유상황보고서(약식),20251208000266,insider
20251020,넥스틴,348210,임원ㆍ주요주주특정증권등소유상황보고서,20251020000077,insider
20250901,넥스틴,348210,임원ㆍ주요주주특정증권등소유상황보고서,20250901000155,insider
20250806,넥스틴,348210,임원ㆍ주요주주특정증권등소유상황보고서,20250806000127,insider
20250801,넥스틴,348210,임원ㆍ주요주주특정증권등소유상황보고서,20250801001091,insider
20250730,넥스틴,348210,자기주식취득결과보고서,20250730000321,buyback
20250623,넥스틴,348210,주요사항보고서(자기주식취득결정),20250623000152,buyback
