rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260601,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20260601001412,insider
20260424,심텍,222800,주식등의대량보유상황보고서(일반),20260424000731,insider
20260424,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20260424000717,insider
20260410,심텍,222800,임원ㆍ주요주주특정증권등거래계획보고서,20260410003041,insider
20260306,심텍,222800,주식등의대량보유상황보고서(약식),20260306000722,insider
20260306,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20260306000633,insider
20260306,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20260306000615,insider
20260224,심텍,222800,현금ㆍ현물배당결정              ,20260224900662,dividend
20260205,심텍,222800,주식등의대량보유상황보고서(약식),20260205000438,insider
20260107,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20260107000526,insider
20251215,심텍,222800,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20251215900727,dividend
20251114,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20251114001791,insider
20251114,심텍,222800,주식등의대량보유상황보고서(일반),20251114001735,insider
20251110,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20251110000226,insider
20250919,심텍,222800,임원ㆍ주요주주특정증권등소유상황보고서,20250919000465,insider
20250919,심텍,222800,주식등의대량보유상황보고서(일반),20250919000451,insider
20250627,심텍,222800,주식등의대량보유상황보고서(약식),20250626000647,insider
