rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260602,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260602000501,insider
20260527,한솔케미칼,014680,자기주식처분결과보고서,20260527000567,buyback
20260522,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260522000532,insider
20260519,한솔케미칼,014680,주식등의대량보유상황보고서(약식),20260519000219,insider
20260518,한솔케미칼,014680,[기재정정]주요사항보고서(자기주식취득결정),20260518000342,buyback
20260518,한솔케미칼,014680,주요사항보고서(자기주식처분결정),20260518000335,buyback
20260518,한솔케미칼,014680,주식등의대량보유상황보고서(약식),20260518000088,insider
20260421,한솔케미칼,014680,주식등의대량보유상황보고서(일반),20260421000442,insider
20260413,한솔케미칼,014680,주식등의대량보유상황보고서(일반),20260413002697,insider
20260402,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20260402800890,insider
20260402,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260402001793,insider
20260310,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20260310801883,insider
20260310,한솔케미칼,014680,주식등의대량보유상황보고서(약식),20260310002022,insider
20260303,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20260303801314,insider
20260303,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260303002539,insider
20260227,한솔케미칼,014680,주식등의대량보유상황보고서(일반),20260227005398,insider
20260211,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260211000682,insider
20260211,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260211000662,insider
20260211,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260211000651,insider
20260210,한솔케미칼,014680,현금ㆍ현물배당결정              ,20260210800553,dividend
20260210,한솔케미칼,014680,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260210800536,dividend
20260206,한솔케미칼,014680,주식등의대량보유상황보고서(약식),20260206001895,insider
20260202,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20260202801893,insider
20260202,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260202001051,insider
20260116,한솔케미칼,014680,주식등의대량보유상황보고서(일반),20260116000237,insider
20260105,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20260105800648,insider
20260105,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20260105000193,insider
20251201,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20251201800749,insider
20251201,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20251201000345,insider
20251110,한솔케미칼,014680,주식등의대량보유상황보고서(약식),20251110000193,insider
20251103,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20251103800620,insider
20251103,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20251103000200,insider
20251001,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20251001800923,insider
20251001,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20251001000241,insider
20250924,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20250924000344,insider
20250901,한솔케미칼,014680,최대주주등소유주식변동신고서              ,20250901800862,insider
20250901,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20250901000382,insider
20250825,한솔케미칼,014680,최대주주등소유주식변동신고서(최대주주변경시)              ,20250825800183,insider
20250825,한솔케미칼,014680,최대주주변경              ,20250825800178,insider
20250825,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20250825000189,insider
20250825,한솔케미칼,014680,주식등의대량보유상황보고서(일반),20250825000185,insider
20250812,한솔케미칼,014680,자기주식취득결과보고서,20250812000479,buyback
20250801,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20250801000221,insider
20250725,한솔케미칼,014680,주식등의대량보유상황보고서(일반),20250725000798,insider
20250725,한솔케미칼,014680,임원ㆍ주요주주특정증권등거래계획보고서,20250725000789,insider
20250702,한솔케미칼,014680,임원ㆍ주요주주특정증권등소유상황보고서,20250702000342,insider
