rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260416,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260416000475,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406004094,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406004043,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003931,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003883,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003800,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003724,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003547,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003418,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003319,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003219,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406003079,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002813,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002769,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002759,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002693,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002656,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002571,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002537,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002499,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002494,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002466,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002451,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002426,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002370,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002354,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002347,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002329,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002287,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002251,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002230,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002215,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002194,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002185,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002160,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002159,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002144,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002142,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002111,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002110,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002039,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406002019,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001997,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001970,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001953,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001941,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001915,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001876,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001852,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001829,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001795,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001375,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001289,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001246,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001223,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001152,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001106,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001078,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001076,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406001037,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000988,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000955,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000929,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000911,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000854,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000787,insider
20260406,한화솔루션,009830,주식등의대량보유상황보고서(일반),20260406000754,insider
20260406,한화솔루션,009830,최대주주등소유주식변동신고서              ,20260406800190,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000293,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000218,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000180,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000145,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000127,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000104,insider
20260406,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260406000088,insider
20260325,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260325000199,insider
20260325,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260325000189,insider
20260324,한화솔루션,009830,주식등의대량보유상황보고서(일반),20260324000951,insider
20260324,한화솔루션,009830,최대주주등소유주식변동신고서              ,20260324801195,insider
20260223,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260223002186,insider
20260210,한화솔루션,009830,[기재정정]최대주주등소유주식변동신고서              ,20260210800882,insider
20260210,한화솔루션,009830,주식등의대량보유상황보고서(일반),20260210000682,insider
20260210,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260210000675,insider
20260210,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260210000671,insider
20260128,한화솔루션,009830,자기주식처분결과보고서,20260128000390,buyback
20260128,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260128000071,insider
20260128,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260128000041,insider
20260128,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260128000022,insider
20260128,한화솔루션,009830,임원ㆍ주요주주특정증권등소유상황보고서,20260128000018,insider
