rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260507,JB금융지주,175330,임원ㆍ주요주주특정증권등거래계획보고서,20260507000737,insider
20260423,JB금융지주,175330,현금ㆍ현물배당결정              ,20260423800735,dividend
20260423,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260423800723,dividend
20260407,JB금융지주,175330,주식등의대량보유상황보고서(약식),20260407000327,insider
20260324,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260324000751,insider
20260316,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260316000963,insider
20260316,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260316000914,insider
20260311,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260311004625,insider
20260311,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260311004571,insider
20260311,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260311004556,insider
20260309,JB금융지주,175330,주식등의대량보유상황보고서(약식),20260309001500,insider
20260309,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260309001367,insider
20260226,JB금융지주,175330,주식등의대량보유상황보고서(약식),20260226000719,insider
20260205,JB금융지주,175330,주요사항보고서(자기주식취득신탁계약체결결정),20260205000460,buyback
20260205,JB금융지주,175330,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20260205800801,dividend
20260205,JB금융지주,175330,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20260205800793,dividend
20260205,JB금융지주,175330,현금ㆍ현물배당결정              ,20260205800785,dividend
20260205,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260205800769,dividend
20260203,JB금융지주,175330,주요사항보고서(자기주식취득신탁계약해지결정),20260203000406,buyback
20260130,JB금융지주,175330,최대주주등소유주식변동신고서              ,20260130800789,insider
20260129,JB금융지주,175330,주식등의대량보유상황보고서(일반),20260129000603,insider
20260129,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260129000563,insider
20260122,JB금융지주,175330,주식등의대량보유상황보고서(일반),20260122000398,insider
20260108,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20260108000246,insider
20260107,JB금융지주,175330,주식등의대량보유상황보고서(약식),20260107000063,insider
20251230,JB금융지주,175330,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20251230800723,dividend
20251230,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20251230800707,dividend
20251217,JB금융지주,175330,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20251217800629,dividend
20251217,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20251217800623,dividend
20251217,JB금융지주,175330,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20251217800306,dividend
20251217,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20251217800303,dividend
20251216,JB금융지주,175330,기타경영사항(자율공시)              (배당기준일 관련 안내),20251216800363,dividend
20251128,JB금융지주,175330,임원ㆍ주요주주특정증권등거래계획보고서,20251128001872,insider
20251105,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20251105000195,insider
20251028,JB금융지주,175330,현금ㆍ현물배당결정              ,20251028800526,dividend
20251028,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20251028800512,dividend
20251028,JB금융지주,175330,주요사항보고서(자기주식취득신탁계약체결결정),20251028000287,buyback
20251027,JB금융지주,175330,주요사항보고서(자기주식취득신탁계약해지결정),20251027000294,buyback
20251014,JB금융지주,175330,주식등의대량보유상황보고서(약식),20251014000126,insider
20251014,JB금융지주,175330,주식등의대량보유상황보고서(약식),20251014000026,insider
20251010,JB금융지주,175330,최대주주등소유주식변동신고서              ,20251010800441,insider
20251002,JB금융지주,175330,주식등의대량보유상황보고서(일반),20251002000169,insider
20251002,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20251002000157,insider
20250829,JB금융지주,175330,임원ㆍ주요주주특정증권등거래계획보고서,20250829001997,insider
20250807,JB금융지주,175330,주식등의대량보유상황보고서(약식),20250807000200,insider
20250724,JB금융지주,175330,현금ㆍ현물배당결정              ,20250724800408,dividend
20250724,JB금융지주,175330,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250724800404,dividend
20250724,JB금융지주,175330,주요사항보고서(자기주식취득신탁계약체결결정),20250724000340,buyback
20250715,JB금융지주,175330,주요사항보고서(자기주식취득신탁계약해지결정),20250715000268,buyback
20250704,JB금융지주,175330,최대주주등소유주식변동신고서              ,20250704800589,insider
20250702,JB금융지주,175330,임원ㆍ주요주주특정증권등소유상황보고서,20250702000526,insider
20250702,JB금융지주,175330,주식등의대량보유상황보고서(일반),20250702000513,insider
