rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260515,동서,026960,최대주주등소유주식변동신고서              ,20260515802558,insider
20260506,동서,026960,임원ㆍ주요주주특정증권등거래계획보고서,20260506000325,insider
20260320,동서,026960,주식등의대량보유상황보고서(일반),20260320001018,insider
20260303,동서,026960,최대주주등소유주식변동신고서              ,20260303800843,insider
20260210,동서,026960,최대주주등소유주식변동신고서              ,20260210800403,insider
20260123,동서,026960,현금ㆍ현물배당결정              ,20260123800439,dividend
20251219,동서,026960,자기주식처분결과보고서,20251219000287,buyback
20251216,동서,026960,주요사항보고서(자기주식처분결정),20251216000338,buyback
20251215,동서,026960,주식등의대량보유상황보고서(일반),20251215000399,insider
20251215,동서,026960,최대주주등소유주식변동신고서              ,20251215801276,insider
20251215,동서,026960,임원ㆍ주요주주특정증권등소유상황보고서,20251215000292,insider
20251201,동서,026960,최대주주등소유주식변동신고서              ,20251201800798,insider
20251201,동서,026960,임원ㆍ주요주주특정증권등소유상황보고서,20251201000625,insider
20251112,동서,026960,최대주주등소유주식변동신고서              ,20251112800346,insider
20251030,동서,026960,임원ㆍ주요주주특정증권등거래계획보고서,20251030000534,insider
20251022,동서,026960,임원ㆍ주요주주특정증권등소유상황보고서,20251022000353,insider
20251022,동서,026960,최대주주등소유주식변동신고서              ,20251022800526,insider
20250924,동서,026960,[기재정정]최대주주등소유주식변동신고서              ,20250924800545,insider
20250730,동서,026960,주식등의대량보유상황보고서(일반),20250730000384,insider
20250730,동서,026960,최대주주등소유주식변동신고서              ,20250730800496,insider
20250722,동서,026960,현금ㆍ현물배당결정              ,20250722800277,dividend
20250722,동서,026960,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250722800263,dividend
20250703,동서,026960,최대주주등소유주식변동신고서              ,20250703800636,insider
