rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260529,SK네트웍스,001740,최대주주등소유주식변동신고서              ,20260529801553,insider
20260529,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260529001731,insider
20260507,SK네트웍스,001740,주식등의대량보유상황보고서(일반),20260507000629,insider
20260507,SK네트웍스,001740,최대주주등소유주식변동신고서              ,20260507800672,insider
20260507,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260507000582,insider
20260430,SK네트웍스,001740,최대주주등소유주식변동신고서              ,20260430801672,insider
20260430,SK네트웍스,001740,자기주식처분결과보고서,20260430001769,buyback
20260430,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260430001550,insider
20260430,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260430001518,insider
20260430,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260430001484,insider
20260430,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260430001435,insider
20260430,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260430001416,insider
20260430,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260430001349,insider
20260429,SK네트웍스,001740,주요사항보고서(자기주식처분결정),20260429000001,buyback
20260414,SK네트웍스,001740,기업가치제고계획(자율공시)              (고배당기업 표시를 위한 재공시),20260414800334,dividend
20260406,SK네트웍스,001740,최대주주등소유주식변동신고서              ,20260406800715,insider
20260406,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260406003579,insider
20260210,SK네트웍스,001740,[기재정정]현금ㆍ현물배당결정              ,20260210801133,dividend
20260210,SK네트웍스,001740,자기주식처분결과보고서,20260210000824,buyback
20260210,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260210000808,insider
20260209,SK네트웍스,001740,주요사항보고서(자기주식처분결정),20260209000377,buyback
20260209,SK네트웍스,001740,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260209800845,dividend
20260106,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260106000590,insider
20260106,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260106000578,insider
20260106,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260106000560,insider
20260106,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20260106000544,insider
20250813,SK네트웍스,001740,현금ㆍ현물배당결정              ,20250813800330,dividend
20250813,SK네트웍스,001740,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250813800324,dividend
20250704,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20250704000304,insider
20250624,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20250624000285,insider
20250624,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20250624000271,insider
20250620,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20250620000243,insider
20250620,SK네트웍스,001740,임원ㆍ주요주주특정증권등소유상황보고서,20250620000231,insider
