rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260514,키움증권,039490,주요사항보고서(자기주식취득결정),20260514000710,buyback
20260508,키움증권,039490,주식등의대량보유상황보고서(약식),20260508000344,insider
20260402,키움증권,039490,임원ㆍ주요주주특정증권등소유상황보고서,20260402002025,insider
20260330,키움증권,039490,주식등의대량보유상황보고서(일반),20260330001630,insider
20260330,키움증권,039490,최대주주등소유주식변동신고서              ,20260330801728,insider
20260326,키움증권,039490,기업가치제고계획(자율공시)              ((고배당기업 표시를 위한 재공시)),20260326803412,dividend
20260225,키움증권,039490,[기재정정]현금ㆍ현물배당결정              ,20260225801591,dividend
20260209,키움증권,039490,주식등의대량보유상황보고서(약식),20260209000051,insider
20260109,키움증권,039490,주식등의대량보유상황보고서(일반),20260109000553,insider
20260105,키움증권,039490,임원ㆍ주요주주특정증권등소유상황보고서,20260105000282,insider
20260102,키움증권,039490,최대주주등소유주식변동신고서              ,20260102800453,insider
20251010,키움증권,039490,주식등의대량보유상황보고서(약식),20251010000176,insider
20251001,키움증권,039490,주식등의대량보유상황보고서(약식),20251001000452,insider
20251001,키움증권,039490,임원ㆍ주요주주특정증권등소유상황보고서,20251001000383,insider
20250709,키움증권,039490,주식등의대량보유상황보고서(약식),20250709000219,insider
20250708,키움증권,039490,주식등의대량보유상황보고서(일반),20250708000390,insider
20250704,키움증권,039490,최대주주등소유주식변동신고서              ,20250704800711,insider
20250703,키움증권,039490,임원ㆍ주요주주특정증권등소유상황보고서,20250703000341,insider
20250703,키움증권,039490,자기주식취득결과보고서,20250703000255,buyback
20250701,키움증권,039490,임원ㆍ주요주주특정증권등소유상황보고서,20250701000254,insider
