rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260605,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260605000458,insider
20260508,카카오뱅크,323410,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260508000732,insider
20260401,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260401003931,insider
20260327,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260327001558,insider
20260327,카카오뱅크,323410,기업가치제고계획(자율공시)              (고배당기업 표시를 위한 재공시),20260327800287,dividend
20260323,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260323001000,insider
20260227,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260227007243,insider
20260227,카카오뱅크,323410,[기재정정]현금ㆍ현물배당결정              ,20260227800271,dividend
20260212,카카오뱅크,323410,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260212001292,insider
20260204,카카오뱅크,323410,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260204800003,dividend
20260108,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260108000574,insider
20260108,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20260108000557,insider
20251212,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20251212000420,insider
20251212,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20251212000410,insider
20251212,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20251212000397,insider
20250730,카카오뱅크,323410,임원ㆍ주요주주특정증권등소유상황보고서,20250730000164,insider
