rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260605,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260605000622,insider
20260605,지투지바이오,456160,주식등의대량보유상황보고서(일반),20260605000612,insider
20260605,지투지바이오,456160,[기재정정]주식등의대량보유상황보고서(일반),20260605000604,insider
20260605,지투지바이오,456160,[기재정정]주식등의대량보유상황보고서(일반),20260605000597,insider
20260605,지투지바이오,456160,[기재정정]주식등의대량보유상황보고서(일반),20260605000587,insider
20260522,지투지바이오,456160,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260522000631,insider
20260521,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260521000756,insider
20260521,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260521000730,insider
20260327,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260327000306,insider
20260327,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260327000302,insider
20260327,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260327000295,insider
20260327,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260327000290,insider
20260213,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260213002358,insider
20260213,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260213002332,insider
20260213,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260213002323,insider
20260213,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260213002312,insider
20260213,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20260213002297,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000318,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000317,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000308,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000303,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000299,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000292,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000289,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000281,insider
20251106,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20251106000268,insider
20251010,지투지바이오,456160,주식등의대량보유상황보고서(약식),20251010000193,insider
20250919,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250919000594,insider
20250919,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250919000587,insider
20250919,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250919000579,insider
20250822,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250822000054,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000594,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000580,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000564,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000551,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000546,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000544,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000542,insider
20250821,지투지바이오,456160,임원ㆍ주요주주특정증권등소유상황보고서,20250821000531,insider
20250819,지투지바이오,456160,주식등의대량보유상황보고서(약식),20250819000235,insider
