rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260527,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260527000507,insider
20260527,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260527000495,insider
20260527,영풍,000670,주식등의대량보유상황보고서(일반),20260527000474,insider
20260421,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260421000328,insider
20260410,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260410002885,insider
20260410,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260410002790,insider
20260410,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260410002683,insider
20260410,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260410002607,insider
20260403,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20260403003006,insider
20260401,영풍,000670,주식등의대량보유상황보고서(약식),20260401002250,insider
20260327,영풍,000670,주식등의대량보유상황보고서(일반),20260327001096,insider
20260310,영풍,000670,현금ㆍ현물배당결정              ,20260310801831,dividend
20251229,영풍,000670,임원ㆍ주요주주특정증권등소유상황보고서,20251229000492,insider
20251218,영풍,000670,주식배당결정              ,20251218800636,dividend
20251016,영풍,000670,주식등의대량보유상황보고서(일반),20251016000194,insider
