rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260601,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20260601001447,insider
20260601,효성티앤씨,298020,주식등의대량보유상황보고서(약식),20260601001397,insider
20260506,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20260506000304,insider
20260410,효성티앤씨,298020,최대주주등소유주식변동신고서              ,20260410800741,insider
20260410,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20260410002765,insider
20260410,효성티앤씨,298020,주식등의대량보유상황보고서(일반),20260410002747,insider
20260410,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20260410000187,insider
20260402,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20260402002469,insider
20260402,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20260402002422,insider
20260401,효성티앤씨,298020,주식등의대량보유상황보고서(약식),20260401001964,insider
20260303,효성티앤씨,298020,주식등의대량보유상황보고서(약식),20260303002517,insider
20260225,효성티앤씨,298020,현금ㆍ현물배당결정              ,20260225801680,dividend
20260202,효성티앤씨,298020,주식등의대량보유상황보고서(약식),20260202000976,insider
20251205,효성티앤씨,298020,임원ㆍ주요주주특정증권등소유상황보고서,20251205000449,insider
20251107,효성티앤씨,298020,주식등의대량보유상황보고서(일반),20251107000543,insider
20251014,효성티앤씨,298020,주식등의대량보유상황보고서(일반),20251014000312,insider
20250918,효성티앤씨,298020,최대주주등소유주식변동신고서              ,20250918800381,insider
20250827,효성티앤씨,298020,주식등의대량보유상황보고서(일반),20250827000551,insider
