rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260324,LG유플러스,032640,기업가치제고계획(자율공시)              (고배당기업 표시를 위한 재공시),20260324801537,dividend
20260210,LG유플러스,032640,주요사항보고서(자기주식취득신탁계약해지결정),20260210000941,buyback
20260126,LG유플러스,032640,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260126800874,dividend
20260126,LG유플러스,032640,현금ㆍ현물배당결정              ,20260126800869,dividend
20260107,LG유플러스,032640,임원ㆍ주요주주특정증권등소유상황보고서,20260107000660,insider
20260107,LG유플러스,032640,임원ㆍ주요주주특정증권등소유상황보고서,20260107000650,insider
20251001,LG유플러스,032640,주식등의대량보유상황보고서(약식),20251001000414,insider
20250814,LG유플러스,032640,최대주주등소유주식변동신고서              ,20250814801340,insider
20250814,LG유플러스,032640,임원ㆍ주요주주특정증권등소유상황보고서,20250814001919,insider
20250721,LG유플러스,032640,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250721800573,dividend
20250721,LG유플러스,032640,현금ㆍ현물배당결정              ,20250721800567,dividend
20250721,LG유플러스,032640,주요사항보고서(자기주식취득신탁계약체결결정),20250721000270,buyback
20250702,LG유플러스,032640,주식등의대량보유상황보고서(약식),20250702000179,insider
