rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260428,SK바이오사이언스,302440,주요사항보고서(자기주식취득결정),20260428000715,buyback
20260327,SK바이오사이언스,302440,주식등의대량보유상황보고서(일반),20260327001256,insider
20260326,SK바이오사이언스,302440,임원ㆍ주요주주특정증권등소유상황보고서,20260326000825,insider
20260325,SK바이오사이언스,302440,최대주주등소유주식변동신고서              ,20260325801142,insider
20260224,SK바이오사이언스,302440,최대주주등소유주식변동신고서              ,20260224800979,insider
20260224,SK바이오사이언스,302440,주식등의대량보유상황보고서(일반),20260224003078,insider
20260106,SK바이오사이언스,302440,임원ㆍ주요주주특정증권등소유상황보고서,20260106000436,insider
20260106,SK바이오사이언스,302440,임원ㆍ주요주주특정증권등소유상황보고서,20260106000423,insider
20251226,SK바이오사이언스,302440,최대주주등소유주식변동신고서              ,20251226800500,insider
20251226,SK바이오사이언스,302440,임원ㆍ주요주주특정증권등소유상황보고서,20251226000309,insider
20251215,SK바이오사이언스,302440,최대주주등소유주식변동신고서              ,20251215801344,insider
20251215,SK바이오사이언스,302440,임원ㆍ주요주주특정증권등소유상황보고서,20251215000355,insider
20250919,SK바이오사이언스,302440,주식등의대량보유상황보고서(일반),20250919000328,insider
20250919,SK바이오사이언스,302440,임원ㆍ주요주주특정증권등거래계획보고서,20250919000316,insider
