rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260515,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20260515003055,insider
20260515,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260515003047,insider
20260508,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260508001064,insider
20260507,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260507000579,insider
20260506,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260506000495,insider
20260506,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20260506000486,insider
20260417,인카금융서비스,211050,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260417000611,insider
20260326,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260326001158,insider
20260318,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20260318001600,insider
20260316,인카금융서비스,211050,[기재정정]주식등의대량보유상황보고서(일반),20260316000087,insider
20260316,인카금융서비스,211050,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260316000082,insider
20260316,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20260316000070,insider
20260316,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260316000067,insider
20260310,인카금융서비스,211050,현금ㆍ현물배당결정              ,20260310901283,dividend
20260205,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20260205000623,insider
20260204,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260204000556,insider
20260121,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260121000456,insider
20260115,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260115000350,insider
20260102,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20260102000461,insider
20251229,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251229000731,insider
20251223,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20251223000880,insider
20251219,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20251219000587,insider
20251215,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251215000314,insider
20251210,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251210000486,insider
20251208,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251205000567,insider
20251208,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251205000566,insider
20251203,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251203000277,insider
20251127,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20251127001089,insider
20251111,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251111000233,insider
20251107,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251107000379,insider
20251107,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251107000376,insider
20251107,인카금융서비스,211050,임원ㆍ주요주주특정증권등소유상황보고서,20251107000368,insider
20251106,인카금융서비스,211050,주식등의대량보유상황보고서(일반),20251106000417,insider
20251030,인카금융서비스,211050,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등              ,20251030900830,insider
20251023,인카금융서비스,211050,자기주식처분결과보고서,20251023000191,buyback
20251017,인카금융서비스,211050,주요사항보고서(자기주식처분결정),20251017000479,buyback
