rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260605,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260605800727,insider
20260529,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260529801632,insider
20260526,현대엘리베이터,017800,[기재정정]주식등의대량보유상황보고서(일반),20260526000457,insider
20260522,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260522800827,insider
20260515,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260515803016,insider
20260514,현대엘리베이터,017800,현금ㆍ현물배당결정              ,20260514801062,dividend
20260514,현대엘리베이터,017800,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260514801045,dividend
20260508,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260508801137,insider
20260430,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260430801534,insider
20260424,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260424800881,insider
20260424,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20260424000739,insider
20260417,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260417800814,insider
20260403,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260403801354,insider
20260403,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20260403003538,insider
20260327,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20260327802736,insider
20260327,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20260327001634,insider
20260317,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20260317000475,insider
20260210,현대엘리베이터,017800,현금ㆍ현물배당결정              ,20260210800875,dividend
20260210,현대엘리베이터,017800,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260210800871,dividend
20260105,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20260105000271,insider
20260102,현대엘리베이터,017800,주식등의대량보유상황보고서(약식),20260102000234,insider
20251231,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20251231000394,insider
20251216,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20251216000149,insider
20251113,현대엘리베이터,017800,현금ㆍ현물배당결정              ,20251113800246,dividend
20251113,현대엘리베이터,017800,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20251113800239,dividend
20251111,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20251111000364,insider
20251111,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20251111000363,insider
20251111,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20251111000361,insider
20251111,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20251111800655,insider
20251111,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20251111000328,insider
20251029,현대엘리베이터,017800,임원ㆍ주요주주특정증권등소유상황보고서,20251029000373,insider
20251029,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20251029800711,insider
20251029,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20251029000365,insider
20251002,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20251002000580,insider
20250828,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250828001123,insider
20250812,현대엘리베이터,017800,현금ㆍ현물배당결정              ,20250812800489,dividend
20250812,현대엘리베이터,017800,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250812800453,dividend
20250807,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250807000283,insider
20250717,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250717000297,insider
20250702,현대엘리베이터,017800,최대주주등소유주식변동신고서              ,20250702800503,insider
20250702,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250702000464,insider
20250702,현대엘리베이터,017800,주식등의대량보유상황보고서(약식),20250702000199,insider
20250701,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250701000318,insider
20250620,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250620000494,insider
20250620,현대엘리베이터,017800,주식등의대량보유상황보고서(일반),20250620000469,insider
