rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260527,에코프로,086520,주식등의대량보유상황보고서(일반),20260527000547,insider
20260519,에코프로,086520,주식등의대량보유상황보고서(일반),20260519000230,insider
20260508,에코프로,086520,주식등의대량보유상황보고서(일반),20260508000255,insider
20260430,에코프로,086520,주식등의대량보유상황보고서(일반),20260430000880,insider
20260423,에코프로,086520,주식등의대량보유상황보고서(일반),20260423000250,insider
20260410,에코프로,086520,주식등의대량보유상황보고서(일반),20260410002830,insider
20260410,에코프로,086520,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20260410900546,dividend
20260403,에코프로,086520,주식등의대량보유상황보고서(일반),20260403001008,insider
20260401,에코프로,086520,[기재정정]현금ㆍ현물배당결정              ,20260401900948,dividend
20260401,에코프로,086520,주식등의대량보유상황보고서(일반),20260401003720,insider
20260401,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20260401003555,insider
20260309,에코프로,086520,주식등의대량보유상황보고서(일반),20260309001208,insider
20260225,에코프로,086520,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20260225902015,dividend
20260225,에코프로,086520,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20260225901790,dividend
20260224,에코프로,086520,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260224901331,dividend
20260224,에코프로,086520,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20260224900910,dividend
20260223,에코프로,086520,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20260223901256,dividend
20260223,에코프로,086520,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20260223900935,dividend
20260223,에코프로,086520,주식등의대량보유상황보고서(일반),20260223002966,insider
20260223,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20260223001468,insider
20260206,에코프로,086520,주식등의대량보유상황보고서(약식),20260206001561,insider
20260205,에코프로,086520,주식등의대량보유상황보고서(일반),20260205000237,insider
20260129,에코프로,086520,주식등의대량보유상황보고서(일반),20260129000196,insider
20260119,에코프로,086520,주식등의대량보유상황보고서(일반),20260119000100,insider
20260108,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20260108000428,insider
20260107,에코프로,086520,주식등의대량보유상황보고서(일반),20260107000607,insider
20251230,에코프로,086520,주식등의대량보유상황보고서(일반),20251230000181,insider
20251218,에코프로,086520,주식등의대량보유상황보고서(일반),20251218000088,insider
20251211,에코프로,086520,주식등의대량보유상황보고서(일반),20251211000193,insider
20251208,에코프로,086520,주식등의대량보유상황보고서(일반),20251208000092,insider
20251201,에코프로,086520,주식등의대량보유상황보고서(일반),20251201000653,insider
20251201,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251201000614,insider
20251201,에코프로,086520,자기주식처분결과보고서,20251201000603,buyback
20251121,에코프로,086520,주식등의대량보유상황보고서(일반),20251121000123,insider
20251120,에코프로,086520,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,20251120900484,buyback
20251119,에코프로,086520,주요사항보고서(자기주식처분결정),20251119000172,buyback
20251118,에코프로,086520,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,20251118900187,buyback
20251113,에코프로,086520,주식등의대량보유상황보고서(일반),20251113000037,insider
20251104,에코프로,086520,주식등의대량보유상황보고서(일반),20251104000061,insider
20251028,에코프로,086520,주식등의대량보유상황보고서(일반),20251028000316,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000176,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000167,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000160,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000156,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000155,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000150,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000148,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000141,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000139,insider
20251028,에코프로,086520,임원ㆍ주요주주특정증권등소유상황보고서,20251028000135,insider
20251023,에코프로,086520,자기주식처분결과보고서,20251023000227,buyback
20251021,에코프로,086520,주요사항보고서(자기주식처분결정),20251021000285,buyback
20251020,에코프로,086520,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,20251020900570,buyback
20251020,에코프로,086520,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,20251020900331,buyback
20251015,에코프로,086520,주식등의대량보유상황보고서(일반),20251015000147,insider
20251002,에코프로,086520,주식등의대량보유상황보고서(일반),20251002000274,insider
20250903,에코프로,086520,주식등의대량보유상황보고서(일반),20250903000324,insider
20250819,에코프로,086520,주식등의대량보유상황보고서(일반),20250819000214,insider
20250806,에코프로,086520,주식등의대량보유상황보고서(일반),20250806000320,insider
20250730,에코프로,086520,[기재정정]주식등의대량보유상황보고서(일반),20250730000402,insider
20250728,에코프로,086520,주식등의대량보유상황보고서(일반),20250728000343,insider
20250704,에코프로,086520,주식등의대량보유상황보고서(일반),20250704000423,insider
20250623,에코프로,086520,주식등의대량보유상황보고서(일반),20250623000143,insider
20250617,에코프로,086520,주식등의대량보유상황보고서(일반),20250617000354,insider
