rcept_dt,corp_name,stock_code,report_nm,rcept_no,event_type
20260514,고영,098460,[기재정정]주요사항보고서(자기주식처분결정),20260514000691,buyback
20260430,고영,098460,주식등의대량보유상황보고서(일반),20260430001689,insider
20260430,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260430001629,insider
20260401,고영,098460,자기주식처분결과보고서,20260401004839,buyback
20260401,고영,098460,주식등의대량보유상황보고서(일반),20260401004764,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004466,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004434,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004388,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004348,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004308,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004279,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004231,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004211,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004173,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004099,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004062,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401004025,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003991,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003963,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003912,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003879,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003849,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003815,insider
20260401,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260401003778,insider
20260326,고영,098460,배당락              ,20260326902683,dividend
20260304,고영,098460,[기재정정]현금ㆍ현물배당결정              ,20260304901611,dividend
20260304,고영,098460,주식등의대량보유상황보고서(약식),20260304001500,insider
20260225,고영,098460,주식등의대량보유상황보고서(일반),20260225004402,insider
20260212,고영,098460,주요사항보고서(자기주식처분결정),20260212001734,buyback
20260212,고영,098460,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260212901498,dividend
20260204,고영,098460,주식등의대량보유상황보고서(약식),20260204000390,insider
20260119,고영,098460,주식등의대량보유상황보고서(일반),20260119000190,insider
20260109,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260109000506,insider
20260109,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20260109000500,insider
20260109,고영,098460,주식등의대량보유상황보고서(일반),20260109000495,insider
20251204,고영,098460,주식등의대량보유상황보고서(일반),20251204000367,insider
20251112,고영,098460,기타경영사항(자율공시)              (배당기준일 변경 안내),20251112900761,dividend
20251014,고영,098460,주식등의대량보유상황보고서(일반),20251014000260,insider
20250905,고영,098460,주식등의대량보유상황보고서(일반),20250905000458,insider
20250820,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20250820000236,insider
20250801,고영,098460,주식등의대량보유상황보고서(일반),20250801000882,insider
20250718,고영,098460,주식등의대량보유상황보고서(일반),20250718000413,insider
20250710,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20250710000524,insider
20250710,고영,098460,주식등의대량보유상황보고서(일반),20250710000502,insider
20250619,고영,098460,임원ㆍ주요주주특정증권등소유상황보고서,20250619000195,insider
