period,group_name,keywords,ratio
2021-01-01,battery_theme,2차전지|배터리|전고체배터리,76.46331
2021-02-01,battery_theme,2차전지|배터리|전고체배터리,45.23696
2021-03-01,battery_theme,2차전지|배터리|전고체배터리,52.9648
2021-04-01,battery_theme,2차전지|배터리|전고체배터리,35.48887
2021-05-01,battery_theme,2차전지|배터리|전고체배터리,26.5434
2021-06-01,battery_theme,2차전지|배터리|전고체배터리,26.22302
2021-07-01,battery_theme,2차전지|배터리|전고체배터리,31.72808
2021-08-01,battery_theme,2차전지|배터리|전고체배터리,35.603
2021-09-01,battery_theme,2차전지|배터리|전고체배터리,39.68085
2021-10-01,battery_theme,2차전지|배터리|전고체배터리,36.97418
2021-11-01,battery_theme,2차전지|배터리|전고체배터리,31.64882
2021-12-01,battery_theme,2차전지|배터리|전고체배터리,30.08258
2022-01-01,battery_theme,2차전지|배터리|전고체배터리,30.90139
2022-02-01,battery_theme,2차전지|배터리|전고체배터리,20.98605
2022-03-01,battery_theme,2차전지|배터리|전고체배터리,27.92787
2022-04-01,battery_theme,2차전지|배터리|전고체배터리,23.67529
2022-05-01,battery_theme,2차전지|배터리|전고체배터리,21.6816
2022-06-01,battery_theme,2차전지|배터리|전고체배터리,24.36794
2022-07-01,battery_theme,2차전지|배터리|전고체배터리,23.71389
2022-08-01,battery_theme,2차전지|배터리|전고체배터리,25.82544
2022-09-01,battery_theme,2차전지|배터리|전고체배터리,28.479
2022-10-01,battery_theme,2차전지|배터리|전고체배터리,30.05395
2022-11-01,battery_theme,2차전지|배터리|전고체배터리,32.84238
2022-12-01,battery_theme,2차전지|배터리|전고체배터리,32.6772
2023-01-01,battery_theme,2차전지|배터리|전고체배터리,31.09146
2023-02-01,battery_theme,2차전지|배터리|전고체배터리,33.42421
2023-03-01,battery_theme,2차전지|배터리|전고체배터리,71.4106
2023-04-01,battery_theme,2차전지|배터리|전고체배터리,84.41152
2023-05-01,battery_theme,2차전지|배터리|전고체배터리,47.20742
2023-06-01,battery_theme,2차전지|배터리|전고체배터리,51.26618
2023-07-01,battery_theme,2차전지|배터리|전고체배터리,100.0
2023-08-01,battery_theme,2차전지|배터리|전고체배터리,63.46904
2023-09-01,battery_theme,2차전지|배터리|전고체배터리,43.39558
2023-10-01,battery_theme,2차전지|배터리|전고체배터리,49.16459
2023-11-01,battery_theme,2차전지|배터리|전고체배터리,54.52315
2023-12-01,battery_theme,2차전지|배터리|전고체배터리,41.39857
2024-01-01,battery_theme,2차전지|배터리|전고체배터리,49.87259
2024-02-01,battery_theme,2차전지|배터리|전고체배터리,34.47086
2024-03-01,battery_theme,2차전지|배터리|전고체배터리,43.30386
2024-04-01,battery_theme,2차전지|배터리|전고체배터리,34.36296
2024-05-01,battery_theme,2차전지|배터리|전고체배터리,35.27265
2024-06-01,battery_theme,2차전지|배터리|전고체배터리,44.46754
2024-07-01,battery_theme,2차전지|배터리|전고체배터리,38.68235
2024-08-01,battery_theme,2차전지|배터리|전고체배터리,50.49468
2024-09-01,battery_theme,2차전지|배터리|전고체배터리,38.50307
2024-10-01,battery_theme,2차전지|배터리|전고체배터리,32.62948
2024-11-01,battery_theme,2차전지|배터리|전고체배터리,46.91899
2024-12-01,battery_theme,2차전지|배터리|전고체배터리,34.88711
2025-01-01,battery_theme,2차전지|배터리|전고체배터리,37.49667
2025-02-01,battery_theme,2차전지|배터리|전고체배터리,43.68733
2025-03-01,battery_theme,2차전지|배터리|전고체배터리,35.72086
2025-04-01,battery_theme,2차전지|배터리|전고체배터리,27.68135
2025-05-01,battery_theme,2차전지|배터리|전고체배터리,42.3149
2025-06-01,battery_theme,2차전지|배터리|전고체배터리,40.56357
2025-07-01,battery_theme,2차전지|배터리|전고체배터리,39.06706
2025-08-01,battery_theme,2차전지|배터리|전고체배터리,44.01145
2025-09-01,battery_theme,2차전지|배터리|전고체배터리,60.98107
2025-10-01,battery_theme,2차전지|배터리|전고체배터리,88.19015
2025-11-01,battery_theme,2차전지|배터리|전고체배터리,36.85964
2025-12-01,battery_theme,2차전지|배터리|전고체배터리,35.98896
2026-01-01,battery_theme,2차전지|배터리|전고체배터리,80.1274
2026-02-01,battery_theme,2차전지|배터리|전고체배터리,41.21306
2026-03-01,battery_theme,2차전지|배터리|전고체배터리,33.34412
2026-04-01,battery_theme,2차전지|배터리|전고체배터리,40.6445
2026-05-01,battery_theme,2차전지|배터리|전고체배터리,36.93434
2026-06-01,battery_theme,2차전지|배터리|전고체배터리,5.4868
2021-01-01,defense_theme,방산|방위산업|K방산,4.8535
2021-02-01,defense_theme,방산|방위산업|K방산,3.19472
2021-03-01,defense_theme,방산|방위산업|K방산,3.32876
2021-04-01,defense_theme,방산|방위산업|K방산,2.97642
2021-05-01,defense_theme,방산|방위산업|K방산,3.06938
2021-06-01,defense_theme,방산|방위산업|K방산,2.87848
2021-07-01,defense_theme,방산|방위산업|K방산,2.61371
2021-08-01,defense_theme,방산|방위산업|K방산,3.11047
2021-09-01,defense_theme,방산|방위산업|K방산,2.75896
2021-10-01,defense_theme,방산|방위산업|K방산,2.86562
2021-11-01,defense_theme,방산|방위산업|K방산,2.75647
2021-12-01,defense_theme,방산|방위산업|K방산,3.12707
2022-01-01,defense_theme,방산|방위산업|K방산,4.26792
2022-02-01,defense_theme,방산|방위산업|K방산,4.64226
2022-03-01,defense_theme,방산|방위산업|K방산,5.18882
2022-04-01,defense_theme,방산|방위산업|K방산,3.72177
2022-05-01,defense_theme,방산|방위산업|K방산,4.38662
2022-06-01,defense_theme,방산|방위산업|K방산,4.52979
2022-07-01,defense_theme,방산|방위산업|K방산,7.76933
2022-08-01,defense_theme,방산|방위산업|K방산,10.6225
2022-09-01,defense_theme,방산|방위산업|K방산,12.89882
2022-10-01,defense_theme,방산|방위산업|K방산,10.27348
2022-11-01,defense_theme,방산|방위산업|K방산,9.5854
2022-12-01,defense_theme,방산|방위산업|K방산,8.81225
2023-01-01,defense_theme,방산|방위산업|K방산,9.37209
2023-02-01,defense_theme,방산|방위산업|K방산,7.4531
2023-03-01,defense_theme,방산|방위산업|K방산,8.16401
2023-04-01,defense_theme,방산|방위산업|K방산,9.3364
2023-05-01,defense_theme,방산|방위산업|K방산,8.71887
2023-06-01,defense_theme,방산|방위산업|K방산,8.03079
2023-07-01,defense_theme,방산|방위산업|K방산,8.5454
2023-08-01,defense_theme,방산|방위산업|K방산,7.25016
2023-09-01,defense_theme,방산|방위산업|K방산,8.74543
2023-10-01,defense_theme,방산|방위산업|K방산,9.76676
2023-11-01,defense_theme,방산|방위산업|K방산,7.90048
2023-12-01,defense_theme,방산|방위산업|K방산,8.23995
2024-01-01,defense_theme,방산|방위산업|K방산,8.37026
2024-02-01,defense_theme,방산|방위산업|K방산,7.64774
2024-03-01,defense_theme,방산|방위산업|K방산,10.5947
2024-04-01,defense_theme,방산|방위산업|K방산,9.9199
2024-05-01,defense_theme,방산|방위산업|K방산,7.97061
2024-06-01,defense_theme,방산|방위산업|K방산,7.68343
2024-07-01,defense_theme,방산|방위산업|K방산,8.65288
2024-08-01,defense_theme,방산|방위산업|K방산,6.5708
2024-09-01,defense_theme,방산|방위산업|K방산,6.54714
2024-10-01,defense_theme,방산|방위산업|K방산,8.27647
2024-11-01,defense_theme,방산|방위산업|K방산,10.63164
2024-12-01,defense_theme,방산|방위산업|K방산,8.01543
2025-01-01,defense_theme,방산|방위산업|K방산,6.61064
2025-02-01,defense_theme,방산|방위산업|K방산,10.48721
2025-03-01,defense_theme,방산|방위산업|K방산,11.97045
