period,group_name,keywords,ratio,chunk_id
2024-11-01,shipbuilding,조선|선박|LNG선|조선주,0.27574,0
2024-12-01,shipbuilding,조선|선박|LNG선|조선주,0.23057,0
2025-01-01,shipbuilding,조선|선박|LNG선|조선주,0.26418,0
2025-02-01,shipbuilding,조선|선박|LNG선|조선주,0.29394,0
2025-03-01,shipbuilding,조선|선박|LNG선|조선주,0.21427,0
2025-04-01,shipbuilding,조선|선박|LNG선|조선주,0.22824,0
2025-05-01,shipbuilding,조선|선박|LNG선|조선주,0.1661,0
2025-06-01,shipbuilding,조선|선박|LNG선|조선주,0.17897,0
2025-07-01,shipbuilding,조선|선박|LNG선|조선주,0.25605,0
2025-08-01,shipbuilding,조선|선박|LNG선|조선주,0.29971,0
2025-09-01,shipbuilding,조선|선박|LNG선|조선주,0.20114,0
2025-10-01,shipbuilding,조선|선박|LNG선|조선주,0.31229,0
2025-11-01,shipbuilding,조선|선박|LNG선|조선주,0.20405,0
2025-12-01,shipbuilding,조선|선박|LNG선|조선주,0.13922,0
2026-01-01,shipbuilding,조선|선박|LNG선|조선주,0.19144,0
2026-02-01,shipbuilding,조선|선박|LNG선|조선주,0.15892,0
2026-03-01,shipbuilding,조선|선박|LNG선|조선주,0.18622,0
2026-04-01,shipbuilding,조선|선박|LNG선|조선주,0.17623,0
2026-05-01,shipbuilding,조선|선박|LNG선|조선주,0.20767,0
2026-06-01,shipbuilding,조선|선박|LNG선|조선주,0.02212,0
2021-01-01,chemical,화학|석유화학|화학주,0.08911,1
2021-02-01,chemical,화학|석유화학|화학주,0.07272,1
2021-03-01,chemical,화학|석유화학|화학주,0.14408,1
2021-04-01,chemical,화학|석유화학|화학주,0.10781,1
2021-05-01,chemical,화학|석유화학|화학주,0.10301,1
2021-06-01,chemical,화학|석유화학|화학주,0.09826,1
2021-07-01,chemical,화학|석유화학|화학주,0.08667,1
2021-08-01,chemical,화학|석유화학|화학주,0.07872,1
2021-09-01,chemical,화학|석유화학|화학주,0.08606,1
2021-10-01,chemical,화학|석유화학|화학주,0.07523,1
2021-11-01,chemical,화학|석유화학|화학주,0.0797,1
2021-12-01,chemical,화학|석유화학|화학주,0.08723,1
2022-01-01,chemical,화학|석유화학|화학주,0.0674,1
2022-02-01,chemical,화학|석유화학|화학주,0.05656,1
2022-03-01,chemical,화학|석유화학|화학주,0.11397,1
2022-04-01,chemical,화학|석유화학|화학주,0.08363,1
2022-05-01,chemical,화학|석유화학|화학주,0.09114,1
2022-06-01,chemical,화학|석유화학|화학주,0.07897,1
2022-07-01,chemical,화학|석유화학|화학주,0.08395,1
2022-08-01,chemical,화학|석유화학|화학주,0.06992,1
2022-09-01,chemical,화학|석유화학|화학주,0.07262,1
2022-10-01,chemical,화학|석유화학|화학주,0.06937,1
2022-11-01,chemical,화학|석유화학|화학주,0.08944,1
2022-12-01,chemical,화학|석유화학|화학주,0.07536,1
2023-01-01,chemical,화학|석유화학|화학주,0.056,1
2023-02-01,chemical,화학|석유화학|화학주,0.05416,1
2023-03-01,chemical,화학|석유화학|화학주,0.1156,1
2023-04-01,chemical,화학|석유화학|화학주,0.08001,1
2023-05-01,chemical,화학|석유화학|화학주,0.08418,1
2023-06-01,chemical,화학|석유화학|화학주,0.08151,1
2023-07-01,chemical,화학|석유화학|화학주,0.08226,1
2023-08-01,chemical,화학|석유화학|화학주,0.06857,1
2023-09-01,chemical,화학|석유화학|화학주,0.06613,1
2023-10-01,chemical,화학|석유화학|화학주,0.06399,1
2023-11-01,chemical,화학|석유화학|화학주,0.06712,1
2023-12-01,chemical,화학|석유화학|화학주,0.06394,1
2024-01-01,chemical,화학|석유화학|화학주,0.05555,1
2024-02-01,chemical,화학|석유화학|화학주,0.04764,1
2024-03-01,chemical,화학|석유화학|화학주,0.1117,1
2024-04-01,chemical,화학|석유화학|화학주,0.08443,1
2024-05-01,chemical,화학|석유화학|화학주,0.09323,1
2024-06-01,chemical,화학|석유화학|화학주,0.08556,1
2024-07-01,chemical,화학|석유화학|화학주,0.07644,1
2024-08-01,chemical,화학|석유화학|화학주,0.06309,1
2024-09-01,chemical,화학|석유화학|화학주,0.06395,1
2024-10-01,chemical,화학|석유화학|화학주,0.06139,1
2024-11-01,chemical,화학|석유화학|화학주,0.07534,1
2024-12-01,chemical,화학|석유화학|화학주,0.08349,1
2025-01-01,chemical,화학|석유화학|화학주,0.05576,1
